context: (gulps) response:	What's this?
context: Men\Men\Men\Men\Women\Women\Women\Women response:	Women
context: Men\Men\Men\Women\Women\Women\Women\Women response:	Seishirou! Don't stand up when you shower!
context: Men\Men\Women\Women\Women\Women\Women\Seishirou! Don't stand up when you shower! response:	Here, use this to hide yourself for now.
context: Men\Women\Women\Women\Women\Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now. response:	Kirisaki, you're helping me out?
context: Women\Women\Women\Women\Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out? response:	What other choice do I have?
context: Women\Women\Women\Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have? response:	You are supposed to be my boyfriend, after all.
context: Women\Women\Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all. response:	And Tsugumi's here, too, remember?
context: Women\Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember? response:	If it ever gets out that you came into the girls' bath to peep on us,
context: Women\Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us, response:	You and I will have to spend the next three years as the object of everyone's scorn.
context: Seishirou! Don't stand up when you shower!\Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn. response:	In short, if they catch you, we're both toast!
context: Here, use this to hide yourself for now.\Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast! response:	I'll back you up, but you have to come up with a way to escape somehow.
context: Kirisaki, you're helping me out?\What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow. response:	Somehow?
context: What other choice do I have?\You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow? response:	That's easy for you to say! Onodera and the other girls are blocking the entrance!
context: You are supposed to be my boyfriend, after all.\And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance! response:	The entrance is a no-go!
context: And Tsugumi's here, too, remember?\If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go! response:	On the other hand, the fences are too high for me to even think about climbing over.
context: If it ever gets out that you came into the girls' bath to peep on us,\You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over. response:	What's that?
context: You and I will have to spend the next three years as the object of everyone's scorn.\In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that? response:	The service entrance! If I leave through there...
context: In short, if they catch you, we're both toast!\I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there... response:	Okay, why don't we help each other wash?
context: I'll back you up, but you have to come up with a way to escape somehow.\Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash? response:	After all, it doesn't seem like Tsugumi-san's used to Japanese baths.
context: Somehow?\That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths. response:	What? N-No, that won't be necess
context: That's easy for you to say! Onodera and the other girls are blocking the entrance!\The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess response:	Now, now, where do you want me to scrub you?
context: The entrance is a no-go!\On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you? response:	P-Please stop now, Miyamoto-sama!
context: On the other hand, the fences are too high for me to even think about climbing over.\What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama! response:	Oh, Miyamoto...
context: What's that?\The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto... response:	Hey, this isn't bad!
context: The service entrance! If I leave through there...\Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad! response:	Unfortunately, I couldn't find any good spots to look from,
context: Okay, why don't we help each other wash?\After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from, response:	but just listening leaves a lot to the imagination, wouldn't you say?
context: After all, it doesn't seem like Tsugumi-san's used to Japanese baths.\What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say? response:	Mmm, gotta hand it to you, Maiko!
context: What? N-No, that won't be necess\Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko! response:	Still, Raku's pretty late to the party.
context: Now, now, where do you want me to scrub you?\P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party. response:	What a waste! What's taking him so long?
context: P-Please stop now, Miyamoto-sama!\Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long? response:	Well, he did get some special treatment in that bus.
context: Oh, Miyamoto...\Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus. response:	Forget about him!
context: Hey, this isn't bad!\Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him! response:	All right, the door's straight ahead.
context: Unfortunately, I couldn't find any good spots to look from,\but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead. response:	All I need is an opportunity.
context: but just listening leaves a lot to the imagination, wouldn't you say?\Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead.\All I need is an opportunity. response:	Oh! Look, look! I see a tanuki over there!
context: Mmm, gotta hand it to you, Maiko!\Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there! response:	What?
context: Still, Raku's pretty late to the party.\What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What? response:	Really? Where?
context: What a waste! What's taking him so long?\Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What?\Really? Where? response:	See it? Over there!
context: Well, he did get some special treatment in that bus.\Forget about him!\All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What?\Really? Where?\See it? Over there! response:	Thanks, Kirisaki! I owe you.
context: Forget about him!\All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What?\Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you. response:	I can make it now!
context: All right, the door's straight ahead.\All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What?\Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now! response:	Hey, it's a lot bigger than I expected!
context: All I need is an opportunity.\Oh! Look, look! I see a tanuki over there!\What?\Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected! response:	Wow! You're pretty sexy, Sensei!
context: Oh! Look, look! I see a tanuki over there!\What?\Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei! response:	I'm so jealous of adults and their bodies!
context: What?\Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies! response:	Heh, wanna cop a feel?
context: Really? Where?\See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel? response:	H-Holy crap! Kyouko-chan's here too, now!
context: See it? Over there!\Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now! response:	If she catches me now, there'll be totally serious hell to pay!
context: Thanks, Kirisaki! I owe you.\I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay! response:	Scorn from my classmates will be the least of my problems!
context: I can make it now!\Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems! response:	Worst case scenario, I could be... expelled!
context: Hey, it's a lot bigger than I expected!\Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled! response:	Hey, so where's the tanuki?
context: Wow! You're pretty sexy, Sensei!\I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki? response:	H-Huh? That's weird.
context: I'm so jealous of adults and their bodies!\Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird. response:	Ah! The exit's getting farther and farther away!
context: Heh, wanna cop a feel?\H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away! response:	At this point, my only hope is to hang around and hide until the girls' bathing time ends.
context: H-Holy crap! Kyouko-chan's here too, now!\If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends. response:	Huh? What's this, Tsugumi?
context: If she catches me now, there'll be totally serious hell to pay!\Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi? response:	For a tomboy, you've got a seriously hot body.
context: Scorn from my classmates will be the least of my problems!\Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body. response:	Huh?
context: Worst case scenario, I could be... expelled!\Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh? response:	She's right!
context: Hey, so where's the tanuki?\H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh?\She's right! response:	Here, let me feel them.
context: H-Huh? That's weird.\Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh?\She's right!\Here, let me feel them. response:	No... wait... Not again!
context: Ah! The exit's getting farther and farther away!\At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh?\She's right!\Here, let me feel them.\No... wait... Not again! response:	Wow! It's true.
context: At this point, my only hope is to hang around and hide until the girls' bathing time ends.\Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh?\She's right!\Here, let me feel them.\No... wait... Not again!\Wow! It's true. response:	Your boobs are huge!
context: Huh? What's this, Tsugumi?\For a tomboy, you've got a seriously hot body.\Huh?\She's right!\Here, let me feel them.\No... wait... Not again!\Wow! It's true.\Your boobs are huge! response:	Why is your skin so silky smooth?
context: For a tomboy, you've got a seriously hot body.\Huh?\She's right!\Here, let me feel them.\No... wait... Not again!\Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth? response:	Ichijou sure is missing out!
context: Huh?\She's right!\Here, let me feel them.\No... wait... Not again!\Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out! response:	What is that teacher doing?
context: She's right!\Here, let me feel them.\No... wait... Not again!\Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing? response:	Is that a rogue there?
context: Here, let me feel them.\No... wait... Not again!\Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there? response:	Tsugumi-san, that was amazing!
context: No... wait... Not again!\Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing! response:	You're like a ninja!
context: Wow! It's true.\Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja! response:	Huh? That's strange.
context: Your boobs are huge!\Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange. response:	Now expulsion seems tame in comparison!
context: Why is your skin so silky smooth?\Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison! response:	If I'm caught, I'll be...
context: Ichijou sure is missing out!\What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be... response:	Executed on the spot!
context: What is that teacher doing?\Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot! response:	J-Just hide behind me for now!
context: Is that a rogue there?\Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now! response:	Thank God.
context: Tsugumi-san, that was amazing!\You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now!\Thank God. response:	Oh, there you are!
context: You're like a ninja!\Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now!\Thank God.\Oh, there you are! response:	Hey, by the way...
context: Huh? That's strange.\Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now!\Thank God.\Oh, there you are!\Hey, by the way... response:	I'm going to be frank, how far have you two gone?
context: Now expulsion seems tame in comparison!\If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now!\Thank God.\Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone? response:	Huh?
context: If I'm caught, I'll be...\Executed on the spot!\J-Just hide behind me for now!\Thank God.\Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh? response:	How far?
context: Executed on the spot!\J-Just hide behind me for now!\Thank God.\Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh?\How far? response:	Come on! We're talking about Ichijou-kun!
context: J-Just hide behind me for now!\Thank God.\Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh?\How far?\Come on! We're talking about Ichijou-kun! response:	You two have been dating openly for quite some time now.
context: Thank God.\Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh?\How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now. response:	We were thinking that you must be pretty far along by now.
context: Oh, there you are!\Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh?\How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now. response:	I-I can't breathe...
context: Hey, by the way...\I'm going to be frank, how far have you two gone?\Huh?\How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe... response:	But then again, you both still call each other by your last names.
context: I'm going to be frank, how far have you two gone?\Huh?\How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names. response:	How innocent!
context: Huh?\How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent! response:	So tell us the truth! How about it?
context: How far?\Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it? response:	W-Well...
context: Come on! We're talking about Ichijou-kun!\You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it?\W-Well... response:	Never mind that, haven't you ever wondered what Tsugumi's first love was like?
context: You two have been dating openly for quite some time now.\We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like? response:	What?
context: We were thinking that you must be pretty far along by now.\I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What? response:	What? You have a crush, Tsugumi-san?
context: I-I can't breathe...\But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san? response:	Who is it? Who is it? Someone in our school?
context: But then again, you both still call each other by your last names.\How innocent!\So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school? response:	Wh-What I'm experiencing isn't love!
context: How innocent!\So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love! response:	All right, while they're caught up in their girl talk,
context: So tell us the truth! How about it?\W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk, response:	I've got to find an escape route, no matter what!
context: W-Well...\Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what! response:	Huh? Is that... a hole?
context: Never mind that, haven't you ever wondered what Tsugumi's first love was like?\What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole? response:	The men's bath should be on the other side.
context: What?\What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side. response:	Does that hole connect the two baths?
context: What? You have a crush, Tsugumi-san?\Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths? response:	All right! Now if I could just make it over there somehow...
context: Who is it? Who is it? Someone in our school?\Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow... response:	What? A hole?
context: Wh-What I'm experiencing isn't love!\All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole? response:	Right, gotcha. I'll divert their attention, so you hurry over to that hole!
context: All right, while they're caught up in their girl talk,\I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole! response:	I-I know! We don't need to talk about me.
context: I've got to find an escape route, no matter what!\Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me. response:	What kind of boy do you have a crush on, Onodera-sama?
context: Huh? Is that... a hole?\The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama? response:	Wh-What?!
context: The men's bath should be on the other side.\Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?! response:	Huh? Dera-chan, you're crushing on someone?
context: Does that hole connect the two baths?\All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone? response:	I want to hear this!
context: All right! Now if I could just make it over there somehow...\What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this! response:	N-No, I don't have a crush!
context: What? A hole?\Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush! response:	Oh, yes, there is! You told me about him before!
context: Right, gotcha. I'll divert their attention, so you hurry over to that hole!\I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before! response:	What? You did?
context: I-I know! We don't need to talk about me.\What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did? response:	O-Onodera's crush?!
context: What kind of boy do you have a crush on, Onodera-sama?\Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?! response:	But she said she didn't have one the other day!
