context: All right, the contract is signed, Kosaki. response:	Starting today, you will become the Magical Patissiere Kosaki,
context: when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me. response:	And the way she's such a klutz once in a while... that's adorable, too...
context: Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too... response:	Would you mind not jumping onto my bandwagon without permission?
context: It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission? response:	My bad.
context: Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad. response:	That's precisely why I can't stand the thought of handing her over to an insincere man like you.
context: I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you. response:	This kid must really love Onodera.
context: That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera. response:	It's not quite the same, but I know too well how that feels...
context: She's kind to anyone she meets, and she has an especially lovely smile...\She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels... response:	I have no choice.
context: She sure does! I don't know how many times that smile has saved me.\And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice. response:	Although it's so uncool to bring it up myself...
context: And the way she's such a klutz once in a while... that's adorable, too...\Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself... response:	Hey, you really shouldn't be so hard on me.
context: Would you mind not jumping onto my bandwagon without permission?\My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me. response:	The guy who saved you from those thugs crowding you the other day...
context: My bad.\That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day... response:	That was me, you know.
context: That's precisely why I can't stand the thought of handing her over to an insincere man like you.\This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know. response:	Huh?
context: This kid must really love Onodera.\It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh? response:	Setting aside the underwear incident, and whatever rumors you've heard about me...
context: It's not quite the same, but I know too well how that feels...\I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me... response:	Can't you at least hear me out a little...?
context: I have no choice.\Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...? response:	Huh!? What the heck are you talking about!?
context: Although it's so uncool to bring it up myself...\Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!? response:	I already knew you were the lowest of the low...
context: Hey, you really shouldn't be so hard on me.\The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low... response:	But I never thought you'd go so far as to tarnish my prince!
context: The guy who saved you from those thugs crowding you the other day...\That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince! response:	Huh? What?
context: That was me, you know.\Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What? response:	How corrupt is that soul of yours?
context: Huh?\Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours? response:	Even if I don't really remember anything about that prince,
context: Setting aside the underwear incident, and whatever rumors you've heard about me...\Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince, response:	I can tell right away that it wasn't you!
context: Can't you at least hear me out a little...?\Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you! response:	Huh? No, no, hold up! I really did...
context: Huh!? What the heck are you talking about!?\I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did... response:	According to my hazy memories... He was at least 180 cm tall!
context: I already knew you were the lowest of the low...\But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall! response:	He had a face like a Hollywood star, and a clear voice like a voice actor!
context: But I never thought you'd go so far as to tarnish my prince!\Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor! response:	She's embellished my image!
context: Huh? What?\How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image! response:	To think that you'd try to win me over with a lie like that...
context: How corrupt is that soul of yours?\Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that... response:	You're rotten to the core.
context: Even if I don't really remember anything about that prince,\I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core. response:	Oh, hey, that's not what I meant to...
context: I can tell right away that it wasn't you!\Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to... response:	It's no good. If I say any more, it'll only backfire.
context: Huh? No, no, hold up! I really did...\According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire. response:	Fine. I was wrong, okay? Just forget what I said.
context: According to my hazy memories... He was at least 180 cm tall!\He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said. response:	You bet I will!
context: He had a face like a Hollywood star, and a clear voice like a voice actor!\She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will! response:	Please don't say creepy things like that.
context: She's embellished my image!\To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that. response:	I can't believe he'd tell a horrible lie like that...
context: To think that you'd try to win me over with a lie like that...\You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that... response:	Are all men like that, I wonder?
context: You're rotten to the core.\Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder? response:	All right, let's just start over and get to work.
context: Oh, hey, that's not what I meant to...\It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work. response:	What should I do?
context: It's no good. If I say any more, it'll only backfire.\Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do? response:	You don't have to do anything!
context: Fine. I was wrong, okay? Just forget what I said.\You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do?\You don't have to do anything! response:	Just curl up in some corner somewhere!
context: You bet I will!\Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do?\You don't have to do anything!\Just curl up in some corner somewhere! response:	Just right, I think?
context: Please don't say creepy things like that.\I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do?\You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think? response:	Come to think of it, you seem to be pretty good, Haru. At cooking...
context: I can't believe he'd tell a horrible lie like that...\Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do?\You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking... response:	Excuse me?
context: Are all men like that, I wonder?\All right, let's just start over and get to work.\What should I do?\You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me? response:	Well, since it seems like it's not Onodera's strong point...
context: All right, let's just start over and get to work.\What should I do?\You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point... response:	That's just because my sister happens to be special.
context: What should I do?\You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special. response:	What do you think? Is it good?
context: You don't have to do anything!\Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good? response:	She's always been like that since I can remember.
context: Just curl up in some corner somewhere!\Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember. response:	Since I was the one they trained in her place, and the one who helped out in the shop,
context: Just right, I think?\Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop, response:	of course I'm the one who can do all this.
context: Come to think of it, you seem to be pretty good, Haru. At cooking...\Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this. response:	Oh, really? Good for you!
context: Excuse me?\Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you! response:	And also...
context: Well, since it seems like it's not Onodera's strong point...\That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you!\And also... response:	Watching you work, Haru, I can tell that you really love making Japanese sweets!
context: That's just because my sister happens to be special.\What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets! response:	Huh?
context: What do you think? Is it good?\She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh? response:	The way you handle your tools, the way each and every step is so polished...
context: She's always been like that since I can remember.\Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished... response:	I think that's amazing...
context: Since I was the one they trained in her place, and the one who helped out in the shop,\of course I'm the one who can do all this.\Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing... response:	I bet the sweets you make are really good!
context: of course I'm the one who can do all this.\Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good! response:	I wish I could taste some!
context: Oh, really? Good for you!\And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some! response:	What would you know about it?
context: And also...\Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it? response:	Even if you offer such blatant lip service, it doesn't make me happy at all!
context: Watching you work, Haru, I can tell that you really love making Japanese sweets!\Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all! response:	Oh, really?
context: Huh?\The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really? response:	Hey, I'm gonna help out, after all. I'll take care not to get in your way.
context: The way you handle your tools, the way each and every step is so polished...\I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way. response:	Oh! That's all right, you'd only be...
context: I think that's amazing...\I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be... response:	Huh?
context: I bet the sweets you make are really good!\I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh? response:	The way he moves... it's not amateurish. He really knows what he's doing... and it's really...
context: I wish I could taste some!\What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really... response:	Do you make them at home?
context: What would you know about it?\Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home? response:	What?
context: Even if you offer such blatant lip service, it doesn't make me happy at all!\Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What? response:	Japanese sweets...
context: Oh, really?\Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What?\Japanese sweets... response:	Yeah. A lot, these days.
context: Hey, I'm gonna help out, after all. I'll take care not to get in your way.\Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What?\Japanese sweets...\Yeah. A lot, these days. response:	Ever since I got to work here the last time, I've really gotten into it.
context: Oh! That's all right, you'd only be...\Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What?\Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it. response:	I'm trying out stuff on my own. Japanese sweets are totally deep, huh?
context: Huh?\The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What?\Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh? response:	Oh, I see. Not that it matters anyway...
context: The way he moves... it's not amateurish. He really knows what he's doing... and it's really...\Do you make them at home?\What?\Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway... response:	And besides, it's not like what he makes could possibly taste good...
context: Do you make them at home?\What?\Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good... response:	Yum! This exquisite degree of sweetness and silky-smooth texture...
context: What?\Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture... response:	No, it's not good!
context: Japanese sweets...\Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good! response:	It's not good at all, you know!
context: Yeah. A lot, these days.\Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know! response:	What do you think? I did use the daifuku sweets from Suzumiya as a reference...
context: Ever since I got to work here the last time, I've really gotten into it.\I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference... response:	Oh! Did you say Suzumiya?
context: I'm trying out stuff on my own. Japanese sweets are totally deep, huh?\Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya? response:	You know, I really love their daifuku, too!
context: Oh, I see. Not that it matters anyway...\And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too! response:	They've got some amazing fine-grained paste, don't you think?
context: And besides, it's not like what he makes could possibly taste good...\Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think? response:	The balance between sweetness and slight saltiness is so...
context: Yum! This exquisite degree of sweetness and silky-smooth texture...\No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so... response:	I really love their strawberry daifuku! They're the best, aren't they?
context: No, it's not good!\It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they? response:	Yeah, those rock!
context: It's not good at all, you know!\What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock! response:	Since they use quality strawberries... That juiciness is to die for!
context: What do you think? I did use the daifuku sweets from Suzumiya as a reference...\Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for! response:	I think whoever was the first to put strawberries inside a daifuku was a genius!
context: Oh! Did you say Suzumiya?\You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius! response:	You said it! You could even call it a game-changer in human history!
context: You know, I really love their daifuku, too!\They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history! response:	Right! I know exactly what you mean!
context: They've got some amazing fine-grained paste, don't you think?\The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean! response:	Huh? What am I doing, having a blast talking to this guy?
context: The balance between sweetness and slight saltiness is so...\I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy? response:	This guy is my enemy! He's the enemy, got that?
context: I really love their strawberry daifuku! They're the best, aren't they?\Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that? response:	Oh, man, now I'm starting to crave some!
context: Yeah, those rock!\Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some! response:	What?
context: Since they use quality strawberries... That juiciness is to die for!\I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What? response:	Huh? You two are alone?
context: I think whoever was the first to put strawberries inside a daifuku was a genius!\You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone? response:	Now that's unusual for you, my little man-hater, Haru!
context: You said it! You could even call it a game-changer in human history!\Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru! response:	Hey, Haru! Don't come running to me if you have to fight over him with your sister!
context: Right! I know exactly what you mean!\Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister! response:	What the...? Who would ever...?
