context: You've been having things your way for a while... response:	But your reign ends here.
context: And one to each side...\So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time. response:	Get out here, hero hunter.
context: So a total of eight.\Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter. response:	I'm sure you know we're here!
context: Under normal circumstances, they'd be easy to take care of.\But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here! response:	Hey, dumb brat, take cover on the floor.
context: But I'm covered in wounds...\Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor. response:	All right, I will.
context: Thankfully, there's actually some useful information in this guide.\There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will. response:	So don't shoot!
context: There's someone outside, old dude.\Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot! response:	Please, don't shoot the shack.
context: Don't talk to me right now.\Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot!\Please, don't shoot the shack. response:	Cooperating just like that? Are you giving up?
context: Tch. There's no time.\Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up? response:	Give me a break.
context: Get out here, hero hunter.\I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break. response:	I just don't want to lose the comfy bed I come back to after I hunt you all down.
context: I'm sure you know we're here!\Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down. response:	You're going to hunt us?
context: Hey, dumb brat, take cover on the floor.\All right, I will.\So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us? response:	Don't let him rile you up, Wildhorn.
context: All right, I will.\So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn. response:	You seemed to be weakened.
context: So don't shoot!\Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened. response:	We're taking you back to the Association alive.
context: Please, don't shoot the shack.\Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive. response:	We're going to make you spill your motives and reveal any co-conspirators.
context: Cooperating just like that? Are you giving up?\Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators. response:	Spoken like a true hero.
context: Give me a break.\I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero. response:	How kind of you not to kill me.
context: I just don't want to lose the comfy bed I come back to after I hunt you all down.\You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me. response:	Wow... Heroes!
context: You're going to hunt us?\Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes! response:	They're all really awesome ones, too!
context: Don't let him rile you up, Wildhorn.\You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too! response:	Don't assume you're in the clear yet. We're not letting you off the hook.
context: You seemed to be weakened.\We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook. response:	We'll make you regret calling yourself a monster.
context: We're taking you back to the Association alive.\We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster. response:	Same goes for you guys.
context: We're going to make you spill your motives and reveal any co-conspirators.\Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys. response:	You'll pay big for calling yourself heroes.
context: Spoken like a true hero.\How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes. response:	Once I eliminate you guys, I've officially hunted over a hundred heroes!
context: How kind of you not to kill me.\Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes! response:	You're finished!
context: Wow... Heroes!\They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished! response:	You're first!
context: They're all really awesome ones, too!\Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first! response:	He dodged that midair? Holy crap!
context: Don't assume you're in the clear yet. We're not letting you off the hook.\We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first!\He dodged that midair? Holy crap! response:	That was close...
context: We'll make you regret calling yourself a monster.\Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first!\He dodged that midair? Holy crap!\That was close... response:	That thrust definitely wasn't meant to take me in alive.
context: Same goes for you guys.\You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first!\He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive. response:	Raining arrows?
context: You'll pay big for calling yourself heroes.\Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first!\He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows? response:	He figured out my attack even though I'm not that famous...
context: Once I eliminate you guys, I've officially hunted over a hundred heroes!\You're finished!\You're first!\He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous... response:	Those are poisonous arrows... Glad I read the guide.
context: You're finished!\You're first!\He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide. response:	Why are the heroes attacking him?
context: You're first!\He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him? response:	He's resisting to the end, despite these odds.
context: He dodged that midair? Holy crap!\That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds. response:	Is that hero hunter just a fool?
context: That was close...\That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool? response:	Chain Toad,
context: That thrust definitely wasn't meant to take me in alive.\Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad, response:	Tank-Top Master and Metal Bat were both severely injured by him.
context: Raining arrows?\He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him. response:	Please don't forget how we talked about taking him down.
context: He figured out my attack even though I'm not that famous...\Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down. response:	To never let our guard down. I know that.
context: Those are poisonous arrows... Glad I read the guide.\Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that. response:	I'm not going to show any mercy!
context: Why are the heroes attacking him?\He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy! response:	There's no doubt about it.
context: He's resisting to the end, despite these odds.\Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it. response:	He's definitely Silverfang's student.
context: Is that hero hunter just a fool?\Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student. response:	Guess he's not just some idiot.
context: Chain Toad,\Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot. response:	He's got some crazy instincts.
context: Tank-Top Master and Metal Bat were both severely injured by him.\Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts. response:	At mid-range, Chain Toad and Smileman attack endlessly...
context: Please don't forget how we talked about taking him down.\To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly... response:	Yes! I got him!
context: To never let our guard down. I know that.\I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him! response:	But if I move too far away, Shooter and Blam-Blam shoot me.
context: I'm not going to show any mercy!\There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me. response:	I guess Death Gatling is the end boss.
context: There's no doubt about it.\He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss. response:	Also... what the hell has that guy been doing?
context: He's definitely Silverfang's student.\Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing? response:	Shooter!
context: Guess he's not just some idiot.\He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter! response:	Thanks!
context: He's got some crazy instincts.\At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter!\Thanks! response:	So he's the support?
context: At mid-range, Chain Toad and Smileman attack endlessly...\Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter!\Thanks!\So he's the support? response:	They've got me marked from all angles.
context: Yes! I got him!\But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter!\Thanks!\So he's the support?\They've got me marked from all angles. response:	In that case...
context: But if I move too far away, Shooter and Blam-Blam shoot me.\I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter!\Thanks!\So he's the support?\They've got me marked from all angles.\In that case... response:	I'll make you my shield!
context: I guess Death Gatling is the end boss.\Also... what the hell has that guy been doing?\Shooter!\Thanks!\So he's the support?\They've got me marked from all angles.\In that case...\I'll make you my shield! response:	You won't get away!
context: Also... what the hell has that guy been doing?\Shooter!\Thanks!\So he's the support?\They've got me marked from all angles.\In that case...\I'll make you my shield!\You won't get away! response:	Shit!
context: Shooter!\Thanks!\So he's the support?\They've got me marked from all angles.\In that case...\I'll make you my shield!\You won't get away!\Shit! response:	If I let my guard down any more, he'll shoot me from behind aga
context: Thanks!\So he's the support?\They've got me marked from all angles.\In that case...\I'll make you my shield!\You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga response:	This little shit...
context: So he's the support?\They've got me marked from all angles.\In that case...\I'll make you my shield!\You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit... response:	It's also my job to take you down if you try to run.
context: They've got me marked from all angles.\In that case...\I'll make you my shield!\You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run. response:	I won't lose to anyone when it comes to stamina or persistence.
context: In that case...\I'll make you my shield!\You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence. response:	I wonder how long you'll last with those poison arrows in you.
context: I'll make you my shield!\You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you. response:	And CQC is their job.
context: You won't get away!\Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you.\And CQC is their job. response:	I definitely don't have enough strength to run through all of them right now.
context: Shit!\If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you.\And CQC is their job.\I definitely don't have enough strength to run through all of them right now. response:	Also, like I could actually dodge bullets, arrows, a chain sickle,
context: If I let my guard down any more, he'll shoot me from behind aga\This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you.\And CQC is their job.\I definitely don't have enough strength to run through all of them right now.\Also, like I could actually dodge bullets, arrows, a chain sickle, response:	and a kendama in my condition!
context: This little shit...\It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you.\And CQC is their job.\I definitely don't have enough strength to run through all of them right now.\Also, like I could actually dodge bullets, arrows, a chain sickle,\and a kendama in my condition! response:	This is your last chance to surrender, Garo!
context: It's also my job to take you down if you try to run.\I won't lose to anyone when it comes to stamina or persistence.\I wonder how long you'll last with those poison arrows in you.\And CQC is their job.\I definitely don't have enough strength to run through all of them right now.\Also, like I could actually dodge bullets, arrows, a chain sickle,\and a kendama in my condition!\This is your last chance to surrender, Garo! response:	Everyone's Dignity
