context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: You'd say that after perfect-ing me twice?\Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again?\You're on.\All right! response:	What?
context: Don't forget, you've been drinking tonight.\You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again?\You're on.\All right!\What? response:	I'm going to cheer for him.
context: You're absolutely right!\You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again?\You're on.\All right!\What?\I'm going to cheer for him. response:	Kick his butt, Kohsaka!
context: You didn't drink at all, and I drank a lot!\Of course you'd play better than me.\Want to play again?\You're on.\All right!\What?\I'm going to cheer for him.\Kick his butt, Kohsaka! response:	Come on, Kasukabe! Not in front of everyone!
context: Of course you'd play better than me.\Want to play again?\You're on.\All right!\What?\I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone! response:	If you win the next one, I'll kiss you.
context: Want to play again?\You're on.\All right!\What?\I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you. response:	Hey!
context: You're on.\All right!\What?\I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey! response:	Are you sure that's cool?
context: All right!\What?\I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool? response:	What's your problem? You don't have to shout.
context: What?\I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool?\What's your problem? You don't have to shout. response:	This has nothing to do with the test!
context: I'm going to cheer for him.\Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test! response:	Oh, the test, you're right.
context: Kick his butt, Kohsaka!\Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right. response:	Then, if he beats Kohsaka, I'll even kiss the new guy.
context: Come on, Kasukabe! Not in front of everyone!\If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy. response:	There she goes again.
context: If you win the next one, I'll kiss you.\Hey!\Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again. response:	Suioh University
context: Hey!\Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University response:	Hey, where's your next lecture?
context: Are you sure that's cool?\What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University\Hey, where's your next lecture? response:	What's wrong?
context: What's your problem? You don't have to shout.\This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University\Hey, where's your next lecture?\What's wrong? response:	I could've sworn that was...
context: This has nothing to do with the test!\Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University\Hey, where's your next lecture?\What's wrong?\I could've sworn that was... response:	Do you remember?
context: Oh, the test, you're right.\Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University\Hey, where's your next lecture?\What's wrong?\I could've sworn that was...\Do you remember? response:	Our childhood...
context: Then, if he beats Kohsaka, I'll even kiss the new guy.\There she goes again.\Suioh University\Hey, where's your next lecture?\What's wrong?\I could've sworn that was...\Do you remember?\Our childhood... response:	Where, where?
context: There she goes again.\Suioh University\Hey, where's your next lecture?\What's wrong?\I could've sworn that was...\Do you remember?\Our childhood...\Where, where? response:	Genshiken
context: Suioh University\Hey, where's your next lecture?\What's wrong?\I could've sworn that was...\Do you remember?\Our childhood...\Where, where?\Genshiken response:	Are you alright?
context: Hey, where's your next lecture?\What's wrong?\I could've sworn that was...\Do you remember?\Our childhood...\Where, where?\Genshiken\Are you alright? response:	Yeah...
context: What's wrong?\I could've sworn that was...\Do you remember?\Our childhood...\Where, where?\Genshiken\Are you alright?\Yeah... response:	You don't have one, Kohsaka?
context: I could've sworn that was...\Do you remember?\Our childhood...\Where, where?\Genshiken\Are you alright?\Yeah...\You don't have one, Kohsaka? response:	Not at all.
context: Do you remember?\Our childhood...\Where, where?\Genshiken\Are you alright?\Yeah...\You don't have one, Kohsaka?\Not at all. response:	I've got it.
context: Our childhood...\Where, where?\Genshiken\Are you alright?\Yeah...\You don't have one, Kohsaka?\Not at all.\I've got it. response:	What?
context: Where, where?\Genshiken\Are you alright?\Yeah...\You don't have one, Kohsaka?\Not at all.\I've got it.\What? response:	If we do the Kohsaka test every year, I can smash Genshiken.
context: Genshiken\Are you alright?\Yeah...\You don't have one, Kohsaka?\Not at all.\I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken. response:	Right, Mr. Chairman?
context: Are you alright?\Yeah...\You don't have one, Kohsaka?\Not at all.\I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman? response:	We took no detours or shortcuts...
context: Yeah...\You don't have one, Kohsaka?\Not at all.\I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: You don't have one, Kohsaka?\Not at all.\I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: Not at all.\I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: I've got it.\What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we could see from there sparkled, even if nothing big happened.
context: What?\If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: If we do the Kohsaka test every year, I can smash Genshiken.\Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	Sasahara, you don't go for the little sister image.
context: Right, Mr. Chairman?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image. response:	Yeah, I guess I would have to pick the childhood friend image.
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image. response:	What about maids?
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids? response:	Good stuff! What about maids?
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids? response:	I might not have brought it up before, but I like girls with cat ears too.
context: Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too. response:	I think bandaged girls are what I dig.
context: The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too.\I think bandaged girls are what I dig. response:	How about a girl who's class president?
context: What we see from the marbles in our hands now is a little different...\Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too.\I think bandaged girls are what I dig.\How about a girl who's class president? response:	A- Ok! How about a girl who's class president?
context: Sasahara, you don't go for the little sister image.\Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too.\I think bandaged girls are what I dig.\How about a girl who's class president?\A- Ok! How about a girl who's class president? response:	I wonder if there are any characters like that in games or anime.
context: Yeah, I guess I would have to pick the childhood friend image.\What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too.\I think bandaged girls are what I dig.\How about a girl who's class president?\A- Ok! How about a girl who's class president?\I wonder if there are any characters like that in games or anime. response:	A childhood friend cat-eared maid...
context: What about maids?\Good stuff! What about maids?\I might not have brought it up before, but I like girls with cat ears too.\I think bandaged girls are what I dig.\How about a girl who's class president?\A- Ok! How about a girl who's class president?\I wonder if there are any characters like that in games or anime.\A childhood friend cat-eared maid... response:	That's so awesome!
