context: Fukiyama Daigo response:	To Be Transferred
context: We've already caught the criminal red-handed! We need to call for backup and...\Suppression System, online.\Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action.\Kougami! response:	Target's Threat Judgement has been updated.
context: Suppression System, online.\Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated. response:	Enforcement mode is Destroy Decomposer.
context: Kougami!\You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer. response:	Target will be completely eliminated.
context: You assholes!\User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated. response:	Please exercise caution.
context: User authentication: Enforcer Kougami Shinya.\Crime Coefficient is 265.\He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution. response:	Hey, Ko!
context: Crime Coefficient is 265.\He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution.\Hey, Ko! response:	As always, the Dominators kick ass when they get serious.
context: He's a target for enforcement action.\Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious. response:	He said that he wanted to be a detective, not just a hunting dog.
context: Kougami!\Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog. response:	But the look in his eyes...
context: Target's Threat Judgement has been updated.\Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes... response:	was unmistakably...
context: Enforcement mode is Destroy Decomposer.\Target will be completely eliminated.\Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably... response:	that of a carnivore which had cornered its prey.
context: Target will be completely eliminated.\Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey. response:	It seems all fairy tales are dead
context: Please exercise caution.\Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead response:	It seems all fairy tales are dead
context: Hey, Ko!\As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead response:	In a hospital ward of brick stones
context: As always, the Dominators kick ass when they get serious.\He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones response:	my voice is too coarse to sing
context: He said that he wanted to be a detective, not just a hunting dog.\But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing response:	Outside in the foggy haze
context: But the look in his eyes...\was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze response:	a red moon glows
context: was unmistakably...\that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows response:	Look at me
context: that of a carnivore which had cornered its prey.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me response:	Do not avert your gaze
context: It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze response:	Behind black bars
context: It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars response:	I was born
context: In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born response:	I wish there were a punishment for evil
context: my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil response:	Always I need you
context: Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you response:	Now, grant us justice
context: a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice response:	before chaos takes us all
context: Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all response:	Pay the price of fate and let us go together,
context: Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together, response:	nameless beasts
context: Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
