context: What will they be? Red-hot anger? Deep-blue sadness? response:	Are they red-hot anger? Deep blue sadness?
context: I made up my mind to return it to Chariot once I found her.\Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream! response:	And now I've met you.
context: Please accept it!\I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you. response:	My dream... came true.
context: I saw one of your Chariot shows when I was a child.\It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you.\My dream... came true. response:	Akko...
context: It was so pretty and fun and cool, and it felt like I was in a dream!\I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you.\My dream... came true.\Akko... response:	But this only happened thanks to everyone.
context: I can't even describe how moved I was!\That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you.\My dream... came true.\Akko...\But this only happened thanks to everyone. response:	We met at school, got to know each other, and became friends.
context: That was when I decided to become a witch.\I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you.\My dream... came true.\Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends. response:	I caused them lots of trouble and was always getting helped, and that's what brought me here.
context: I believed that if I became a witch, I'd be able to see Chariot again.\That was my dream!\And now I've met you.\My dream... came true.\Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here. response:	Without them, I never would've made it.
context: That was my dream!\And now I've met you.\My dream... came true.\Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it. response:	It's thanks to them, and... and also...
context: And now I've met you.\My dream... came true.\Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also... response:	Thanks to you.
context: My dream... came true.\Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you. response:	Professor, it still doesn't feel real that you're actually Chariot.
context: Akko...\But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot. response:	Because to me, you're my teacher.
context: But this only happened thanks to everyone.\We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher. response:	And so...
context: We met at school, got to know each other, and became friends.\I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so... response:	Would you please keep being my Professor Ursula?
context: I caused them lots of trouble and was always getting helped, and that's what brought me here.\Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula? response:	Akko...
context: Without them, I never would've made it.\It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula?\Akko... response:	I was the one who took your
context: It's thanks to them, and... and also...\Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula?\Akko...\I was the one who took your response:	Professor!
context: Thanks to you.\Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula?\Akko...\I was the one who took your\Professor! response:	I understand now.
context: Professor, it still doesn't feel real that you're actually Chariot.\Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula?\Akko...\I was the one who took your\Professor!\I understand now. response:	I'll never be Chariot.
context: Because to me, you're my teacher.\And so...\Would you please keep being my Professor Ursula?\Akko...\I was the one who took your\Professor!\I understand now.\I'll never be Chariot. response:	I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.
context: And so...\Would you please keep being my Professor Ursula?\Akko...\I was the one who took your\Professor!\I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic. response:	But Chariot is Chariot, and I'm me.
context: Would you please keep being my Professor Ursula?\Akko...\I was the one who took your\Professor!\I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me. response:	I can only be myself.
context: Akko...\I was the one who took your\Professor!\I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself. response:	Even if I can't fly and always mess up.
context: I was the one who took your\Professor!\I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up. response:	Akko...
context: Professor!\I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up.\Akko... response:	Professor, I'll keep working even harder!
context: I understand now.\I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder! response:	I'll work hard to become a witch who can make everyone smile.
context: I'll never be Chariot.\I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile. response:	Because to me, magic is the most wonderful thing in the entire world!
context: I wanted to be like Chariot, gracefully soaring through the sky and using beautiful transformation magic.\But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world! response:	So please keep on teaching me how to use magic, just like you always have!
context: But Chariot is Chariot, and I'm me.\I can only be myself.\Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have! response:	Are you sure you're fine with me?
context: I can only be myself.\Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me? response:	I wouldn't want anybody else.
context: Even if I can't fly and always mess up.\Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else. response:	Thank you, Professor.
context: Akko...\Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor. response:	I love you.
context: Professor, I'll keep working even harder!\I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor.\I love you. response:	Akko.
context: I'll work hard to become a witch who can make everyone smile.\Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor.\I love you.\Akko. response:	You made my dream come true.
context: Because to me, magic is the most wonderful thing in the entire world!\So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor.\I love you.\Akko.\You made my dream come true. response:	That's...
context: So please keep on teaching me how to use magic, just like you always have!\Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor.\I love you.\Akko.\You made my dream come true.\That's... response:	Akko.
context: Are you sure you're fine with me?\I wouldn't want anybody else.\Thank you, Professor.\I love you.\Akko.\You made my dream come true.\That's...\Akko. response:	Put your feelings into words.
context: I wouldn't want anybody else.\Thank you, Professor.\I love you.\Akko.\You made my dream come true.\That's...\Akko.\Put your feelings into words. response:	They will surely be the final Word.
context: Thank you, Professor.\I love you.\Akko.\You made my dream come true.\That's...\Akko.\Put your feelings into words.\They will surely be the final Word. response:	Change the world.
context: I love you.\Akko.\You made my dream come true.\That's...\Akko.\Put your feelings into words.\They will surely be the final Word.\Change the world. response:	Connect with other people, and your dreams will grow.
context: Akko.\You made my dream come true.\That's...\Akko.\Put your feelings into words.\They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow. response:	Phasansheer Shearylla!
context: You made my dream come true.\That's...\Akko.\Put your feelings into words.\They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla! response:	What's that?
context: That's...\Akko.\Put your feelings into words.\They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that? response:	Isn't it just a stick?
context: Akko.\Put your feelings into words.\They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that?\Isn't it just a stick? response:	This is the world reconstruction magic? Diana...
context: Put your feelings into words.\They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana... response:	Huh? Well, I'm afraid I'm not sure...
context: They will surely be the final Word.\Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure... response:	Try it out and see what happens.
context: Change the world.\Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens. response:	Okay!
context: Connect with other people, and your dreams will grow.\Phasansheer Shearylla!\What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay! response:	Phasansheer Shearylla!
context: Phasansheer Shearylla!\What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay!\Phasansheer Shearylla! response:	This... is the world reconstruction magic?
context: What's that?\Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic? response:	Even though I just learned another spell
context: Isn't it just a stick?\This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell response:	oboetate no jumon ja
context: This is the world reconstruction magic? Diana...\Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja response:	Even though I just learned another spell
context: Huh? Well, I'm afraid I'm not sure...\Try it out and see what happens.\Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell response:	oboetate no jumon ja
context: Try it out and see what happens.\Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja response:	The things I want to do are still out of reach
context: Okay!\Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Phasansheer Shearylla!\This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	The things I want to do are still out of reach
context: This... is the world reconstruction magic?\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	My skills are no match for my fantasies
context: oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	My skills are no match for my fantasies
context: oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
context: Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete response:	I won't let my reckless abandon go to waste
context: tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste response:	gamushara dake de owarasenai
context: Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai response:	I won't let my reckless abandon go to waste
context: tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste response:	gamushara dake de owarasenai
context: Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai response:	I'll leave who I was yesterday behind
context: chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind response:	kinou no watashi wo koeru you ni
context: Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni response:	I'll leave who I was yesterday behind
context: chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind response:	kinou no watashi wo koeru you ni
context: I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni response:	Unfurling my transparent wings to the sky
context: gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky response:	toumei na tsubasa habatakasetara
context: I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara response:	Unfurling my transparent wings to the sky
context: gamushara dake de owarasenai\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky response:	toumei na tsubasa habatakasetara
context: I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara response:	I feel I can get closer to the tomorrow of my ideals
context: kinou no watashi wo koeru you ni\I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals response:	akogareteta ashita e kitto chikadzukeru ki ga shiterunda
context: I'll leave who I was yesterday behind\kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda response:	I feel I can get closer to the tomorrow of my ideals
context: kinou no watashi wo koeru you ni\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals response:	akogareteta ashita e kitto chikadzukeru ki ga shiterunda
context: Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda response:	Putting together the shards of a starry sky that I found
context: toumei na tsubasa habatakasetara\Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found response:	mitsuketa hoshizora no kakera musunde
context: Unfurling my transparent wings to the sky\toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde response:	Putting together the shards of a starry sky that I found
context: toumei na tsubasa habatakasetara\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\Putting together the shards of a starry sky that I found response:	mitsuketa hoshizora no kakera musunde
context: I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde response:	I'll keep on chasing my dream to learn even more
context: akogareteta ashita e kitto chikadzukeru ki ga shiterunda\I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\I'll keep on chasing my dream to learn even more response:	motto shiritai yume wo ou yo
context: I feel I can get closer to the tomorrow of my ideals\akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\I'll keep on chasing my dream to learn even more\motto shiritai yume wo ou yo response:	I'll keep on chasing my dream to learn even more
context: akogareteta ashita e kitto chikadzukeru ki ga shiterunda\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\Putting together the shards of a starry sky that I found\mitsuketa hoshizora no kakera musunde\I'll keep on chasing my dream to learn even more\motto shiritai yume wo ou yo\I'll keep on chasing my dream to learn even more response:	motto shiritai yume wo ou yo
