context: The Third Dish response:	Six
context: Why'd she run away from home in the first place?\Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful.\Nakiri-san! response:	What?!
context: Maybe something happened at home.\I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful.\Nakiri-san!\What?! response:	I hate that Azami guy!
context: I suppose I must explain.\I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful.\Nakiri-san!\What?!\I hate that Azami guy! response:	What an asshole!
context: I ask that none of this leave this room.\I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful.\Nakiri-san!\What?!\I hate that Azami guy!\What an asshole! response:	Parents shouldn't do something like that to their kids, damn it!
context: I want you to know what happened to Erina-sama in the past.\Um, thank you for the bath.\I'm grateful.\Nakiri-san!\What?!\I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it! response:	You can stay here as long as you want, Erina-cchi!
context: Um, thank you for the bath.\I'm grateful.\Nakiri-san!\What?!\I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi! response:	Erina-cchi”?!
context: I'm grateful.\Nakiri-san!\What?!\I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?! response:	Nakiri-kun, have you eaten?
context: Nakiri-san!\What?!\I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten? response:	Oh, not yet.
context: What?!\I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet. response:	Then this is great timing!
context: I hate that Azami guy!\What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing! response:	Everyone, we have a special guest at Polar Star Dormitory!
context: What an asshole!\Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory! response:	Let's throw a big party!
context: Parents shouldn't do something like that to their kids, damn it!\You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party! response:	Yeah!
context: You can stay here as long as you want, Erina-cchi!\Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah! response:	I slowly cooked this white fish in clarified butter.
context: Erina-cchi”?!\Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter. response:	Have a taste!
context: Nakiri-kun, have you eaten?\Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste! response:	I suppose I must.
context: Oh, not yet.\Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must. response:	Well, how is it?
context: Then this is great timing!\Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must.\Well, how is it? response:	I believe you are taking good advantage of the ingredients' natural flavors.
context: Everyone, we have a special guest at Polar Star Dormitory!\Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors. response:	Right?
context: Let's throw a big party!\Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right? response:	However.
context: Yeah!\I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However. response:	The clarified butter is making the flavor too rich.
context: I slowly cooked this white fish in clarified butter.\Have a taste!\I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However.\The clarified butter is making the flavor too rich. response:	You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.
context: Have a taste!\I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce. response:	The accompanying side, crozet pasta,
context: I suppose I must.\Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta, response:	has a buckwheat flavor that doesn't go with the comte cheese.
context: Well, how is it?\I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese. response:	That's a deduction.
context: I believe you are taking good advantage of the ingredients' natural flavors.\Right?\However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction. response:	If I were to make an analogy,
context: Right?\However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy, response:	it tastes as though I were hit by rain right as I went out,
context: However.\The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out, response:	and I lost my footing in mud and fell.
context: The clarified butter is making the flavor too rich.\You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell. response:	Overall, it's not good at all.
context: You need to refine the ratios of Vin Jaune and Macvin du Jura in the sauce.\The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all. response:	Great!
context: The accompanying side, crozet pasta,\has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all.\Great! response:	The God Tongue is priceless!
context: has a buckwheat flavor that doesn't go with the comte cheese.\That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all.\Great!\The God Tongue is priceless! response:	How dare you!
context: That's a deduction.\If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all.\Great!\The God Tongue is priceless!\How dare you! response:	Taste mine, too!
context: If I were to make an analogy,\it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all.\Great!\The God Tongue is priceless!\How dare you!\Taste mine, too! response:	This is our chance to have the God Tongue try our cooking!
context: it tastes as though I were hit by rain right as I went out,\and I lost my footing in mud and fell.\Overall, it's not good at all.\Great!\The God Tongue is priceless!\How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking! response:	This is kind of exciting!
context: and I lost my footing in mud and fell.\Overall, it's not good at all.\Great!\The God Tongue is priceless!\How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting! response:	I guess I'll bring out some stuff I cured yesterday, too.
context: Overall, it's not good at all.\Great!\The God Tongue is priceless!\How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too. response:	Hey!
context: Great!\The God Tongue is priceless!\How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey! response:	I can't eat that much.
context: The God Tongue is priceless!\How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much. response:	Erina-cchi, try some of mine, too!
context: How dare you!\Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much.\Erina-cchi, try some of mine, too! response:	Are you even listening to me?!
context: Taste mine, too!\This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?! response:	Erina-cchi, Erina-cchi!
context: This is our chance to have the God Tongue try our cooking!\This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi! response:	Erina-sama's so relaxed.
context: This is kind of exciting!\I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed. response:	F-Fine!
context: I guess I'll bring out some stuff I cured yesterday, too.\Hey!\I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine! response:	Really?
context: Hey!\I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine!\Really? response:	Stand in line!
context: I can't eat that much.\Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine!\Really?\Stand in line! response:	She looks pretty prickly to me.
context: Erina-cchi, try some of mine, too!\Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine!\Really?\Stand in line!\She looks pretty prickly to me. response:	Stand in line, I said!
context: Are you even listening to me?!\Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine!\Really?\Stand in line!\She looks pretty prickly to me.\Stand in line, I said! response:	I can tell.
context: Erina-cchi, Erina-cchi!\Erina-sama's so relaxed.\F-Fine!\Really?\Stand in line!\She looks pretty prickly to me.\Stand in line, I said!\I can tell. response:	When I first met her,
context: Erina-sama's so relaxed.\F-Fine!\Really?\Stand in line!\She looks pretty prickly to me.\Stand in line, I said!\I can tell.\When I first met her, response:	I could sense a dark shadow lurking beneath her beauty,
context: F-Fine!\Really?\Stand in line!\She looks pretty prickly to me.\Stand in line, I said!\I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty, response:	but she has been changing, little by little.
context: Really?\Stand in line!\She looks pretty prickly to me.\Stand in line, I said!\I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little. response:	Yukihira, you make something, too!
context: Stand in line!\She looks pretty prickly to me.\Stand in line, I said!\I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too! response:	Try to make it something unusual!
context: She looks pretty prickly to me.\Stand in line, I said!\I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual! response:	Sure, you've got it!
context: Stand in line, I said!\I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it! response:	All right!
context: I can tell.\When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it!\All right! response:	Huh?
context: When I first met her,\I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it!\All right!\Huh? response:	Something wrong, Nakiri?
context: I could sense a dark shadow lurking beneath her beauty,\but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it!\All right!\Huh?\Something wrong, Nakiri? response:	It's nothing.
context: but she has been changing, little by little.\Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it!\All right!\Huh?\Something wrong, Nakiri?\It's nothing. response:	Also, I'm not going to eat your cooking.
context: Yukihira, you make something, too!\Try to make it something unusual!\Sure, you've got it!\All right!\Huh?\Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking. response:	You haven't changed one bit.
context: Try to make it something unusual!\Sure, you've got it!\All right!\Huh?\Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit. response:	Hmm, what to make?
context: Sure, you've got it!\All right!\Huh?\Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make? response:	Okay, Yukihira. Please take care of Erina-sama.
context: All right!\Huh?\Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama. response:	Well, even if I'm not around, the other guys will.
context: Huh?\Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will. response:	Let's play cards!
context: Something wrong, Nakiri?\It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards! response:	Yeah!
context: It's nothing.\Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah! response:	Cards?!
context: Also, I'm not going to eat your cooking.\You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah!\Cards?! response:	I hope her running away will make Nakiri's dad rethink things a little.
context: You haven't changed one bit.\Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little. response:	I am not sure it'll be that easy.
context: Hmm, what to make?\Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy. response:	Erina-sama is key to Azami-dono's plans.
context: Okay, Yukihira. Please take care of Erina-sama.\Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans. response:	I doubt he'll give up so easily.
context: Well, even if I'm not around, the other guys will.\Let's play cards!\Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily. response:	This is my new proposed method.
context: Let's play cards!\Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method. response:	This academy will become a utopia for gourmet food
context: Yeah!\Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food response:	where anyone with the will and means can become a wonderful chef.
context: Cards?!\I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef. response:	How is this a utopia?
context: I hope her running away will make Nakiri's dad rethink things a little.\I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia? response:	It is more of a dystopia, where a demonic overlord has split the
context: I am not sure it'll be that easy.\Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the response:	gourmet food world in two!
context: Erina-sama is key to Azami-dono's plans.\I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the\gourmet food world in two! response:	Totsuki
context: I doubt he'll give up so easily.\This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the\gourmet food world in two!\Totsuki response:	Food Wars
context: This is my new proposed method.\This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the\gourmet food world in two!\Totsuki\Food Wars response:	The Third Plate
context: This academy will become a utopia for gourmet food\where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the\gourmet food world in two!\Totsuki\Food Wars\The Third Plate response:	Next Episode: It Begins
context: where anyone with the will and means can become a wonderful chef.\How is this a utopia?\It is more of a dystopia, where a demonic overlord has split the\gourmet food world in two!\Totsuki\Food Wars\The Third Plate\Next Episode: It Begins response:	I hope you savor the next episode!
