context: Miketsukami response:	This is Darjeeling.
context: So we're alone now. That's all.\I don't have any business with you.\Don't say that...\Look at this, my betrothed!\Where were you keeping that?\This!\I'm sorry.\What do you say to that? response:	Is this
context: I don't have any business with you.\Don't say that...\Look at this, my betrothed!\Where were you keeping that?\This!\I'm sorry.\What do you say to that?\Is this response:	a note written by a child?
context: Don't say that...\Look at this, my betrothed!\Where were you keeping that?\This!\I'm sorry.\What do you say to that?\Is this\a note written by a child? response:	Horrible handwriting, isn't it?
context: Look at this, my betrothed!\Where were you keeping that?\This!\I'm sorry.\What do you say to that?\Is this\a note written by a child?\Horrible handwriting, isn't it? response:	Well, I couldn't compliment it.
context: Where were you keeping that?\This!\I'm sorry.\What do you say to that?\Is this\a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it. response:	That is my handwriting.
context: This!\I'm sorry.\What do you say to that?\Is this\a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting. response:	That's the reason.
context: I'm sorry.\What do you say to that?\Is this\a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting.\That's the reason. response:	Forgive me.
context: What do you say to that?\Is this\a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting.\That's the reason.\Forgive me. response:	I do regret it, you know.
context: Is this\a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting.\That's the reason.\Forgive me.\I do regret it, you know. response:	You guys became friendly without me, too...
context: a note written by a child?\Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting.\That's the reason.\Forgive me.\I do regret it, you know.\You guys became friendly without me, too... response:	In my own way, I did feel inferior to him.
context: Horrible handwriting, isn't it?\Well, I couldn't compliment it.\That is my handwriting.\That's the reason.\Forgive me.\I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him. response:	Just as I had something he wanted.
context: Well, I couldn't compliment it.\That is my handwriting.\That's the reason.\Forgive me.\I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted. response:	So I attempted to pull him into this apology, but I've apparently failed.
context: That is my handwriting.\That's the reason.\Forgive me.\I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed. response:	While my fiancee is smart, the flip-side seems to be
context: That's the reason.\Forgive me.\I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be response:	that she cannot react well to sudden changes.
context: Forgive me.\I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes. response:	Those letters were written by Soushi.
context: I do regret it, you know.\You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi. response:	I'll come bother you again if you get lonely.
context: You guys became friendly without me, too...\In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely. response:	I have known you for a long time.
context: In my own way, I did feel inferior to him.\Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time. response:	So he wrote them.
context: Just as I had something he wanted.\So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them. response:	I've been waiting so long to meet you.
context: So I attempted to pull him into this apology, but I've apparently failed.\While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you. response:	I see...
context: While my fiancee is smart, the flip-side seems to be\that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you.\I see... response:	What do you even know about her?
context: that she cannot react well to sudden changes.\Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you.\I see...\What do you even know about her? response:	It was him.
context: Those letters were written by Soushi.\I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you.\I see...\What do you even know about her?\It was him. response:	I'm so glad to hear that, Miss Ririchiyo.
context: I'll come bother you again if you get lonely.\I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you.\I see...\What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo. response:	That's why he always knew.
context: I have known you for a long time.\So he wrote them.\I've been waiting so long to meet you.\I see...\What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew. response:	That's why you always noticed...
context: So he wrote them.\I've been waiting so long to meet you.\I see...\What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed... response:	It was you?
context: I've been waiting so long to meet you.\I see...\What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed...\It was you? response:	Miss Ririchiyo!
context: I see...\What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed...\It was you?\Miss Ririchiyo! response:	No... No.
context: What do you even know about her?\It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed...\It was you?\Miss Ririchiyo!\No... No. response:	It was you who noticed me...
context: It was him.\I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed...\It was you?\Miss Ririchiyo!\No... No.\It was you who noticed me... response:	Maison de Ayakashi,
context: I'm so glad to hear that, Miss Ririchiyo.\That's why he always knew.\That's why you always noticed...\It was you?\Miss Ririchiyo!\No... No.\It was you who noticed me...\Maison de Ayakashi, response:	also known as Ayakashi Kan.
context: That's why he always knew.\That's why you always noticed...\It was you?\Miss Ririchiyo!\No... No.\It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan. response:	A luxury apartment complex, complete with bodyguards.
context: That's why you always noticed...\It was you?\Miss Ririchiyo!\No... No.\It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards. response:	Secretly, it's a place where humans, partially descended from
context: It was you?\Miss Ririchiyo!\No... No.\It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from response:	supernatural creatures live.
context: Miss Ririchiyo!\No... No.\It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live. response:	After coming here and meeting all the people here...
context: No... No.\It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live.\After coming here and meeting all the people here... response:	After meeting you, Miketsukami...
context: It was you who noticed me...\Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live.\After coming here and meeting all the people here...\After meeting you, Miketsukami... response:	I am...
context: Maison de Ayakashi,\also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live.\After coming here and meeting all the people here...\After meeting you, Miketsukami...\I am... response:	The Day We Came Together
context: also known as Ayakashi Kan.\A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live.\After coming here and meeting all the people here...\After meeting you, Miketsukami...\I am...\The Day We Came Together response:	The Day We Came Together.
context: A luxury apartment complex, complete with bodyguards.\Secretly, it's a place where humans, partially descended from\supernatural creatures live.\After coming here and meeting all the people here...\After meeting you, Miketsukami...\I am...\The Day We Came Together\The Day We Came Together. response:	I am sorry.
