context: What's up, Kazuya? You know her? response:	Huh? No...
context: Of course. We were just talking about getting some grub.\There we go!\Come this way, ma'am.\Now I've done it...\You two take the elevator.\We'll use the stairs.\I'm sorry!\What are you playing at?! response:	How many lies must you tell before you're satisfied?!
context: There we go!\Come this way, ma'am.\Now I've done it...\You two take the elevator.\We'll use the stairs.\I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?! response:	Also, we've gone way past an hour!
context: Come this way, ma'am.\Now I've done it...\You two take the elevator.\We'll use the stairs.\I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour! response:	I'll pay for an extension, okay?
context: Now I've done it...\You two take the elevator.\We'll use the stairs.\I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay? response:	I've known that guy since we were kids! He's friendly with my gran, too!
context: You two take the elevator.\We'll use the stairs.\I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too! response:	If he finds out about the rental girlfriend thing, so will she!
context: We'll use the stairs.\I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she! response:	What? I can't have that!
context: I'm sorry!\What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that! response:	Even my grandmom will find out, then!
context: What are you playing at?!\How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then! response:	Please! I'll tell him soon enough that we broke up, anyway!
context: How many lies must you tell before you're satisfied?!\Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway! response:	Help me make him a believer for now!
context: Also, we've gone way past an hour!\I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now! response:	Oh, they're here.
context: I'll pay for an extension, okay?\I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here. response:	Come this way, you two.
context: I've known that guy since we were kids! He's friendly with my gran, too!\If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here.\Come this way, you two. response:	Sorry we're late! I brought Kazuya!
context: If he finds out about the rental girlfriend thing, so will she!\What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya! response:	What's more, he's with his girlfriend!
context: What? I can't have that!\Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend! response:	Uh... What's with this mood?
context: Even my grandmom will find out, then!\Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood? response:	Kazu-kun.
context: Please! I'll tell him soon enough that we broke up, anyway!\Help me make him a believer for now!\Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun. response:	M-Mami-chan?
context: Help me make him a believer for now!\Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun.\M-Mami-chan? response:	My bad, Kazuya. I had no idea she'd be here.
context: Oh, they're here.\Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here. response:	H-Heya, Kazuya. Come on in.
context: Come this way, you two.\Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in. response:	I'll start with a draft.
context: Sorry we're late! I brought Kazuya!\What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft. response:	And for the lady?
context: What's more, he's with his girlfriend!\Uh... What's with this mood?\Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady? response:	I'll have a Shirley Temple.
context: Uh... What's with this mood?\Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady?\I'll have a Shirley Temple. response:	So, like, I had no idea, but then my ex...
context: Kazu-kun.\M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex... response:	I wanna go home, like, yesterday!
context: M-Mami-chan?\My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday! response:	Er...
context: My bad, Kazuya. I had no idea she'd be here.\H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er... response:	What is this hell situation?!
context: H-Heya, Kazuya. Come on in.\I'll start with a draft.\And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er...\What is this hell situation?! response:	Could the mood be any worse?!
context: I'll start with a draft.\And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er...\What is this hell situation?!\Could the mood be any worse?! response:	Kill me!
context: And for the lady?\I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er...\What is this hell situation?!\Could the mood be any worse?!\Kill me! response:	Just kill me now!
context: I'll have a Shirley Temple.\So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er...\What is this hell situation?!\Could the mood be any worse?!\Kill me!\Just kill me now! response:	Should I pretend to hit the john and run away?
context: So, like, I had no idea, but then my ex...\I wanna go home, like, yesterday!\Er...\What is this hell situation?!\Could the mood be any worse?!\Kill me!\Just kill me now!\Should I pretend to hit the john and run away? response:	Nope. I can't leave Mizuhara all by herself here.
context: I wanna go home, like, yesterday!\Er...\What is this hell situation?!\Could the mood be any worse?!\Kill me!\Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here. response:	Is Mami-chan mad?
context: Er...\What is this hell situation?!\Could the mood be any worse?!\Kill me!\Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad? response:	But, hey, she dumped me. I've done nothing wrong here, right?
context: What is this hell situation?!\Could the mood be any worse?!\Kill me!\Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right? response:	M-Maybe she's a teensy bit jealous?
context: Could the mood be any worse?!\Kill me!\Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous? response:	C-C'mon, guys.
context: Kill me!\Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys. response:	Why are we being so awkward?
context: Just kill me now!\Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward? response:	I've moved on, too, so it's all in the past. Let's enjoy our drinks.
context: Should I pretend to hit the john and run away?\Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks. response:	Moved on?
context: Nope. I can't leave Mizuhara all by herself here.\Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on? response:	Moved on?!
context: Is Mami-chan mad?\But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?! response:	What, really? When did it happen?
context: But, hey, she dumped me. I've done nothing wrong here, right?\M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?!\What, really? When did it happen? response:	Moved on, to what? A dog?
context: M-Maybe she's a teensy bit jealous?\C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?!\What, really? When did it happen?\Moved on, to what? A dog? response:	Not too long ago.
context: C-C'mon, guys.\Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?!\What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago. response:	Same college? Do we know him?
context: Why are we being so awkward?\I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?!\What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him? response:	Like hell. She means a boyfriend.
context: I've moved on, too, so it's all in the past. Let's enjoy our drinks.\Moved on?\Moved on?!\What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend. response:	Duh. Mami-chan's a hottie.
context: Moved on?\Moved on?!\What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie. response:	Hear me out, Mami-chan.
context: Moved on?!\What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan. response:	Mizuhara's just a rental girlfriend.
context: What, really? When did it happen?\Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend. response:	I'm paying for her. Laughable, right?
context: Moved on, to what? A dog?\Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right? response:	Stop Drinking and Driving! We don't serve alcohol to minors and people driving.
context: Not too long ago.\Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving. response:	If I don't agree with the terms of service, she won't even come anywhere near me.
context: Same college? Do we know him?\Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me. response:	Let's just forget about it all. It must be so awkward for the girlfriend.
context: Like hell. She means a boyfriend.\Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend. response:	Right, Kazu-kun?
context: Duh. Mami-chan's a hottie.\Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun? response:	Y-Yeah...
context: Hear me out, Mami-chan.\Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah... response:	So Mami-chan's been getting on just fine.
context: Mizuhara's just a rental girlfriend.\I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine. response:	Y-You fool! Now isn't the time to rise up!
context: I'm paying for her. Laughable, right?\Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up! response:	You're gonna stay homeless for a while yet.
context: Stop Drinking and Driving! We don't serve alcohol to minors and people driving.\If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet. response:	Wh-What's brought you two together?
context: If I don't agree with the terms of service, she won't even come anywhere near me.\Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together? response:	Oh, I just found her incredibly pretty.
context: Let's just forget about it all. It must be so awkward for the girlfriend.\Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty. response:	But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.
context: Right, Kazu-kun?\Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido. response:	Y'know, he doesn't have any experience.
context: Y-Yeah...\So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience. response:	He gets this scary look in his eyes sometimes.
context: So Mami-chan's been getting on just fine.\Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes. response:	I wore a miniskirt on a date once,
context: Y-You fool! Now isn't the time to rise up!\You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once, response:	and he was all like, I can't stand right now.
context: You're gonna stay homeless for a while yet.\Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now. response:	Once we kissed, he wanted it every date, even if lunch had been packed with garlic.
context: Wh-What's brought you two together?\Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic. response:	And then he'd try to hold my hand all the time,
context: Oh, I just found her incredibly pretty.\But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time, response:	and take me to pubs that stay open late for dinner.
context: But if you're that cute, you must have a hard time dealing with Kazu-kun's libido.\Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner. response:	It was almost impressive just how horny he was.
context: Y'know, he doesn't have any experience.\He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was. response:	That's enough, Mami-chan.
context: He gets this scary look in his eyes sometimes.\I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan. response:	What? Why?
context: I wore a miniskirt on a date once,\and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why? response:	I mean, aren't I right, Kazu-kun?
context: and he was all like, I can't stand right now.\Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun? response:	I can't take this.
context: Once we kissed, he wanted it every date, even if lunch had been packed with garlic.\And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this. response:	Don't badmouth my Kazuya-san.
context: And then he'd try to hold my hand all the time,\and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san. response:	Hey, don't...
context: and take me to pubs that stay open late for dinner.\It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't... response:	Huh? Sorry, I wasn't trying to...
context: It was almost impressive just how horny he was.\That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to... response:	But you did it anyway!
context: That's enough, Mami-chan.\What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway! response:	It's absurd that you'd tell a stranger about things that happened when you dated.
context: What? Why?\I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated. response:	I feel bad for him!
context: I mean, aren't I right, Kazu-kun?\I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him! response:	O-Oh... Sorry if I offended you.
context: I can't take this.\Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you. response:	But this is our usual group dynamic.
context: Don't badmouth my Kazuya-san.\Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic. response:	You think that means you can say anything you want?!
context: Hey, don't...\Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?! response:	Okay, calm down, you two.
context: Huh? Sorry, I wasn't trying to...\But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two. response:	Apologize to her for me, Kazu-kun!
context: But you did it anyway!\It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun! response:	You should tell her off!
context: It's absurd that you'd tell a stranger about things that happened when you dated.\I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off! response:	That's just how I am, okay?
context: I feel bad for him!\O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay? response:	I'm leaving.
context: O-Oh... Sorry if I offended you.\But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay?\I'm leaving. response:	You sure about this, Kazu-chin?
context: But this is our usual group dynamic.\You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin? response:	Would you like to order?
context: You think that means you can say anything you want?!\Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin?\Would you like to order? response:	Uh, we'll have a virgin breeze...
context: Okay, calm down, you two.\Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze... response:	And another mug of draft!
context: Apologize to her for me, Kazu-kun!\You should tell her off!\That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft! response:	Kazu-chin.
context: You should tell her off!\That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin. response:	Listen to me. Just call her.
context: That's just how I am, okay?\I'm leaving.\You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin.\Listen to me. Just call her. response:	Oh, buzz off.
context: I'm leaving.\You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin.\Listen to me. Just call her.\Oh, buzz off. response:	Is he gonna be okay?
context: You sure about this, Kazu-chin?\Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin.\Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay? response:	I know, okay? I know!
context: Would you like to order?\Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin.\Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay?\I know, okay? I know! response:	I know Mizuhara spoke up for me because I didn't.
context: Uh, we'll have a virgin breeze...\And another mug of draft!\Kazu-chin.\Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't. response:	It's fine this way.
context: And another mug of draft!\Kazu-chin.\Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way. response:	Ultimately, she's just a rental girlfriend.
context: Kazu-chin.\Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend. response:	The most shallow of relationships.
context: Listen to me. Just call her.\Oh, buzz off.\Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships. response:	I knew you'd be down on yourself.
context: Oh, buzz off.\Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself. response:	M-Mami-chan?
context: Is he gonna be okay?\I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan? response:	You okay, Kazu-kun?
context: I know, okay? I know!\I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan?\You okay, Kazu-kun? response:	Thanks for earlier.
context: I know Mizuhara spoke up for me because I didn't.\It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan?\You okay, Kazu-kun?\Thanks for earlier. response:	It made me happy when you stood up for me.
context: It's fine this way.\Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan?\You okay, Kazu-kun?\Thanks for earlier.\It made me happy when you stood up for me. response:	My awkward side got the best of me. I couldn't speak up like she did.
context: Ultimately, she's just a rental girlfriend.\The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan?\You okay, Kazu-kun?\Thanks for earlier.\It made me happy when you stood up for me.\My awkward side got the best of me. I couldn't speak up like she did. response:	I failed as your girlfriend, huh?
context: The most shallow of relationships.\I knew you'd be down on yourself.\M-Mami-chan?\You okay, Kazu-kun?\Thanks for earlier.\It made me happy when you stood up for me.\My awkward side got the best of me. I couldn't speak up like she did.\I failed as your girlfriend, huh? response:	Mami-chan?!
