context: Body improvement! response:	Fight on! Fight on! Fight on! Fight!
context: Come at me with everything you've got?\Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy.\What is this? response:	Well, I'll be damned.
context: Two seconds is plenty of time to make you disappear, brat!\Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy.\What is this?\Well, I'll be damned. response:	I never thought I'd have to fight with my full powers...
context: Evil Spirit: High-Level Dimple\You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy.\What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers... response:	You may be the real thing, brat, but this is where you die!
context: You're just livestock without emotions!\Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy.\What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die! response:	Wha...
context: Don't try to act like you're actually angry!\How about you cry next?\Oho, how flashy.\What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha... response:	What?!
context: How about you cry next?\Oho, how flashy.\What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha...\What?! response:	Y-You're...
context: Oho, how flashy.\What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha...\What?!\Y-You're... response:	They came out upon your request.
context: What is this?\Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha...\What?!\Y-You're...\They came out upon your request. response:	These are my emotions.
context: Well, I'll be damned.\I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha...\What?!\Y-You're...\They came out upon your request.\These are my emotions. response:	This is what happens if I let them show.
context: I never thought I'd have to fight with my full powers...\You may be the real thing, brat, but this is where you die!\Wha...\What?!\Y-You're...\They came out upon your request.\These are my emotions.\This is what happens if I let them show. response:	A-Are you some kind of monster?!
context: You may be the real thing, brat, but this is where you die!\Wha...\What?!\Y-You're...\They came out upon your request.\These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?! response:	But...
context: Wha...\What?!\Y-You're...\They came out upon your request.\These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?!\But... response:	Wraither Beam!
context: What?!\Y-You're...\They came out upon your request.\These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?!\But...\Wraither Beam! response:	Yes! A direct hit!
context: Y-You're...\They came out upon your request.\These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?!\But...\Wraither Beam!\Yes! A direct hit! response:	The number of fights I've endured
context: They came out upon your request.\These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?!\But...\Wraither Beam!\Yes! A direct hit!\The number of fights I've endured response:	is what decides the victor and loser here!
context: These are my emotions.\This is what happens if I let them show.\A-Are you some kind of monster?!\But...\Wraither Beam!\Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here! response:	I'm... terrible.
context: This is what happens if I let them show.\A-Are you some kind of monster?!\But...\Wraither Beam!\Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible. response:	Ah.
context: A-Are you some kind of monster?!\But...\Wraither Beam!\Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible.\Ah. response:	Spirits and Such Consultation Office
context: But...\Wraither Beam!\Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible.\Ah.\Spirits and Such Consultation Office response:	You want to be able to get a clue?
context: Wraither Beam!\Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible.\Ah.\Spirits and Such Consultation Office\You want to be able to get a clue? response:	Social skills like that are beyond you.
context: Yes! A direct hit!\The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible.\Ah.\Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you. response:	The only ones capable of them have common sense and experience.
context: The number of fights I've endured\is what decides the victor and loser here!\I'm... terrible.\Ah.\Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience. response:	On the other hand, your existence itself no sense.
context: is what decides the victor and loser here!\I'm... terrible.\Ah.\Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense. response:	Hey, why are you bummed out about that now?
context: I'm... terrible.\Ah.\Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now? response:	Because I'm such a downer, I ruined a whole bunch of people's fun.
context: Ah.\Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun. response:	Huh? Why do you have to be like them?
context: Spirits and Such Consultation Office\You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them? response:	You're the protagonist of your own life.
context: You want to be able to get a clue?\Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life. response:	That whole group is now gone because of me.
context: Social skills like that are beyond you.\The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me. response:	All they were doing was laughing...
context: The only ones capable of them have common sense and experience.\On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing... response:	Well, your inability to get a clue is pretty destructive.
context: On the other hand, your existence itself no sense.\Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive. response:	Get a Clue
context: Hey, why are you bummed out about that now?\Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue response:	What happened? You can tell me all about it.
context: Because I'm such a downer, I ruined a whole bunch of people's fun.\Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it. response:	Huh? What were we...
context: Huh? Why do you have to be like them?\You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it.\Huh? What were we... response:	Dimple-sama is passed out.
context: You're the protagonist of your own life.\That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out. response:	Did he always look like that?
context: That whole group is now gone because of me.\All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out.\Did he always look like that? response:	Wasn't he trying to make some boy smile, but he wouldn't?
context: All they were doing was laughing...\Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't? response:	Who was that boy?
context: Well, your inability to get a clue is pretty destructive.\Get a Clue\What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy? response:	Let's look for him.
context: Get a Clue\What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him. response:	He might be the true messenger of God.
context: What happened? You can tell me all about it.\Huh? What were we...\Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him.\He might be the true messenger of God. response:	I see... so typical mind control.
context: Huh? What were we...\Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him.\He might be the true messenger of God.\I see... so typical mind control. response:	That's not salvation. He was just having them depend on him.
context: Dimple-sama is passed out.\Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him.\He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him. response:	Spirits and Such Consultation Office
context: Did he always look like that?\Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him.\He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office response:	It's a popular con based on crowd psychology,
context: Wasn't he trying to make some boy smile, but he wouldn't?\Who was that boy?\Let's look for him.\He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology, response:	but considering you're hyper dense, it didn't work on you.
context: Who was that boy?\Let's look for him.\He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you. response:	Which means, Mob,
context: Let's look for him.\He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob, response:	today you happened to saved some people that only you could have saved.
context: He might be the true messenger of God.\I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved. response:	Progress Toward Mob's Explosion: 0
context: I see... so typical mind control.\That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0 response:	Shige, wake up!
context: That's not salvation. He was just having them depend on him.\Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up! response:	You're going to be late.
context: Spirits and Such Consultation Office\It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late. response:	Good morning. Isn't it a lovely morning, Partner?
context: It's a popular con based on crowd psychology,\but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner? response:	Progress Toward Mob's Explosion: 0
context: but considering you're hyper dense, it didn't work on you.\Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0 response:	Progress Toward Mob's Explosion: 1
context: Which means, Mob,\today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1 response:	Progress Toward Mob's Explosion: 2
context: today you happened to saved some people that only you could have saved.\Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2 response:	Progress Toward Mob's Explosion: 3
context: Progress Toward Mob's Explosion: 0\Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3 response:	Progress Toward Mob's Explosion: 4
context: Shige, wake up!\You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4 response:	Progress Toward Mob's Explosion: 5
context: You're going to be late.\Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5 response:	Progress Toward Mob's Explosion: 15
context: Good morning. Isn't it a lovely morning, Partner?\Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15 response:	Progress Toward Mob's Explosion: 16
context: Progress Toward Mob's Explosion: 0\Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16 response:	Progress Toward Mob's Explosion: 17
context: Progress Toward Mob's Explosion: 1\Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17 response:	Progress Toward Mob's Explosion: 18
context: Progress Toward Mob's Explosion: 2\Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18 response:	Progress Toward Mob's Explosion: 19
context: Progress Toward Mob's Explosion: 3\Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19 response:	Progress Toward Mob's Explosion: 20
context: Progress Toward Mob's Explosion: 4\Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20 response:	Mob gets dragged into an idiotic event run by idiots for idiots.
context: Progress Toward Mob's Explosion: 5\Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20\Mob gets dragged into an idiotic event run by idiots for idiots. response:	The one that then appears before him is a violent yet handsome guy.
context: Progress Toward Mob's Explosion: 15\Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20\Mob gets dragged into an idiotic event run by idiots for idiots.\The one that then appears before him is a violent yet handsome guy. response:	What are you going to do, Mob?!
context: Progress Toward Mob's Explosion: 16\Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20\Mob gets dragged into an idiotic event run by idiots for idiots.\The one that then appears before him is a violent yet handsome guy.\What are you going to do, Mob?! response:	Idiots Only Event Kin
context: Progress Toward Mob's Explosion: 17\Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20\Mob gets dragged into an idiotic event run by idiots for idiots.\The one that then appears before him is a violent yet handsome guy.\What are you going to do, Mob?!\Idiots Only Event Kin response:	DVD? That's an excellent decision!
context: Progress Toward Mob's Explosion: 18\Progress Toward Mob's Explosion: 19\Progress Toward Mob's Explosion: 20\Mob gets dragged into an idiotic event run by idiots for idiots.\The one that then appears before him is a violent yet handsome guy.\What are you going to do, Mob?!\Idiots Only Event Kin\DVD? That's an excellent decision! response:	Idiots Only Event Kin
