context: Are you free on 3/14? Let's meet up if you aren't busy. response:	White Day?? I said it! I was trying to pretend I didn't know. But I did noticeso much for that.
context: No...\Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa response:	Keep it together!
context: Okay, see you later.\Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa\Keep it together! response:	Grab
context: Yes.\Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa\Keep it together!\Grab response:	Takeo-kun?
context: Hey, weren't you going to have him learn who you are?\Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa\Keep it together!\Grab\Takeo-kun? response:	It's me.
context: Being right next to him, I could barely remember to breathe.\Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa\Keep it together!\Grab\Takeo-kun?\It's me. response:	Where are you right now?
context: Sunakawa-kun was...\The Sunakawa-kun was talking to me!\Sunakawa\Keep it together!\Grab\Takeo-kun?\It's me.\Where are you right now? response:	I'm at Shuuei Station now.
context: The Sunakawa-kun was talking to me!\Sunakawa\Keep it together!\Grab\Takeo-kun?\It's me.\Where are you right now?\I'm at Shuuei Station now. response:	Really?
context: Sunakawa\Keep it together!\Grab\Takeo-kun?\It's me.\Where are you right now?\I'm at Shuuei Station now.\Really? response:	What were you up to?
context: Keep it together!\Grab\Takeo-kun?\It's me.\Where are you right now?\I'm at Shuuei Station now.\Really?\What were you up to? response:	I'm
context: Grab\Takeo-kun?\It's me.\Where are you right now?\I'm at Shuuei Station now.\Really?\What were you up to?\I'm response:	A girl!
context: Takeo-kun?\It's me.\Where are you right now?\I'm at Shuuei Station now.\Really?\What were you up to?\I'm\A girl! response:	A Girl
context: It's me.\Where are you right now?\I'm at Shuuei Station now.\Really?\What were you up to?\I'm\A girl!\A Girl response:	Hang on a second.
context: Where are you right now?\I'm at Shuuei Station now.\Really?\What were you up to?\I'm\A girl!\A Girl\Hang on a second. response:	Sure.
context: I'm at Shuuei Station now.\Really?\What were you up to?\I'm\A girl!\A Girl\Hang on a second.\Sure. response:	Sorry, but can I tell Yamato what's going on?
context: Really?\What were you up to?\I'm\A girl!\A Girl\Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on? response:	I'm not good at keeping things under wraps,
context: What were you up to?\I'm\A girl!\A Girl\Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps, response:	and I don't really want to.
context: I'm\A girl!\A Girl\Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to. response:	Sure, please tell her.
context: A girl!\A Girl\Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her. response:	Thanks.
context: A Girl\Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her.\Thanks. response:	Hey, Yamato?
context: Hang on a second.\Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her.\Thanks.\Hey, Yamato? response:	I was just talking to a girl named Yukika-chan who likes Suna.
context: Sure.\Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her.\Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna. response:	Oh, okay.
context: Sorry, but can I tell Yamato what's going on?\I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her.\Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay. response:	Um, is that okay for me to know?
context: I'm not good at keeping things under wraps,\and I don't really want to.\Sure, please tell her.\Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know? response:	I'd even like her to give me advice!
context: and I don't really want to.\Sure, please tell her.\Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice! response:	Your explanation was easy to understand.
context: Sure, please tell her.\Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand. response:	Yeah.
context: Thanks.\Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah. response:	I thought you'd talk to Suna like you've talked with Yamato and me.
context: Hey, Yamato?\I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me. response:	But you didn't talk to him at all.
context: I was just talking to a girl named Yukika-chan who likes Suna.\Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all. response:	It's impossible...
context: Oh, okay.\Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible... response:	I barely managed to walk with him without dying, then and there.
context: Um, is that okay for me to know?\I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there. response:	Yeah, I know.
context: I'd even like her to give me advice!\Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know. response:	I was super nervous when I first talked to Takeo-kun, too.
context: Your explanation was easy to understand.\Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too. response:	Standing in front of his apartment,
context: Yeah.\I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment, response:	I couldn't ring the doorbell and stood there for a long time.
context: I thought you'd talk to Suna like you've talked with Yamato and me.\But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time. response:	When I called him,
context: But you didn't talk to him at all.\It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him, response:	my heart was pounding so hard.
context: It's impossible...\I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard. response:	I see...
context: I barely managed to walk with him without dying, then and there.\Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard.\I see... response:	I didn't know any of that then,
context: Yeah, I know.\I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard.\I see...\I didn't know any of that then, response:	but I was a lucky man.
context: I was super nervous when I first talked to Takeo-kun, too.\Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard.\I see...\I didn't know any of that then,\but I was a lucky man. response:	To Sunakawa-kun I don't need anything in return, so please like me.
context: Standing in front of his apartment,\I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard.\I see...\I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me. response:	If you can't talk to him, how about smiling?
context: I couldn't ring the doorbell and stood there for a long time.\When I called him,\my heart was pounding so hard.\I see...\I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling? response:	I don't think I can smile that well...
context: When I called him,\my heart was pounding so hard.\I see...\I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well... response:	How about letters and texts?
context: my heart was pounding so hard.\I see...\I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts? response:	If it's anonymous, I can write...
context: I see...\I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write... response:	I see...
context: I didn't know any of that then,\but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write...\I see... response:	Hmm!
context: but I was a lucky man.\To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write...\I see...\Hmm! response:	How can I help?
context: To Sunakawa-kun I don't need anything in return, so please like me.\If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write...\I see...\Hmm!\How can I help? response:	Why not go somewhere together?
context: If you can't talk to him, how about smiling?\I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write...\I see...\Hmm!\How can I help?\Why not go somewhere together? response:	That's fun enough, in and of itself.
context: I don't think I can smile that well...\How about letters and texts?\If it's anonymous, I can write...\I see...\Hmm!\How can I help?\Why not go somewhere together?\That's fun enough, in and of itself. response:	That's right!
context: How about letters and texts?\If it's anonymous, I can write...\I see...\Hmm!\How can I help?\Why not go somewhere together?\That's fun enough, in and of itself.\That's right! response:	Nice idea, Takeo-kun!
context: If it's anonymous, I can write...\I see...\Hmm!\How can I help?\Why not go somewhere together?\That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun! response:	Going somewhere with Sunakawa-kun!
context: I see...\Hmm!\How can I help?\Why not go somewhere together?\That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun! response:	Suna!
context: Hmm!\How can I help?\Why not go somewhere together?\That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna! response:	Did you get any texts from Yukika-chan?
context: How can I help?\Why not go somewhere together?\That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan? response:	No.
context: Why not go somewhere together?\That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan?\No. response:	Oh, just got one.
context: That's fun enough, in and of itself.\That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan?\No.\Oh, just got one. response:	Sender: Amami Yukika Subject: Good Evening
context: That's right!\Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan?\No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening response:	This is Amami.
context: Nice idea, Takeo-kun!\Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan?\No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami. response:	Thank you for earlier today.
context: Going somewhere with Sunakawa-kun!\Suna!\Did you get any texts from Yukika-chan?\No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today. response:	Would you like to go to the zoo sometime?
context: Suna!\Did you get any texts from Yukika-chan?\No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime? response:	Gouda-kun and Yamato-san can accompany us.
context: Did you get any texts from Yukika-chan?\No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us. response:	If you'd like, please let me know what dates and times work best for you.
context: No.\Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you. response:	She's so formal.
context: Oh, just got one.\Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal. response:	Why are you reading it?
context: Sender: Amami Yukika Subject: Good Evening\This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it? response:	It says Yamato-san and you are also invited. Is that okay?
context: This is Amami.\Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay? response:	S-Sure.
context: Thank you for earlier today.\Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure. response:	Great! Just great!
context: Would you like to go to the zoo sometime?\Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great! response:	Do you know something?
context: Gouda-kun and Yamato-san can accompany us.\If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great!\Do you know something? response:	Huh?
context: If you'd like, please let me know what dates and times work best for you.\She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great!\Do you know something?\Huh? response:	Well, whatever.
context: She's so formal.\Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great!\Do you know something?\Huh?\Well, whatever. response:	Okay, let's all go together.
context: Why are you reading it?\It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great!\Do you know something?\Huh?\Well, whatever.\Okay, let's all go together. response:	Okay.
context: It says Yamato-san and you are also invited. Is that okay?\S-Sure.\Great! Just great!\Do you know something?\Huh?\Well, whatever.\Okay, let's all go together.\Okay. response:	Nice job, Yukika-chan.
context: S-Sure.\Great! Just great!\Do you know something?\Huh?\Well, whatever.\Okay, let's all go together.\Okay.\Nice job, Yukika-chan. response:	Suna, are you really okay with this?
context: Great! Just great!\Do you know something?\Huh?\Well, whatever.\Okay, let's all go together.\Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this? response:	With what?
context: Do you know something?\Huh?\Well, whatever.\Okay, let's all go together.\Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this?\With what? response:	If you don't want to go,
context: Huh?\Well, whatever.\Okay, let's all go together.\Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this?\With what?\If you don't want to go, response:	I think you can say no.
context: Well, whatever.\Okay, let's all go together.\Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this?\With what?\If you don't want to go,\I think you can say no. response:	How you feel is what's important here.
context: Okay, let's all go together.\Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this?\With what?\If you don't want to go,\I think you can say no.\How you feel is what's important here. response:	If I didn't want to, I wouldn't go.
context: Okay.\Nice job, Yukika-chan.\Suna, are you really okay with this?\With what?\If you don't want to go,\I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go. response:	Then you want to?
context: Nice job, Yukika-chan.\Suna, are you really okay with this?\With what?\If you don't want to go,\I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to? response:	I guess.
context: Suna, are you really okay with this?\With what?\If you don't want to go,\I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to?\I guess. response:	Isn't that amazing?
context: With what?\If you don't want to go,\I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to?\I guess.\Isn't that amazing? response:	Maybe.
context: If you don't want to go,\I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to?\I guess.\Isn't that amazing?\Maybe. response:	I'm fine to go whenever.
context: I think you can say no.\How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to?\I guess.\Isn't that amazing?\Maybe.\I'm fine to go whenever. response:	When you reply, be sure to tell her that.
context: How you feel is what's important here.\If I didn't want to, I wouldn't go.\Then you want to?\I guess.\Isn't that amazing?\Maybe.\I'm fine to go whenever.\When you reply, be sure to tell her that. response:	Okay.
context: If I didn't want to, I wouldn't go.\Then you want to?\I guess.\Isn't that amazing?\Maybe.\I'm fine to go whenever.\When you reply, be sure to tell her that.\Okay. response:	He said he wants to go.
context: Then you want to?\I guess.\Isn't that amazing?\Maybe.\I'm fine to go whenever.\When you reply, be sure to tell her that.\Okay.\He said he wants to go. response:	Good luck, Yukika-chan.
context: I guess.\Isn't that amazing?\Maybe.\I'm fine to go whenever.\When you reply, be sure to tell her that.\Okay.\He said he wants to go.\Good luck, Yukika-chan. response:	A Letter to Me
context: Isn't that amazing?\Maybe.\I'm fine to go whenever.\When you reply, be sure to tell her that.\Okay.\He said he wants to go.\Good luck, Yukika-chan.\A Letter to Me response:	Next time: A Letter to Me.
