context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: D-Don't keep making the media outlets your enemy.\How wonderful. He's at a loss for words.\Something's wrong. He doesn't have his usual zing.\Great Master Reigen...\What's wrong?\Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back, response:	Clincity
context: How wonderful. He's at a loss for words.\Something's wrong. He doesn't have his usual zing.\Great Master Reigen...\What's wrong?\Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity response:	Super delicious! The next generation
context: Something's wrong. He doesn't have his usual zing.\Great Master Reigen...\What's wrong?\Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity\Super delicious! The next generation response:	water dispenser
context: Great Master Reigen...\What's wrong?\Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity\Super delicious! The next generation\water dispenser response:	The ultimate natural spring water to keep you healthy
context: What's wrong?\Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity\Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy response:	there was a time when I always did everything efficiently
context: Why did I decide to live as a psychic?\It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity\Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently response:	and was filled with curiosity about everything.
context: It's not like it's lucrative, and it's usually troublesome.\Thinking back,\Clincity\Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything. response:	But then I got bored, quit my job, and rented that office on a whim.
context: Thinking back,\Clincity\Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim. response:	I ended up getting into this facade of a job because of an ad I saw in a magazine.
context: Clincity\Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine. response:	Power Stone
context: Super delicious! The next generation\water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone response:	You can become a millionaire, too!!
context: water dispenser\The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!! response:	That's right... I actually meant to quit a long time ago.
context: The ultimate natural spring water to keep you healthy\there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago. response:	3 Years Ago
context: there was a time when I always did everything efficiently\and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago response:	Spirits and Such Consultation Office
context: and was filled with curiosity about everything.\But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office response:	Thank you very much!
context: But then I got bored, quit my job, and rented that office on a whim.\I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office\Thank you very much! response:	My body felt so heavy, but now I'm fine!
context: I ended up getting into this facade of a job because of an ad I saw in a magazine.\Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine! response:	Man, I'm bored.
context: Power Stone\You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored. response:	As it stands, I'm no different from a masseur.
context: You can become a millionaire, too!!\That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur. response:	Guess it's about time to wrap things up.
context: That's right... I actually meant to quit a long time ago.\3 Years Ago\Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up. response:	I wonder what I should do next.
context: 3 Years Ago\Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next. response:	Being a PI sounds pretty fun,
context: Spirits and Such Consultation Office\Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun, response:	but maybe not, since apparently they mostly do investigations on cheating spouses.
context: Thank you very much!\My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses. response:	Excuse me.
context: My body felt so heavy, but now I'm fine!\Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me. response:	I came here because I saw your sign.
context: Man, I'm bored.\As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign. response:	Sure thing.
context: As it stands, I'm no different from a masseur.\Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign.\Sure thing. response:	How may I help you?
context: Guess it's about time to wrap things up.\I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign.\Sure thing.\How may I help you? response:	Er... Oh, it's just a kid.
context: I wonder what I should do next.\Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign.\Sure thing.\How may I help you?\Er... Oh, it's just a kid. response:	What do you want, boy?
context: Being a PI sounds pretty fun,\but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign.\Sure thing.\How may I help you?\Er... Oh, it's just a kid.\What do you want, boy? response:	Um, I'm an esper.
context: but maybe not, since apparently they mostly do investigations on cheating spouses.\Excuse me.\I came here because I saw your sign.\Sure thing.\How may I help you?\Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper. response:	Wha?
context: Excuse me.\I came here because I saw your sign.\Sure thing.\How may I help you?\Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper.\Wha? response:	There are times when I can't control my powers very well,
context: I came here because I saw your sign.\Sure thing.\How may I help you?\Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper.\Wha?\There are times when I can't control my powers very well, response:	and it's scary.
context: Sure thing.\How may I help you?\Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper.\Wha?\There are times when I can't control my powers very well,\and it's scary. response:	You shitty little brat. This must be a prank.
context: How may I help you?\Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper.\Wha?\There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank. response:	Did someone tell you to come here and tell me that?
context: Er... Oh, it's just a kid.\What do you want, boy?\Um, I'm an esper.\Wha?\There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that? response:	No. I haven't been able to talk to anyone about this.
context: What do you want, boy?\Um, I'm an esper.\Wha?\There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this. response:	I thought you might be the same as me...
context: Um, I'm an esper.\Wha?\There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me... response:	If I tried, I could see spirits, too.
context: Wha?\There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too. response:	A pathological liar? No, maybe it's an overactive imagination.
context: There are times when I can't control my powers very well,\and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination. response:	Either way, he seems rather troubled by this.
context: and it's scary.\You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this. response:	Well, come on in.
context: You shitty little brat. This must be a prank.\Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in. response:	Okay.
context: Did someone tell you to come here and tell me that?\No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in.\Okay. response:	I was troubled a lot when I was a kid, too.
context: No. I haven't been able to talk to anyone about this.\I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in.\Okay.\I was troubled a lot when I was a kid, too. response:	What's with this kid?
context: I thought you might be the same as me...\If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in.\Okay.\I was troubled a lot when I was a kid, too.\What's with this kid? response:	He's staring at me with eyes brimming with hope.
context: If I tried, I could see spirits, too.\A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in.\Okay.\I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope. response:	This is serious.
context: A pathological liar? No, maybe it's an overactive imagination.\Either way, he seems rather troubled by this.\Well, come on in.\Okay.\I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious. response:	This kid's in his own fantasy world.
context: Either way, he seems rather troubled by this.\Well, come on in.\Okay.\I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world. response:	I'll just come up with something to get him to go home.
context: Well, come on in.\Okay.\I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home. response:	Listen. Just because you have psychic powers
context: Okay.\I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers response:	doesn't make you any less human.
context: I was troubled a lot when I was a kid, too.\What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human. response:	It's the same as people who are fast, people who are book smart,
context: What's with this kid?\He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart, response:	and people with strong body odor.
context: He's staring at me with eyes brimming with hope.\This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor. response:	Psychic powers are just another characteristic.
context: This is serious.\This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic. response:	You must embrace that as a part of yourself and continue to live positively.
context: This kid's in his own fantasy world.\I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively. response:	The truth behind one's charm is kindness.
context: I'll just come up with something to get him to go home.\Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness. response:	Become a good person. That is all.
context: Listen. Just because you have psychic powers\doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all. response:	May I come to talk to you again?
context: doesn't make you any less human.\It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again? response:	Yeah, I don't know about that. I'm pretty busy, you know?
context: It's the same as people who are fast, people who are book smart,\and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know? response:	Anyway, you should go home for tod Hot!
context: and people with strong body odor.\Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot! response:	Hey, don't get bur
context: Psychic powers are just another characteristic.\You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur response:	Hey... You said you could see ghosts, too, right?
context: You must embrace that as a part of yourself and continue to live positively.\The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right? response:	Do you know how to exorcise them, too?
context: The truth behind one's charm is kindness.\Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too? response:	All right. Come again tomorrow around the same time.
context: Become a good person. That is all.\May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time. response:	What? Really?
context: May I come to talk to you again?\Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really? response:	I'll show you how to use your powers.
context: Yeah, I don't know about that. I'm pretty busy, you know?\Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers. response:	Back then, I couldn't help but admire this kid that walked into my life.
context: Anyway, you should go home for tod Hot!\Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life. response:	I wanted to grasp something for myself, too.
context: Hey, don't get bur\Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too. response:	I wanted to become someone special.
context: Hey... You said you could see ghosts, too, right?\Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special. response:	Yet this is the result.
context: Do you know how to exorcise them, too?\All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result. response:	I haven't changed at all since then.
context: All right. Come again tomorrow around the same time.\What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then. response:	I just kept using him.
context: What? Really?\I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then.\I just kept using him. response:	In the end, I couldn't become anything.
context: I'll show you how to use your powers.\Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything. response:	Maybe I was the one who was holding him back from his youth the most.
context: Back then, I couldn't help but admire this kid that walked into my life.\I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most. response:	Man, I said something really awful back then.
context: I wanted to grasp something for myself, too.\I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then. response:	He wanted to change, and yet I tried to cage him in.
context: I wanted to become someone special.\Yet this is the result.\I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in. response:	Hey, Mob... Are you watching?
context: Yet this is the result.\I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching? response:	Karaoke
context: I haven't changed at all since then.\I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke response:	Reigen Arataka 58,699 tweets
context: I just kept using him.\In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets response:	You've grown up so much. You know that?
context: In the end, I couldn't become anything.\Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that? response:	That doesn't answer anything!
context: Maybe I was the one who was holding him back from his youth the most.\Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything! response:	What kind of answer is that?!
context: Man, I said something really awful back then.\He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?! response:	What was that silence?
context: He wanted to change, and yet I tried to cage him in.\Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?!\What was that silence? response:	Who was that message to?
context: Hey, Mob... Are you watching?\Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?!\What was that silence?\Who was that message to? response:	We don't understand!
context: Karaoke\Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?!\What was that silence?\Who was that message to?\We don't understand! response:	Answer us!
context: Reigen Arataka 58,699 tweets\You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?!\What was that silence?\Who was that message to?\We don't understand!\Answer us! response:	It's an earthquake!
context: You've grown up so much. You know that?\That doesn't answer anything!\What kind of answer is that?!\What was that silence?\Who was that message to?\We don't understand!\Answer us!\It's an earthquake! response:	We are experiencing an extremely powerful earthquake!
context: That doesn't answer anything!\What kind of answer is that?!\What was that silence?\Who was that message to?\We don't understand!\Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake! response:	Psychics exist. Says the psychic Press
context: What kind of answer is that?!\What was that silence?\Who was that message to?\We don't understand!\Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press response:	FlyingNightingale @uguisu5987 57 seconds ago
context: What was that silence?\Who was that message to?\We don't understand!\Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago response:	So cool PressConference
context: Who was that message to?\We don't understand!\Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference response:	Tsuchi @tsutiku0 35 seconds ago
context: We don't understand!\Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago response:	Anacatesthesia FTW PressConference
context: Answer us!\It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference response:	ThrowAway303 @nagee566 41 seconds ago
context: It's an earthquake!\We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago response:	I feel the power PressConference
context: We are experiencing an extremely powerful earthquake!\Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference response:	Che @0015putfesee 23 seconds ago
context: Psychics exist. Says the psychic Press\FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago response:	CG technology is getting incredible lately Press
context: FlyingNightingale @uguisu5987 57 seconds ago\So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press response:	Where's this press conference being held?
context: So cool PressConference\Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held? response:	O-Our cameras!
context: Tsuchi @tsutiku0 35 seconds ago\Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras! response:	Spirit
context: Anacatesthesia FTW PressConference\ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras!\Spirit response:	I-Is Reigen doing this?!
context: ThrowAway303 @nagee566 41 seconds ago\I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras!\Spirit\I-Is Reigen doing this?! response:	Telekinesis?!
context: I feel the power PressConference\Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras!\Spirit\I-Is Reigen doing this?!\Telekinesis?! response:	Such incredible power!
context: Che @0015putfesee 23 seconds ago\CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras!\Spirit\I-Is Reigen doing this?!\Telekinesis?!\Such incredible power! response:	Naritasan
context: CG technology is getting incredible lately Press\Where's this press conference being held?\O-Our cameras!\Spirit\I-Is Reigen doing this?!\Telekinesis?!\Such incredible power!\Naritasan response:	That doesn't seem like Reigen-san.
context: Where's this press conference being held?\O-Our cameras!\Spirit\I-Is Reigen doing this?!\Telekinesis?!\Such incredible power!\Naritasan\That doesn't seem like Reigen-san. response:	This is getting serious...
context: O-Our cameras!\Spirit\I-Is Reigen doing this?!\Telekinesis?!\Such incredible power!\Naritasan\That doesn't seem like Reigen-san.\This is getting serious... response:	Nii-san! Nii-san!
context: Spirit\I-Is Reigen doing this?!\Telekinesis?!\Such incredible power!\Naritasan\That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san! response:	How can you remain so calm?!
context: I-Is Reigen doing this?!\Telekinesis?!\Such incredible power!\Naritasan\That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?! response:	Are you the one doing this?!
context: Telekinesis?!\Such incredible power!\Naritasan\That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?! response:	P-Please do something!
context: Such incredible power!\Naritasan\That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?!\P-Please do something! response:	Is this due to your spiritual powers?
context: Naritasan\That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers? response:	Gee, I wonder what's going on.
context: That doesn't seem like Reigen-san.\This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on. response:	Please, stop this!
context: This is getting serious...\Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this! response:	What the hell's going on?!
context: Nii-san! Nii-san!\How can you remain so calm?!\Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?! response:	Are you done asking me if I'm a fraud or not?
context: How can you remain so calm?!\Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not? response:	In that case, I'll be ending this press conference.
