context: Akaashi... response:	Don't toss to me anymore!
context: Has it?\Even when I come home, other than when we're eating,\you just stay in your room.\Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face! response:	You're still playing volleyball, aren't you?
context: Even when I come home, other than when we're eating,\you just stay in your room.\Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you? response:	Yeah, I'm on a team.
context: you just stay in your room.\Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team. response:	Do you guys have tournaments?
context: Do I?\Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments? response:	Yeah, we do.
context: Your expression has changed a bit.\You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do. response:	You want to know why I'm still playing after what happened in high school, right?
context: You went to the away games, right? Was it a rough trip?\I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right? response:	It's...
context: I-It was normal...\You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's... response:	Karasuno Volleyball Club
context: You've got rough written all over your face!\You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club response:	Even now, when I think back on it, it's seriously frustrating,
context: You're still playing volleyball, aren't you?\Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating, response:	and I can't even think of it as a good experience.
context: Yeah, I'm on a team.\Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience. response:	Not to mention, you ended up seeing how pathetic I was.
context: Do you guys have tournaments?\Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was. response:	I didn't do anything in high school.
context: Yeah, we do.\You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school. response:	I didn't get to experience any of the good things in volleyball.
context: You want to know why I'm still playing after what happened in high school, right?\It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball. response:	But I already found out
context: It's...\Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out response:	how great it feels to get a spike in,
context: Karasuno Volleyball Club\Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in, response:	the pride you feel when you hear the cheers...
context: Even now, when I think back on it, it's seriously frustrating,\and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers... response:	It all depends on if you have that moment or not.
context: and I can't even think of it as a good experience.\Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not. response:	I want to be in a place where I can do my best until I'm satisfied.
context: Not to mention, you ended up seeing how pathetic I was.\I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied. response:	Right...
context: I didn't do anything in high school.\I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right... response:	I see.
context: I didn't get to experience any of the good things in volleyball.\But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right...\I see. response:	Ukai
context: But I already found out\how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right...\I see.\Ukai response:	You have a match tomorrow, don't you?
context: how great it feels to get a spike in,\the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right...\I see.\Ukai\You have a match tomorrow, don't you? response:	That's probably enough, then!
context: the pride you feel when you hear the cheers...\It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right...\I see.\Ukai\You have a match tomorrow, don't you?\That's probably enough, then! response:	One more! Just one more!
context: It all depends on if you have that moment or not.\I want to be in a place where I can do my best until I'm satisfied.\Right...\I see.\Ukai\You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more! response:	We'll finish after this one!
context: I want to be in a place where I can do my best until I'm satisfied.\Right...\I see.\Ukai\You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more!\We'll finish after this one! response:	Please!
context: Right...\I see.\Ukai\You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more!\We'll finish after this one!\Please! response:	Hey, I've never seen that tall kid before.
context: I see.\Ukai\You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more!\We'll finish after this one!\Please!\Hey, I've never seen that tall kid before. response:	Just one more.
context: Ukai\You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more!\We'll finish after this one!\Please!\Hey, I've never seen that tall kid before.\Just one more. response:	Thanks!
context: You have a match tomorrow, don't you?\That's probably enough, then!\One more! Just one more!\We'll finish after this one!\Please!\Hey, I've never seen that tall kid before.\Just one more.\Thanks! response:	He said he didn't get enough practice today
context: That's probably enough, then!\One more! Just one more!\We'll finish after this one!\Please!\Hey, I've never seen that tall kid before.\Just one more.\Thanks!\He said he didn't get enough practice today response:	All right, Hinata! We're going to nail this!
context: One more! Just one more!\We'll finish after this one!\Please!\Hey, I've never seen that tall kid before.\Just one more.\Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this! response:	and begged to use our courts until we started.
context: We'll finish after this one!\Please!\Hey, I've never seen that tall kid before.\Just one more.\Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started. response:	Yeah!
context: Please!\Hey, I've never seen that tall kid before.\Just one more.\Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah! response:	Let's go!
context: Hey, I've never seen that tall kid before.\Just one more.\Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah!\Let's go! response:	I know!
context: Just one more.\Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah!\Let's go!\I know! response:	Apparently he's the setter from Sho-chan's school.
context: Thanks!\He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah!\Let's go!\I know!\Apparently he's the setter from Sho-chan's school. response:	Huh...
context: He said he didn't get enough practice today\All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah!\Let's go!\I know!\Apparently he's the setter from Sho-chan's school.\Huh... response:	Here we go!
context: All right, Hinata! We're going to nail this!\and begged to use our courts until we started.\Yeah!\Let's go!\I know!\Apparently he's the setter from Sho-chan's school.\Huh...\Here we go! response:	I've been watching for a while,
context: and begged to use our courts until we started.\Yeah!\Let's go!\I know!\Apparently he's the setter from Sho-chan's school.\Huh...\Here we go!\I've been watching for a while, response:	but they keep messing up.
context: Yeah!\Let's go!\I know!\Apparently he's the setter from Sho-chan's school.\Huh...\Here we go!\I've been watching for a while,\but they keep messing up. response:	Hey, Aone, did you grow even taller?!
context: Let's go!\I know!\Apparently he's the setter from Sho-chan's school.\Huh...\Here we go!\I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?! response:	Oh, my. You're here again, Kamasaki-san?
context: I know!\Apparently he's the setter from Sho-chan's school.\Huh...\Here we go!\I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san? response:	Date Tech
context: Apparently he's the setter from Sho-chan's school.\Huh...\Here we go!\I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech response:	Are you that bored?
context: Huh...\Here we go!\I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored? response:	Is finding a job going okay?
context: Here we go!\I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored?\Is finding a job going okay? response:	Aren't your sleeves rolled up too far?
context: I've been watching for a while,\but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far? response:	Niro, you bastard!
context: but they keep messing up.\Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard! response:	You should be more respectful to your elders!
context: Hey, Aone, did you grow even taller?!\Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders! response:	Hey, Kunimi.
context: Oh, my. You're here again, Kamasaki-san?\Date Tech\Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi. response:	Is it true about Oikawa-san?
context: Date Tech\Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san? response:	Probably?
context: Are you that bored?\Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san?\Probably? response:	He always goes to extremes.
context: Is finding a job going okay?\Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san?\Probably?\He always goes to extremes. response:	Huh? Torino?
context: Aren't your sleeves rolled up too far?\Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san?\Probably?\He always goes to extremes.\Huh? Torino? response:	It's Karasuno.
context: Niro, you bastard!\You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san?\Probably?\He always goes to extremes.\Huh? Torino?\It's Karasuno. response:	Where's that? Never heard of it.
context: You should be more respectful to your elders!\Hey, Kunimi.\Is it true about Oikawa-san?\Probably?\He always goes to extremes.\Huh? Torino?\It's Karasuno.\Where's that? Never heard of it. response:	If you've got the strength to beat Shiratorizawa,
context: Hey, Kunimi.\Is it true about Oikawa-san?\Probably?\He always goes to extremes.\Huh? Torino?\It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa, response:	you can beat any school in the prefecture.
context: Is it true about Oikawa-san?\Probably?\He always goes to extremes.\Huh? Torino?\It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture. response:	Simple as that.
context: Probably?\He always goes to extremes.\Huh? Torino?\It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that. response:	The Greater Serves for the Lesser
context: He always goes to extremes.\Huh? Torino?\It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser response:	I'm Hinata Shoyo, from the concrete.
context: Huh? Torino?\It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete. response:	I'm going to beat you,
context: It's Karasuno.\Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you, response:	and go to nationals.
context: Where's that? Never heard of it.\If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals. response:	One more!
context: If you've got the strength to beat Shiratorizawa,\you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals.\One more! response:	August 11th.
context: you can beat any school in the prefecture.\Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals.\One more!\August 11th. response:	The Japanese National High School Volleyball Tournament,
context: Simple as that.\The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals.\One more!\August 11th.\The Japanese National High School Volleyball Tournament, response:	otherwise known as the High School Spring Tournament.
context: The Greater Serves for the Lesser\I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals.\One more!\August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament. response:	The first preliminaries of the Miyagi Qualifiers
context: I'm Hinata Shoyo, from the concrete.\I'm going to beat you,\and go to nationals.\One more!\August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers response:	start today!
context: I'm going to beat you,\and go to nationals.\One more!\August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today! response:	There are times you can tell who's gonna win
context: and go to nationals.\One more!\August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win response:	just by seeing if a team has someone super tall.
context: One more!\August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall. response:	I'm not so tall that you need to add super before it.
context: August 11th.\The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it. response:	I'm telling you, your height is your weapon!
context: The Japanese National High School Volleyball Tournament,\otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it.\I'm telling you, your height is your weapon! response:	You're so not cute...
context: otherwise known as the High School Spring Tournament.\The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it.\I'm telling you, your height is your weapon!\You're so not cute... response:	Please don't look for cuteness in in a guy
context: The first preliminaries of the Miyagi Qualifiers\start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it.\I'm telling you, your height is your weapon!\You're so not cute...\Please don't look for cuteness in in a guy response:	Episode 12: Let the Games Begin!
context: start today!\There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it.\I'm telling you, your height is your weapon!\You're so not cute...\Please don't look for cuteness in in a guy\Episode 12: Let the Games Begin! response:	who's almost 190 centimeters tall.
context: There are times you can tell who's gonna win\just by seeing if a team has someone super tall.\I'm not so tall that you need to add super before it.\I'm telling you, your height is your weapon!\You're so not cute...\Please don't look for cuteness in in a guy\Episode 12: Let the Games Begin!\who's almost 190 centimeters tall. response:	Next time on Haikyu!! : Let the Games Begin!
