context: Otani... response:	Sorry.
context: A Christmas present.\Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you.\I figured. response:	It's not like I was expecting anything.
context: Huh? For me?\I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you.\I figured.\It's not like I was expecting anything. response:	That much?
context: I brought it on a whim.\It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you.\I figured.\It's not like I was expecting anything.\That much? response:	You really like me that much?
context: It's pointless keeping it, so I'll give it to you.\Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you.\I figured.\It's not like I was expecting anything.\That much?\You really like me that much? response:	What?! Why are you saying that?!
context: Oh, they're gloves! I've been wanting some.\Good for you.\But I didn't get anything for you.\I figured.\It's not like I was expecting anything.\That much?\You really like me that much?\What?! Why are you saying that?! response:	But you...
context: Good for you.\But I didn't get anything for you.\I figured.\It's not like I was expecting anything.\That much?\You really like me that much?\What?! Why are you saying that?!\But you... response:	But nothing! Stop blabbering pointless things like that!
context: But I didn't get anything for you.\I figured.\It's not like I was expecting anything.\That much?\You really like me that much?\What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that! response:	Hey! Hurry up and open the door, Nobu-chan!
context: I figured.\It's not like I was expecting anything.\That much?\You really like me that much?\What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan! response:	What's with that smile?
context: It's not like I was expecting anything.\That much?\You really like me that much?\What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile? response:	Nothing.
context: That much?\You really like me that much?\What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing. response:	You're laughing!
context: You really like me that much?\What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing.\You're laughing! response:	Am I?
context: What?! Why are you saying that?!\But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing.\You're laughing!\Am I? response:	Find something funny, do you?
context: But you...\But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing.\You're laughing!\Am I?\Find something funny, do you? response:	It is funny, isn't it?
context: But nothing! Stop blabbering pointless things like that!\Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing.\You're laughing!\Am I?\Find something funny, do you?\It is funny, isn't it? response:	Risa...
context: Hey! Hurry up and open the door, Nobu-chan!\What's with that smile?\Nothing.\You're laughing!\Am I?\Find something funny, do you?\It is funny, isn't it?\Risa... response:	What the hell is wrong with you?! Maybe you really do have a bad personality!
context: What's with that smile?\Nothing.\You're laughing!\Am I?\Find something funny, do you?\It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality! response:	Funny, funny!
context: Nothing.\You're laughing!\Am I?\Find something funny, do you?\It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny! response:	Shut the hell up!
context: You're laughing!\Am I?\Find something funny, do you?\It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up! response:	It is Christmas, so it'd be nice if a miracle happened to me.
context: Am I?\Find something funny, do you?\It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me. response:	Kanzaki broke up with her boyfriend?
context: Find something funny, do you?\It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend? response:	This is bad!
context: It is funny, isn't it?\Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad! response:	Otani is going to be swept off his feet by his ex-girlfriend.
context: Risa...\What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad!\Otani is going to be swept off his feet by his ex-girlfriend. response:	You're overdoing it with the adrenaline.
context: What the hell is wrong with you?! Maybe you really do have a bad personality!\Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad!\Otani is going to be swept off his feet by his ex-girlfriend.\You're overdoing it with the adrenaline. response:	Lovely Complex Love Com.
context: Funny, funny!\Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad!\Otani is going to be swept off his feet by his ex-girlfriend.\You're overdoing it with the adrenaline.\Lovely Complex Love Com. response:	Next: Complete Despair! A Love Revival With the Ex?!
context: Shut the hell up!\It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad!\Otani is going to be swept off his feet by his ex-girlfriend.\You're overdoing it with the adrenaline.\Lovely Complex Love Com.\Next: Complete Despair! A Love Revival With the Ex?! response:	Be sure to watch!
context: It is Christmas, so it'd be nice if a miracle happened to me.\Kanzaki broke up with her boyfriend?\This is bad!\Otani is going to be swept off his feet by his ex-girlfriend.\You're overdoing it with the adrenaline.\Lovely Complex Love Com.\Next: Complete Despair! A Love Revival With the Ex?!\Be sure to watch! response:	Complete Despair! A Love Revival With the Ex?!
