context: I want to go back to that time again. response:	I want to be small again. Minami-kun...
context: It probably is not upstairs.\Don't do it.\This is no good.\Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all. response:	I did it!
context: Don't do it.\This is no good.\Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all.\I did it! response:	Quickly, quickly!
context: This is no good.\Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all.\I did it!\Quickly, quickly! response:	What are we gonna do if we are caught?
context: Kanae. We'll be in trouble.\Oh no...\Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all.\I did it!\Quickly, quickly!\What are we gonna do if we are caught? response:	This happened because you are so undependable.
context: Oh no...\Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all.\I did it!\Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable. response:	Are you sure you sent her the divorce paper?
context: Let's get out of here! Quickly! Let's go!\Oh no...\There was someone there after all.\I did it!\Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper? response:	I sure did. When I called her the other day, she said she already signed it.
context: Oh no...\There was someone there after all.\I did it!\Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it. response:	Why didn't you send it to her sooner?
context: There was someone there after all.\I did it!\Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner? response:	That was...
context: I did it!\Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was... response:	Maybe your wife is telling a lie?
context: Quickly, quickly!\What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie? response:	Maybe she didn't sign it and threw it away?
context: What are we gonna do if we are caught?\This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away? response:	Emiko is not that kind of a woman.
context: This happened because you are so undependable.\Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman. response:	Gosh!
context: Are you sure you sent her the divorce paper?\I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh! response:	K-Kanae.
context: I sure did. When I called her the other day, she said she already signed it.\Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh!\K-Kanae. response:	Sorry, sorry, sorry. That's wrong. That's not what I meant.
context: Why didn't you send it to her sooner?\That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant. response:	I'm sorry. Kanae.
context: That was...\Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae. response:	You are mistaken.
context: Maybe your wife is telling a lie?\Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken. response:	Grandma!
context: Maybe she didn't sign it and threw it away?\Emiko is not that kind of a woman.\Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken.\Grandma! response:	What's the matter? Why are you so out of breath?
context: Emiko is not that kind of a woman.\Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken.\Grandma!\What's the matter? Why are you so out of breath? response:	Oh, so you were here.
context: Gosh!\K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken.\Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here. response:	You know,
context: K-Kanae.\Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken.\Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here.\You know, response:	I heard at school that there has been a burglar around here.
context: Sorry, sorry, sorry. That's wrong. That's not what I meant.\I'm sorry. Kanae.\You are mistaken.\Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here.\You know,\I heard at school that there has been a burglar around here. response:	I was worried.
context: I'm sorry. Kanae.\You are mistaken.\Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here.\You know,\I heard at school that there has been a burglar around here.\I was worried. response:	We are fine.
context: You are mistaken.\Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here.\You know,\I heard at school that there has been a burglar around here.\I was worried.\We are fine. response:	That's good.
context: Grandma!\What's the matter? Why are you so out of breath?\Oh, so you were here.\You know,\I heard at school that there has been a burglar around here.\I was worried.\We are fine.\That's good. response:	Chiyomi!
context: What's the matter? Why are you so out of breath?\Oh, so you were here.\You know,\I heard at school that there has been a burglar around here.\I was worried.\We are fine.\That's good.\Chiyomi! response:	Minami-kun!
context: Oh, so you were here.\You know,\I heard at school that there has been a burglar around here.\I was worried.\We are fine.\That's good.\Chiyomi!\Minami-kun! response:	You are home!
context: You know,\I heard at school that there has been a burglar around here.\I was worried.\We are fine.\That's good.\Chiyomi!\Minami-kun!\You are home! response:	I'm so relieved.
context: I heard at school that there has been a burglar around here.\I was worried.\We are fine.\That's good.\Chiyomi!\Minami-kun!\You are home!\I'm so relieved. response:	Chiyomi,
context: I was worried.\We are fine.\That's good.\Chiyomi!\Minami-kun!\You are home!\I'm so relieved.\Chiyomi, response:	so you were safe, huh.
context: We are fine.\That's good.\Chiyomi!\Minami-kun!\You are home!\I'm so relieved.\Chiyomi,\so you were safe, huh. response:	Minami-kun.
context: That's good.\Chiyomi!\Minami-kun!\You are home!\I'm so relieved.\Chiyomi,\so you were safe, huh.\Minami-kun. response:	So, I climbed the stairs vigorously.
context: Chiyomi!\Minami-kun!\You are home!\I'm so relieved.\Chiyomi,\so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously. response:	Then, I mailed you and was almost spotted by them several times.
context: Minami-kun!\You are home!\I'm so relieved.\Chiyomi,\so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times. response:	So, the burglars didn't come to this room?
context: You are home!\I'm so relieved.\Chiyomi,\so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room? response:	Right. The female burglar momentarily stepped in here, then her accomplice came.
context: I'm so relieved.\Chiyomi,\so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came. response:	An accomplice?
context: Chiyomi,\so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice? response:	Right. I didn't see his face,
context: so you were safe, huh.\Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face, response:	but he must be a useless guy.
context: Minami-kun.\So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face,\but he must be a useless guy. response:	He was indecisive for a burglar.
context: So, I climbed the stairs vigorously.\Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar. response:	They started to have a lovers' fight.
context: Then, I mailed you and was almost spotted by them several times.\So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight. response:	So when I played a CD in loud volume,
context: So, the burglars didn't come to this room?\Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume, response:	they ran away in a hurry.
context: Right. The female burglar momentarily stepped in here, then her accomplice came.\An accomplice?\Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry. response:	That's strange.
context: An accomplice?\Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry.\That's strange. response:	Grandma said we didn't get burglarized.
context: Right. I didn't see his face,\but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized. response:	Grandma was not home, you know.
context: but he must be a useless guy.\He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know. response:	But, still...
context: He was indecisive for a burglar.\They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still... response:	That is strange.
context: They started to have a lovers' fight.\So when I played a CD in loud volume,\they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still...\That is strange. response:	They were in such a hurry to go out.
context: So when I played a CD in loud volume,\they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still...\That is strange.\They were in such a hurry to go out. response:	Onee-chan (big sister), I am borrowing it a bit.
context: they ran away in a hurry.\That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still...\That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit. response:	Is this it?
context: That's strange.\Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still...\That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it? response:	Timing and Subtitles brought to you by My Little Lover Team@Viki.
context: Grandma said we didn't get burglarized.\Grandma was not home, you know.\But, still...\That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki. response:	Eh?
context: Grandma was not home, you know.\But, still...\That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh? response:	Why is this here?
context: But, still...\That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here? response:	The one who hid this... was onii-chan (big bro).
context: That is strange.\They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here?\The one who hid this... was onii-chan (big bro). response:	The doll's clothes onee-chan had hid...Onii-chan?
context: They were in such a hurry to go out.\Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan? response:	Eh? For what?
context: Onee-chan (big sister), I am borrowing it a bit.\Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what? response:	Thank you for making you wait. This is Solo Workshop office.
context: Is this it?\Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office. response:	I am a friend of Horikiri Chiyomi who is participating in the workshop now.
context: Timing and Subtitles brought to you by My Little Lover Team@Viki.\Eh?\Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now. response:	Horikiri-san?
context: Eh?\Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san? response:	Yes, I can't get in touch with her because her cellphone broke or something.
context: Why is this here?\The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something. response:	If possible, would you please...
context: The one who hid this... was onii-chan (big bro).\The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please... response:	- It's Horikiri-san, right? - Yes. - Horikiri...
context: The doll's clothes onee-chan had hid...Onii-chan?\Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri... response:	It's Horikiri Chiyomi.
context: Eh? For what?\Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi. response:	Oh? We don't seem have a person named Horikiri-san at our workshop.
context: Thank you for making you wait. This is Solo Workshop office.\I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop. response:	No way. It's Horikiri Chiyomi. Chiyomi.
context: I am a friend of Horikiri Chiyomi who is participating in the workshop now.\Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi. response:	Right. We don't have Horikiri-san or Chiyomi-san.
context: Horikiri-san?\Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san. response:	Oh, is that right. I see.
context: Yes, I can't get in touch with her because her cellphone broke or something.\If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see. response:	Thank you very much. Bye.
context: If possible, would you please...\- It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye. response:	I'm so relieved a burglar got caught.
context: - It's Horikiri-san, right? - Yes. - Horikiri...\It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught. response:	Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,
context: It's Horikiri Chiyomi.\Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood, response:	and they caught him and reported it to the police.
context: Oh? We don't seem have a person named Horikiri-san at our workshop.\No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police. response:	Were there two burglars? A man and a female?
context: No way. It's Horikiri Chiyomi. Chiyomi.\Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female? response:	No, it was a young man in his 20's.
context: Right. We don't have Horikiri-san or Chiyomi-san.\Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's. response:	Junichi, why did you think there were a male and a female burglers?
context: Oh, is that right. I see.\Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers? response:	Ah... I just thought about it for some reason.
context: Thank you very much. Bye.\I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason. response:	It is scary.
context: I'm so relieved a burglar got caught.\Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary. response:	Hey you.
context: Yazawa-kun and Utsumi-kun were patrolling in the neighborhood,\and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary.\Hey you. response:	Mom.
context: and they caught him and reported it to the police.\Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary.\Hey you.\Mom. response:	Noboru...!
context: Were there two burglars? A man and a female?\No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary.\Hey you.\Mom.\Noboru...! response:	It's been a while.
context: No, it was a young man in his 20's.\Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary.\Hey you.\Mom.\Noboru...!\It's been a while. response:	It seems you are doing well.
context: Junichi, why did you think there were a male and a female burglers?\Ah... I just thought about it for some reason.\It is scary.\Hey you.\Mom.\Noboru...!\It's been a while.\It seems you are doing well. response:	What are you doing here?
context: Ah... I just thought about it for some reason.\It is scary.\Hey you.\Mom.\Noboru...!\It's been a while.\It seems you are doing well.\What are you doing here? response:	I just wanted to see you.
context: It is scary.\Hey you.\Mom.\Noboru...!\It's been a while.\It seems you are doing well.\What are you doing here?\I just wanted to see you. response:	Go away.
context: Hey you.\Mom.\Noboru...!\It's been a while.\It seems you are doing well.\What are you doing here?\I just wanted to see you.\Go away. response:	How in the world could you come here now?
context: Mom.\Noboru...!\It's been a while.\It seems you are doing well.\What are you doing here?\I just wanted to see you.\Go away.\How in the world could you come here now? response:	Do you know how much Emi-chan and Shunichi -
context: Noboru...!\It's been a while.\It seems you are doing well.\What are you doing here?\I just wanted to see you.\Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi - response:	I'm sorry. I'm sorry.
context: It's been a while.\It seems you are doing well.\What are you doing here?\I just wanted to see you.\Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry. response:	But Mom, I just wanted to -
context: It seems you are doing well.\What are you doing here?\I just wanted to see you.\Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to - response:	As for me,
context: What are you doing here?\I just wanted to see you.\Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me, response:	I don't have a son.
context: I just wanted to see you.\Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me,\I don't have a son. response:	Go away.
context: Go away.\How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me,\I don't have a son.\Go away. response:	Go away!
context: How in the world could you come here now?\Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me,\I don't have a son.\Go away.\Go away! response:	- Go away. Go away. - I'm sorry.
context: Do you know how much Emi-chan and Shunichi -\I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me,\I don't have a son.\Go away.\Go away!\- Go away. Go away. - I'm sorry. response:	Go away! Go away!!
context: I'm sorry. I'm sorry.\But Mom, I just wanted to -\As for me,\I don't have a son.\Go away.\Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!! response:	Hey, look.
context: But Mom, I just wanted to -\As for me,\I don't have a son.\Go away.\Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look. response:	What do you think? Do I look good in this?
context: As for me,\I don't have a son.\Go away.\Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look.\What do you think? Do I look good in this? response:	I think so.
context: I don't have a son.\Go away.\Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look.\What do you think? Do I look good in this?\I think so. response:	Then, how about this?
context: Go away.\Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look.\What do you think? Do I look good in this?\I think so.\Then, how about this? response:	I don't see the difference.
context: Go away!\- Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look.\What do you think? Do I look good in this?\I think so.\Then, how about this?\I don't see the difference. response:	Aren't you going to eat the cake?
context: - Go away. Go away. - I'm sorry.\Go away! Go away!!\Hey, look.\What do you think? Do I look good in this?\I think so.\Then, how about this?\I don't see the difference.\Aren't you going to eat the cake? response:	I don't need it now. I will gain weight if I eat it before going to bed.
context: Go away! Go away!!\Hey, look.\What do you think? Do I look good in this?\I think so.\Then, how about this?\I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed. response:	Then, I will eat it up.
context: Hey, look.\What do you think? Do I look good in this?\I think so.\Then, how about this?\I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up. response:	Go ahead.
context: What do you think? Do I look good in this?\I think so.\Then, how about this?\I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead. response:	Oh? Did I gain weight?
context: I think so.\Then, how about this?\I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead.\Oh? Did I gain weight? response:	Oh, right. I brought this too.
context: Then, how about this?\I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too. response:	Cute!
context: I don't see the difference.\Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too.\Cute! response:	I am glad I brought this here.
context: Aren't you going to eat the cake?\I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too.\Cute!\I am glad I brought this here. response:	It's cute. It's cute!
context: I don't need it now. I will gain weight if I eat it before going to bed.\Then, I will eat it up.\Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too.\Cute!\I am glad I brought this here.\It's cute. It's cute! response:	N If I want to tell you something,N
context: Then, I will eat it up.\Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too.\Cute!\I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N response:	I want to get back to the way I was as soon as possible. I still feel the same way,
context: Go ahead.\Oh? Did I gain weight?\Oh, right. I brought this too.\Cute!\I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way, response:	but sometimes I wish the time would stop (so that I can stay like this.)
context: Oh? Did I gain weight?\Oh, right. I brought this too.\Cute!\I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.) response:	Only sometimes, though.
context: Oh, right. I brought this too.\Cute!\I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though. response:	N I hope this moment, which we call happinessN
context: Cute!\I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN response:	N will continue foreverN
context: I am glad I brought this here.\It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN response:	N Actually, I knowN
context: It's cute. It's cute!\N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN response:	N that forever doesn't exist anywhere N
context: N If I want to tell you something,N\I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N response:	N It is a sweet and small story that spreads in my heartN
