context: July 15th (Thurs) 10:43 AM response:	Who is that? I've never seen him before.
context: This is definitely my mom.\She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly, response:	I wouldn't have minded just knocking him out...
context: She's unconscious, but she's alive.\I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out... response:	But that bastard went after my mom...
context: I was watching from here, but I couldn't tell...\When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom... response:	Guys like that are unforgivable!
context: When did he change into Josuke's mom?\I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable! response:	Guys who play dirty tricks like this!
context: I heard that Jotaro can stop time for two seconds,\but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this! response:	Yuya! Where is he?
context: but this is nothing like that!\Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he? response:	Where'd the bastard disappear to?!
context: Jotaro wouldn't be able to bring in a random person from nowhere!\If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?! response:	If you were touching him and don't know,
context: If he had come after me directly,\I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know, response:	then how would I know?
context: I wouldn't have minded just knocking him out...\But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know? response:	B-But he's still here, Josuke...
context: But that bastard went after my mom...\Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke... response:	He's nearby. His scent hasn't cleared yet!
context: Guys like that are unforgivable!\Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet! response:	Hmm... Yuya Fungami, huh?
context: Guys who play dirty tricks like this!\Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh? response:	It's a bit surprising that his nose works that well.
context: Yuya! Where is he?\Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well. response:	Though I was fine with getting caught when I started following him, anyway.
context: Where'd the bastard disappear to?!\If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway. response:	I was planning on bringing out Josuke's mother, either way...
context: If you were touching him and don't know,\then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way... response:	In order to observe Josuke.
context: then how would I know?\B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke. response:	Observe...
context: B-But he's still here, Josuke...\He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe... response:	My Stand, Misterioso, observes.
context: He's nearby. His scent hasn't cleared yet!\Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe...\My Stand, Misterioso, observes. response:	Misterioso carefully observes Koichi Hirose and your mother, as well.
context: Hmm... Yuya Fungami, huh?\It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well. response:	July 15th (Thurs) 7:37 AM
context: It's a bit surprising that his nose works that well.\Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM response:	That kid seriously pisses me off.
context: Though I was fine with getting caught when I started following him, anyway.\I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off. response:	I'll just eat his pudding, then!
context: I was planning on bringing out Josuke's mother, either way...\In order to observe Josuke.\Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then! response:	Josuke! So you were still home.
context: In order to observe Josuke.\Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home. response:	You're here, right?
context: Observe...\My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right? response:	These are your panties
context: My Stand, Misterioso, observes.\Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right?\These are your panties response:	Everyone feels fear.
context: Misterioso carefully observes Koichi Hirose and your mother, as well.\July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right?\These are your panties\Everyone feels fear. response:	It's no use trying to hide your feelings or expressions of fear.
context: July 15th (Thurs) 7:37 AM\That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right?\These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear. response:	The fear that lies deep within one's heart
context: That kid seriously pisses me off.\I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right?\These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart response:	can never be erased...
context: I'll just eat his pudding, then!\Josuke! So you were still home.\You're here, right?\These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased... response:	No matter who you are.
context: Josuke! So you were still home.\You're here, right?\These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased...\No matter who you are. response:	Wh-Who are you? How did you get in here?
context: You're here, right?\These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here? response:	I just figured it out now by watching you,
context: These are your panties\Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you, response:	but you seem to have a habit of
context: Everyone feels fear.\It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of response:	swallowing your saliva when you're scared, don't you?
context: It's no use trying to hide your feelings or expressions of fear.\The fear that lies deep within one's heart\can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you? response:	Everyone shows some kind of subconscious sign when they're scared.
context: The fear that lies deep within one's heart\can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared. response:	A habit displayed when they're truly scared...
context: can never be erased...\No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared... response:	Have you never realized it?
context: No matter who you are.\Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it? response:	I'm asking you who you are!
context: Wh-Who are you? How did you get in here?\I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are! response:	I'm not giving you any money!
context: I just figured it out now by watching you,\but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are!\I'm not giving you any money! response:	Get the hell out of here!
context: but you seem to have a habit of\swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here! response:	Do I look like a burglar to you?
context: swallowing your saliva when you're scared, don't you?\Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you? response:	I don't want your money. Actually, I'd prefer to pay you.
context: Everyone shows some kind of subconscious sign when they're scared.\A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you. response:	After all, I'm having so much fun right now.
context: A habit displayed when they're truly scared...\Have you never realized it?\I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now. response:	I'm having such fun with the attention you're giving me.
context: Have you never realized it?\I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me. response:	The fact that you're giving me attention out of fear, that is.
context: I'm asking you who you are!\I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is. response:	Gulp
context: I'm not giving you any money!\Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp response:	Oh? You swallowed again, didn't you?
context: Get the hell out of here!\Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you? response:	See? You just swallowed again!
context: Do I look like a burglar to you?\I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again! response:	That's definitely the sign that you're scared!
context: I don't want your money. Actually, I'd prefer to pay you.\After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared! response:	And once the sign of your fear is discovered,
context: After all, I'm having so much fun right now.\I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered, response:	my Misterioso completes its invincible attack!
context: I'm having such fun with the attention you're giving me.\The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack! response:	I was able to turn Tomoko Higashikata,
context: The fact that you're giving me attention out of fear, that is.\Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata, response:	Tomoko Higashikata
context: Gulp\Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata response:	as well as Koichi Hirose, into paper with ease!
context: Oh? You swallowed again, didn't you?\See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease! response:	Koichi Hirose
context: See? You just swallowed again!\That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose response:	When I slightly startled Koichi on his way to school,
context: That's definitely the sign that you're scared!\And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school, response:	his sign of fear was blinking twice.
context: And once the sign of your fear is discovered,\my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice. response:	I could tell immediately.
context: my Misterioso completes its invincible attack!\I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately. response:	Yuya, I'm asking you where the scent is coming from!
context: I was able to turn Tomoko Higashikata,\Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from! response:	No matter how tough Josuke is, I thought that he'd
context: Tomoko Higashikata\as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd response:	be scared if I brought out his mom all of a sudden, but...
context: as well as Koichi Hirose, into paper with ease!\Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but... response:	Sure enough, I saw Josuke's sign.
context: Koichi Hirose\When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign. response:	Josuke definitely bites his lower lip when he's scared!
context: When I slightly startled Koichi on his way to school,\his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared! response:	Ba-dump
context: his sign of fear was blinking twice.\I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump response:	The next time Josuke gets scared and shows that sign,
context: I could tell immediately.\Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign, response:	Misterioso will eliminate Josuke from this world!
context: Yuya, I'm asking you where the scent is coming from!\No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world! response:	Yuya, you keep looking at my mom.
context: No matter how tough Josuke is, I thought that he'd\be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom. response:	Could it be...
context: be scared if I brought out his mom all of a sudden, but...\Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be... response:	Is it this jacket? Is there something inside the pockets?
context: Sure enough, I saw Josuke's sign.\Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets? response:	I don't know what kind of Stand it is, but is it in this pocket?
context: Josuke definitely bites his lower lip when he's scared!\Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket? response:	Oh? Is he going to bite his lower lip?!
context: Ba-dump\The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?! response:	Come on, bite it!
context: The next time Josuke gets scared and shows that sign,\Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it! response:	Yuya, answer me! Is he in here?!
context: Misterioso will eliminate Josuke from this world!\Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?! response:	Damn! Looks like he's not scared yet.
context: Yuya, you keep looking at my mom.\Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet. response:	Josuke, I didn't promise to help you fight.
context: Could it be...\Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight. response:	I only promised I would track.
context: Is it this jacket? Is there something inside the pockets?\I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track. response:	Going any further is way too dangerous.
context: I don't know what kind of Stand it is, but is it in this pocket?\Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous. response:	I accepted this deal because you fixed my injuries,
context: Oh? Is he going to bite his lower lip?!\Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries, response:	but only a fool would put himself in danger after that.
context: Come on, bite it!\Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that. response:	I'm sorry, but that guy is too creepy!
context: Yuya, answer me! Is he in here?!\Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy! response:	Then I'll have to see for myself.
context: Damn! Looks like he's not scared yet.\Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself. response:	There's nothing in there. Both pockets are empty.
context: Josuke, I didn't promise to help you fight.\I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty. response:	Other than this piece of paper...
context: I only promised I would track.\Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty.\Other than this piece of paper... response:	The scent is no longer in the pocket...
context: Going any further is way too dangerous.\I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty.\Other than this piece of paper...\The scent is no longer in the pocket... response:	Could it be...
context: I accepted this deal because you fixed my injuries,\but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty.\Other than this piece of paper...\The scent is no longer in the pocket...\Could it be... response:	Don't! If I were you, I wouldn't unfold that piece of paper!
context: but only a fool would put himself in danger after that.\I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty.\Other than this piece of paper...\The scent is no longer in the pocket...\Could it be...\Don't! If I were you, I wouldn't unfold that piece of paper! response:	Episode 33 July 15th (Thurs), Part 3
context: I'm sorry, but that guy is too creepy!\Then I'll have to see for myself.\There's nothing in there. Both pockets are empty.\Other than this piece of paper...\The scent is no longer in the pocket...\Could it be...\Don't! If I were you, I wouldn't unfold that piece of paper!\Episode 33 July 15th (Thurs), Part 3 response:	Episode 33 July 15th ( Thurs ), Part 3
