context: July 12th (Mon) 5:05 PM response:	Yoshikage... My son...
context: R-Right...\I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game response:	on New Year's by tricking them.
context: I did it!\You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them. response:	This is why you should be the one to remain in the pylon.
context: You bastard! What the hell?!\The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon. response:	You will remain here.
context: The guy in the photograph didn't tell me\that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here. response:	After all the time I spent living here, I ended up
context: that Josuke had a friend like you!\I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up response:	with these thick calluses on my hands.
context: I'm an alien, so I'm unaware of this game called Old Maid,\but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands. response:	There's a lot of stuff in here.
context: but to suddenly trick Josuke and tell him that he cannot leave...\It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here. response:	Take this!
context: It's like an adult beating a child at a game\on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here.\Take this! response:	It seems you're under the impression that that's a part of me,
context: on New Year's by tricking them.\This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me, response:	but that is incorrect.
context: This is why you should be the one to remain in the pylon.\You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect. response:	That is not me,
context: You will remain here.\After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me, response:	but the pylon's wire that you were hanging off of earlier.
context: After all the time I spent living here, I ended up\with these thick calluses on my hands.\There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier. response:	Yeah!
context: with these thick calluses on my hands.\There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah! response:	All right! Now, go to the top and come back out, Mikitaka!
context: There's a lot of stuff in here.\Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka! response:	You're the one who finally stepped into this pylon.
context: Take this!\It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon. response:	Do you really think I'd let you escape?
context: It seems you're under the impression that that's a part of me,\but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape? response:	I'm a man who has thought of nothing but getting out of here every single day!
context: but that is incorrect.\That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day! response:	Did you forget?
context: That is not me,\but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget? response:	This pylon will return whatever you do to it.
context: but the pylon's wire that you were hanging off of earlier.\Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it. response:	That wire's also a part of this pylon!
context: Yeah!\All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon! response:	The angle at which the wire was cut was made so it would return to you.
context: All right! Now, go to the top and come back out, Mikitaka!\You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you. response:	H-Have I been defeated?
context: You're the one who finally stepped into this pylon.\Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated? response:	M-Mikitaka! Hurry up and get out of there!
context: Do you really think I'd let you escape?\I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there! response:	I can fix a wound like that!
context: I'm a man who has thought of nothing but getting out of here every single day!\Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that! response:	Nope, he's not getting out.
context: Did you forget?\This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out. response:	I'm the one who's going to leave!
context: This pylon will return whatever you do to it.\That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave! response:	The direction and angle are perfect.
context: That wire's also a part of this pylon!\The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect. response:	If you strike it, it'll strike back.
context: The angle at which the wire was cut was made so it would return to you.\H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back. response:	Mikitaka!
context: H-Have I been defeated?\M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka! response:	Y-You bastard!
context: M-Mikitaka! Hurry up and get out of there!\I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka!\Y-You bastard! response:	I went through some trouble getting out because of you,
context: I can fix a wound like that!\Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you, response:	but now I can get out easily.
context: Nope, he's not getting out.\I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily. response:	I'm sure that's gonna hurt when you try and pry those out,
context: I'm the one who's going to leave!\The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out, response:	but you'll have plenty of time to treat it later.
context: The direction and angle are perfect.\If you strike it, it'll strike back.\Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later. response:	There are some medicinal plants down there, too.
context: If you strike it, it'll strike back.\Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too. response:	You bastard! Do you think you can escape just because you're out of there?
context: Mikitaka!\Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there? response:	I'll chase you to the ends of the Earth, damn it!
context: Y-You bastard!\I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it! response:	Of course I can escape, and rather easily.
context: I went through some trouble getting out because of you,\but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily. response:	You guys haven't even been able to find Yoshikage Kira, have you?
context: but now I can get out easily.\I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you? response:	July 15th (Thurs) 10:42 AM
context: I'm sure that's gonna hurt when you try and pry those out,\but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM response:	Who is that? I've never seen him before.
context: but you'll have plenty of time to treat it later.\There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before. response:	July 15th (Thurs) 8:14 AM
context: There are some medicinal plants down there, too.\You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before.\July 15th (Thurs) 8:14 AM response:	July 15th (Thurs) 8:14 AM
context: You bastard! Do you think you can escape just because you're out of there?\I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before.\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 8:14 AM response:	July 15th (Thurs) 10:38 AM
context: I'll chase you to the ends of the Earth, damn it!\Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before.\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 10:38 AM response:	I'll find him out... no matter what.
context: Of course I can escape, and rather easily.\You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before.\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 10:38 AM\I'll find him out... no matter what. response:	Episode 32 July 15th ( Thurs ), Part 2
context: You guys haven't even been able to find Yoshikage Kira, have you?\July 15th (Thurs) 10:42 AM\Who is that? I've never seen him before.\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 8:14 AM\July 15th (Thurs) 10:38 AM\I'll find him out... no matter what.\Episode 32 July 15th ( Thurs ), Part 2 response:	Episode 32 July 15th ( Thurs ), Part 2
