context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Yeah but, I mean, isn't that like being cheated on?\It is...\You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place...\Go home!\What was that for?\I guess they get along now? What was that for? response:	That can't be a good thing...
context: It is...\You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place...\Go home!\What was that for?\I guess they get along now? What was that for?\That can't be a good thing... response:	Hey, you don't suppose your sister will get into our school next year?
context: You're something else, sistah.\Admiration doesn't make me happy.\In that case let me stay at your place...\Go home!\What was that for?\I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year? response:	No, she's an idiot. We're in the clear.
context: Admiration doesn't make me happy.\In that case let me stay at your place...\Go home!\What was that for?\I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear. response:	Pardon?
context: In that case let me stay at your place...\Go home!\What was that for?\I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon? response:	We took no detours or shortcuts...
context: Go home!\What was that for?\I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: What was that for?\I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: I guess they get along now? What was that for?\That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: That can't be a good thing...\Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we spied from there sparkled, even if nothing big happened.
context: Hey, you don't suppose your sister will get into our school next year?\No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: No, she's an idiot. We're in the clear.\Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	Saki, why do you hate otaku?
context: Pardon?\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku? response:	Because they're homely.
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely. response:	They're fat, they wear bandanas and weird gloves, have bags full of junk...
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk... response:	Lately more of them have been attractive.
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive. response:	I don't know, but you can tell them by their stench, that super strong smell.
context: Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell. response:	And they're so proud when they take a bath.
context: The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath. response:	Like that's some extraordinary thing. It's nothing to be proud of.
context: What we see from the marbles in our hands now is a little different...\Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of. response:	Um, well...
context: Saki, why do you hate otaku?\Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well... response:	And what's with their conversations?
context: Because they're homely.\They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well...\And what's with their conversations? response:	Did you know this, did you know that?
context: They're fat, they wear bandanas and weird gloves, have bags full of junk...\Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well...\And what's with their conversations?\Did you know this, did you know that? response:	That's not conversation, it's just a bragging fest. What are they, idiots?
context: Lately more of them have been attractive.\I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well...\And what's with their conversations?\Did you know this, did you know that?\That's not conversation, it's just a bragging fest. What are they, idiots? response:	Keep your voices down, stop talking to yourselves...
context: I don't know, but you can tell them by their stench, that super strong smell.\And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well...\And what's with their conversations?\Did you know this, did you know that?\That's not conversation, it's just a bragging fest. What are they, idiots?\Keep your voices down, stop talking to yourselves... response:	Aww.
context: And they're so proud when they take a bath.\Like that's some extraordinary thing. It's nothing to be proud of.\Um, well...\And what's with their conversations?\Did you know this, did you know that?\That's not conversation, it's just a bragging fest. What are they, idiots?\Keep your voices down, stop talking to yourselves...\Aww. response:	Don't say things like that!
