context: Overview response:	Tokyo
context: They're here! What do we do?\Kimari! Please!\No! Hey!\Kimari! Go!\Information Center\Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?! response:	Then you do it, Hinata-chan!
context: Kimari! Please!\No! Hey!\Kimari! Go!\Information Center\Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan! response:	Look! If we don't do something, they'll go without us!
context: No! Hey!\Kimari! Go!\Information Center\Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us! response:	Show some leg!
context: Kimari! Go!\Information Center\Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg! response:	I'm wearing pants!
context: Information Center\Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants! response:	Your breasts, then! Stick out your breasts!
context: Cabaret Club Girls' Bar\Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts! response:	Are you mocking me?!
context: Marilyn\How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?! response:	Besides, the best breasts belong to...
context: How old-fashioned are you?!\Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to... response:	No! No!
context: Then you do it, Hinata-chan!\Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to...\No! No! response:	Go! You wanna go to Antarctica, right?
context: Look! If we don't do something, they'll go without us!\Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right? response:	Yeah! It's not fair! You are the one who came up with this plan!
context: Show some leg!\I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan! response:	No! Besides, it can't be me!
context: I'm wearing pants!\Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me! response:	Why can't it be you?
context: Your breasts, then! Stick out your breasts!\Are you mocking me?!\Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you? response:	Yeah!
context: Are you mocking me?!\Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you?\Yeah! response:	Shirase-chan?
context: Besides, the best breasts belong to...\No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you?\Yeah!\Shirase-chan? response:	She never gives up, does she?
context: No! No!\Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you?\Yeah!\Shirase-chan?\She never gives up, does she? response:	Who was that?
context: Go! You wanna go to Antarctica, right?\Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you?\Yeah!\Shirase-chan?\She never gives up, does she?\Who was that? response:	Why did you bow to them?
context: Yeah! It's not fair! You are the one who came up with this plan!\No! Besides, it can't be me!\Why can't it be you?\Yeah!\Shirase-chan?\She never gives up, does she?\Who was that?\Why did you bow to them? response:	What is this, school? Are you an honor student?
context: No! Besides, it can't be me!\Why can't it be you?\Yeah!\Shirase-chan?\She never gives up, does she?\Who was that?\Why did you bow to them?\What is this, school? Are you an honor student? response:	I told you it couldn't be me!
context: Why can't it be you?\Yeah!\Shirase-chan?\She never gives up, does she?\Who was that?\Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me! response:	Why not?
context: Yeah!\Shirase-chan?\She never gives up, does she?\Who was that?\Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not? response:	They know me!
context: Shirase-chan?\She never gives up, does she?\Who was that?\Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not?\They know me! response:	So if they see me, they'll catch...
context: She never gives up, does she?\Who was that?\Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not?\They know me!\So if they see me, they'll catch... response:	Ugh. There's three of them...
context: Who was that?\Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not?\They know me!\So if they see me, they'll catch...\Ugh. There's three of them... response:	Run.
context: Why did you bow to them?\What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not?\They know me!\So if they see me, they'll catch...\Ugh. There's three of them...\Run. response:	Run!
context: What is this, school? Are you an honor student?\I told you it couldn't be me!\Why not?\They know me!\So if they see me, they'll catch...\Ugh. There's three of them...\Run.\Run! response:	Hey, you!
context: I told you it couldn't be me!\Why not?\They know me!\So if they see me, they'll catch...\Ugh. There's three of them...\Run.\Run!\Hey, you! response:	Hinata-chan, you run fast!
context: Why not?\They know me!\So if they see me, they'll catch...\Ugh. There's three of them...\Run.\Run!\Hey, you!\Hinata-chan, you run fast! response:	Over short distances, sure!
context: They know me!\So if they see me, they'll catch...\Ugh. There's three of them...\Run.\Run!\Hey, you!\Hinata-chan, you run fast!\Over short distances, sure! response:	Think we should split up for now?
context: So if they see me, they'll catch...\Ugh. There's three of them...\Run.\Run!\Hey, you!\Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now? response:	Yeah.
context: Ugh. There's three of them...\Run.\Run!\Hey, you!\Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now?\Yeah. response:	Where should we meet up?
context: Run.\Run!\Hey, you!\Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now?\Yeah.\Where should we meet up? response:	Coordinate with cell phones!
context: Run!\Hey, you!\Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now?\Yeah.\Where should we meet up?\Coordinate with cell phones! response:	All right!
context: Hey, you!\Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now?\Yeah.\Where should we meet up?\Coordinate with cell phones!\All right! response:	Secret Path of Memories
context: Hinata-chan, you run fast!\Over short distances, sure!\Think we should split up for now?\Yeah.\Where should we meet up?\Coordinate with cell phones!\All right!\Secret Path of Memories response:	They're still chasing us!
context: Over short distances, sure!\Think we should split up for now?\Yeah.\Where should we meet up?\Coordinate with cell phones!\All right!\Secret Path of Memories\They're still chasing us! response:	They're part of the expedition team, so they've got tons of stamina!
context: Think we should split up for now?\Yeah.\Where should we meet up?\Coordinate with cell phones!\All right!\Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina! response:	Should we split up, too?
context: Yeah.\Where should we meet up?\Coordinate with cell phones!\All right!\Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too? response:	Sorry!
context: Where should we meet up?\Coordinate with cell phones!\All right!\Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry! response:	Okay!
context: Coordinate with cell phones!\All right!\Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry!\Okay! response:	What's so funny?
context: All right!\Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry!\Okay!\What's so funny? response:	I was just thinking... this is pretty fun.
context: Secret Path of Memories\They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry!\Okay!\What's so funny?\I was just thinking... this is pretty fun. response:	Fun?
context: They're still chasing us!\They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry!\Okay!\What's so funny?\I was just thinking... this is pretty fun.\Fun? response:	Yeah. It's like... motion!
context: They're part of the expedition team, so they've got tons of stamina!\Should we split up, too?\Sorry!\Okay!\What's so funny?\I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion! response:	I feel like my youth is in motion!
context: Should we split up, too?\Sorry!\Okay!\What's so funny?\I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion!\I feel like my youth is in motion! response:	Yeah... this is what it is.
context: Sorry!\Okay!\What's so funny?\I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is. response:	Like anything could happen.
context: Okay!\What's so funny?\I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen. response:	Like I could make anything happen!
context: What's so funny?\I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen! response:	The scenery that surrounds me every day is changing at a dizzying rate.
context: I was just thinking... this is pretty fun.\Fun?\Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate. response:	Drinking outside really is the best!
context: Fun?\Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best! response:	Isn't it great?
context: Yeah. It's like... motion!\I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great? response:	Let's go drinking over there today.
context: I feel like my youth is in motion!\Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today. response:	Bye-bye!
context: Yeah... this is what it is.\Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today.\Bye-bye! response:	Cafe Room
context: Like anything could happen.\Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today.\Bye-bye!\Cafe Room response:	You didn't have to exhaust yourselves running away.
context: Like I could make anything happen!\The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today.\Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away. response:	It's not like we were trying to kill you.
context: The scenery that surrounds me every day is changing at a dizzying rate.\Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today.\Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you. response:	Though she actually might.
context: Drinking outside really is the best!\Isn't it great?\Let's go drinking over there today.\Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might. response:	Kanae.
context: Isn't it great?\Let's go drinking over there today.\Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might.\Kanae. response:	But... Shirase-chan said...
context: Let's go drinking over there today.\Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might.\Kanae.\But... Shirase-chan said... response:	Yeah, she said you'd have our heads if you caught us.
context: Bye-bye!\Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might.\Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us. response:	I never said that!
context: Cafe Room\You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might.\Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that! response:	This is quite a plan you came up with, though...
context: You didn't have to exhaust yourselves running away.\It's not like we were trying to kill you.\Though she actually might.\Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though... response:	In other words, get a male expedition member on your side
context: It's not like we were trying to kill you.\Though she actually might.\Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side response:	so he'll smuggle you on board, right?
context: Though she actually might.\Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right? response:	You naughty girls.
context: Kanae.\But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls. response:	Whose idea was this?
context: But... Shirase-chan said...\Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this? response:	Yeah, that figures.
context: Yeah, she said you'd have our heads if you caught us.\I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this?\Yeah, that figures. response:	Look, Shirase-chan.
context: I never said that!\This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this?\Yeah, that figures.\Look, Shirase-chan. response:	I've told you many times before: we can't take you with us.
context: This is quite a plan you came up with, though...\In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this?\Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us. response:	It may be a civilian expedition, but there are strict requirements for
context: In other words, get a male expedition member on your side\so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this?\Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for response:	I know that!
context: so he'll smuggle you on board, right?\You naughty girls.\Whose idea was this?\Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that! response:	I know I'm being unreasonable!
context: You naughty girls.\Whose idea was this?\Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable! response:	But... I really want to go.
context: Whose idea was this?\Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable!\But... I really want to go. response:	Because... my mother is waiting there.
context: Yeah, that figures.\Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there. response:	Shirase-chan?
context: Look, Shirase-chan.\I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there.\Shirase-chan? response:	What is this?
context: I've told you many times before: we can't take you with us.\It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there.\Shirase-chan?\What is this? response:	It's just what it looks like.
context: It may be a civilian expedition, but there are strict requirements for\I know that!\I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there.\Shirase-chan?\What is this?\It's just what it looks like. response:	You're having trouble with funding, right?
context: I know that!\I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there.\Shirase-chan?\What is this?\It's just what it looks like.\You're having trouble with funding, right? response:	Let me become one of your sponsors!
context: I know I'm being unreasonable!\But... I really want to go.\Because... my mother is waiting there.\Shirase-chan?\What is this?\It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors! response:	If you take me along, you can have the money!
context: But... I really want to go.\Because... my mother is waiting there.\Shirase-chan?\What is this?\It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money! response:	She really thought this through, huh?
context: Because... my mother is waiting there.\Shirase-chan?\What is this?\It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh? response:	Fine.
context: Shirase-chan?\What is this?\It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh?\Fine. response:	Come to Fremantle on December 1st.
context: What is this?\It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh?\Fine.\Come to Fremantle on December 1st. response:	Really?
context: It's just what it looks like.\You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh?\Fine.\Come to Fremantle on December 1st.\Really? response:	Is that what you expected to hear?
context: You're having trouble with funding, right?\Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh?\Fine.\Come to Fremantle on December 1st.\Really?\Is that what you expected to hear? response:	You don't have to worry about us. We're going,
context: Let me become one of your sponsors!\If you take me along, you can have the money!\She really thought this through, huh?\Fine.\Come to Fremantle on December 1st.\Really?\Is that what you expected to hear?\You don't have to worry about us. We're going, response:	no matter what.
context: If you take me along, you can have the money!\She really thought this through, huh?\Fine.\Come to Fremantle on December 1st.\Really?\Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what. response:	Takako! Takako!
context: She really thought this through, huh?\Fine.\Come to Fremantle on December 1st.\Really?\Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what.\Takako! Takako! response:	Takako! Takako!
context: Fine.\Come to Fremantle on December 1st.\Really?\Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what.\Takako! Takako!\Takako! Takako! response:	Takako! Takako!
context: Come to Fremantle on December 1st.\Really?\Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what.\Takako! Takako!\Takako! Takako!\Takako! Takako! response:	Well, I do understand how she feels.
context: Really?\Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what.\Takako! Takako!\Takako! Takako!\Takako! Takako!\Well, I do understand how she feels. response:	It's been three years.
context: Is that what you expected to hear?\You don't have to worry about us. We're going,\no matter what.\Takako! Takako!\Takako! Takako!\Takako! Takako!\Well, I do understand how she feels.\It's been three years. response:	Are we really okay for funding, though?
context: You don't have to worry about us. We're going,\no matter what.\Takako! Takako!\Takako! Takako!\Takako! Takako!\Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though? response:	I told you before, didn't I?
context: no matter what.\Takako! Takako!\Takako! Takako!\Takako! Takako!\Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though?\I told you before, didn't I? response:	It might be tough, but I have lots of ideas.
context: Takako! Takako!\Takako! Takako!\Takako! Takako!\Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas. response:	Shiraishi-san...
context: Takako! Takako!\Takako! Takako!\Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san... response:	Yeah. And here's step one!
context: Takako! Takako!\Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one! response:	Your mother, huh?
context: Well, I do understand how she feels.\It's been three years.\Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one!\Your mother, huh? response:	Well, don't get too down.
context: It's been three years.\Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one!\Your mother, huh?\Well, don't get too down. response:	It's not necessarily ove
context: Are we really okay for funding, though?\I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one!\Your mother, huh?\Well, don't get too down.\It's not necessarily ove response:	We're almost there if I'd had a little more money she would have taken it
context: I told you before, didn't I?\It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one!\Your mother, huh?\Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it response:	so I just need a little more and she'll definitely accept it...
context: It might be tough, but I have lots of ideas.\Shiraishi-san...\Yeah. And here's step one!\Your mother, huh?\Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it... response:	A glass-half-full type, huh?
context: Shiraishi-san...\Yeah. And here's step one!\Your mother, huh?\Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh? response:	I guess.
context: Yeah. And here's step one!\Your mother, huh?\Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess. response:	Well, you'd have to be, to get this done.
context: Your mother, huh?\Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done. response:	Yeah.
context: Well, don't get too down.\It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done.\Yeah. response:	However!
context: It's not necessarily ove\We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done.\Yeah.\However! response:	I am introducing an emergency motion!
context: We're almost there if I'd had a little more money she would have taken it\so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done.\Yeah.\However!\I am introducing an emergency motion! response:	I request a dismissal of Kobuchizawa Shirase as group leader!
context: so I just need a little more and she'll definitely accept it...\A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done.\Yeah.\However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader! response:	All in favor?
context: A glass-half-full type, huh?\I guess.\Well, you'd have to be, to get this done.\Yeah.\However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader!\All in favor? response:	Majority rules!
context: I guess.\Well, you'd have to be, to get this done.\Yeah.\However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader!\All in favor?\Majority rules! response:	Thus, you are hereby dismissed as leader!
context: Well, you'd have to be, to get this done.\Yeah.\However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader!\All in favor?\Majority rules!\Thus, you are hereby dismissed as leader! response:	Now, let's go to Antarctica!
context: Yeah.\However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader!\All in favor?\Majority rules!\Thus, you are hereby dismissed as leader!\Now, let's go to Antarctica! response:	Yeah!
context: However!\I am introducing an emergency motion!\I request a dismissal of Kobuchizawa Shirase as group leader!\All in favor?\Majority rules!\Thus, you are hereby dismissed as leader!\Now, let's go to Antarctica!\Yeah! response:	Huh?!
