context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: A first-rate mage stays hidden until they're ready to strike.\What is your plan, Rin?\I don't give a damn whether this person's first-rate or third-rate.\Whoever started to put up crude garbage like this in my territory gets taken out!\Listen, Archer...\After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer. response:	Let me help you, Sakura.
context: What is your plan, Rin?\I don't give a damn whether this person's first-rate or third-rate.\Whoever started to put up crude garbage like this in my territory gets taken out!\Listen, Archer...\After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura. response:	Tohsaka-senpai!
context: I don't give a damn whether this person's first-rate or third-rate.\Whoever started to put up crude garbage like this in my territory gets taken out!\Listen, Archer...\After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai! response:	Thank you, Senpai.
context: Whoever started to put up crude garbage like this in my territory gets taken out!\Listen, Archer...\After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai. response:	It's no problem.
context: Listen, Archer...\After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai.\It's no problem. response:	So, are you taking these to your class?
context: After school, we'll start by examining the barrier.\Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai.\It's no problem.\So, are you taking these to your class? response:	To Kuzuki-sensei.
context: Let's decide whether to remove or leave it once we determine what kind of field it is.\We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai.\It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei. response:	He said there was a typo, so he was taking them all back.
context: We'll talk later, Archer.\Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai.\It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back. response:	Kuzuki-sensei is a perfectionist, all right.
context: Let me help you, Sakura.\Tohsaka-senpai!\Thank you, Senpai.\It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right. response:	This makes seven.
context: Tohsaka-senpai!\Thank you, Senpai.\It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven. response:	Anyway, this one seems to be the trigger point.
context: Thank you, Senpai.\It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point. response:	I've never seen, or even heard of, writing like this.
context: It's no problem.\So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this. response:	Darn it.
context: So, are you taking these to your class?\To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it. response:	This is way over my head.
context: To Kuzuki-sensei.\He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head. response:	Archer, you can sense the barrier's nature, can't you?
context: He said there was a typo, so he was taking them all back.\Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you? response:	If this barrier is activated,
context: Kuzuki-sensei is a perfectionist, all right.\This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated, response:	it will cause every human inside it to literally dissolve.
context: This makes seven.\Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve. response:	This is soul-eating.
context: Anyway, this one seems to be the trigger point.\I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating. response:	A fortress of blood that will dissolve
context: I've never seen, or even heard of, writing like this.\Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve response:	any human body within the field, and harvest the souls oozing out.
context: Darn it.\This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out. response:	And as for who, or what, might want souls, the obvious answer is a Servant.
context: This is way over my head.\Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant. response:	Archer, would your kind do such a thing?
context: Archer, you can sense the barrier's nature, can't you?\If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing? response:	You surmise correctly.
context: If this barrier is activated,\it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly. response:	Fundamentally, we are non-corporeal beings.
context: it will cause every human inside it to literally dissolve.\This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings. response:	Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.
context: This is soul-eating.\A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls. response:	In other words, the more ingested, the greater the mana stores.
context: A fortress of blood that will dissolve\any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores. response:	Meaning that they aren't satisfied with the mana their Master is supplying?
context: any human body within the field, and harvest the souls oozing out.\And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying? response:	It's not that they aren't satisfied, but that more is always better.
context: And as for who, or what, might want souls, the obvious answer is a Servant.\Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better. response:	To absorb energy from nearby humans is a basic stratagem of a Master.
context: Archer, would your kind do such a thing?\You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master. response:	In that sense, this barrier is highly effective.
context: You surmise correctly.\Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective. response:	I feel aggravated.
context: Fundamentally, we are non-corporeal beings.\Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated. response:	Never say such a thing again, Archer.
context: Just as your kind partakes of meat as nourishment, Servants partake of minds and souls.\In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer. response:	I agree.
context: In other words, the more ingested, the greater the mana stores.\Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer.\I agree. response:	I would never do something like this.
context: Meaning that they aren't satisfied with the mana their Master is supplying?\It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer.\I agree.\I would never do something like this. response:	Let's erase it, then.
context: It's not that they aren't satisfied, but that more is always better.\To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer.\I agree.\I would never do something like this.\Let's erase it, then. response:	I may not completely undo it, but I can throw a wrench in the works.
context: To absorb energy from nearby humans is a basic stratagem of a Master.\In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer.\I agree.\I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works. response:	What, you're going to erase it?
context: In that sense, this barrier is highly effective.\I feel aggravated.\Never say such a thing again, Archer.\I agree.\I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it? response:	What a waste.
context: I feel aggravated.\Never say such a thing again, Archer.\I agree.\I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste. response:	Is this your handiwork?
context: Never say such a thing again, Archer.\I agree.\I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste.\Is this your handiwork? response:	Nope.
context: I agree.\I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste.\Is this your handiwork?\Nope. response:	Stooping to dirty tricks is a mage's role.
context: I would never do something like this.\Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste.\Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role. response:	My kind simply fights when and where we're told.
context: Let's erase it, then.\I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste.\Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told. response:	Right, my invisible buddy?
context: I may not completely undo it, but I can throw a wrench in the works.\What, you're going to erase it?\What a waste.\Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy? response:	So you can see Archer...
context: What, you're going to erase it?\What a waste.\Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer... response:	You're a Servant!
context: What a waste.\Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer...\You're a Servant! response:	And if you know that, little girl, can I assume you're my enemy?
context: Is this your handiwork?\Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy? response:	Fenced in on four sides... Fighting here, we're at a disadvantage.
context: Nope.\Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage. response:	Impressive.
context: Stooping to dirty tricks is a mage's role.\My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive. response:	You seem ignorant, but you have the gist of things.
context: My kind simply fights when and where we're told.\Right, my invisible buddy?\So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things. response:	Boy, I really blew it.
context: Right, my invisible buddy?\So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it. response:	I shouldn't have let curiosity...
context: So you can see Archer...\You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity... response:	Es ist groB.
context: You're a Servant!\And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB. response:	Es ist klein!
context: And if you know that, little girl, can I assume you're my enemy?\Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB.\Es ist klein! response:	Vox Gott Es Atlas!
context: Fenced in on four sides... Fighting here, we're at a disadvantage.\Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB.\Es ist klein!\Vox Gott Es Atlas! response:	Archer, handle the landing.
context: Impressive.\You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB.\Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing. response:	Archer!
context: You seem ignorant, but you have the gist of things.\Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB.\Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing.\Archer! response:	Now that's more like it!
context: Boy, I really blew it.\I shouldn't have let curiosity...\Es ist groB.\Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing.\Archer!\Now that's more like it! response:	I'm okay with people who get right down to business!
context: I shouldn't have let curiosity...\Es ist groB.\Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing.\Archer!\Now that's more like it!\I'm okay with people who get right down to business! response:	Lancer-class Servant!
context: Es ist groB.\Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing.\Archer!\Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant! response:	Indeed.
context: Es ist klein!\Vox Gott Es Atlas!\Archer, handle the landing.\Archer!\Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed. response:	Your Servant doesn't strike me as a Saber, though.
context: Vox Gott Es Atlas!\Archer, handle the landing.\Archer!\Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though. response:	Who are you?
context: Archer, handle the landing.\Archer!\Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you? response:	You don't seem like the proper, single-combat type, either.
context: Archer!\Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either. response:	So, an Archer.
context: Now that's more like it!\I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer. response:	Go on, take out your bow, Archer.
context: I'm okay with people who get right down to business!\Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer. response:	I'll wait for you.
context: Lancer-class Servant!\Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you. response:	Archer?
context: Indeed.\Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you.\Archer? response:	What's he...
context: Your Servant doesn't strike me as a Saber, though.\Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you.\Archer?\What's he... response:	Archer, you'll get no assistance from me.
context: Who are you?\You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you.\Archer?\What's he...\Archer, you'll get no assistance from me. response:	Right here and now, show me what you've got!
context: You don't seem like the proper, single-combat type, either.\So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you.\Archer?\What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got! response:	You fool!
context: So, an Archer.\Go on, take out your bow, Archer.\I'll wait for you.\Archer?\What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool! response:	So this is a battle between Servants...
context: Go on, take out your bow, Archer.\I'll wait for you.\Archer?\What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool!\So this is a battle between Servants... response:	That was stupid.
context: I'll wait for you.\Archer?\What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool!\So this is a battle between Servants...\That was stupid. response:	Archer!
context: Archer?\What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool!\So this is a battle between Servants...\That was stupid.\Archer! response:	A dual wielder, huh?
context: What's he...\Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool!\So this is a battle between Servants...\That was stupid.\Archer!\A dual wielder, huh? response:	A mere bowman who thinks he's a swordsman, eh?
context: Archer, you'll get no assistance from me.\Right here and now, show me what you've got!\You fool!\So this is a battle between Servants...\That was stupid.\Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh? response:	Twenty-seven.
context: Right here and now, show me what you've got!\You fool!\So this is a battle between Servants...\That was stupid.\Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven. response:	To think I've disarmed you twenty-seven times, yet you still have more.
context: You fool!\So this is a battle between Servants...\That was stupid.\Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more. response:	What's the matter? This wait-and-see approach isn't like you.
context: So this is a battle between Servants...\That was stupid.\Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you. response:	Where'd all that spirit go?
context: That was stupid.\Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go? response:	Trying to provoke me, you sly old man?
context: Archer!\A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man? response:	Fine, I'll ask the question.
context: A dual wielder, huh?\A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question. response:	What land's Heroic Spirit are you?
context: A mere bowman who thinks he's a swordsman, eh?\Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you? response:	I've never heard of a bowman who wields two swords.
context: Twenty-seven.\To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords. response:	You, on the other hand, are easily identifiable.
context: To think I've disarmed you twenty-seven times, yet you still have more.\What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable. response:	They say that only the swiftest heroes are chosen to be spearmen,
context: What's the matter? This wait-and-see approach isn't like you.\Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen, response:	and you stand head-and-shoulders above them.
context: Where'd all that spirit go?\Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them. response:	There aren't even three spearmen of your skill in the world.
context: Trying to provoke me, you sly old man?\Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world. response:	Add in a beast's agility, and that leaves but one.
context: Fine, I'll ask the question.\What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one. response:	You flatter me, Archer.
context: What land's Heroic Spirit are you?\I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer. response:	Then, will you face my mightiest blow?
context: I've never heard of a bowman who wields two swords.\You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow? response:	I won't stop you.
context: You, on the other hand, are easily identifiable.\They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you. response:	You are an enemy I must overcome eventually.
context: They say that only the swiftest heroes are chosen to be spearmen,\and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually. response:	This is bad...
context: and you stand head-and-shoulders above them.\There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually.\This is bad... response:	That massive amount of mana...
context: There aren't even three spearmen of your skill in the world.\Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana... response:	He's clearly about to use his Noble Phantasm.
context: Add in a beast's agility, and that leaves but one.\You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm. response:	If he attacks...
context: You flatter me, Archer.\Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks... response:	Who's there?
context: Then, will you face my mightiest blow?\I won't stop you.\You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there? response:	A student?
context: I won't stop you.\You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there?\A student? response:	Someone was still in the school building?
context: You are an enemy I must overcome eventually.\This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there?\A student?\Someone was still in the school building? response:	So it would seem.
context: This is bad...\That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there?\A student?\Someone was still in the school building?\So it would seem. response:	It saved my life, actually.
context: That massive amount of mana...\He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there?\A student?\Someone was still in the school building?\So it would seem.\It saved my life, actually. response:	Wait, where did Lancer go?
context: He's clearly about to use his Noble Phantasm.\If he attacks...\Who's there?\A student?\Someone was still in the school building?\So it would seem.\It saved my life, actually.\Wait, where did Lancer go? response:	He chased after that person.
context: If he attacks...\Who's there?\A student?\Someone was still in the school building?\So it would seem.\It saved my life, actually.\Wait, where did Lancer go?\He chased after that person. response:	He's a witness, so he probably went to eliminate him.
context: Who's there?\A student?\Someone was still in the school building?\So it would seem.\It saved my life, actually.\Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him. response:	Follow them, Archer!
context: A student?\Someone was still in the school building?\So it would seem.\It saved my life, actually.\Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer! response:	I'll catch up!
context: Someone was still in the school building?\So it would seem.\It saved my life, actually.\Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up! response:	Damn it, that was so stupid!
context: So it would seem.\It saved my life, actually.\Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up!\Damn it, that was so stupid! response:	Eliminating witnesses is the first rule for mages.
context: It saved my life, actually.\Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages. response:	I hated that rule, so I've always been extra careful.
context: Wait, where did Lancer go?\He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful. response:	Archer, follow Lancer.
context: He chased after that person.\He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer. response:	If we don't at least learn his Master's face, none of this will have been worth it.
