context: It's up! Nice! response:	A feint!
context: Their captain's a pretty good foundation, as well.\Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11!\Nice cover!\He got it again!\I'm counting on you!\They're both great at connecting. response:	Asahi!
context: Yeah. If that last game was a bunch of playing,\this match is going to be about the captains.\11! 11!\Nice cover!\He got it again!\I'm counting on you!\They're both great at connecting.\Asahi! response:	Nice, Akiu!
context: this match is going to be about the captains.\11! 11!\Nice cover!\He got it again!\I'm counting on you!\They're both great at connecting.\Asahi!\Nice, Akiu! response:	He got it again!
context: 11! 11!\Nice cover!\He got it again!\I'm counting on you!\They're both great at connecting.\Asahi!\Nice, Akiu!\He got it again! response:	Cover! Cover!
context: Nice cover!\He got it again!\I'm counting on you!\They're both great at connecting.\Asahi!\Nice, Akiu!\He got it again!\Cover! Cover! response:	It's hard to even watch.
context: He got it again!\I'm counting on you!\They're both great at connecting.\Asahi!\Nice, Akiu!\He got it again!\Cover! Cover!\It's hard to even watch. response:	This is the longest rally of the day.
context: I'm counting on you!\They're both great at connecting.\Asahi!\Nice, Akiu!\He got it again!\Cover! Cover!\It's hard to even watch.\This is the longest rally of the day. response:	Whoever gets this is going to get the momentum of the game.
context: They're both great at connecting.\Asahi!\Nice, Akiu!\He got it again!\Cover! Cover!\It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game. response:	Don't let your guard down!
context: Asahi!\Nice, Akiu!\He got it again!\Cover! Cover!\It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down! response:	We're definitely going to get this one!
context: Nice, Akiu!\He got it again!\Cover! Cover!\It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one! response:	Yeah!
context: He got it again!\Cover! Cover!\It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one!\Yeah! response:	Takeru, I'm counting on you!
context: Cover! Cover!\It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you! response:	Yeah!
context: It's hard to even watch.\This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you!\Yeah! response:	Three blockers!
context: This is the longest rally of the day.\Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you!\Yeah!\Three blockers! response:	Another wipe...
context: Whoever gets this is going to get the momentum of the game.\Don't let your guard down!\We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you!\Yeah!\Three blockers!\Another wipe... response:	Go!
context: Don't let your guard down!\We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you!\Yeah!\Three blockers!\Another wipe...\Go! response:	Get the last one over!
context: We're definitely going to get this one!\Yeah!\Takeru, I'm counting on you!\Yeah!\Three blockers!\Another wipe...\Go!\Get the last one over! response:	Go!
context: Yeah!\Takeru, I'm counting on you!\Yeah!\Three blockers!\Another wipe...\Go!\Get the last one over!\Go! response:	We did it!
context: Takeru, I'm counting on you!\Yeah!\Three blockers!\Another wipe...\Go!\Get the last one over!\Go!\We did it! response:	All right!
context: Yeah!\Three blockers!\Another wipe...\Go!\Get the last one over!\Go!\We did it!\All right! response:	Er...
context: Three blockers!\Another wipe...\Go!\Get the last one over!\Go!\We did it!\All right!\Er... response:	Huh?
context: Another wipe...\Go!\Get the last one over!\Go!\We did it!\All right!\Er...\Huh? response:	Daichi-san?
context: Go!\Get the last one over!\Go!\We did it!\All right!\Er...\Huh?\Daichi-san? response:	That's so cool, having your family cheer you on.
context: Get the last one over!\Go!\We did it!\All right!\Er...\Huh?\Daichi-san?\That's so cool, having your family cheer you on. response:	I would hate it.
context: Go!\We did it!\All right!\Er...\Huh?\Daichi-san?\That's so cool, having your family cheer you on.\I would hate it. response:	Why?
context: We did it!\All right!\Er...\Huh?\Daichi-san?\That's so cool, having your family cheer you on.\I would hate it.\Why? response:	Well, I actually understand how Tsukishima feels.
context: All right!\Er...\Huh?\Daichi-san?\That's so cool, having your family cheer you on.\I would hate it.\Why?\Well, I actually understand how Tsukishima feels. response:	Huh?
context: Er...\Huh?\Daichi-san?\That's so cool, having your family cheer you on.\I would hate it.\Why?\Well, I actually understand how Tsukishima feels.\Huh? response:	I'm not sure how to feel about having
context: Huh?\Daichi-san?\That's so cool, having your family cheer you on.\I would hate it.\Why?\Well, I actually understand how Tsukishima feels.\Huh?\I'm not sure how to feel about having response:	the same opinion as Tanaka-san.
context: Daichi-san?\That's so cool, having your family cheer you on.\I would hate it.\Why?\Well, I actually understand how Tsukishima feels.\Huh?\I'm not sure how to feel about having\the same opinion as Tanaka-san. response:	Episode 17: The Battle Without Will Power
context: That's so cool, having your family cheer you on.\I would hate it.\Why?\Well, I actually understand how Tsukishima feels.\Huh?\I'm not sure how to feel about having\the same opinion as Tanaka-san.\Episode 17: The Battle Without Will Power response:	Next time on Haikyu!! : The Battle Without Will Power.
