context: Why... response:	Why have I gone back?
context: Like animals, children observe a hierarchy.\They can tell if it's all right to belittle someone.\Those brats...\They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well. response:	My sister is wonderful, isn't she?
context: They can tell if it's all right to belittle someone.\Those brats...\They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she? response:	Honestly, I'd think her personality
context: Those brats...\They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality response:	would cause conflict more often than not.
context: They have no respect.\Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not. response:	My sister's self-assured nature is what makes her so charming.
context: Did you show them anything about you worth respecting?\That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming. response:	I cannot be that way at all.
context: That's a sound argument.\Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all. response:	By the way, how are your studies progressing?
context: Still, it doesn't seem right to belittle me from the start.\Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing? response:	Let's just say I'm plugging along.
context: Ram seems like she'd handle that kind of thing well.\My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along. response:	Ram is actually a pretty good teacher, too.
context: My sister is wonderful, isn't she?\Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too. response:	Though I wish she wouldn't sleep on my bed in mid-lesson.
context: Honestly, I'd think her personality\would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson. response:	It kinda kills my motivation.
context: would cause conflict more often than not.\My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation. response:	My sister only acts that way to stimulate your motivation.
context: My sister's self-assured nature is what makes her so charming.\I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation. response:	Why do you have such absolute faith in your sister?
context: I cannot be that way at all.\By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister? response:	That isn't normal...
context: By the way, how are your studies progressing?\Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal... response:	You're totally fanatical like a demon.
context: Let's just say I'm plugging along.\Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon. response:	Fanatical like a demon?
context: Ram is actually a pretty good teacher, too.\Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon? response:	It's the demon version of divine possession.
context: Though I wish she wouldn't sleep on my bed in mid-lesson.\It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession. response:	Sounds kinda cool, right?
context: It kinda kills my motivation.\My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right? response:	Do you like demons?
context: My sister only acts that way to stimulate your motivation.\Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons? response:	Well, gods generally don't do anything,
context: Why do you have such absolute faith in your sister?\That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything, response:	but demons will laugh along when you talk about future plans.
context: That isn't normal...\You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans. response:	Especially for next year and stuff.
context: You're totally fanatical like a demon.\Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff. response:	They'll laugh their heads off.
context: Fanatical like a demon?\It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off. response:	That smile is a million volts!
context: It's the demon version of divine possession.\Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts! response:	I'm going to tell Emilia-sama.
context: Sounds kinda cool, right?\Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama. response:	I wasn't trying to hit on you!
context: Do you like demons?\Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you! response:	Both Ram and Rem said they wouldn't be coming to see you tonight,
context: Well, gods generally don't do anything,\but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight, response:	so I agreed to help with your studies.
context: but demons will laugh along when you talk about future plans.\Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies. response:	I'm afraid I can't do much, though.
context: Especially for next year and stuff.\They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though. response:	Right now, I'm writing the basic i-glyphs until I memorize them...
context: They'll laugh their heads off.\That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them... response:	Wow! You're studying a lot more intensely than I imagined!
context: That smile is a million volts!\I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined! response:	S-Since these fairy tales are aimed at kids,
context: I'm going to tell Emilia-sama.\I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids, response:	it's mostly i-glyphs, or so they said...
context: I wasn't trying to hit on you!\Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said... response:	So my goal for now is to be able... to read this...
context: Both Ram and Rem said they wouldn't be coming to see you tonight,\so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this... response:	Anyway, um...
context: so I agreed to help with your studies.\I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um... response:	Th-The moon sure is pretty.
context: I'm afraid I can't do much, though.\Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty. response:	Huh?
context: Right now, I'm writing the basic i-glyphs until I memorize them...\Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty.\Huh? response:	No! I mean, um, I have a favor to ask you.
context: Wow! You're studying a lot more intensely than I imagined!\S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you. response:	Will you listen?
context: S-Since these fairy tales are aimed at kids,\it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you.\Will you listen? response:	Starting tomorrow, I'll work hard, and I'll study, too!
context: it's mostly i-glyphs, or so they said...\So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too! response:	Go on a date with me.
context: So my goal for now is to be able... to read this...\Anyway, um...\Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me. response:	What does a date entail?
context: Anyway, um...\Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail? response:	When a guy and a girl go out alone together, that's a date!
context: Th-The moon sure is pretty.\Huh?\No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date! response:	Only the goddess of love knows what will happen during that time...
context: Huh?\No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time... response:	Then that means you went on a date with Rem today, right?
context: No! I mean, um, I have a favor to ask you.\Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right? response:	Ugh! I didn't expect that response!
context: Will you listen?\Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response! response:	That didn't count! Please don't count that!
context: Starting tomorrow, I'll work hard, and I'll study, too!\Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that! response:	I understand that you want us to go out together, but where?
context: Go on a date with me.\What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where? response:	Actually, there's this really cute little dog in the nearby village.
context: What does a date entail?\When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village. response:	There's a flower field, too.
context: When a guy and a girl go out alone together, that's a date!\Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too. response:	I want to see you in a field of flowers,
context: Only the goddess of love knows what will happen during that time...\Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers, response:	and capture the image for eternity with my metia!
context: Then that means you went on a date with Rem today, right?\Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia! response:	Oh, um... The village, huh?
context: Ugh! I didn't expect that response!\That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh? response:	The dog is super cute! Let's go!
context: That didn't count! Please don't count that!\I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go! response:	But it might cause trouble for you. And for the villagers
context: I understand that you want us to go out together, but where?\Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers response:	The kids are so pure and innocent, they're like angels! Let's go!
context: Actually, there's this really cute little dog in the nearby village.\There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go! response:	Oh, all right. You leave me no choice.
context: There's a flower field, too.\I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice. response:	I'll go with you.
context: I want to see you in a field of flowers,\and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you. response:	And the flower field is super colorful and wonderfu Really?
context: and capture the image for eternity with my metia!\Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really? response:	If that will motivate you to work hard from tomorrow on, then I will.
context: Oh, um... The village, huh?\The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will. response:	All right!
context: The dog is super cute! Let's go!\But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right! response:	I bet the weather will be lovely tomorrow.
context: But it might cause trouble for you. And for the villagers\The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow. response:	Yeah... And it'll be a day I'll never forget.
context: The kids are so pure and innocent, they're like angels! Let's go!\Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget. response:	There you go again with...
context: Oh, all right. You leave me no choice.\I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with... response:	You were just...
context: I'll go with you.\And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just... response:	Never mind.
context: And the flower field is super colorful and wonderfu Really?\If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just...\Never mind. response:	You know, it makes a guy really anxious when you don't finish your sentences.
context: If that will motivate you to work hard from tomorrow on, then I will.\All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences. response:	Okay, Subaru-kun the butler,
context: All right!\I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler, response:	remember to work hard.
context: I bet the weather will be lovely tomorrow.\Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard. response:	Only those who work hard are rewarded,
context: Yeah... And it'll be a day I'll never forget.\There you go again with...\You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded, response:	so this will be a reward!
context: There you go again with...\You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded,\so this will be a reward! response:	All right, let's settle this, fate...
context: You were just...\Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate... response:	I won't sleep tonight, no matter what.
context: Never mind.\You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what. response:	I'll stay awake to greet the morning of my promise.
context: You know, it makes a guy really anxious when you don't finish your sentences.\Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise. response:	Jeez... What am I, a grade schooler who can't sleep before a class outing?
context: Okay, Subaru-kun the butler,\remember to work hard.\Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing? response:	Reminds me of when I overslept on the day of the class trip...
context: remember to work hard.\Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip... response:	I wasn't able to retrace the same loop exactly,
context: Only those who work hard are rewarded,\so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly, response:	but I got along well with Ram and Rem.
context: so this will be a reward!\All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem. response:	In fact, I think I did better than last time.
context: All right, let's settle this, fate...\I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time. response:	If there's anything I feel I missed,
context: I won't sleep tonight, no matter what.\I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed, response:	it's not saying goodnight to Beatrice.
context: I'll stay awake to greet the morning of my promise.\Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice. response:	Each time I saw her, all we did was insult each other.
context: Jeez... What am I, a grade schooler who can't sleep before a class outing?\Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other. response:	But maybe I should have... at least... thanked her...
context: Reminds me of when I overslept on the day of the class trip...\I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her... response:	What is this?
context: I wasn't able to retrace the same loop exactly,\but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this? response:	I'm so cold...
context: but I got along well with Ram and Rem.\In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this?\I'm so cold... response:	No... Could this be...
context: In fact, I think I did better than last time.\If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this?\I'm so cold...\No... Could this be... response:	Someone...
context: If there's anything I feel I missed,\it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this?\I'm so cold...\No... Could this be...\Someone... response:	Someone... Help.
context: it's not saying goodnight to Beatrice.\Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this?\I'm so cold...\No... Could this be...\Someone...\Someone... Help. response:	What just...
context: Each time I saw her, all we did was insult each other.\But maybe I should have... at least... thanked her...\What is this?\I'm so cold...\No... Could this be...\Someone...\Someone... Help.\What just... response:	The Morning of Our Promise Is Still Distant
