context: Next up is the inter-club relay race. response:	On your mark! Get set!
context: Oh, if you want to be a waitress that badly, Mikuru,\I'll bring some costumes for you.\Well, never mind that.\By the way Kyon, what do you think is necessary to make a movie?\I guess it would be an original idea and an untiring passion to create.\A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well. response:	And that's why we're going to go get a video camera.
context: I'll bring some costumes for you.\Well, never mind that.\By the way Kyon, what do you think is necessary to make a movie?\I guess it would be an original idea and an untiring passion to create.\A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera. response:	Oh, M-M-Miss Suzumiya, now that you mention it,
context: Well, never mind that.\By the way Kyon, what do you think is necessary to make a movie?\I guess it would be an original idea and an untiring passion to create.\A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it, response:	there's something I need to do, so I need to go back to my class-
context: By the way Kyon, what do you think is necessary to make a movie?\I guess it would be an original idea and an untiring passion to create.\A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class- response:	Quiet.
context: I guess it would be an original idea and an untiring passion to create.\A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet. response:	Don't worry.
context: A camera, of course. How can we shoot a movie without equipment?\I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry. response:	You've never once said, Don't worry when we didn't actually have to worry.
context: I don't need an abstract answer like that.\That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry. response:	We're not going to use your body to pay for what we need this time.
context: That might be true, but I didn't want to give such a matter-of-fact answer... oh well.\And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time. response:	I just need your help, is all.
context: And that's why we're going to go get a video camera.\Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all. response:	Tell us how she's supposed to help!
context: Oh, M-M-Miss Suzumiya, now that you mention it,\there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help! response:	If you don't, then Miss Asahina and I are not budging from these seats.
context: there's something I need to do, so I need to go back to my class-\Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats. response:	We're going to look for sponsors.
context: Quiet.\Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors. response:	It would give them a better idea of what we're doing if we brought the star, right?
context: Don't worry.\You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right? response:	You're coming, too, to carry the stuff.
context: You've never once said, Don't worry when we didn't actually have to worry.\We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff. response:	It's supposed to be autumn, but it's not very cool at all.
context: We're not going to use your body to pay for what we need this time.\I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all. response:	It looks like the Earth has finally gone stupid,
context: I just need your help, is all.\Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid, response:	and it forgot to have autumn come to Japan.
context: Tell us how she's supposed to help!\If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan. response:	After we came down the mountain, we got on a local train for a private train line,
context: If you don't, then Miss Asahina and I are not budging from these seats.\We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line, response:	and took it three stops.
context: We're going to look for sponsors.\It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops. response:	We went to a place not too far from the area with the cherry trees
context: It would give them a better idea of what we're doing if we brought the star, right?\You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees response:	that Miss Asahina and I walked along not too long ago.
context: You're coming, too, to carry the stuff.\It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago. response:	Iwaigawa Shopping Strip
context: It's supposed to be autumn, but it's not very cool at all.\It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip response:	Ohmori Electronics
context: It looks like the Earth has finally gone stupid,\and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics response:	Ohmori Electronics It looks like she's planning on getting our filming equipment from here.
context: and it forgot to have autumn come to Japan.\After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here. response:	It looks like she's planning on getting our filming equipment from here.
context: After we came down the mountain, we got on a local train for a private train line,\and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here. response:	But how?
context: and took it three stops.\We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how? response:	Wait here a second. I'll go talk to him.
context: We went to a place not too far from the area with the cherry trees\that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him. response:	Hold this!
context: that Miss Asahina and I walked along not too long ago.\Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him.\Hold this! response:	I'll probably grab Miss Asahina and bolt
context: Iwaigawa Shopping Strip\Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt response:	if Haruhi does anything that's even the slightest bit suspicious.
context: Ohmori Electronics\Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious. response:	Maybe I should warn the nice man...
context: Ohmori Electronics It looks like she's planning on getting our filming equipment from here.\It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man... response:	I wonder what she's doing.
context: It looks like she's planning on getting our filming equipment from here.\But how?\Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing. response:	She's probably asking him to lend her
context: But how?\Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her response:	the highest-end digital handycam he has in the store for free.
context: Wait here a second. I'll go talk to him.\Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free. response:	She's capable of saying something like that, after all.
context: Hold this!\I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all. response:	What a troublemaker.
context: I'll probably grab Miss Asahina and bolt\if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker. response:	Haruhi believes that her own standards and decisions are absolute.
context: if Haruhi does anything that's even the slightest bit suspicious.\Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute. response:	And she sometimes incorrectly assumes that other people share her opinions.
context: Maybe I should warn the nice man...\I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions. response:	In fact, that's often the case.
context: I wonder what she's doing.\She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case. response:	Which means she just doesn't get it.
context: She's probably asking him to lend her\the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it. response:	If you want to make faster-than-light travel possible,
context: the highest-end digital handycam he has in the store for free.\She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible, response:	just put Haruhi on your spaceship.
context: She's capable of saying something like that, after all.\What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship. response:	She would probably just ignore the laws of relativity for you.
context: What a troublemaker.\Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you. response:	Oh, it looks like they've finished.
context: Haruhi believes that her own standards and decisions are absolute.\And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished. response:	Ta-dah!
context: And she sometimes incorrectly assumes that other people share her opinions.\In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah! response:	And with this, we've taken our first step. We're right on schedule.
context: In fact, that's often the case.\Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule. response:	How did you manage to get such an expensive-looking camera for free?
context: Which means she just doesn't get it.\If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free? response:	Do you have some kind of blackmail material on that old man?
context: If you want to make faster-than-light travel possible,\just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man? response:	No way. I just explained the situation, and he generously donated it.
context: just put Haruhi on your spaceship.\She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it. response:	If he gave it to you, then tell me what you said. I want one, too.
context: She would probably just ignore the laws of relativity for you.\Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too. response:	It wasn't much. I said we wanted to shoot a film, and so he gave it to me.
context: Oh, it looks like they've finished.\Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me. response:	No problem.
context: Ta-dah!\And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem. response:	There may not be a problem now, but I have the feeling there'll be one later.
context: And with this, we've taken our first step. We're right on schedule.\How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later. response:	Stop worrying so much.
context: How did you manage to get such an expensive-looking camera for free?\Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much. response:	All you have to do is be my underling and do as I say.
context: Do you have some kind of blackmail material on that old man?\No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say. response:	All right, let's go to the next store.
context: No way. I just explained the situation, and he generously donated it.\If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store. response:	I started to understand. When she pointed at us,
context: If he gave it to you, then tell me what you said. I want one, too.\It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us, response:	Haruhi's index finger was aimed squarely at Miss Asahina.
context: It wasn't much. I said we wanted to shoot a film, and so he gave it to me.\No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina. response:	The cost of these items is going to determine what Miss Asahina
context: No problem.\There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina response:	is going to have to do.
context: There may not be a problem now, but I have the feeling there'll be one later.\Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do. response:	I wonder if I should tell her.
context: Stop worrying so much.\All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her. response:	Ta-dah!
context: All you have to do is be my underling and do as I say.\All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her.\Ta-dah! response:	What do you have this time?
context: All right, let's go to the next store.\I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her.\Ta-dah!\What do you have this time? response:	Weapons.
context: I started to understand. When she pointed at us,\Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her.\Ta-dah!\What do you have this time?\Weapons. response:	Here you go.
context: Haruhi's index finger was aimed squarely at Miss Asahina.\The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her.\Ta-dah!\What do you have this time?\Weapons.\Here you go. response:	What am I supposed to do with this?
context: The cost of these items is going to determine what Miss Asahina\is going to have to do.\I wonder if I should tell her.\Ta-dah!\What do you have this time?\Weapons.\Here you go.\What am I supposed to do with this? response:	We're going to use them for our gunfight action scenes
context: is going to have to do.\I wonder if I should tell her.\Ta-dah!\What do you have this time?\Weapons.\Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes response:	Flashy gunfights are the basis for entertainment.
context: I wonder if I should tell her.\Ta-dah!\What do you have this time?\Weapons.\Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment. response:	If we can, I'd love to blow up an entire building.
context: Ta-dah!\What do you have this time?\Weapons.\Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building. response:	Do you know where we can get some dynamite?
context: What do you have this time?\Weapons.\Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite? response:	- Think they sell it at the general store? - How should I know?
context: Weapons.\Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know? response:	I'm pretty sure that they don't sell it on the internet, though.
context: Here you go.\What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though. response:	So what am I supposed to do with this stuff?
context: What am I supposed to do with this?\We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff? response:	Take it back to your place for now, and bring it to the clubroom tomorrow.
context: We're going to use them for our gunfight action scenes\Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow. response:	It would be too bothersome to go back to school right now.
context: Flashy gunfights are the basis for entertainment.\If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now. response:	- I'm supposed to? - Yes, you.
context: If we can, I'd love to blow up an entire building.\Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you. response:	It's her special SOS Brigade smile,
context: Do you know where we can get some dynamite?\- Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile, response:	the one you don't see in the classroom very often.
context: - Think they sell it at the general store? - How should I know?\I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often. response:	Whenever Haruhi smiles like this,
context: I'm pretty sure that they don't sell it on the internet, though.\So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this, response:	it means that my role in salvaging the impending disaster has come back.
context: So what am I supposed to do with this stuff?\Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back. response:	It feels like a reverse Straw Millionaire.
context: Take it back to your place for now, and bring it to the clubroom tomorrow.\It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire. response:	Umm...
context: It would be too bothersome to go back to school right now.\- I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm... response:	Sora kara ochite kitanda It fell from the sky
context: - I'm supposed to? - Yes, you.\It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky response:	Subete no negai wo nosete With all of the wishes that were made upon it
context: It's her special SOS Brigade smile,\the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it response:	Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star
context: the one you don't see in the classroom very often.\Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	Yappari nanika henda yo Something just doesn't seem right
context: Whenever Haruhi smiles like this,\it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right response:	Kokoro no kimi ga kieta The image of you in my mind has vanished
context: it means that my role in salvaging the impending disaster has come back.\It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished response:	Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: It feels like a reverse Straw Millionaire.\Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: Umm...\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
