context: Not Enough Money response:	Will I get to make an appearance this time around?
context: while Komano has May my lonely in a luck of the draw.\There are four more dead cards...\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\It's scary. response:	This is the last game...
context: There are four more dead cards...\Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\It's scary.\This is the last game... response:	to decide the match!
context: Though my hatred has waned...\So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\It's scary.\This is the last game...\to decide the match! response:	Said world grants no escape
context: So the flower petals...\I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\It's scary.\This is the last game...\to decide the match!\Said world grants no escape response:	Komano, have you noticed?
context: I wish I could show the people how my sleeves\It's not over yet?!\Excuse me.\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed? response:	There aren't any more dead cards!
context: It's not over yet?!\Excuse me.\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards! response:	The next card will decide
context: Excuse me.\It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide response:	the game!
context: It's scary.\This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game! response:	It's scary...
context: This is the last game...\to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary... response:	But...
context: to decide the match!\Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But... response:	I hide in the mountains, only to hear the haunting cry of a deer
context: Said world grants no escape\Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer response:	I'll always have...
context: Komano, have you noticed?\There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have... response:	The sight of Mount Arima...
context: There aren't any more dead cards!\The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima... response:	Desktomu-kun...
context: The next card will decide\the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Desktomu-kun... response:	Desktomu-kun!
context: the game!\It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun! response:	Mizusawa High School defeats First Akashi Girls' 3-2.
context: It's scary...\But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2. response:	Retro-kun?
context: But...\I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun? response:	Wataya-kun...
context: I hide in the mountains, only to hear the haunting cry of a deer\I'll always have...\The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun... response:	Aren't you going to cheer them on?
context: I'll always have...\The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun...\Aren't you going to cheer them on? response:	Mashima and Chihaya are playing to become the best in Japan.
context: The sight of Mount Arima...\Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan. response:	Goodbye then.
context: Desktomu-kun...\Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then. response:	Shinobu-chan.
context: Desktomu-kun!\Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan. response:	Won't you watch some of the team match?
context: Mizusawa High School defeats First Akashi Girls' 3-2.\Retro-kun?\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match? response:	Your presence will encourage some of the players.
context: Retro-kun?\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players. response:	I'm actually a greedy person.
context: Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person. response:	Huh? We know.
context: Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know. response:	Compared to becoming Queen, becoming the strongest woman in Japan,
context: Mashima and Chihaya are playing to become the best in Japan.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan, response:	it's much harder for us to become best in Japan together!
context: Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together! response:	Let's do this!
context: Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this! response:	Mi!
context: Won't you watch some of the team match?\Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi! response:	Zu!
context: Your presence will encourage some of the players.\I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu! response:	Fight!
context: I'm actually a greedy person.\Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight! response:	Naniwa Bay, now the flower blooms, but for winter
context: Huh? We know.\Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: Compared to becoming Queen, becoming the strongest woman in Japan,\it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	It's completely different.
context: it's much harder for us to become best in Japan together!\Let's do this!\Mi!\Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different. response:	This is the sound of a certified reader.
context: Let's do this!\Mi!\Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader. response:	Here comes spring, now the flower blooms
context: Mi!\Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms response:	This is our grand finale!
context: Zu!\Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale! response:	Coach Sakurazawa's Be Grateful Speech
context: Fight!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech response:	They might as well make a live action movie Then I would be...
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be... response:	It seems you all don't understand, so I'll tell you.
context: Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you. response:	Over the two days, a total of 1000 students participate in the High School Championship,
context: It's completely different.\This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship, response:	but there are about 100 people who put the entire thing on.
context: This is the sound of a certified reader.\Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on. response:	Staff of the National Karuta Association, as well as members of the local karuta societies
context: Here comes spring, now the flower blooms\This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies response:	and Kansai's college karuta societies
context: This is our grand finale!\Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies response:	work hard on the reading, judging, setting up the tatami mats,
context: Coach Sakurazawa's Be Grateful Speech\They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats, response:	and preparing the cards, just for you.
context: They might as well make a live action movie Then I would be...\It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you. response:	What you mustn't forget is that these people are mostly Class A or High Class A players.
context: It seems you all don't understand, so I'll tell you.\Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players. response:	The top people are Grade 10, or even former Masters or Queens.
context: Over the two days, a total of 1000 students participate in the High School Championship,\but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens. response:	Meaning?
context: but there are about 100 people who put the entire thing on.\Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning? response:	Put simply, if this were the High School baseball championship...
context: Staff of the National Karuta Association, as well as members of the local karuta societies\and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship... response:	The unsung heroes are all stars
context: and Kansai's college karuta societies\work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars response:	Third Base Ump. Ichi**
context: work hard on the reading, judging, setting up the tatami mats,\and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars\Third Base Ump. Ichi** response:	Home Plate Ump. Sada*** Oh
context: and preparing the cards, just for you.\What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars\Third Base Ump. Ichi**\Home Plate Ump. Sada*** Oh response:	Second Base Ump. Shige* Nagashima
context: What you mustn't forget is that these people are mostly Class A or High Class A players.\The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars\Third Base Ump. Ichi**\Home Plate Ump. Sada*** Oh\Second Base Ump. Shige* Nagashima response:	First Base Ump. Yu Darvi**
context: The top people are Grade 10, or even former Masters or Queens.\Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars\Third Base Ump. Ichi**\Home Plate Ump. Sada*** Oh\Second Base Ump. Shige* Nagashima\First Base Ump. Yu Darvi** response:	See you next week!
context: Meaning?\Put simply, if this were the High School baseball championship...\The unsung heroes are all stars\Third Base Ump. Ichi**\Home Plate Ump. Sada*** Oh\Second Base Ump. Shige* Nagashima\First Base Ump. Yu Darvi**\See you next week! response:	Next time I'll have screen time
