context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: he's the one most worried about you!\Chiaki Senpai...\Now, shall we do it from the start of this...\Hey, where are you going??!!\Hey Wait!!\Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play? response:	There are several candidates to choose from, but none of them really strikes me as the right one.
context: Chiaki Senpai...\Now, shall we do it from the start of this...\Hey, where are you going??!!\Hey Wait!!\Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one. response:	Here it is
context: Now, shall we do it from the start of this...\Hey, where are you going??!!\Hey Wait!!\Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is response:	The pamphlet of Tokyo Symphony Hall
context: Hey, where are you going??!!\Hey Wait!!\Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall response:	It includes the seating map, so I think it will make a good reference
context: Hey Wait!!\Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference response:	Thanks
context: Hey!!\Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks response:	But, Saiko...
context: Haven't I given you the bait?!!\Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko... response:	Why do you have to do it until this far?
context: Are you still selecting the piece to play?\There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko...\Why do you have to do it until this far? response:	Finally you found it, didn't you?
context: There are several candidates to choose from, but none of them really strikes me as the right one.\Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you? response:	What you can do in Japan
context: Here it is\The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan response:	I used to think that unless I went abroad, there would be no meaning,
context: The pamphlet of Tokyo Symphony Hall\It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning, response:	But now...
context: It includes the seating map, so I think it will make a good reference\Thanks\But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now... response:	Oi! What about the splitting up?!
context: Thanks\But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?! response:	The living separately?? The divorce??
context: But, Saiko...\Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?!\The living separately?? The divorce?? response:	Rather than that, Senpai...
context: Why do you have to do it until this far?\Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai... response:	Is it true that you can't go abroad?
context: Finally you found it, didn't you?\What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad? response:	You...how come did you know that?
context: What you can do in Japan\I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that? response:	I heard it from rumors...
context: I used to think that unless I went abroad, there would be no meaning,\But now...\Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors... response:	Liar!
context: But now...\Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors...\Liar! response:	You must be eavesdropping, right?!
context: Oi! What about the splitting up?!\The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors...\Liar!\You must be eavesdropping, right?! response:	Why can't you go abroad?
context: The living separately?? The divorce??\Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors...\Liar!\You must be eavesdropping, right?!\Why can't you go abroad? response:	Are you suffering from ecology syndrome?
context: Rather than that, Senpai...\Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors...\Liar!\You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome? response:	Or have you done something bad that you can't make a passport?
context: Is it true that you can't go abroad?\You...how come did you know that?\I heard it from rumors...\Liar!\You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport? response:	Whatever it is, leave it alone!
context: You...how come did you know that?\I heard it from rumors...\Liar!\You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone! response:	Or perhaps..
context: I heard it from rumors...\Liar!\You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps.. response:	you're afraid of getting on a plane?
context: Liar!\You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane? response:	So it's true, isn't it...
context: You must be eavesdropping, right?!\Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it... response:	That's why you didn't go to study abroad, but continue to the Graduate School, right?
context: Why can't you go abroad?\Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right? response:	This is fine with me
context: Are you suffering from ecology syndrome?\Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me response:	Now I'm thinking of doing whatever I can here
context: Or have you done something bad that you can't make a passport?\Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here response:	with that Oke
context: Whatever it is, leave it alone!\Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke response:	Senpai...
context: Or perhaps..\you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke\Senpai... response:	Okay, study, study!!
context: you're afraid of getting on a plane?\So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke\Senpai...\Okay, study, study!! response:	Ah..
context: So it's true, isn't it...\That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke\Senpai...\Okay, study, study!!\Ah.. response:	Aryaa? Milch!
context: That's why you didn't go to study abroad, but continue to the Graduate School, right?\This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke\Senpai...\Okay, study, study!!\Ah..\Aryaa? Milch! response:	Brahms Symphony no 1
context: This is fine with me\Now I'm thinking of doing whatever I can here\with that Oke\Senpai...\Okay, study, study!!\Ah..\Aryaa? Milch!\Brahms Symphony no 1 response:	Senpai, please read this..
context: Now I'm thinking of doing whatever I can here\with that Oke\Senpai...\Okay, study, study!!\Ah..\Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this.. response:	Brahms Symphony no 1
context: with that Oke\Senpai...\Okay, study, study!!\Ah..\Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1 response:	Brahms' first Symphony.
context: Senpai...\Okay, study, study!!\Ah..\Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony. response:	20 years?!
context: Okay, study, study!!\Ah..\Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony.\20 years?! response:	Nevertheless, if you hear this magnificent Symphony of Brahms'
context: Ah..\Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms' response:	perhaps you will understand that in those 20 years he had not wasted even one second.
context: Aryaa? Milch!\Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second. response:	Chiaki! I was saying that you should immerse yourself more into the music!
context: Brahms Symphony no 1\Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music! response:	You didn't notice something important
context: Senpai, please read this..\Brahms Symphony no 1\Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important response:	The important thing is...
context: Brahms Symphony no 1\Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is... response:	how seriously you and this piece are facing each other.
context: Brahms' first Symphony.\20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other. response:	I won't forgive...
context: 20 years?!\Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other.\I won't forgive... response:	half-heartedness.
context: Nevertheless, if you hear this magnificent Symphony of Brahms'\perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness. response:	This is it!
context: perhaps you will understand that in those 20 years he had not wasted even one second.\Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness.\This is it! response:	Senpai?
context: Chiaki! I was saying that you should immerse yourself more into the music!\You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness.\This is it!\Senpai? response:	What are you looking for?
context: You didn't notice something important\The important thing is...\how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness.\This is it!\Senpai?\What are you looking for? response:	I have it!
context: The important thing is...\how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness.\This is it!\Senpai?\What are you looking for?\I have it! response:	From here..
context: how seriously you and this piece are facing each other.\I won't forgive...\half-heartedness.\This is it!\Senpai?\What are you looking for?\I have it!\From here.. response:	violin...
context: I won't forgive...\half-heartedness.\This is it!\Senpai?\What are you looking for?\I have it!\From here..\violin... response:	From here...
context: half-heartedness.\This is it!\Senpai?\What are you looking for?\I have it!\From here..\violin...\From here... response:	Yes.
context: This is it!\Senpai?\What are you looking for?\I have it!\From here..\violin...\From here...\Yes. response:	There's no more time to lose
context: Senpai?\What are you looking for?\I have it!\From here..\violin...\From here...\Yes.\There's no more time to lose response:	From today,
context: What are you looking for?\I have it!\From here..\violin...\From here...\Yes.\There's no more time to lose\From today, response:	I have to be engrossed in Brahms' world
context: I have it!\From here..\violin...\From here...\Yes.\There's no more time to lose\From today,\I have to be engrossed in Brahms' world response:	It's decided that on December the 3rd, at Tokyo Symphony Hall,
context: From here..\violin...\From here...\Yes.\There's no more time to lose\From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall, response:	we...
context: violin...\From here...\Yes.\There's no more time to lose\From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we... response:	will perform in Rising Star Orchestra's public performance.
context: From here...\Yes.\There's no more time to lose\From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance. response:	We're going to enter into Brahms right away,
context: Yes.\There's no more time to lose\From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away, response:	so everyone get ready!
context: There's no more time to lose\From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready! response:	Hai!
context: From today,\I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready!\Hai! response:	Finally our turn came!
context: I have to be engrossed in Brahms' world\It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready!\Hai!\Finally our turn came! response:	OK let's do it!!!
context: It's decided that on December the 3rd, at Tokyo Symphony Hall,\we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready!\Hai!\Finally our turn came!\OK let's do it!!! response:	Ah, sorry, sorry, I'm late... because my lesson took a bit longer...
context: we...\will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready!\Hai!\Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer... response:	Sorry, Chiaki!
context: will perform in Rising Star Orchestra's public performance.\We're going to enter into Brahms right away,\so everyone get ready!\Hai!\Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki! response:	Oh, it has began already...
context: We're going to enter into Brahms right away,\so everyone get ready!\Hai!\Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already... response:	Sorry!
context: so everyone get ready!\Hai!\Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already...\Sorry! response:	Oi! Be more concentrated in doing it!
context: Hai!\Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it! response:	Ha?? What's that?!!
context: Finally our turn came!\OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!! response:	You...I understand that you have practise for the competition..
context: OK let's do it!!!\Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition.. response:	But for the Concert Master to be late???
context: Ah, sorry, sorry, I'm late... because my lesson took a bit longer...\Sorry, Chiaki!\Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late??? response:	Even if it's free, but because of the competition, the Oke's practice time has already diminished
context: Sorry, Chiaki!\Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished response:	And all of you too!
context: Oh, it has began already...\Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too! response:	Somehow...
context: Sorry!\Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow... response:	you don't really put your mind in it...
context: Oi! Be more concentrated in doing it!\Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow...\you don't really put your mind in it... response:	But for now, we can't help it.
context: Ha?? What's that?!!\You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow...\you don't really put your mind in it...\But for now, we can't help it. response:	Until the competition is over, our future depend on it,
context: You...I understand that you have practise for the competition..\But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow...\you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it, response:	But I also depend my future on this Oke!
context: But for the Concert Master to be late???\Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow...\you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke! response:	Eh?
context: Even if it's free, but because of the competition, the Oke's practice time has already diminished\And all of you too!\Somehow...\you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh? response:	Come on, this is not a professional Oke, how can you depend your future on it?
context: And all of you too!\Somehow...\you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it? response:	Then, everybody, what do you have in mind participating in this Oke??
context: Somehow...\you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke?? response:	What do we have in mind?
context: you don't really put your mind in it...\But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind? response:	well, to be able to perform with excellent members of the same generation
context: But for now, we can't help it.\Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation response:	will make a good experience
context: Until the competition is over, our future depend on it,\But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience response:	it will be an incentive, and furthermore..
context: But I also depend my future on this Oke!\Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore.. response:	Chiaki-kun
context: Eh?\Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun response:	Heh?
context: Come on, this is not a professional Oke, how can you depend your future on it?\Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun\Heh? response:	I feel that with these members, if we do it together with Chiaki-kun,
context: Then, everybody, what do you have in mind participating in this Oke??\What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun, response:	we'll be able to do an amazing job...
context: What do we have in mind?\well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job... response:	Right??
context: well, to be able to perform with excellent members of the same generation\will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right?? response:	I'm thinking of doing something amazing, something which can match a professional Oke
context: will make a good experience\it will be an incentive, and furthermore..\Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke response:	Everyone thinks the same way, don't you?
context: it will be an incentive, and furthermore..\Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you? response:	Once we become popular, when people will always come to see us, we can earn money,
context: Chiaki-kun\Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money, response:	and can continue this Oke!
context: Heh?\I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke! response:	That's the same as a professional Oke!
context: I feel that with these members, if we do it together with Chiaki-kun,\we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke! response:	I think...
context: we'll be able to do an amazing job...\Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke!\I think... response:	If it's this Oke, then it'll certainly be able to become so!
context: Right??\I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so! response:	It's not a legend!
context: I'm thinking of doing something amazing, something which can match a professional Oke\Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend! response:	But it's an orchestra that will last forever!
context: Everyone thinks the same way, don't you?\Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever! response:	That's my dream!
context: Once we become popular, when people will always come to see us, we can earn money,\and can continue this Oke!\That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever!\That's my dream! response:	Although I think that's a very good dream,
context: and can continue this Oke!\That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream, response:	but I'm returning to Boston in spring.
context: That's the same as a professional Oke!\I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring. response:	Heh?
context: I think...\If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh? response:	Me too, sooner or later, I intend to return to Vienna
context: If it's this Oke, then it'll certainly be able to become so!\It's not a legend!\But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna response:	Though I want to do something amazing in this Oke,
context: It's not a legend!\But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke, response:	my dream for the future is to be based in Vienna, while performing worldwide.
context: But it's an orchestra that will last forever!\That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide. response:	Chiaki-kun must be thinking the same, right? Naturally!
context: That's my dream!\Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally! response:	That's a matter of course! He's Stresemann's pupil!
context: Although I think that's a very good dream,\but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil! response:	Why are you still in Japan, by the way?
context: but I'm returning to Boston in spring.\Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way? response:	If Chiaki-kun, he'll sure win in the competitions abroad!
context: Heh?\Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad! response:	Naturally??
context: Me too, sooner or later, I intend to return to Vienna\Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally?? response:	Most of us...
context: Though I want to do something amazing in this Oke,\my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us... response:	rather than wanting to be in a member of an orchestra, we wish to be a soloist.
context: my dream for the future is to be based in Vienna, while performing worldwide.\Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist. response:	So I thought without doubt that this is just a one-time performance.
