context: As a child, I thought response:	your mother is just your mother.
context: I felt so defeated. I'm no match for her.\Was she like that since the old days?\Is that what you call a genius?\I guess.\But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying. response:	Huh?
context: Was she like that since the old days?\Is that what you call a genius?\I guess.\But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh? response:	Hey, Nobuo. Are you in love with Hachiko?
context: Is that what you call a genius?\I guess.\But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko? response:	No, I, ah...
context: I guess.\But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah... response:	It's just that, it's kinda lonely without our regular audience.
context: But she has defined abs.\Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience. response:	But Hachi's only one person.
context: Hmm... You sure are well informed.\Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person. response:	I want to perform live!
context: Where's Hachi? Isn't she coming today?\Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live! response:	I need to release this tension!
context: Nobu, that's all you've been saying.\Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live!\I need to release this tension! response:	Then let's do it. We got an offer to perform.
context: Huh?\Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform. response:	Tell us more.
context: Hey, Nobuo. Are you in love with Hachiko?\No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more. response:	Our performance at the Live House...
context: No, I, ah...\It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House... response:	The crowd liked us, so they asked if we'd be interested in doing another.
context: It's just that, it's kinda lonely without our regular audience.\But Hachi's only one person.\I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another. response:	Let's do it.
context: But Hachi's only one person.\I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it. response:	- All right! - All right!
context: I want to perform live!\I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right! response:	That day I checked the classifieds for job offers
context: I need to release this tension!\Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers response:	and went to three job interviews.
context: Then let's do it. We got an offer to perform.\Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews. response:	For a dentist's receptionist, a supermarket cashier,
context: Tell us more.\Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier, response:	and a phone operator for a pizza place.
context: Our performance at the Live House...\The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place. response:	I got turned down by them all.
context: The crowd liked us, so they asked if we'd be interested in doing another.\Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all. response:	What could they have found about me that they didn't like?!
context: Let's do it.\- All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?! response:	I wanna know why you got fired from your job in the first place?
context: - All right! - All right!\That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place? response:	Well, because I started making a habit of skipping work...
context: That day I checked the classifieds for job offers\and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work... response:	But at the interviews I told them in clear terms
context: and went to three job interviews.\For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms response:	that I will take work seriously this time.
context: For a dentist's receptionist, a supermarket cashier,\and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time. response:	Then you told them that you got fired because you skipped work?!
context: and a phone operator for a pizza place.\I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?! response:	You're such a fool!
context: I got turned down by them all.\What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool! response:	You've gotta realize, if you take just any job that you can get,
context: What could they have found about me that they didn't like?!\I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get, response:	you'll end up with the same result.
context: I wanna know why you got fired from your job in the first place?\Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result. response:	Why not look for a job that suits you better?
context: Well, because I started making a habit of skipping work...\But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better? response:	What would be a job that suits me?
context: But at the interviews I told them in clear terms\that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me? response:	Well, maybe not specifically one that suits you.
context: that I will take work seriously this time.\Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you. response:	Any job will do as long as it's a job you enjoy doing.
context: Then you told them that you got fired because you skipped work?!\You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing. response:	If the workplace deals with things you like,
context: You're such a fool!\You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like, response:	you'd be more motivated, don't you think?
context: You've gotta realize, if you take just any job that you can get,\you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think? response:	When you were working for Mr. Mizukoshi,
context: you'll end up with the same result.\Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi, response:	you were surrounded by nice things and you wore those pretty clothes.
context: Why not look for a job that suits you better?\What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes. response:	You seemed so alive at that job. Why not look for another job like that?
context: What would be a job that suits me?\Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that? response:	I see. That makes sense. She's right.
context: Well, maybe not specifically one that suits you.\Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right. response:	I wonder how Mr. Mizukoshi is doing.
context: Any job will do as long as it's a job you enjoy doing.\If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing. response:	Never mind Mr. Mizukoshi!
context: If the workplace deals with things you like,\you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi! response:	But I sometimes think about him.
context: you'd be more motivated, don't you think?\When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him. response:	I don't mind telling you now, but I kinda had a crush on him.
context: When you were working for Mr. Mizukoshi,\you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him. response:	You don't have to tell me. I could tell.
context: you were surrounded by nice things and you wore those pretty clothes.\You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell. response:	But, you know, taking Mr. Mizukoshi and Takumi into consideration,
context: You seemed so alive at that job. Why not look for another job like that?\I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration, response:	you have a thing for long hair, don't you?
context: I see. That makes sense. She's right.\I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you? response:	No way!
context: I wonder how Mr. Mizukoshi is doing.\Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way! response:	What's with your overreacting?
context: Never mind Mr. Mizukoshi!\But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way!\What's with your overreacting? response:	Because you're saying strange things!
context: But I sometimes think about him.\I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way!\What's with your overreacting?\Because you're saying strange things! response:	Strange? I prefer men with short hair...
context: I don't mind telling you now, but I kinda had a crush on him.\You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way!\What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair... response:	You have it wrong! Mr. Asano had short hair!
context: You don't have to tell me. I could tell.\But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way!\What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair! response:	- Asano? - And so did Shoji!
context: But, you know, taking Mr. Mizukoshi and Takumi into consideration,\you have a thing for long hair, don't you?\No way!\What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji! response:	Well, I think his hair is pretty long.
context: you have a thing for long hair, don't you?\No way!\What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long. response:	Yeah? Well, I guess that wouldn't be considered short.
context: No way!\What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short. response:	Seeing that you're comfortable talking about him,
context: What's with your overreacting?\Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him, response:	I guess you're over him now.
context: Because you're saying strange things!\Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now. response:	It would be nice if you could find a boyfriend soon. With long hair.
context: Strange? I prefer men with short hair...\You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair. response:	There was just no way that I could talk to Nana about Takumi.
context: You have it wrong! Mr. Asano had short hair!\- Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi. response:	Being who he is, I couldn't even tell Jun-chan about him.
context: - Asano? - And so did Shoji!\Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him. response:	I wasn't able to discuss him with anyone.
context: Well, I think his hair is pretty long.\Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone. response:	I've never had that experience with love, and it was very painful.
context: Yeah? Well, I guess that wouldn't be considered short.\Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful. response:	Shoji, are you moving?
context: Seeing that you're comfortable talking about him,\I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving? response:	What?! Shoji's moving in with Sachiko?!
context: I guess you're over him now.\It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?! response:	They're such a lovey-dovey couple.
context: It would be nice if you could find a boyfriend soon. With long hair.\There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple. response:	That's nice. I envy them. They seem so young.
context: There was just no way that I could talk to Nana about Takumi.\Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young. response:	You're right.
context: Being who he is, I couldn't even tell Jun-chan about him.\I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right. response:	You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana
context: I wasn't able to discuss him with anyone.\I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana response:	You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage
context: I've never had that experience with love, and it was very painful.\Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage response:	You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.
context: Shoji, are you moving?\What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message. response:	and sent Takumi one short email message.
context: What?! Shoji's moving in with Sachiko?!\They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message. response:	But I never got a reply.
context: They're such a lovey-dovey couple.\That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply. response:	Ren Concert Congratulations Taste the euphoria. From the Guitar Genius
context: That's nice. I envy them. They seem so young.\You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius response:	Hey, Nana...
context: You're right.\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana... response:	I always admired you.
context: You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you. response:	I wanted to be like you.
context: You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana During his tour, I gathered my courage\You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you.\I wanted to be like you. response:	I lived life always thinking that.
context: You're playing in Kyushu starting today, right? Take care of your health and best of luck to the end of the tour. Nana and sent Takumi one short email message.\and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you.\I wanted to be like you.\I lived life always thinking that. response:	So please. Please sing again, once more.
context: and sent Takumi one short email message.\But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you.\I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more. response:	I reached into the sky
context: But I never got a reply.\Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you.\I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky response:	But I couldn't reach what I wanted
context: Ren Concert Congratulations Taste the euphoria. From the Guitar Genius\Hey, Nana...\I always admired you.\I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Hey, Nana...\I always admired you.\I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: I always admired you.\I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: I wanted to be like you.\I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: I lived life always thinking that.\So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: So please. Please sing again, once more.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
