context: What'cha doing? response:	-Hey! -Hey!
context: Aren't you supposed to be dead?\What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel. response:	I see. Miss, I'm so relieved that you aren't an immortal.
context: What are you talking about?\Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal. response:	Did you just happen to come by here?
context: Sissy Ennis, I'm going to go have a quick word with this lady.\Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here? response:	No. The president of the Daily Days told me to.
context: Let's go, miss!\Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to. response:	Oh, the information brokers.
context: Miss, you saw me die?\When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers. response:	Well, since you'll find out anything I lie about here later anyway,
context: When my head was shot off? Or when I was mashed against the tracks?\I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway, response:	I'll tell you the truth.
context: I'm Thomas! Nice to meet you.\I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth. response:	My real name is Czeslaw Meyer. You can call me Czes.
context: I-I'm Rachel.\I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes. response:	The truth...
context: I see. Miss, I'm so relieved that you aren't an immortal.\Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth... response:	By your reaction, I see you really don't know anything.
context: Did you just happen to come by here?\No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything. response:	Where should I even begin to explain?
context: No. The president of the Daily Days told me to.\Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain? response:	I guess I'll start with what an immortal is.
context: Oh, the information brokers.\Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is. response:	I'll tell you everything.
context: Well, since you'll find out anything I lie about here later anyway,\I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything. response:	I was kidding, of course! No reason to faint, is there?
context: I'll tell you the truth.\My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there? response:	I feel all full of guilt now!
context: My real name is Czeslaw Meyer. You can call me Czes.\The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now! response:	Oh, no! I'm really starting to get excited now! What do I do?!
context: The truth...\By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?! response:	This sensation is like sadness, mingled with glee,
context: By your reaction, I see you really don't know anything.\Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee, response:	or the feeling you get the day before a trip!
context: Where should I even begin to explain?\I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip! response:	So, in light of that sensation, forgive me, okay?
context: I guess I'll start with what an immortal is.\I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay? response:	Now, this group must have a leader, right?
context: I'll tell you everything.\I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right? response:	Yes! I've seen him once in a while at the hospital.
context: I was kidding, of course! No reason to faint, is there?\I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital. response:	He has a sword tattooed on his face, and is unusually timid!
context: I feel all full of guilt now!\Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid! response:	A tattoo of a sword on his face, huh?
context: Oh, no! I'm really starting to get excited now! What do I do?!\This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh? response:	Sounds like something worth breaking, all right.
context: This sensation is like sadness, mingled with glee,\or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right. response:	Here he is!
context: or the feeling you get the day before a trip!\So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is! response:	This is the guy, isn't it?
context: So, in light of that sensation, forgive me, okay?\Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it? response:	Yes, that's him. No two ways about it.
context: Now, this group must have a leader, right?\Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it. response:	Bingo!
context: Yes! I've seen him once in a while at the hospital.\He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo! response:	Now then, let me tell you a happy, yet sad story.
context: He has a sword tattooed on his face, and is unusually timid!\A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story. response:	Happy- that's the flip side of sad.
context: A tattoo of a sword on his face, huh?\Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad. response:	Put another way, it's heaven and hell, love and peace!
context: Sounds like something worth breaking, all right.\Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace! response:	Love and peace!
context: Here he is!\This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace! response:	We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!
context: This is the guy, isn't it?\Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses! response:	If we go to prison, it will be a tribute to Boss Ladd!
context: Yes, that's him. No two ways about it.\Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd! response:	We'll start by kidnapping this girl Eve.
context: Bingo!\Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve. response:	Kidnapping a girl of her age
context: Now then, let me tell you a happy, yet sad story.\Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age response:	is enough to get me excited by itself,
context: Happy- that's the flip side of sad.\Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself, response:	but unfortunately for me, I prefer older women!
context: Put another way, it's heaven and hell, love and peace!\Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women! response:	Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!
context: Love and peace!\We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi! response:	We'll also get some ransom money!
context: We catch this guy Jacuzzi, then we'll get some money out of the Russo bosses!\If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money! response:	Well? It is indeed a happy, yet sad story, right?
context: If we go to prison, it will be a tribute to Boss Ladd!\We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right? response:	Where's the sad part to it?
context: We'll start by kidnapping this girl Eve.\Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it? response:	We're the ones who are happy, and they're the ones who are sad, right?
context: Kidnapping a girl of her age\is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right? response:	Looking up at the starry sky that goes on forever, we sing
context: is enough to get me excited by itself,\but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: but unfortunately for me, I prefer older women!\Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: Once we use her as a hostage to draw Jacuzzi out, we'll get Jacuzzi!\We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: We'll also get some ransom money!\Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: Well? It is indeed a happy, yet sad story, right?\Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: Where's the sad part to it?\We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: We're the ones who are happy, and they're the ones who are sad, right?\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our love
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now response:	Let me tell you a sad, truly sad story.
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Let me tell you a sad, truly sad story. response:	The same as always? What does that mean?
context: will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Let me tell you a sad, truly sad story.\The same as always? What does that mean? response:	Only these delinquents know what it means!
context: I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Let me tell you a sad, truly sad story.\The same as always? What does that mean?\Only these delinquents know what it means! response:	It's a simple matter to grieve over the unknown!
context: Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Let me tell you a sad, truly sad story.\The same as always? What does that mean?\Only these delinquents know what it means!\It's a simple matter to grieve over the unknown! response:	I'm not a simple man, so I won't grieve anymore!
context: our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Let me tell you a sad, truly sad story.\The same as always? What does that mean?\Only these delinquents know what it means!\It's a simple matter to grieve over the unknown!\I'm not a simple man, so I won't grieve anymore! response:	For now, I may be sad, but you all are happy, right?
