context: This is a dumb riddle about rain. response:	I'm second?
context: You did it, Shujin!\Yeah!\PCP is going to do a series?\Yeah.\It looks like its going to be more than 4 chapters long.\Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it. response:	You're probably right.
context: Yeah!\PCP is going to do a series?\Yeah.\It looks like its going to be more than 4 chapters long.\Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right. response:	Huh?
context: PCP is going to do a series?\Yeah.\It looks like its going to be more than 4 chapters long.\Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right.\Huh? response:	What are you so happy about?
context: Yeah.\It looks like its going to be more than 4 chapters long.\Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right.\Huh?\What are you so happy about? response:	You have to watch out.
context: It looks like its going to be more than 4 chapters long.\Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right.\Huh?\What are you so happy about?\You have to watch out. response:	You don't want to lose to Takagi-kun, right?
context: Their future is riding on it.\I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right.\Huh?\What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right? response:	Of course.
context: I'm sure Takagi-kun worked really hard to write it.\I know he will put everything he has into it.\You're probably right.\Huh?\What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course. response:	Even if Takagi Akito puts in everything he's got,
context: I know he will put everything he has into it.\You're probably right.\Huh?\What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got, response:	Iwase Aiko's story will beat him.
context: You're probably right.\Huh?\What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him. response:	You got 6th in the results.
context: Huh?\What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results. response:	The first chapter of the series dropped a little.
context: What are you so happy about?\You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little. response:	Yeah.
context: You have to watch out.\You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little.\Yeah. response:	Giri is above us.
context: You don't want to lose to Takagi-kun, right?\Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little.\Yeah.\Giri is above us. response:	Honestly, next week we might drop another place.
context: Of course.\Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little.\Yeah.\Giri is above us.\Honestly, next week we might drop another place. response:	This is why a series is difficult.
context: Even if Takagi Akito puts in everything he's got,\Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little.\Yeah.\Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult. response:	The rating won't go up until the finale.
context: Iwase Aiko's story will beat him.\You got 6th in the results.\The first chapter of the series dropped a little.\Yeah.\Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale. response:	But how will the finale do...
context: You got 6th in the results.\The first chapter of the series dropped a little.\Yeah.\Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do... response:	By the way, have you finished writing the last chapter?
context: The first chapter of the series dropped a little.\Yeah.\Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter? response:	Oh, I'm almost done.
context: Yeah.\Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done. response:	I'll call you when I finish.
context: Giri is above us.\Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish. response:	Understood.
context: Honestly, next week we might drop another place.\This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish.\Understood. response:	Are we going to be okay?
context: This is why a series is difficult.\The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish.\Understood.\Are we going to be okay? response:	Giri has passed us, and Ally of Justice is right behind us.
context: The rating won't go up until the finale.\But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish.\Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us. response:	Don't worry!
context: But how will the finale do...\By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish.\Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry! response:	This finale is awesome!
context: By the way, have you finished writing the last chapter?\Oh, I'm almost done.\I'll call you when I finish.\Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome! response:	It's just like we planned. It's perfect!
context: Oh, I'm almost done.\I'll call you when I finish.\Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome!\It's just like we planned. It's perfect! response:	You think so?
context: I'll call you when I finish.\Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome!\It's just like we planned. It's perfect!\You think so? response:	Yeah!
context: Understood.\Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome!\It's just like we planned. It's perfect!\You think so?\Yeah! response:	With this we can beat +Natural!
context: Are we going to be okay?\Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome!\It's just like we planned. It's perfect!\You think so?\Yeah!\With this we can beat +Natural! response:	Hmm... you really think so?
context: Giri has passed us, and Ally of Justice is right behind us.\Don't worry!\This finale is awesome!\It's just like we planned. It's perfect!\You think so?\Yeah!\With this we can beat +Natural!\Hmm... you really think so? response:	Why aren't you confident?
context: Don't worry!\This finale is awesome!\It's just like we planned. It's perfect!\You think so?\Yeah!\With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident? response:	Saiko...
context: This finale is awesome!\It's just like we planned. It's perfect!\You think so?\Yeah!\With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident?\Saiko... response:	Do you like Akechi's character?
context: It's just like we planned. It's perfect!\You think so?\Yeah!\With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident?\Saiko...\Do you like Akechi's character? response:	Huh?
context: You think so?\Yeah!\With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident?\Saiko...\Do you like Akechi's character?\Huh? response:	Of course I like it.
context: Yeah!\With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident?\Saiko...\Do you like Akechi's character?\Huh?\Of course I like it. response:	Akechi is perfect as a rival. I think he's fine.
context: With this we can beat +Natural!\Hmm... you really think so?\Why aren't you confident?\Saiko...\Do you like Akechi's character?\Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine. response:	I guess so.
context: Hmm... you really think so?\Why aren't you confident?\Saiko...\Do you like Akechi's character?\Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so. response:	This is well done. It's really interesting!
context: Why aren't you confident?\Saiko...\Do you like Akechi's character?\Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting! response:	Mashiro said the same thing...
context: Saiko...\Do you like Akechi's character?\Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting!\Mashiro said the same thing... response:	Oh? What...
context: Do you like Akechi's character?\Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What... response:	You don't like it?
context: Huh?\Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What...\You don't like it? response:	I'm not sure...
context: Of course I like it.\Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What...\You don't like it?\I'm not sure... response:	When they defeat Akechi... I don't know if I like that ending.
context: Akechi is perfect as a rival. I think he's fine.\I guess so.\This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What...\You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending. response:	Well, you can't have PCP lose.
context: I guess so.\This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What...\You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose. response:	Well, you still have time before Mashiro-kun needs to start working on the manuscript.
context: This is well done. It's really interesting!\Mashiro said the same thing...\Oh? What...\You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript. response:	Think about it until then.
context: Mashiro said the same thing...\Oh? What...\You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then. response:	I feel like I'm missing something...
context: Oh? What...\You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something... response:	Hey, Takagi-kun!
context: You don't like it?\I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun! response:	Oh! Hello!
context: I'm not sure...\When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello! response:	Are you having a meeting?
context: When they defeat Akechi... I don't know if I like that ending.\Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting? response:	I just had one with Hattori-san.
context: Well, you can't have PCP lose.\Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san. response:	Really? We just finished too.
context: Well, you still have time before Mashiro-kun needs to start working on the manuscript.\Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too. response:	It was all secret, of course.
context: Think about it until then.\I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course. response:	Right now, Takagi-kun is Akina-kun's rival.
context: I feel like I'm missing something...\Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival. response:	Iwase.
context: Hey, Takagi-kun!\Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase. response:	Can I talk to you for a minute?
context: Oh! Hello!\Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute? response:	Huh?
context: Are you having a meeting?\I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute?\Huh? response:	Well, I guess I'll just get in the way.
context: I just had one with Hattori-san.\Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way. response:	I'll be going!
context: Really? We just finished too.\It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way.\I'll be going! response:	Oh, sorry.
context: It was all secret, of course.\Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry. response:	Is here alright?
context: Right now, Takagi-kun is Akina-kun's rival.\Iwase.\Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry.\Is here alright? response:	Here is fine.
context: Iwase.\Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry.\Is here alright?\Here is fine. response:	I heard about the conditions for PCP' s serialization.
context: Can I talk to you for a minute?\Huh?\Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry.\Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization. response:	Even if they're true, I won't let +Natural lose.
context: Huh?\Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry.\Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose. response:	I could tell that from your collaboration with Crow.
context: Well, I guess I'll just get in the way.\I'll be going!\Oh, sorry.\Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow. response:	If we can't beat you, that's fine.
context: I'll be going!\Oh, sorry.\Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine. response:	But I won't give up manga.
context: Oh, sorry.\Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga. response:	I definitely won't lose.
context: Is here alright?\Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose. response:	You're getting cancelled if you lose...
context: Here is fine.\I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose... response:	I know...
context: I heard about the conditions for PCP' s serialization.\Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose...\I know... response:	If I lose, I'll walk around the office naked.
context: Even if they're true, I won't let +Natural lose.\I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked. response:	So you can tell jokes...
context: I could tell that from your collaboration with Crow.\If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked.\So you can tell jokes... response:	I'm not joking!
context: If we can't beat you, that's fine.\But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking! response:	I'm just saying that I won't lose!
context: But I won't give up manga.\I definitely won't lose.\You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose! response:	Hey...
context: I definitely won't lose.\You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose!\Hey... response:	Why are you always like that around me?
context: You're getting cancelled if you lose...\I know...\If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose!\Hey...\Why are you always like that around me? response:	Why? Well...
context: I know...\If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose!\Hey...\Why are you always like that around me?\Why? Well... response:	In middle school...
context: If I lose, I'll walk around the office naked.\So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose!\Hey...\Why are you always like that around me?\Why? Well...\In middle school... response:	when you and Kaya came to my house to study.
context: So you can tell jokes...\I'm not joking!\I'm just saying that I won't lose!\Hey...\Why are you always like that around me?\Why? Well...\In middle school...\when you and Kaya came to my house to study. response:	If I had to choose between liking you and hating you, I'd have said I liked you.
context: I'm not joking!\I'm just saying that I won't lose!\Hey...\Why are you always like that around me?\Why? Well...\In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you. response:	W-why are you bringing that up now?
context: I'm just saying that I won't lose!\Hey...\Why are you always like that around me?\Why? Well...\In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now? response:	I still feel the same way.
context: Hey...\Why are you always like that around me?\Why? Well...\In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way. response:	As a person, I don't hate you.
context: Why are you always like that around me?\Why? Well...\In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you. response:	You've become my greatest rival as a writer,
context: Why? Well...\In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer, response:	and I'm grateful for that.
context: In middle school...\when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that. response:	I think of you as a comrade at Jack.
context: when you and Kaya came to my house to study.\If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack. response:	So I'll say it this time.
context: If I had to choose between liking you and hating you, I'd have said I liked you.\W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time. response:	Let's both do our best.
context: W-why are you bringing that up now?\I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best. response:	I definitely won't lose!
context: I still feel the same way.\As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best.\I definitely won't lose! response:	I also... definitely won't lose!
context: As a person, I don't hate you.\You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best.\I definitely won't lose!\I also... definitely won't lose! response:	Saiko, I figured it out!
context: You've become my greatest rival as a writer,\and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best.\I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out! response:	What are you talking about?
context: and I'm grateful for that.\I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best.\I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about? response:	Akechi and PCP...
context: I think of you as a comrade at Jack.\So I'll say it this time.\Let's both do our best.\I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about?\Akechi and PCP... response:	they're rivals!
context: So I'll say it this time.\Let's both do our best.\I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about?\Akechi and PCP...\they're rivals! response:	Like with us!
context: Let's both do our best.\I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about?\Akechi and PCP...\they're rivals!\Like with us! response:	Rivals help you reach your potential.
context: I definitely won't lose!\I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about?\Akechi and PCP...\they're rivals!\Like with us!\Rivals help you reach your potential. response:	Without Eiji, Iwase, and the others, it would be boring.
context: I also... definitely won't lose!\Saiko, I figured it out!\What are you talking about?\Akechi and PCP...\they're rivals!\Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring. response:	And we never would have gotten this far.
context: Saiko, I figured it out!\What are you talking about?\Akechi and PCP...\they're rivals!\Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far. response:	And we're fighting those rivals right now!
context: What are you talking about?\Akechi and PCP...\they're rivals!\Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now! response:	We have to use that in our manga, right?
context: Akechi and PCP...\they're rivals!\Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right? response:	I'll launch it from the sand pit.
context: they're rivals!\Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit. response:	What a childish code...
context: Like with us!\Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code... response:	But they totally fooled me!
context: Rivals help you reach your potential.\Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code...\But they totally fooled me! response:	Come to think of it...
context: Without Eiji, Iwase, and the others, it would be boring.\And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code...\But they totally fooled me!\Come to think of it... response:	He must have been planning this since the watermelon incident.
context: And we never would have gotten this far.\And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code...\But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident. response:	Dammit.
context: And we're fighting those rivals right now!\We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code...\But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident.\Dammit. response:	Another message. It's him again!
context: We have to use that in our manga, right?\I'll launch it from the sand pit.\What a childish code...\But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again! response:	We are the three-man group PCP.
context: I'll launch it from the sand pit.\What a childish code...\But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again!\We are the three-man group PCP. response:	We had fun fighting you.
context: What a childish code...\But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you. response:	So we don't mind revealing ourselves to you.
context: But they totally fooled me!\Come to think of it...\He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you. response:	We're standing right behind you.
context: Come to think of it...\He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you. response:	Turn around if you want to know who we are.
context: He must have been planning this since the watermelon incident.\Dammit.\Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are. response:	I'll figure out your identites on my own.
context: Dammit.\Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own. response:	I swear it.
context: Another message. It's him again!\We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it. response:	But could you tell me one thing?
context: We are the three-man group PCP.\We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it.\But could you tell me one thing? response:	You said you call yourselves PCP.
context: We had fun fighting you.\So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it.\But could you tell me one thing?\You said you call yourselves PCP. response:	Perfect Crime.
context: So we don't mind revealing ourselves to you.\We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it.\But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime. response:	That part I understand.
context: We're standing right behind you.\Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it.\But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime.\That part I understand. response:	What is the last P?
context: Turn around if you want to know who we are.\I'll figure out your identites on my own.\I swear it.\But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime.\That part I understand.\What is the last P? response:	Party!
context: I'll figure out your identites on my own.\I swear it.\But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime.\That part I understand.\What is the last P?\Party! response:	Perfect Crime Party!
context: I swear it.\But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime.\That part I understand.\What is the last P?\Party!\Perfect Crime Party! response:	Party...
context: But could you tell me one thing?\You said you call yourselves PCP.\Perfect Crime.\That part I understand.\What is the last P?\Party!\Perfect Crime Party!\Party... response:	Thanks.
context: You said you call yourselves PCP.\Perfect Crime.\That part I understand.\What is the last P?\Party!\Perfect Crime Party!\Party...\Thanks. response:	When I struggle toward my dream
context: Perfect Crime.\That part I understand.\What is the last P?\Party!\Perfect Crime Party!\Party...\Thanks.\When I struggle toward my dream response:	Those are the moments I love the most
context: That part I understand.\What is the last P?\Party!\Perfect Crime Party!\Party...\Thanks.\When I struggle toward my dream\Those are the moments I love the most response:	I can feel our bond and will to fight
context: What is the last P?\Party!\Perfect Crime Party!\Party...\Thanks.\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight response:	Our views overlap and electrify us
context: Party!\Perfect Crime Party!\Party...\Thanks.\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us response:	Let's improve ourselves, become what we should be
context: Perfect Crime Party!\Party...\Thanks.\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be response:	You can see the future in our path
context: Party...\Thanks.\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path response:	My comrades don't agree with me
context: Thanks.\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me response:	Our pride clashes
context: When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes response:	I can't let it go, I'll follow my heart from now on
context: Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on response:	I'm prepared
