context: I want to go back to that time again. response:	I want to become small again.
context: Akebono Cape?\Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you? response:	I got everything.
context: Why don't you go there?\My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything. response:	I'm going.
context: My Little Lover Minami Kun No Koibito\Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything.\I'm going. response:	Good morning.
context: Why are you all of sudden going on a trip alone?\It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything.\I'm going.\Good morning. response:	Oh, Minami-kun. Good morning.
context: It's not that exaggerated. It's just over night.\A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything.\I'm going.\Good morning.\Oh, Minami-kun. Good morning. response:	Timing and Subtitles brought to you by The Little Love Team @Viki.
context: A change of pace is necessary at times. Here, take some onigiri (rice balls).\Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything.\I'm going.\Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki. response:	Hello.
context: Thank you Grandma. See you.\You didn't forget anything, did you?\I got everything.\I'm going.\Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello. response:	Yes.
context: You didn't forget anything, did you?\I got everything.\I'm going.\Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes. response:	Can I stay here tonight?
context: I got everything.\I'm going.\Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes.\Can I stay here tonight? response:	- Are you alone? - Yes.
context: I'm going.\Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes.\Can I stay here tonight?\- Are you alone? - Yes. response:	Sure, come on in.
context: Good morning.\Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes.\Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in. response:	- Please fill this out. - Yes.
context: Oh, Minami-kun. Good morning.\Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes.\Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes. response:	Mom, isn't he a high school student?
context: Timing and Subtitles brought to you by The Little Love Team @Viki.\Hello.\Yes.\Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student? response:	Don't be so nosy about our customers.
context: Hello.\Yes.\Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers. response:	- Here you go. - Thank you.
context: Yes.\Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you. response:	Please enjoy.
context: Can I stay here tonight?\- Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy. response:	Here.
context: - Are you alone? - Yes.\Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy.\Here. response:	We're here.
context: Sure, come on in.\- Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy.\Here.\We're here. response:	They think you are alone.
context: - Please fill this out. - Yes.\Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy.\Here.\We're here.\They think you are alone. response:	Well, we are living as one now.
context: Mom, isn't he a high school student?\Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy.\Here.\We're here.\They think you are alone.\Well, we are living as one now. response:	I'm so happy that you brought me here. Thank you.
context: Don't be so nosy about our customers.\- Here you go. - Thank you.\Please enjoy.\Here.\We're here.\They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you. response:	Wow, it is so beautiful.
context: - Here you go. - Thank you.\Please enjoy.\Here.\We're here.\They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful. response:	Yeah, it is.
context: Please enjoy.\Here.\We're here.\They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is. response:	- It feels great. -Yeah.
context: Here.\We're here.\They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah. response:	This is the first time we're taking time with our bath.
context: We're here.\They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath. response:	You're right. Normally, we take turns.
context: They think you are alone.\Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns. response:	- What should I do if all of a sudden I got big right now? - Eh?
context: Well, we are living as one now.\I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh? response:	You're right.
context: I'm so happy that you brought me here. Thank you.\Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right. response:	I guess there is onsen (hot spring) therapy.
context: Wow, it is so beautiful.\Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy. response:	Oh boy, what should we do?
context: Yeah, it is.\- It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do? response:	They'll get mad. You're supposed to be alone, but now, there are two people.
context: - It feels great. -Yeah.\This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people. response:	That's not what I was saying.
context: This is the first time we're taking time with our bath.\You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying. response:	Then, I'll borrow your yukata (kimono robe).
context: You're right. Normally, we take turns.\- What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe). response:	Then what should I wear?
context: - What should I do if all of a sudden I got big right now? - Eh?\You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear? response:	Oh yeah.
context: You're right.\I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah. response:	Then you would be in your underwear.
context: I guess there is onsen (hot spring) therapy.\Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah.\Then you would be in your underwear. response:	Are you serious?
context: Oh boy, what should we do?\They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah.\Then you would be in your underwear.\Are you serious? response:	Just your underwear!
context: They'll get mad. You're supposed to be alone, but now, there are two people.\That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah.\Then you would be in your underwear.\Are you serious?\Just your underwear! response:	This looks good.
context: That's not what I was saying.\Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah.\Then you would be in your underwear.\Are you serious?\Just your underwear!\This looks good. response:	Can I have a small plate?
context: Then, I'll borrow your yukata (kimono robe).\Then what should I wear?\Oh yeah.\Then you would be in your underwear.\Are you serious?\Just your underwear!\This looks good.\Can I have a small plate? response:	I don't like hot food, so I like to put a small portion on it to cool it off.
context: Then what should I wear?\Oh yeah.\Then you would be in your underwear.\Are you serious?\Just your underwear!\This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off. response:	Certainly.
context: Oh yeah.\Then you would be in your underwear.\Are you serious?\Just your underwear!\This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly. response:	- Thank you for this meal. - Thank you for this meal.
context: Then you would be in your underwear.\Are you serious?\Just your underwear!\This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal. response:	This is so good!
context: Are you serious?\Just your underwear!\This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good! response:	Yeah, it is.
context: Just your underwear!\This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is. response:	This feels like the best meal of my life.
context: This looks good.\Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is.\This feels like the best meal of my life. response:	I never thought a day would come when we could eat a meal together like this.
context: Can I have a small plate?\I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this. response:	Yeah.
context: I don't like hot food, so I like to put a small portion on it to cool it off.\Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah. response:	You're right.
context: Certainly.\- Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right. response:	Excuse me.
context: - Thank you for this meal. - Thank you for this meal.\This is so good!\Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right.\Excuse me. response:	- This is good right? - Yeah, it's good.
context: This is so good!\Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right.\Excuse me.\- This is good right? - Yeah, it's good. response:	This one is so fresh
context: Yeah, it is.\This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right.\Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh response:	This one is good, too.
context: This feels like the best meal of my life.\I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right.\Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too. response:	Wait a minute.
context: I never thought a day would come when we could eat a meal together like this.\Yeah.\You're right.\Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too.\Wait a minute. response:	- This is too hot. - It's hot?
context: Yeah.\You're right.\Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too.\Wait a minute.\- This is too hot. - It's hot? response:	It's true, Mom.
context: You're right.\Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too.\Wait a minute.\- This is too hot. - It's hot?\It's true, Mom. response:	I clearly heard a woman's voice,
context: Excuse me.\- This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too.\Wait a minute.\- This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice, response:	He was probably watching TV.
context: - This is good right? - Yeah, it's good.\This one is so fresh\This one is good, too.\Wait a minute.\- This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV. response:	No, I think he has someone with him.
context: This one is so fresh\This one is good, too.\Wait a minute.\- This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him. response:	If you think about it,
context: This one is good, too.\Wait a minute.\- This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him.\If you think about it, response:	it's weird to ask for another plate when he's all alone.
context: Wait a minute.\- This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone. response:	He's pretending he can't eat hot food. He's lying to us.
context: - This is too hot. - It's hot?\It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us. response:	Hey...
context: It's true, Mom.\I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey... response:	Thank you.
context: I clearly heard a woman's voice,\He was probably watching TV.\No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you. response:	Excuse me... about what time is tomorrow's sunrise?
context: He was probably watching TV.\No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise? response:	- Oh, you are going to the cape. - Yes.
context: No, I think he has someone with him.\If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes. response:	Let's see.. About this time, people who go see it leave around 4:00.
context: If you think about it,\it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00. response:	I see. Thank you.
context: it's weird to ask for another plate when he's all alone.\He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you. response:	I hear people receive blessings there.
context: He's pretending he can't eat hot food. He's lying to us.\Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there. response:	Usually, a couple or
context: Hey...\Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there.\Usually, a couple or response:	a newly-wed couple goes there.
context: Thank you.\Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there. response:	I'd like to be happy with my girlfriend.
context: Excuse me... about what time is tomorrow's sunrise?\- Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend. response:	Have a good night.
context: - Oh, you are going to the cape. - Yes.\Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night. response:	Enjoy your stay.
context: Let's see.. About this time, people who go see it leave around 4:00.\I see. Thank you.\I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay. response:	He was alone.
context: I see. Thank you.\I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay.\He was alone. response:	Don't be rude to customers.
context: I hear people receive blessings there.\Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay.\He was alone.\Don't be rude to customers. response:	This is known as a relaxing place to stay.
context: Usually, a couple or\a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay.\He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay. response:	So he does have a girlfriend.
context: a newly-wed couple goes there.\I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay.\He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend. response:	That was a short lived romance.
context: I'd like to be happy with my girlfriend.\Have a good night.\Enjoy your stay.\He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance. response:	But, you can't fall for customers. I tell you that all the time.
context: Have a good night.\Enjoy your stay.\He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time. response:	I don't want to hear that from you.
context: Enjoy your stay.\He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you. response:	Minami-kun no Koibito My Little Lover
context: He was alone.\Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover response:	I can hear
context: Don't be rude to customers.\This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear response:	your heart beating nervously.
context: This is known as a relaxing place to stay.\So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously. response:	I am...
context: So he does have a girlfriend.\That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously.\I am... response:	nervous.
context: That was a short lived romance.\But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously.\I am...\nervous. response:	Me too.
context: But, you can't fall for customers. I tell you that all the time.\I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously.\I am...\nervous.\Me too. response:	Are you okay?
context: I don't want to hear that from you.\Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously.\I am...\nervous.\Me too.\Are you okay? response:	I am...
context: Minami-kun no Koibito My Little Lover\I can hear\your heart beating nervously.\I am...\nervous.\Me too.\Are you okay?\I am... response:	not okay.
context: I can hear\your heart beating nervously.\I am...\nervous.\Me too.\Are you okay?\I am...\not okay. response:	But...
context: your heart beating nervously.\I am...\nervous.\Me too.\Are you okay?\I am...\not okay.\But... response:	it hasn't been
context: I am...\nervous.\Me too.\Are you okay?\I am...\not okay.\But...\it hasn't been response:	okay since you've come.
context: nervous.\Me too.\Are you okay?\I am...\not okay.\But...\it hasn't been\okay since you've come. response:	Really?
context: Me too.\Are you okay?\I am...\not okay.\But...\it hasn't been\okay since you've come.\Really? response:	Minami-kun?
context: Are you okay?\I am...\not okay.\But...\it hasn't been\okay since you've come.\Really?\Minami-kun? response:	Since I waited this long,
context: I am...\not okay.\But...\it hasn't been\okay since you've come.\Really?\Minami-kun?\Since I waited this long, response:	I might as well wait until tomorrow for the second one.
context: not okay.\But...\it hasn't been\okay since you've come.\Really?\Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one. response:	The second one?
context: But...\it hasn't been\okay since you've come.\Really?\Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one? response:	You remembered.
context: it hasn't been\okay since you've come.\Really?\Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one?\You remembered. response:	Ah, we are here.
context: okay since you've come.\Really?\Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one?\You remembered.\Ah, we are here. response:	This is it.
context: Really?\Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one?\You remembered.\Ah, we are here.\This is it. response:	You don't want to miss it, so keep looking up at the sky.
context: Minami-kun?\Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one?\You remembered.\Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky. response:	Yeah.
context: Since I waited this long,\I might as well wait until tomorrow for the second one.\The second one?\You remembered.\Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah. response:	Minami-kun, what are these?
context: I might as well wait until tomorrow for the second one.\The second one?\You remembered.\Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these? response:	If you didn't have clothes to put on, we're in big trouble.
context: The second one?\You remembered.\Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble. response:	like Chiyomi.
context: You remembered.\Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi. response:	I like you a lot.
context: Ah, we are here.\This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot. response:	Minami-kun...
context: This is it.\You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot.\Minami-kun... response:	had the most fun when we went to the mountain and river everyday
context: You don't want to miss it, so keep looking up at the sky.\Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday response:	looking for One-inch Princess.
context: Yeah.\Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess. response:	Me too. I had the most fun during that time.
context: Minami-kun, what are these?\If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time. response:	I always wanted to be with you like that again some day.
context: If you didn't have clothes to put on, we're in big trouble.\like Chiyomi.\I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day. response:	You can.
context: like Chiyomi.\I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can. response:	I won't run away from you any more.
context: I like you a lot.\Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can.\I won't run away from you any more. response:	I love you, Chiyomi.
context: Minami-kun...\had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can.\I won't run away from you any more.\I love you, Chiyomi. response:	Minami-kun...
context: had the most fun when we went to the mountain and river everyday\looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can.\I won't run away from you any more.\I love you, Chiyomi.\Minami-kun... response:	Chiyomi, look.
context: looking for One-inch Princess.\Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can.\I won't run away from you any more.\I love you, Chiyomi.\Minami-kun...\Chiyomi, look. response:	Dear God, please return me to my normal size. Please.
context: Me too. I had the most fun during that time.\I always wanted to be with you like that again some day.\You can.\I won't run away from you any more.\I love you, Chiyomi.\Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please. response:	I hope I can be with my beloved Minami-kun forever. Please... Please...
context: I always wanted to be with you like that again some day.\You can.\I won't run away from you any more.\I love you, Chiyomi.\Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please... response:	Timing and Subtitles brought to you by The Little Lover Team @Viki.
context: You can.\I won't run away from you any more.\I love you, Chiyomi.\Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki. response:	N A casual encounter N
context: I won't run away from you any more.\I love you, Chiyomi.\Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N response:	N gave me this great beginning N
context: I love you, Chiyomi.\Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N response:	N Everyday I was with you N
context: Minami-kun...\Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N response:	N I was slowly loving you more and more N
context: Chiyomi, look.\Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N response:	N When we walk shoulder to shoulder N
context: Dear God, please return me to my normal size. Please.\I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N response:	N You are right here N N but even if I stretched my arm N
context: I hope I can be with my beloved Minami-kun forever. Please... Please...\Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N response:	N I won't be able to reach you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki.\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N N You are always in my heart N
