context: To Stop response:	The War Between
context: Oh, come on! I just had a lovely dinner with my darling.\It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know! response:	Hey, I almost forgot.
context: It wasn't my idea!\She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot. response:	I just remembered something I have to do! Gotta run, darling!
context: She insisted she wanted to eat meat!\Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling! response:	See you later, Onodera!
context: Would you believe this boy? Every single weekend, he asks me to the movies.\I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera! response:	What? Oh, right.
context: I just happened to have tickets, that's all!\Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right. response:	Are you sure you want to let Kirisaki-san run off by herself?
context: Not to mention, I'm actually the type who prefers to go alone.\Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself? response:	Yeah, it's all right. I'll catch up soon enough.
context: Look! I'm warning you, knock it off!\And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough. response:	Everything makes sense now.
context: And anyway, this girl drools while she dozes off at the movies, you know!\Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now. response:	Although I wasn't able to trip them up today, I'm convinced now!
context: Hey, I almost forgot.\I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now! response:	There's definitely something fishy going on.
context: I just remembered something I have to do! Gotta run, darling!\See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on. response:	Just you wait, you little scumbag twerp!
context: See you later, Onodera!\What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp! response:	I'll personally crush any fly that gets near the Mistress!
context: What? Oh, right.\Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress! response:	H-Hey, listen, Onodera... We're...
context: Are you sure you want to let Kirisaki-san run off by herself?\Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're... response:	Not really like that, okay? The truth is, we're not a coup
context: Yeah, it's all right. I'll catch up soon enough.\Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup response:	I get it, Ichijou-kun.
context: Everything makes sense now.\Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun. response:	You don't have to say any more, okay?
context: Although I wasn't able to trip them up today, I'm convinced now!\There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay? response:	I totally understand.
context: There's definitely something fishy going on.\Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand. response:	You shouldn't deny it, though.
context: Just you wait, you little scumbag twerp!\I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though. response:	Even if you're just hiding your embarrassment,
context: I'll personally crush any fly that gets near the Mistress!\H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment, response:	but you might hurt Kirisaki-san's feelings.
context: H-Hey, listen, Onodera... We're...\Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings. response:	Wh-Wh... Hiding my embarrassment?
context: Not really like that, okay? The truth is, we're not a coup\I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment? response:	Yes.
context: I get it, Ichijou-kun.\You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes. response:	I think you two are perfect together!
context: You don't have to say any more, okay?\I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together! response:	It's so obvious that you're infatuated with each other!
context: I totally understand.\You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other! response:	N-Not good! She's totally convinced that we're a couple!
context: You shouldn't deny it, though.\Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple! response:	Why are the gods subjecting me to such an ordeal?
context: Even if you're just hiding your embarrassment,\but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal? response:	Oh, sorry! You were in the middle of a date, right?
context: but you might hurt Kirisaki-san's feelings.\Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right? response:	I'll be on my way.
context: Wh-Wh... Hiding my embarrassment?\Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way. response:	Wait... No... Um...
context: Yes.\I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um... response:	Right.
context: I think you two are perfect together!\It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um...\Right. response:	Now's the perfect chance. We're alone.
context: It's so obvious that you're infatuated with each other!\N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um...\Right.\Now's the perfect chance. We're alone. response:	O-Onodera!
context: N-Not good! She's totally convinced that we're a couple!\Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um...\Right.\Now's the perfect chance. We're alone.\O-Onodera! response:	Yes?
context: Why are the gods subjecting me to such an ordeal?\Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um...\Right.\Now's the perfect chance. We're alone.\O-Onodera!\Yes? response:	Is it all right if I ask you just one question?
context: Oh, sorry! You were in the middle of a date, right?\I'll be on my way.\Wait... No... Um...\Right.\Now's the perfect chance. We're alone.\O-Onodera!\Yes?\Is it all right if I ask you just one question? response:	Have... Have you ever...
context: I'll be on my way.\Wait... No... Um...\Right.\Now's the perfect chance. We're alone.\O-Onodera!\Yes?\Is it all right if I ask you just one question?\Have... Have you ever... response:	I was wondering if you'd ever seen this pendant before yesterday.
context: Wait... No... Um...\Right.\Now's the perfect chance. We're alone.\O-Onodera!\Yes?\Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday. response:	Like, maybe when you were little.
context: Right.\Now's the perfect chance. We're alone.\O-Onodera!\Yes?\Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little. response:	No. Never. Not once.
context: Now's the perfect chance. We're alone.\O-Onodera!\Yes?\Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once. response:	All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,
context: O-Onodera!\Yes?\Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting, response:	Ichijou-kun!
context: Yes?\Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun! response:	My bad!
context: Is it all right if I ask you just one question?\Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad! response:	Sorry I kept you waiting, Kirisaki!
context: Have... Have you ever...\I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki! response:	How dare you show your face, gutter-bug!
context: I was wondering if you'd ever seen this pendant before yesterday.\Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug! response:	What do you think you're doing?
context: Like, maybe when you were little.\No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing? response:	Do you have any idea how humiliating that was?!
context: No. Never. Not once.\All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?! response:	But you, on the other hand!
context: All right, I have to go now, okay? You'd better not keep Kirisaki-san waiting,\Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand! response:	I know that, so just hear me out...
context: Ichijou-kun!\My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out... response:	Here, this is for you.
context: My bad!\Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out...\Here, this is for you. response:	What is it?
context: Sorry I kept you waiting, Kirisaki!\How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out...\Here, this is for you.\What is it? response:	Well, it's a... um... you know!
context: How dare you show your face, gutter-bug!\What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out...\Here, this is for you.\What is it?\Well, it's a... um... you know! response:	My way of apologizing.
context: What do you think you're doing?\Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out...\Here, this is for you.\What is it?\Well, it's a... um... you know!\My way of apologizing. response:	Because... I screwed up.
context: Do you have any idea how humiliating that was?!\But you, on the other hand!\I know that, so just hear me out...\Here, this is for you.\What is it?\Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up. response:	Wow, you're more straightforward than you look.
context: But you, on the other hand!\I know that, so just hear me out...\Here, this is for you.\What is it?\Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look. response:	So? What is this, anyway?
context: I know that, so just hear me out...\Here, this is for you.\What is it?\Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway? response:	Yeah, well, it's called a dorayaki.
context: Here, this is for you.\What is it?\Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki. response:	It doesn't taste like the ones from my favorite shop,
context: What is it?\Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop, response:	but trust me, it's still pretty awesome. Try one!
context: Well, it's a... um... you know!\My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one! response:	I hate it.
context: My way of apologizing.\Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it. response:	I'm home!
context: Because... I screwed up.\Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home! response:	I used a new recipe for these dorayaki. Do you want to try one?
context: Wow, you're more straightforward than you look.\So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one? response:	No, I think I'll pass. I'll be in my room.
context: So? What is this, anyway?\Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room. response:	What do I do now?
context: Yeah, well, it's called a dorayaki.\It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now? response:	I lied to him.
context: It doesn't taste like the ones from my favorite shop,\but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him. response:	Now what?
context: but trust me, it's still pretty awesome. Try one!\I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him.\Now what? response:	Asking him will be all the more difficult.
context: I hate it.\I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him.\Now what?\Asking him will be all the more difficult. response:	Ichijou-kun is this type of person
context: I'm home!\I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him.\Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person response:	Ichijou-kun is this type of person
context: I used a new recipe for these dorayaki. Do you want to try one?\No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him.\Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person response:	Together on animal care duty.
context: No, I think I'll pass. I'll be in my room.\What do I do now?\I lied to him.\Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty. response:	You've been taking care of all these animals by yourself?
context: What do I do now?\I lied to him.\Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself? response:	I have to say, you didn't do half bad, considering how many there are.
context: I lied to him.\Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are. response:	No sweat! They're practically family to me!
context: Now what?\Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me! response:	I bet you've been waiting for this. Chow time!
context: Asking him will be all the more difficult.\Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time! response:	How'bout it? Looks yummy, right?
context: Ichijou-kun is this type of person\Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right? response:	You guys are such a helpless bunch!
context: Ichijou-kun is this type of person\Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch! response:	Looks more like they hate you.
context: Together on animal care duty.\You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you. response:	And so...
context: You've been taking care of all these animals by yourself?\I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you.\And so... response:	Exactly how many animals do you have here?
context: I have to say, you didn't do half bad, considering how many there are.\No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you.\And so...\Exactly how many animals do you have here? response:	About ninety, if I had to say?
context: No sweat! They're practically family to me!\I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you.\And so...\Exactly how many animals do you have here?\About ninety, if I had to say? response:	Ninety?! Is this a zoo?!
context: I bet you've been waiting for this. Chow time!\How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you.\And so...\Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?! response:	So like, do they all have names?
context: How'bout it? Looks yummy, right?\You guys are such a helpless bunch!\Looks more like they hate you.\And so...\Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names? response:	Yeah, some of them. I've only decided on half, though.
context: You guys are such a helpless bunch!\Looks more like they hate you.\And so...\Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though. response:	Only half?
context: Looks more like they hate you.\And so...\Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half? response:	I thought they were your family.
context: And so...\Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family. response:	How naIve. It's precisely because they're family!
context: Exactly how many animals do you have here?\About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family.\How naIve. It's precisely because they're family! response:	Naming them is a very delicate process!
context: About ninety, if I had to say?\Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process! response:	What's wrong, Divine Spacer Kuniyoshi?
context: Ninety?! Is this a zoo?!\So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi? response:	That's too long.
context: So like, do they all have names?\Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long. response:	Kirisaki-san is this type of person
context: Yeah, some of them. I've only decided on half, though.\Only half?\I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person response:	Why don't you try naming them, then?!
context: Only half?\I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?! response:	Don't come up with anything funny, though.
context: I thought they were your family.\How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though. response:	Me? Name them?
context: How naIve. It's precisely because they're family!\Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them? response:	I guess I could.
context: Naming them is a very delicate process!\What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them?\I guess I could. response:	In that case, this little one is...
context: What's wrong, Divine Spacer Kuniyoshi?\That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them?\I guess I could.\In that case, this little one is... response:	Probably Number One.
context: That's too long.\Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them?\I guess I could.\In that case, this little one is...\Probably Number One. response:	That one is Number Two.
context: Kirisaki-san is this type of person\Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them?\I guess I could.\In that case, this little one is...\Probably Number One.\That one is Number Two. response:	This one is Number Three.
context: Why don't you try naming them, then?!\Don't come up with anything funny, though.\Me? Name them?\I guess I could.\In that case, this little one is...\Probably Number One.\That one is Number Two.\This one is Number Three. response:	And this one here...
context: Don't come up with anything funny, though.\Me? Name them?\I guess I could.\In that case, this little one is...\Probably Number One.\That one is Number Two.\This one is Number Three.\And this one here... response:	Ah, forget it.
context: Me? Name them?\I guess I could.\In that case, this little one is...\Probably Number One.\That one is Number Two.\This one is Number Three.\And this one here...\Ah, forget it. response:	At any rate, since you're also in charge of raising them,
context: I guess I could.\In that case, this little one is...\Probably Number One.\That one is Number Two.\This one is Number Three.\And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them, response:	at least get to know the ones that already have names.
context: In that case, this little one is...\Probably Number One.\That one is Number Two.\This one is Number Three.\And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them,\at least get to know the ones that already have names. response:	Look, this is Rodriguez IV, the turtle.
context: Probably Number One.\That one is Number Two.\This one is Number Three.\And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them,\at least get to know the ones that already have names.\Look, this is Rodriguez IV, the turtle. response:	Really? I wonder how he'd taste grilled.
context: That one is Number Two.\This one is Number Three.\And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them,\at least get to know the ones that already have names.\Look, this is Rodriguez IV, the turtle.\Really? I wonder how he'd taste grilled. response:	And this chicken is Kato the Crusher.
context: This one is Number Three.\And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them,\at least get to know the ones that already have names.\Look, this is Rodriguez IV, the turtle.\Really? I wonder how he'd taste grilled.\And this chicken is Kato the Crusher. response:	Yeah? Which parts are the juiciest?
context: And this one here...\Ah, forget it.\At any rate, since you're also in charge of raising them,\at least get to know the ones that already have names.\Look, this is Rodriguez IV, the turtle.\Really? I wonder how he'd taste grilled.\And this chicken is Kato the Crusher.\Yeah? Which parts are the juiciest? response:	What?
