context: I'm back here again... response:	Sister, Sister... It appears our guest is still half-asleep.
context: I can't imagine this will make things any easier,\but this is all I can do.\Emilia-tan, come on, now...\Are you tired?\I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that... response:	It's been rough, hasn't it?
context: but this is all I can do.\Emilia-tan, come on, now...\Are you tired?\I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it? response:	It was rough...
context: Emilia-tan, come on, now...\Are you tired?\I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it?\It was rough... response:	It was so painful.
context: Are you tired?\I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it?\It was rough...\It was so painful. response:	I was so scared.
context: I'm totally fine.\Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it?\It was rough...\It was so painful.\I was so scared. response:	I was so sad...
context: Are you troubled?\If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it?\It was rough...\It was so painful.\I was so scared.\I was so sad... response:	It hurt so much, I thought I'd die...
context: If you're this nice to me, I'm gonna fall in love with you.\When you... I mean, like that...\It's been rough, hasn't it?\It was rough...\It was so painful.\I was so scared.\I was so sad...\It hurt so much, I thought I'd die... response:	Uh-huh.
context: When you... I mean, like that...\It's been rough, hasn't it?\It was rough...\It was so painful.\I was so scared.\I was so sad...\It hurt so much, I thought I'd die...\Uh-huh. response:	I tried so hard.
context: It's been rough, hasn't it?\It was rough...\It was so painful.\I was so scared.\I was so sad...\It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard. response:	I tried so hard!
context: It was rough...\It was so painful.\I was so scared.\I was so sad...\It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard.\I tried so hard! response:	I was so desperate...
context: It was so painful.\I was so scared.\I was so sad...\It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard.\I tried so hard!\I was so desperate... response:	So desperate to make everything right!
context: I was so scared.\I was so sad...\It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard.\I tried so hard!\I was so desperate...\So desperate to make everything right! response:	It's the truth.
context: I was so sad...\It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard.\I tried so hard!\I was so desperate...\So desperate to make everything right!\It's the truth. response:	I've honestly never tried so hard at anything in my life!
context: It hurt so much, I thought I'd die...\Uh-huh.\I tried so hard.\I tried so hard!\I was so desperate...\So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life! response:	Uh-huh, I know.
context: Uh-huh.\I tried so hard.\I tried so hard!\I was so desperate...\So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know. response:	Because I loved this place...
context: I tried so hard.\I tried so hard!\I was so desperate...\So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place... response:	Because it was so important to me!
context: I tried so hard!\I was so desperate...\So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place...\Because it was so important to me! response:	I was so desperate to get it back...
context: I was so desperate...\So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place...\Because it was so important to me!\I was so desperate to get it back... response:	I was scared... I was so scared!
context: So desperate to make everything right!\It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place...\Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared! response:	I didn't want those eyes looking at me like that again...
context: It's the truth.\I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place...\Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again... response:	And I hated myself so much for feeling that way!
context: I've honestly never tried so hard at anything in my life!\Uh-huh, I know.\Because I loved this place...\Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way! response:	Subaru-kun?
context: Uh-huh, I know.\Because I loved this place...\Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun? response:	Shh.
context: Because I loved this place...\Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun?\Shh. response:	Is Subaru-kun just asleep?
context: Because it was so important to me!\I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun?\Shh.\Is Subaru-kun just asleep? response:	Yes.
context: I was so desperate to get it back...\I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun?\Shh.\Is Subaru-kun just asleep?\Yes. response:	He looks like a child, doesn't he?
context: I was scared... I was so scared!\I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun?\Shh.\Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he? response:	It appears Subaru-kun cannot do any more work today.
context: I didn't want those eyes looking at me like that again...\And I hated myself so much for feeling that way!\Subaru-kun?\Shh.\Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today. response:	Yes, he's done for today.
context: And I hated myself so much for feeling that way!\Subaru-kun?\Shh.\Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today. response:	What a bad boy, taking a day off, on just his second day of work.
context: Subaru-kun?\Shh.\Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work. response:	When he feels better, you can punish him.
context: Shh.\Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him. response:	Seeing him like this, I almost don't want to.
context: Is Subaru-kun just asleep?\Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to. response:	Yeah.
context: Yes.\He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah. response:	I shall inform my sister that Subaru-kun will be useless for today.
context: He looks like a child, doesn't he?\It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today. response:	Rem...
context: It appears Subaru-kun cannot do any more work today.\Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem... response:	Subaru is a good person.
context: Yes, he's done for today.\What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person. response:	Did I really just bawl all over the girl I love
context: What a bad boy, taking a day off, on just his second day of work.\When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love response:	and fall asleep, with tears and snot all over my face?
context: When he feels better, you can punish him.\Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face? response:	What kind of shame play is that?! I'm totally hopeless!
context: Seeing him like this, I almost don't want to.\Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless! response:	You burst in here late at night, and that's what you say, I suppose?
context: Yeah.\I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose? response:	Don't say that, Beako... We're tight, aren't we?
context: I shall inform my sister that Subaru-kun will be useless for today.\Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we? response:	What kind of relationship do you think we
context: Rem...\Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we response:	Wait, what did you just call me?
context: Subaru is a good person.\Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me? response:	Oh... Beako?
context: Did I really just bawl all over the girl I love\and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako? response:	I think pet names are indispensable in showing affection.
context: and fall asleep, with tears and snot all over my face?\What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection. response:	So I'm gonna call you Beako.
context: What kind of shame play is that?! I'm totally hopeless!\You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako. response:	That's the best proof of my affection that I can give.
context: You burst in here late at night, and that's what you say, I suppose?\Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give. response:	What sort of obtrusive display of goodwill is that?
context: Don't say that, Beako... We're tight, aren't we?\What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that? response:	That isn't just disgusting. It's revolting, hmph!
context: What kind of relationship do you think we\Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph! response:	Don't be so cold, Beako!
context: Wait, what did you just call me?\Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako! response:	The thing is...
context: Oh... Beako?\I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is... response:	I'm backed into a corner here.
context: I think pet names are indispensable in showing affection.\So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is...\I'm backed into a corner here. response:	Honestly, I want your help with the curses I asked about.
context: So I'm gonna call you Beako.\That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about. response:	I told you that, once activated, curses can't be undone, I suppose.
context: That's the best proof of my affection that I can give.\What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose. response:	Yeah, you did.
context: What sort of obtrusive display of goodwill is that?\That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did. response:	But can you detect curses before they're activated instead?
context: That isn't just disgusting. It's revolting, hmph!\Don't be so cold, Beako!\The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead? response:	I am capable of discovering curses before they're activated.
context: Don't be so cold, Beako!\The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated. response:	How are curses placed?
context: The thing is...\I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed? response:	There is one rule of casting curses that cannot be broken, I suppose.
context: I'm backed into a corner here.\Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose. response:	A rule that can't be broken?
context: Honestly, I want your help with the curses I asked about.\I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken? response:	Physical contact with the curse's target.
context: I told you that, once activated, curses can't be undone, I suppose.\Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target. response:	That is the prerequisite.
context: Yeah, you did.\But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite. response:	Other than those in this mansion,
context: But can you detect curses before they're activated instead?\I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion, response:	I've only touched the villagers at the base of the mountain.
context: I am capable of discovering curses before they're activated.\How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain. response:	I was cursed in the village,
context: How are curses placed?\There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village, response:	it activated that night, in the mansion,
context: There is one rule of casting curses that cannot be broken, I suppose.\A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion, response:	and then I died?
context: A rule that can't be broken?\Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion,\and then I died? response:	That would explain why the shaman got Rem last time.
context: Physical contact with the curse's target.\That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time. response:	I didn't go to the village, so she ended up being the target.
context: That is the prerequisite.\Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target. response:	It fits... It all fits now!
context: Other than those in this mansion,\I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now! response:	I've finally found a lead,
context: I've only touched the villagers at the base of the mountain.\I was cursed in the village,\it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead, response:	damn it!
context: I was cursed in the village,\it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead,\damn it! response:	Is that any attitude to take toward someone you asked for help, I suppose?
context: it activated that night, in the mansion,\and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose? response:	If it was helpful to you, I think there's something you should say.
context: and then I died?\That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say. response:	Yeah, that's right!
context: That would explain why the shaman got Rem last time.\I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right! response:	You saved me! Thanks to you, I can see the light!
context: I didn't go to the village, so she ended up being the target.\It fits... It all fits now!\I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light! response:	Beako, I love you!
context: It fits... It all fits now!\I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you! response:	Let me
context: I've finally found a lead,\damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me response:	Put me down, I suppose!
context: damn it!\Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me\Put me down, I suppose! response:	Dorowazu!
context: Is that any attitude to take toward someone you asked for help, I suppose?\If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me\Put me down, I suppose!\Dorowazu! response:	And so, a lot's happened,
context: If it was helpful to you, I think there's something you should say.\Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me\Put me down, I suppose!\Dorowazu!\And so, a lot's happened, response:	but today is a fresh start! I'm a new me!
context: Yeah, that's right!\You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me\Put me down, I suppose!\Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me! response:	The lap pillow, right?
context: You saved me! Thanks to you, I can see the light!\Beako, I love you!\Let me\Put me down, I suppose!\Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right? response:	It was the lap pillow.
context: Beako, I love you!\Let me\Put me down, I suppose!\Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow. response:	Huh?
context: Let me\Put me down, I suppose!\Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow.\Huh? response:	Wait, you guys knew?
context: Put me down, I suppose!\Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow.\Huh?\Wait, you guys knew? response:	Subaru, good morning.
context: Dorowazu!\And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow.\Huh?\Wait, you guys knew?\Subaru, good morning. response:	Emilia-tan?
context: And so, a lot's happened,\but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow.\Huh?\Wait, you guys knew?\Subaru, good morning.\Emilia-tan? response:	Um, this is kind of embarrassing...
context: but today is a fresh start! I'm a new me!\The lap pillow, right?\It was the lap pillow.\Huh?\Wait, you guys knew?\Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing... response:	Are you feeling okay?
context: The lap pillow, right?\It was the lap pillow.\Huh?\Wait, you guys knew?\Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay? response:	I wasn't so sure till I heard your voice just now, but...
context: It was the lap pillow.\Huh?\Wait, you guys knew?\Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but... response:	I'm okay now.
context: Huh?\Wait, you guys knew?\Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now. response:	So, um, listen...
context: Wait, you guys knew?\Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen... response:	I'm sorr
context: Subaru, good morning.\Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen...\I'm sorr response:	I mean, thanks for everything.
context: Emilia-tan?\Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen...\I'm sorr\I mean, thanks for everything. response:	Well, shall we start on this morning's work, Subaru-kun?
context: Um, this is kind of embarrassing...\Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen...\I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun? response:	We need to begin our morning duties.
context: Are you feeling okay?\I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen...\I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties. response:	Before that, I have a favor to ask.
context: I wasn't so sure till I heard your voice just now, but...\I'm okay now.\So, um, listen...\I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask. response:	A lap pillow, right?
context: I'm okay now.\So, um, listen...\I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right? response:	It's a lap pillow.
context: So, um, listen...\I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow. response:	I'm not that unscrupulous!
context: I'm sorr\I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous! response:	Actually, I want to go to the village.
context: I mean, thanks for everything.\Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village. response:	It's not far, right?
context: Well, shall we start on this morning's work, Subaru-kun?\We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right? response:	Do we have any plans to shop for anything?
context: We need to begin our morning duties.\Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything? response:	If I recall, we are low on seasonings,
context: Before that, I have a favor to ask.\A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings, response:	so I was thinking of going to the village tomorrow.
context: A lap pillow, right?\It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow. response:	Then why don't we go today instead?
context: It's a lap pillow.\I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead? response:	If we're running low, it never hurts to restock sooner!
context: I'm not that unscrupulous!\Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner! response:	I don't see a problem with that.
context: Actually, I want to go to the village.\It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that. response:	Sister...
context: It's not far, right?\Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister... response:	You do need to go shopping, and we have no urgent duties.
context: Do we have any plans to shop for anything?\If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties. response:	And you have Barusu to carry your packages.
context: If I recall, we are low on seasonings,\so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages. response:	If you say so, Sister.
context: so I was thinking of going to the village tomorrow.\Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister. response:	All right!
context: Then why don't we go today instead?\If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister.\All right! response:	But I'm going with you.
context: If we're running low, it never hurts to restock sooner!\I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister.\All right!\But I'm going with you. response:	You'll have a pretty flower on each arm, Barusu.
context: I don't see a problem with that.\Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister.\All right!\But I'm going with you.\You'll have a pretty flower on each arm, Barusu. response:	Huh?
context: Sister...\You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister.\All right!\But I'm going with you.\You'll have a pretty flower on each arm, Barusu.\Huh? response:	Uh, I just hope those flowers aren't poisonous...
context: You do need to go shopping, and we have no urgent duties.\And you have Barusu to carry your packages.\If you say so, Sister.\All right!\But I'm going with you.\You'll have a pretty flower on each arm, Barusu.\Huh?\Uh, I just hope those flowers aren't poisonous... response:	I Cried, Cried My Lungs Out, and Stopped Crying
