context: Intro response:	The heck is this?
context: and travel there.\I'd never even heard that language before, but I understood what they were saying.\I didn't know what was going on.\So you reached the conclusion that they had to be talking about the earthquakes.\Yeah.\There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts, response:	Idea Link.
context: I'd never even heard that language before, but I understood what they were saying.\I didn't know what was going on.\So you reached the conclusion that they had to be talking about the earthquakes.\Yeah.\There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link. response:	An Idea Link is formed using a probe technique.
context: I didn't know what was going on.\So you reached the conclusion that they had to be talking about the earthquakes.\Yeah.\There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique. response:	The probe, called a Sonar, is released.
context: So you reached the conclusion that they had to be talking about the earthquakes.\Yeah.\There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released. response:	The Sonar causes a magic explosion once it reaches its destination,
context: Yeah.\There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination, response:	which manifests as various kinds of phenomena.
context: There's no mistaking it.\That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena. response:	In this case, it's pretty likely that it manifested as an earthquake.
context: That was the communication technique used to synchronize\the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake. response:	If we consider the cause for these recent earthquakes around us
context: the minds of humans in different worlds to share ideas and concepts,\Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us response:	being Sonars sent out in order to investigate what we and Emilia were up to,
context: Idea Link.\An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to, response:	it makes perfect sense.
context: An Idea Link is formed using a probe technique.\The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense. response:	There might be a big one in the near future, huh?
context: The probe, called a Sonar, is released.\The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh? response:	Looks like things are moving much faster than I anticip
context: The Sonar causes a magic explosion once it reaches its destination,\which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip response:	Are you okay?!
context: which manifests as various kinds of phenomena.\In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?! response:	What's wrong?!
context: In this case, it's pretty likely that it manifested as an earthquake.\If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?! response:	Why?
context: If we consider the cause for these recent earthquakes around us\being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?!\Why? response:	Why did Emi just walk in here with Ashiya?!
context: being Sonars sent out in order to investigate what we and Emilia were up to,\it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?! response:	Maou?
context: it makes perfect sense.\There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?!\Maou? response:	It's all right.
context: There might be a big one in the near future, huh?\Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?!\Maou?\It's all right. response:	I haven't done anything wrong.
context: Looks like things are moving much faster than I anticip\Are you okay?!\What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?!\Maou?\It's all right.\I haven't done anything wrong. response:	Huh?
context: Are you okay?!\What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?!\Maou?\It's all right.\I haven't done anything wrong.\Huh? response:	Sorry about that.
context: What's wrong?!\Why?\Why did Emi just walk in here with Ashiya?!\Maou?\It's all right.\I haven't done anything wrong.\Huh?\Sorry about that. response:	Anyway, judging by what you just said,
context: Why?\Why did Emi just walk in here with Ashiya?!\Maou?\It's all right.\I haven't done anything wrong.\Huh?\Sorry about that.\Anyway, judging by what you just said, response:	the ear-ringing and weird voices aren't really an issue.
context: Why did Emi just walk in here with Ashiya?!\Maou?\It's all right.\I haven't done anything wrong.\Huh?\Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue. response:	What's important is whether a big one will really happen or not.
context: Maou?\It's all right.\I haven't done anything wrong.\Huh?\Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not. response:	When it comes down to it,
context: It's all right.\I haven't done anything wrong.\Huh?\Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it, response:	I think just urging people around you to be careful can really change how things turn out.
context: I haven't done anything wrong.\Huh?\Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out. response:	I knew you were the right person to ask about this.
context: Huh?\Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this. response:	I feel like I got a lot off my chest.
context: Sorry about that.\Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest. response:	How's that, Emi?
context: Anyway, judging by what you just said,\the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi? response:	I haven't done anything wrong!
context: the ear-ringing and weird voices aren't really an issue.\What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong! response:	No matter which way you look at this, I'm being a wonderful colleague!
context: What's important is whether a big one will really happen or not.\When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague! response:	I couldn't tell my friends, parents, or anyone else about this.
context: When it comes down to it,\I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this. response:	But I thought you'd believe me.
context: I think just urging people around you to be careful can really change how things turn out.\I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me. response:	You're a nice guy,
context: I knew you were the right person to ask about this.\I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy, response:	and... well...
context: I feel like I got a lot off my chest.\How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy,\and... well... response:	Maou... um... I...
context: How's that, Emi?\I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy,\and... well...\Maou... um... I... response:	M-Maou, I
context: I haven't done anything wrong!\No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy,\and... well...\Maou... um... I...\M-Maou, I response:	Don't say another word.
context: No matter which way you look at this, I'm being a wonderful colleague!\I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy,\and... well...\Maou... um... I...\M-Maou, I\Don't say another word. response:	Huh?
context: I couldn't tell my friends, parents, or anyone else about this.\But I thought you'd believe me.\You're a nice guy,\and... well...\Maou... um... I...\M-Maou, I\Don't say another word.\Huh? response:	Huh?
context: But I thought you'd believe me.\You're a nice guy,\and... well...\Maou... um... I...\M-Maou, I\Don't say another word.\Huh?\Huh? response:	Nothing good will come out of getting involved with this man.
context: You're a nice guy,\and... well...\Maou... um... I...\M-Maou, I\Don't say another word.\Huh?\Huh?\Nothing good will come out of getting involved with this man. response:	Emi?
context: and... well...\Maou... um... I...\M-Maou, I\Don't say another word.\Huh?\Huh?\Nothing good will come out of getting involved with this man.\Emi? response:	He's nothing like what he seems to be.
context: Maou... um... I...\M-Maou, I\Don't say another word.\Huh?\Huh?\Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be. response:	He's wicked and cruel deep down.
context: M-Maou, I\Don't say another word.\Huh?\Huh?\Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down. response:	D-Don't just show up and say such awful things!
context: Don't say another word.\Huh?\Huh?\Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things! response:	Whad
context: Huh?\Huh?\Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad response:	What are you to Maou, anyway?!
context: Huh?\Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?! response:	I'm this guy's enemy.
context: Nothing good will come out of getting involved with this man.\Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?!\I'm this guy's enemy. response:	Nothing more, nothing less.
context: Emi?\He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less. response:	Getting involved with him will only bring you pain and sorrow.
context: He's nothing like what he seems to be.\He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow. response:	Stop it, Emi!
context: He's wicked and cruel deep down.\D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi! response:	Don't you dare tell me what to do.
context: D-Don't just show up and say such awful things!\Whad\What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do. response:	You calm down too, Chiho.
context: Whad\What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho. response:	Shut up, Maou.
context: What are you to Maou, anyway?!\I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou. response:	I remember now.
context: I'm this guy's enemy.\Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou.\I remember now. response:	You came to MgRonald's the other day, didn't you?
context: Nothing more, nothing less.\Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you? response:	So what?
context: Getting involved with him will only bring you pain and sorrow.\Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you?\So what? response:	Are you Maou's ex-girlfriend or something?
context: Stop it, Emi!\Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something? response:	What the hell are you saying?!
context: Don't you dare tell me what to do.\You calm down too, Chiho.\Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?! response:	I knew it!
context: You calm down too, Chiho.\Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it! response:	In that case, I can make my move on Maou however I want!
context: Shut up, Maou.\I remember now.\You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want! response:	It's none of your business now!
context: I remember now.\You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now! response:	Can you stop being so stupid?
context: You came to MgRonald's the other day, didn't you?\So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid? response:	We aren't like that!
context: So what?\Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid?\We aren't like that! response:	Then why do you keep hanging around him?
context: Are you Maou's ex-girlfriend or something?\What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him? response:	Our relationship is too complicated to talk about!
context: What the hell are you saying?!\I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about! response:	Are you trying to say you're more intimate with him?
context: I knew it!\In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him? response:	How can you even interpret it that way?!
context: In that case, I can make my move on Maou however I want!\It's none of your business now!\Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?! response:	There's no other way I could interpret it!
context: It's none of your business now!\Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it! response:	Just calm down, you two.
context: Can you stop being so stupid?\We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two. response:	It's an earthquake!
context: We aren't like that!\Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake! response:	It's a big one!
context: Then why do you keep hanging around him?\Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake!\It's a big one! response:	Maou!
context: Our relationship is too complicated to talk about!\Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake!\It's a big one!\Maou! response:	What happened?
context: Are you trying to say you're more intimate with him?\How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake!\It's a big one!\Maou!\What happened? response:	Oh, good. You came to.
context: How can you even interpret it that way?!\There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake!\It's a big one!\Maou!\What happened?\Oh, good. You came to. response:	You're...
context: There's no other way I could interpret it!\Just calm down, you two.\It's an earthquake!\It's a big one!\Maou!\What happened?\Oh, good. You came to.\You're... response:	This is bad.
context: Just calm down, you two.\It's an earthquake!\It's a big one!\Maou!\What happened?\Oh, good. You came to.\You're...\This is bad. response:	We're trapped.
context: It's an earthquake!\It's a big one!\Maou!\What happened?\Oh, good. You came to.\You're...\This is bad.\We're trapped. response:	Where's Maou?
context: It's a big one!\Maou!\What happened?\Oh, good. You came to.\You're...\This is bad.\We're trapped.\Where's Maou? response:	He's not here, at the very least.
context: Maou!\What happened?\Oh, good. You came to.\You're...\This is bad.\We're trapped.\Where's Maou?\He's not here, at the very least. response:	That's not what I meant.
context: What happened?\Oh, good. You came to.\You're...\This is bad.\We're trapped.\Where's Maou?\He's not here, at the very least.\That's not what I meant. response:	Oh?
context: Oh, good. You came to.\You're...\This is bad.\We're trapped.\Where's Maou?\He's not here, at the very least.\That's not what I meant.\Oh? response:	You're worried he got crushed by the debris?
context: You're...\This is bad.\We're trapped.\Where's Maou?\He's not here, at the very least.\That's not what I meant.\Oh?\You're worried he got crushed by the debris? response:	Well, there are a lot of people who'd rejoice if he died here,
context: This is bad.\We're trapped.\Where's Maou?\He's not here, at the very least.\That's not what I meant.\Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here, response:	but he's definitely alive.
context: We're trapped.\Where's Maou?\He's not here, at the very least.\That's not what I meant.\Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive. response:	And I'm going to be the one to kill him.
context: Where's Maou?\He's not here, at the very least.\That's not what I meant.\Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him. response:	I will not let him die like this.
context: He's not here, at the very least.\That's not what I meant.\Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this. response:	You're right.
context: That's not what I meant.\Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this.\You're right. response:	I'm sure he's fine.
context: Oh?\You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this.\You're right.\I'm sure he's fine. response:	Yeah, so am I.
context: You're worried he got crushed by the debris?\Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this.\You're right.\I'm sure he's fine.\Yeah, so am I. response:	I'm Yusa Emi.
context: Well, there are a lot of people who'd rejoice if he died here,\but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this.\You're right.\I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi. response:	Just so you know,
context: but he's definitely alive.\And I'm going to be the one to kill him.\I will not let him die like this.\You're right.\I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi.\Just so you know, response:	there really is nothing between Maou and me.
context: And I'm going to be the one to kill him.\I will not let him die like this.\You're right.\I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me. response:	I'm Sasaki Chiho.
context: I will not let him die like this.\You're right.\I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho. response:	I'll believe you for now.
context: You're right.\I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now. response:	Well? What do you even see in Maou?
context: I'm sure he's fine.\Yeah, so am I.\I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou? response:	Wh-Wh-Wh-What are you talking about?!
context: Yeah, so am I.\I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?! response:	You picked a fight with me because you love him, right?
context: I'm Yusa Emi.\Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right? response:	L-Love?! I don't... really...
context: Just so you know,\there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really... response:	Is it that easy to tell?
context: there really is nothing between Maou and me.\I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell? response:	Anyone could tell just by looking at you.
context: I'm Sasaki Chiho.\I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you. response:	How do you feel about Maou?
context: I'll believe you for now.\Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou? response:	Me?
context: Well? What do you even see in Maou?\Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou?\Me? response:	You call him your enemy,
context: Wh-Wh-Wh-What are you talking about?!\You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou?\Me?\You call him your enemy, response:	but you seemed awfully close.
context: You picked a fight with me because you love him, right?\L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou?\Me?\You call him your enemy,\but you seemed awfully close. response:	Close to him is the last thing I'd want to be.
context: L-Love?! I don't... really...\Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou?\Me?\You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be. response:	Huh?
context: Is it that easy to tell?\Anyone could tell just by looking at you.\How do you feel about Maou?\Me?\You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh? response:	Well, we certainly do go way back.
context: Anyone could tell just by looking at you.\How do you feel about Maou?\Me?\You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back. response:	But know this. You're bound to get hurt if you love him.
context: How do you feel about Maou?\Me?\You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him. response:	Don't say I didn't warn you.
context: Me?\You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you. response:	I don't really get what you're saying.
context: You call him your enemy,\but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying. response:	You'll find out soon enough.
context: but you seemed awfully close.\Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough. response:	Actually, it might be better if you didn't.
context: Close to him is the last thing I'd want to be.\Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't. response:	Anyway, just take a little nap.
context: Huh?\Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap. response:	I know you're here somewhere.
context: Well, we certainly do go way back.\But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere. response:	I put Chiho to sleep.
context: But know this. You're bound to get hurt if you love him.\Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep. response:	Mind your own business!
context: Don't say I didn't warn you.\I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep.\Mind your own business! response:	Maou?!
context: I don't really get what you're saying.\You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep.\Mind your own business!\Maou?! response:	Why do you look like that?
context: You'll find out soon enough.\Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep.\Mind your own business!\Maou?!\Why do you look like that? response:	No clue.
context: Actually, it might be better if you didn't.\Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep.\Mind your own business!\Maou?!\Why do you look like that?\No clue. response:	By the time I noticed, I was already like this.
context: Anyway, just take a little nap.\I know you're here somewhere.\I put Chiho to sleep.\Mind your own business!\Maou?!\Why do you look like that?\No clue.\By the time I noticed, I was already like this. response:	His powers have returned?
context: I know you're here somewhere.\I put Chiho to sleep.\Mind your own business!\Maou?!\Why do you look like that?\No clue.\By the time I noticed, I was already like this.\His powers have returned? response:	Good grief, how am I supposed to explain away how I look?
context: I put Chiho to sleep.\Mind your own business!\Maou?!\Why do you look like that?\No clue.\By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look? response:	There's still time.
context: Mind your own business!\Maou?!\Why do you look like that?\No clue.\By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time. response:	I can still use the last of my powers and summon my sacred sword to kill him.
