context: What?! Really?! response:	We have just received information
context: Don't be ridiculous! That's not it!\Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things! response:	Marriage?!
context: Grandpa's always yelling at him,\so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things!\Marriage?! response:	Don't even think about it!
context: so I just felt sorry for him and kissed him as consolation!\How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things!\Marriage?!\Don't even think about it! response:	Stop right there!
context: How sweet!\You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things!\Marriage?!\Don't even think about it!\Stop right there! response:	What?
context: You've got the wrong idea!\Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things!\Marriage?!\Don't even think about it!\Stop right there!\What? response:	What's going on?
context: Rei! I won't let you marry the likes of Yuichiro!\Marriage! Marriage!\Don't say such weird things!\Marriage?!\Don't even think about it!\Stop right there!\What?\What's going on? response:	It's sure nice. Rei's getting married!
context: Marriage! Marriage!\Don't say such weird things!\Marriage?!\Don't even think about it!\Stop right there!\What?\What's going on?\It's sure nice. Rei's getting married! response:	I am not!
context: Don't say such weird things!\Marriage?!\Don't even think about it!\Stop right there!\What?\What's going on?\It's sure nice. Rei's getting married!\I am not! response:	Rei and Usagi are back to being friends again.
context: Marriage?!\Don't even think about it!\Stop right there!\What?\What's going on?\It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again. response:	It looks like there was nothing to worry about.
context: Don't even think about it!\Stop right there!\What?\What's going on?\It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about. response:	You can't get married!
context: Stop right there!\What?\What's going on?\It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married! response:	Hiru ni wa hana no kaori
context: What?\What's going on?\It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: What's going on?\It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: It's sure nice. Rei's getting married!\I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: I am not!\Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: Rei and Usagi are back to being friends again.\It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: It looks like there was nothing to worry about.\You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: You can't get married!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
