context: I haven't smelled tatami mats in a long time. response:	I haven't smelled tatami mats in a long time.
context: But Dazai said...\President.\Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide. response:	You can trust me.
context: President.\Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide.\You can trust me. response:	W-Wait a minute, Dazai-san.
context: Suppose the most gifted person in the world appeared before you,\would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san. response:	So the job you meant to introduce me for was...
context: would you hire him?\Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was... response:	You apparently passed the test.
context: Power doesn't make you a member of the agency.\That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test. response:	Congratulations!
context: That's why I recommend him.\So, president... What is your decision?\I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations! response:	I'm glad I was able to help.
context: So, president... What is your decision?\I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations!\I'm glad I was able to help. response:	Oh, please, no.
context: I'll let Dazai decide.\You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations!\I'm glad I was able to help.\Oh, please, no. response:	I can't possibly join a workplace as violent and reckless as this.
context: You can trust me.\W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations!\I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this. response:	Not just anyone would use their body to shield a bomb to save everyone.
context: W-Wait a minute, Dazai-san.\So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations!\I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone. response:	That's right. I was really impressed!
context: So the job you meant to introduce me for was...\You apparently passed the test.\Congratulations!\I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed! response:	You'll be fine.
context: You apparently passed the test.\Congratulations!\I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine. response:	But...
context: Congratulations!\I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine.\But... response:	Secretary Haruno Kirako
context: I'm glad I was able to help.\Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine.\But...\Secretary Haruno Kirako response:	So, president, do you actually want him to join the agency, then?
context: Oh, please, no.\I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine.\But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then? response:	Oh, a tea leaf's standing straight up...
context: I can't possibly join a workplace as violent and reckless as this.\Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine.\But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up... response:	I think something good will happen, president.
context: Not just anyone would use their body to shield a bomb to save everyone.\That's right. I was really impressed!\You'll be fine.\But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president. response:	Ouch.
context: That's right. I was really impressed!\You'll be fine.\But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch. response:	Still, well...
context: You'll be fine.\But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch.\Still, well... response:	If you still refuse, we can't force you.
context: But...\Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch.\Still, well...\If you still refuse, we can't force you. response:	But then, I can't help but worry for your future.
context: Secretary Haruno Kirako\So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch.\Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future. response:	We'll need you to vacate the company dorm...
context: So, president, do you actually want him to join the agency, then?\Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch.\Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm... response:	You don't really have any specialized skills,
context: Oh, a tea leaf's standing straight up...\I think something good will happen, president.\Ouch.\Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills, response:	nor do you have friends or know anyone...
context: I think something good will happen, president.\Ouch.\Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone... response:	That'd make finding a job very difficult.
context: Ouch.\Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult. response:	Besides, you are a wanted tiger.
context: Still, well...\If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger. response:	Should anyone learn of that,
context: If you still refuse, we can't force you.\But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that, response:	at best you'd get fired from your job.
context: But then, I can't help but worry for your future.\We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job. response:	At worst, you'd be captured and shot dead.
context: We'll need you to vacate the company dorm...\You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead. response:	Sh-Shot dead?
context: You don't really have any specialized skills,\nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead? response:	Now, if you were with this agency...
context: nor do you have friends or know anyone...\That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency... response:	it'd be a different story.
context: That'd make finding a job very difficult.\Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story. response:	Th-Then that means...
context: Besides, you are a wanted tiger.\Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story.\Th-Then that means... response:	We look forward to working with you, Atsushi-san.
context: Should anyone learn of that,\at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san. response:	Don't we, brother?
context: at best you'd get fired from your job.\At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san.\Don't we, brother? response:	Follow the rules, brat.
context: At worst, you'd be captured and shot dead.\Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san.\Don't we, brother?\Follow the rules, brat. response:	Well, now that's been settled...
context: Sh-Shot dead?\Now, if you were with this agency...\it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san.\Don't we, brother?\Follow the rules, brat.\Well, now that's been settled... response:	You've got to be kidding me.
context: Now, if you were with this agency...\it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san.\Don't we, brother?\Follow the rules, brat.\Well, now that's been settled...\You've got to be kidding me. response:	The weretiger has been found.
context: it'd be a different story.\Th-Then that means...\We look forward to working with you, Atsushi-san.\Don't we, brother?\Follow the rules, brat.\Well, now that's been settled...\You've got to be kidding me.\The weretiger has been found. response:	Episode 2: Yokohama Gangster Paradise
