context: My left arm! response:	I still have it?
context: It will do so until its contract with the royal family is fulfilled.\Wait, didn't the royal family that signed the contract recently die out?\Yes, quite abruptly.\No one knows what the dragon wants.\In the nation's current situation, only the gods know...\No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that. response:	I've stayed too long.
context: Wait, didn't the royal family that signed the contract recently die out?\Yes, quite abruptly.\No one knows what the dragon wants.\In the nation's current situation, only the gods know...\No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long. response:	I'll come again to notify you when dinner is ready, sir.
context: Yes, quite abruptly.\No one knows what the dragon wants.\In the nation's current situation, only the gods know...\No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir. response:	O-Okay.
context: No one knows what the dragon wants.\In the nation's current situation, only the gods know...\No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay. response:	That story you told me about the ogres...
context: In the nation's current situation, only the gods know...\No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres... response:	Don't tell it to Rem.
context: No, only the dragon knows what the dragon will do, sir.\Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres...\Don't tell it to Rem. response:	I'm certain she wouldn't like it.
context: Oh, by the way, about this witch story\I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it. response:	A scary witch, a terrifying witch.
context: I don't want to discuss that.\I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch. response:	To even speak her name was terrifying.
context: I've stayed too long.\I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying. response:	Everyone called her
context: I'll come again to notify you when dinner is ready, sir.\O-Okay.\That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her response:	the Jealous Witch.
context: O-Okay.\That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her\the Jealous Witch. response:	Are you sure about this?
context: That story you told me about the ogres...\Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her\the Jealous Witch.\Are you sure about this? response:	We could call a royal car to take you to the capital.
context: Don't tell it to Rem.\I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her\the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital. response:	I'll be fine...
context: I'm certain she wouldn't like it.\A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her\the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine... response:	One day, when I'm the kind of strong, smart, rich man who's worthy of you,
context: A scary witch, a terrifying witch.\To even speak her name was terrifying.\Everyone called her\the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you, response:	I'll take you away on a white horse.
context: To even speak her name was terrifying.\Everyone called her\the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse. response:	Do you have a handkerchief?
context: Everyone called her\the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief? response:	And water, lagumite ore, and...
context: the Jealous Witch.\Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and... response:	Will you be able to sleep by yourself?
context: Are you sure about this?\We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself? response:	Do you think you're my mom?
context: We could call a royal car to take you to the capital.\I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom? response:	Then, Subaru-kun, be well.
context: I'll be fine...\One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well. response:	And do not lose the gift I gave you.
context: One day, when I'm the kind of strong, smart, rich man who's worthy of you,\I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you. response:	I added something equivalent to our three days' worth of memories together...
context: I'll take you away on a white horse.\Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together... response:	Hush money, right? Don't worry, I get it.
context: Do you have a handkerchief?\And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it. response:	I won't say anything I shouldn't. I swear to the dragon.
context: And water, lagumite ore, and...\Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon. response:	Talking with you makes any evil scheme seem to lose its purpose.
context: Will you be able to sleep by yourself?\Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose. response:	And in this nation, swearing to the dragon is the highest form of promise.
context: Do you think you're my mom?\Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise. response:	Be sure not to forget it.
context: Then, Subaru-kun, be well.\And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it. response:	Got it!
context: And do not lose the gift I gave you.\I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it! response:	You two helped me out a ton.
context: I added something equivalent to our three days' worth of memories together...\Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it!\You two helped me out a ton. response:	Especially you, Rem-rin. Thanks for all the great food.
context: Hush money, right? Don't worry, I get it.\I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food. response:	And Ram-chi...
context: I won't say anything I shouldn't. I swear to the dragon.\Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi... response:	Yeah! You're good at cleaning toilets, right?
context: Talking with you makes any evil scheme seem to lose its purpose.\And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right? response:	Sister, Sister... Our guest is hopelessly bad at flattery.
context: And in this nation, swearing to the dragon is the highest form of promise.\Be sure not to forget it.\Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery. response:	Rem, Rem... Our guest has a fatal lack of skill in flattery.
context: Be sure not to forget it.\Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery. response:	Oh, shut up!
context: Got it!\You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up! response:	I seriously couldn't think of anything!
context: You two helped me out a ton.\Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything! response:	Thanks, though.
context: Especially you, Rem-rin. Thanks for all the great food.\And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything!\Thanks, though. response:	Yes, sir.
context: And Ram-chi...\Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything!\Thanks, though.\Yes, sir. response:	Subaru!
context: Yeah! You're good at cleaning toilets, right?\Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything!\Thanks, though.\Yes, sir.\Subaru! response:	Thank you for everything.
context: Sister, Sister... Our guest is hopelessly bad at flattery.\Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything!\Thanks, though.\Yes, sir.\Subaru!\Thank you for everything. response:	If you need anything, come visit anytime.
context: Rem, Rem... Our guest has a fatal lack of skill in flattery.\Oh, shut up!\I seriously couldn't think of anything!\Thanks, though.\Yes, sir.\Subaru!\Thank you for everything.\If you need anything, come visit anytime. response:	Sure!
context: Oh, shut up!\I seriously couldn't think of anything!\Thanks, though.\Yes, sir.\Subaru!\Thank you for everything.\If you need anything, come visit anytime.\Sure! response:	Thanks, Emilia-tan!
context: I seriously couldn't think of anything!\Thanks, though.\Yes, sir.\Subaru!\Thank you for everything.\If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan! response:	Okay, this is it.
context: Thanks, though.\Yes, sir.\Subaru!\Thank you for everything.\If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan!\Okay, this is it. response:	From here, I can see Emilia's room especially well.
context: Yes, sir.\Subaru!\Thank you for everything.\If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well. response:	Now all that's left is to wait for something to happen.
context: Subaru!\Thank you for everything.\If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen. response:	And stop it.
context: Thank you for everything.\If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it. response:	She'd probably get mad at me for using it this way...
context: If you need anything, come visit anytime.\Sure!\Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way... response:	I hope she does...
context: Sure!\Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way...\I hope she does... response:	I don't want to die.
context: Thanks, Emilia-tan!\Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die. response:	I don't want them to die.
context: Okay, this is it.\From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die.\I don't want them to die. response:	What did I tell you, Natsuki Subaru?
context: From here, I can see Emilia's room especially well.\Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru? response:	Even if no one remembers what happens when things repeat,
context: Now all that's left is to wait for something to happen.\And stop it.\She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat, response:	you remember.
context: And stop it.\She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember. response:	Now that I think about it, I didn't go shopping for Rem this time.
context: She'd probably get mad at me for using it this way...\I hope she does...\I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time. response:	Just because the food meant for me was leftover?
context: I hope she does...\I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover? response:	It'll still be a while before dark.
context: I don't want to die.\I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark. response:	Focus! Focus!
context: I don't want them to die.\What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus! response:	Emergency escape...
context: What did I tell you, Natsuki Subaru?\Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus!\Emergency escape... response:	I saw it!
context: Even if no one remembers what happens when things repeat,\you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus!\Emergency escape...\I saw it! response:	Yes, I saw it!
context: you remember.\Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus!\Emergency escape...\I saw it!\Yes, I saw it! response:	I saw where the sound of chains came from!
context: Now that I think about it, I didn't go shopping for Rem this time.\Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus!\Emergency escape...\I saw it!\Yes, I saw it!\I saw where the sound of chains came from! response:	But is it coming this way now?
context: Just because the food meant for me was leftover?\It'll still be a while before dark.\Focus! Focus!\Emergency escape...\I saw it!\Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now? response:	Does this mean I played right into the attacker's hands?
context: It'll still be a while before dark.\Focus! Focus!\Emergency escape...\I saw it!\Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands? response:	If you're coming, then come!
context: Focus! Focus!\Emergency escape...\I saw it!\Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come! response:	Do you have the nerve?!
context: Emergency escape...\I saw it!\Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?! response:	All right... Show yourself, damn it!
context: I saw it!\Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it! response:	I've gone through all kinds of hell to see your face!
context: Yes, I saw it!\I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it!\I've gone through all kinds of hell to see your face! response:	Then I have no choice.
context: I saw where the sound of chains came from!\But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it!\I've gone through all kinds of hell to see your face!\Then I have no choice. response:	The ideal scenario would have been to finish this without anyone noticing.
context: But is it coming this way now?\Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it!\I've gone through all kinds of hell to see your face!\Then I have no choice.\The ideal scenario would have been to finish this without anyone noticing. response:	You're joking...
context: Does this mean I played right into the attacker's hands?\If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it!\I've gone through all kinds of hell to see your face!\Then I have no choice.\The ideal scenario would have been to finish this without anyone noticing.\You're joking... response:	Right, Rem?
context: If you're coming, then come!\Do you have the nerve?!\All right... Show yourself, damn it!\I've gone through all kinds of hell to see your face!\Then I have no choice.\The ideal scenario would have been to finish this without anyone noticing.\You're joking...\Right, Rem? response:	The Sound of Chains
