context: Ball! response:	Close, though!
context: Hobbies\Hobbies\Then we'll take the shared hobbies route.\Charm\Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies? response:	I like manga and games...
context: Hobbies\Then we'll take the shared hobbies route.\Charm\Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games... response:	She wouldn't be into those.
context: Then we'll take the shared hobbies route.\Charm\Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games...\She wouldn't be into those. response:	What about music?
context: Charm\Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games...\She wouldn't be into those.\What about music? response:	Is there anything you listen to?
context: Hobbies\Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games...\She wouldn't be into those.\What about music?\Is there anything you listen to? response:	Hip-hop, mostly.
context: Sasasegawa-san said she didn't have any...\Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games...\She wouldn't be into those.\What about music?\Is there anything you listen to?\Hip-hop, mostly. response:	Desktop? As in computer?
context: Just suggest something that you might be able to share.\What are your hobbies?\I like manga and games...\She wouldn't be into those.\What about music?\Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer? response:	No, that's completely different!
context: What are your hobbies?\I like manga and games...\She wouldn't be into those.\What about music?\Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different! response:	How about lending her a CD you like?
context: I like manga and games...\She wouldn't be into those.\What about music?\Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like? response:	What? Just out of the blue?
context: She wouldn't be into those.\What about music?\Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue? response:	That's kinda difficult...
context: What about music?\Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult... response:	Then sing.
context: Is there anything you listen to?\Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult...\Then sing. response:	Charm
context: Hip-hop, mostly.\Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult...\Then sing.\Charm response:	Hobbies
context: Desktop? As in computer?\No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult...\Then sing.\Charm\Hobbies response:	You can imply your secret love for Sasami through your own original lyrics!
context: No, that's completely different!\How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult...\Then sing.\Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics! response:	Remember that last line?
context: How about lending her a CD you like?\What? Just out of the blue?\That's kinda difficult...\Then sing.\Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line? response:	Yeah.
context: What? Just out of the blue?\That's kinda difficult...\Then sing.\Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah. response:	Sasasegawa Sasami, it was you!
context: That's kinda difficult...\Then sing.\Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah.\Sasasegawa Sasami, it was you! response:	Good! Mission, start!
context: Then sing.\Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start! response:	Hey, yo! Hey, yo!
context: Charm\Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo! response:	Yo, yo, come on!
context: Hobbies\You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on! response:	Check it out, yo!
context: You can imply your secret love for Sasami through your own original lyrics!\Remember that last line?\Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo! response:	Check it out, yo!
context: Remember that last line?\Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo!\Check it out, yo! response:	Sasasegawa, you was cicada!
context: Yeah.\Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada! response:	He messed it up!
context: Sasasegawa Sasami, it was you!\Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada!\He messed it up! response:	Are you trying to pick a fight with me?
context: Good! Mission, start!\Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me? response:	No...
context: Hey, yo! Hey, yo!\Yo, yo, come on!\Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me?\No... response:	That was a mistake!
context: Yo, yo, come on!\Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me?\No...\That was a mistake! response:	Wait right there!
context: Check it out, yo!\Check it out, yo!\Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me?\No...\That was a mistake!\Wait right there! response:	You can make up for it!
context: Check it out, yo!\Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me?\No...\That was a mistake!\Wait right there!\You can make up for it! response:	Just beat Kengo up!
context: Sasasegawa, you was cicada!\He messed it up!\Are you trying to pick a fight with me?\No...\That was a mistake!\Wait right there!\You can make up for it!\Just beat Kengo up! response:	I thought so...
context: He messed it up!\Are you trying to pick a fight with me?\No...\That was a mistake!\Wait right there!\You can make up for it!\Just beat Kengo up!\I thought so... response:	I told you, I just can't do it.
context: Are you trying to pick a fight with me?\No...\That was a mistake!\Wait right there!\You can make up for it!\Just beat Kengo up!\I thought so...\I told you, I just can't do it. response:	Yeah. If you don't take him by surprise, that is.
context: No...\That was a mistake!\Wait right there!\You can make up for it!\Just beat Kengo up!\I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is. response:	You've got no choice.
context: That was a mistake!\Wait right there!\You can make up for it!\Just beat Kengo up!\I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice. response:	I still don't think I can win!
context: Wait right there!\You can make up for it!\Just beat Kengo up!\I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win! response:	Then it'll be a sneak attack times 3.
context: You can make up for it!\Just beat Kengo up!\I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3. response:	Times 3?
context: Just beat Kengo up!\I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3? response:	First, I'll pretend to trip and take out Kengo's legs.
context: I thought so...\I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs. response:	Me
context: I told you, I just can't do it.\Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me response:	Kengo
context: Yeah. If you don't take him by surprise, that is.\You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo response:	Naturally, Kengo will jump to avoid me.
context: You've got no choice.\I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo\Naturally, Kengo will jump to avoid me. response:	Next, Riki will shout, Set meal A, coming right up!
context: I still don't think I can win!\Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up! response:	Me
context: Then it'll be a sneak attack times 3.\Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me response:	Kengo
context: Times 3?\First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me\Kengo response:	Riki
context: First, I'll pretend to trip and take out Kengo's legs.\Me\Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me\Kengo\Riki response:	and throw a tray at Kengo's head.
context: Me\Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me\Kengo\Riki\and throw a tray at Kengo's head. response:	Then he'll put his hands behind his head in defense.
context: Kengo\Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me\Kengo\Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense. response:	Then you'll shout, Miyazawa Kengo, I've got you!
context: Naturally, Kengo will jump to avoid me.\Next, Riki will shout, Set meal A, coming right up!\Me\Kengo\Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you! response:	while kicking him from behind.
context: Next, Riki will shout, Set meal A, coming right up!\Me\Kengo\Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind. response:	I'm pretty sure he won't even feel it...
context: Me\Kengo\Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it... response:	Get a running start and put your soul into it!
context: Kengo\Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it! response:	Sprint from 200 meters away!
context: Riki\and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away! response:	That's a long hallway...
context: and throw a tray at Kengo's head.\Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway... response:	You mean slam into him?
context: Then he'll put his hands behind his head in defense.\Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway...\You mean slam into him? response:	Yeah.
context: Then you'll shout, Miyazawa Kengo, I've got you!\while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway...\You mean slam into him?\Yeah. response:	He'll have no way to dodge.
context: while kicking him from behind.\I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway...\You mean slam into him?\Yeah.\He'll have no way to dodge. response:	If you have the momentum, he'll fly!
context: I'm pretty sure he won't even feel it...\Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway...\You mean slam into him?\Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly! response:	I can't imagine him flying.
context: Get a running start and put your soul into it!\Sprint from 200 meters away!\That's a long hallway...\You mean slam into him?\Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying. response:	You'll need to hit him hard.
context: Sprint from 200 meters away!\That's a long hallway...\You mean slam into him?\Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard. response:	And then...
context: That's a long hallway...\You mean slam into him?\Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard.\And then... response:	You'll be a legend.
context: You mean slam into him?\Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard.\And then...\You'll be a legend. response:	Sasami's here.
context: Yeah.\He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard.\And then...\You'll be a legend.\Sasami's here. response:	Okay.
context: He'll have no way to dodge.\If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard.\And then...\You'll be a legend.\Sasami's here.\Okay. response:	Kengo's here.
context: If you have the momentum, he'll fly!\I can't imagine him flying.\You'll need to hit him hard.\And then...\You'll be a legend.\Sasami's here.\Okay.\Kengo's here. response:	Mission, start!
context: I can't imagine him flying.\You'll need to hit him hard.\And then...\You'll be a legend.\Sasami's here.\Okay.\Kengo's here.\Mission, start! response:	Hey, you!
context: You'll need to hit him hard.\And then...\You'll be a legend.\Sasami's here.\Okay.\Kengo's here.\Mission, start!\Hey, you! response:	Look out!
context: And then...\You'll be a legend.\Sasami's here.\Okay.\Kengo's here.\Mission, start!\Hey, you!\Look out! response:	Set meal A, coming right up!
context: You'll be a legend.\Sasami's here.\Okay.\Kengo's here.\Mission, start!\Hey, you!\Look out!\Set meal A, coming right up! response:	No, Aikawa-kun!
context: Sasami's here.\Okay.\Kengo's here.\Mission, start!\Hey, you!\Look out!\Set meal A, coming right up!\No, Aikawa-kun! response:	Miyazawa Kengo, I've got you!
context: Okay.\Kengo's here.\Mission, start!\Hey, you!\Look out!\Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you! response:	What's this? Some new game?
context: Kengo's here.\Mission, start!\Hey, you!\Look out!\Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game? response:	Here.
context: Mission, start!\Hey, you!\Look out!\Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game?\Here. response:	Kyousuke made you do it, right?
context: Hey, you!\Look out!\Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game?\Here.\Kyousuke made you do it, right? response:	What a troublemaker.
context: Look out!\Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game?\Here.\Kyousuke made you do it, right?\What a troublemaker. response:	Who is that assailant?
context: Set meal A, coming right up!\No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game?\Here.\Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant? response:	My, it's that rude fellow from before!
context: No, Aikawa-kun!\Miyazawa Kengo, I've got you!\What's this? Some new game?\Here.\Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before! response:	I saw the whole thing.
context: Miyazawa Kengo, I've got you!\What's this? Some new game?\Here.\Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing. response:	You're amazing, Miyazawa-sama!
context: What's this? Some new game?\Here.\Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama! response:	I mean, Miyazawa-san.
context: Here.\Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san. response:	Um... sorry.
context: Kyousuke made you do it, right?\What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry. response:	We'll think of something better next...
context: What a troublemaker.\Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next... response:	No, it's okay.
context: Who is that assailant?\My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next...\No, it's okay. response:	What do you
context: My, it's that rude fellow from before!\I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next...\No, it's okay.\What do you response:	I'll just forget about it.
context: I saw the whole thing.\You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next...\No, it's okay.\What do you\I'll just forget about it. response:	Thanks for everything you've done for me.
context: You're amazing, Miyazawa-sama!\I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next...\No, it's okay.\What do you\I'll just forget about it.\Thanks for everything you've done for me. response:	You're just going to give up?!
context: I mean, Miyazawa-san.\Um... sorry.\We'll think of something better next...\No, it's okay.\What do you\I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?! response:	Rin.
context: Um... sorry.\We'll think of something better next...\No, it's okay.\What do you\I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?!\Rin. response:	Rin, have you ever been in love?
context: We'll think of something better next...\No, it's okay.\What do you\I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?!\Rin.\Rin, have you ever been in love? response:	That's sudden.
context: No, it's okay.\What do you\I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?!\Rin.\Rin, have you ever been in love?\That's sudden. response:	Maybe we tried to fix everything so fast because neither of us have been in love.
context: What do you\I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?!\Rin.\Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love. response:	Isn't love a happy thing?
context: I'll just forget about it.\Thanks for everything you've done for me.\You're just going to give up?!\Rin.\Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing? response:	I'm pretty sure it's a painful thing.
context: Thanks for everything you've done for me.\You're just going to give up?!\Rin.\Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing. response:	Lovesickness...
context: You're just going to give up?!\Rin.\Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness... response:	Just as the word says. It's a real sickness.
context: Rin.\Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness. response:	What about him?
context: Rin, have you ever been in love?\That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness.\What about him? response:	He wants to forget, but he can't.
context: That's sudden.\Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't. response:	He'll be in pain forever.
context: Maybe we tried to fix everything so fast because neither of us have been in love.\Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't.\He'll be in pain forever. response:	Is that how it is?
context: Isn't love a happy thing?\I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is? response:	Probably.
context: I'm pretty sure it's a painful thing.\Lovesickness...\Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is?\Probably. response:	Sounds painful.
context: Lovesickness...\Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is?\Probably.\Sounds painful. response:	What was the task this time?
context: Just as the word says. It's a real sickness.\What about him?\He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is?\Probably.\Sounds painful.\What was the task this time? response:	Ease lovesickness, right?
context: What about him?\He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is?\Probably.\Sounds painful.\What was the task this time?\Ease lovesickness, right? response:	It didn't say to realize his love.
context: He wants to forget, but he can't.\He'll be in pain forever.\Is that how it is?\Probably.\Sounds painful.\What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love. response:	We don't need to get them together.
context: He'll be in pain forever.\Is that how it is?\Probably.\Sounds painful.\What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together. response:	We just need to ease the pain of unrequited love.
context: Is that how it is?\Probably.\Sounds painful.\What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love. response:	Riki, I'll be right back!
context: Probably.\Sounds painful.\What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back! response:	Why do you keep calling me out?
context: Sounds painful.\What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out? response:	I'm sorry.
context: What was the task this time?\Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry. response:	Um...
context: Ease lovesickness, right?\It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry.\Um... response:	It was all my fault.
context: It didn't say to realize his love.\We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry.\Um...\It was all my fault. response:	All? You mean that rude fellow too?
context: We don't need to get them together.\We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry.\Um...\It was all my fault.\All? You mean that rude fellow too? response:	Yeah.
context: We just need to ease the pain of unrequited love.\Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry.\Um...\It was all my fault.\All? You mean that rude fellow too?\Yeah. response:	So please forgive him.
context: Riki, I'll be right back!\Why do you keep calling me out?\I'm sorry.\Um...\It was all my fault.\All? You mean that rude fellow too?\Yeah.\So please forgive him. response:	Well, if that's the case...
context: Why do you keep calling me out?\I'm sorry.\Um...\It was all my fault.\All? You mean that rude fellow too?\Yeah.\So please forgive him.\Well, if that's the case... response:	And...
context: I'm sorry.\Um...\It was all my fault.\All? You mean that rude fellow too?\Yeah.\So please forgive him.\Well, if that's the case...\And... response:	C-Could I get your phone number?
context: Um...\It was all my fault.\All? You mean that rude fellow too?\Yeah.\So please forgive him.\Well, if that's the case...\And...\C-Could I get your phone number? response:	What? You want to be friends with me?
context: It was all my fault.\All? You mean that rude fellow too?\Yeah.\So please forgive him.\Well, if that's the case...\And...\C-Could I get your phone number?\What? You want to be friends with me? response:	Not me...
context: All? You mean that rude fellow too?\Yeah.\So please forgive him.\Well, if that's the case...\And...\C-Could I get your phone number?\What? You want to be friends with me?\Not me... response:	There's this person who wants to be your friend...
context: Yeah.\So please forgive him.\Well, if that's the case...\And...\C-Could I get your phone number?\What? You want to be friends with me?\Not me...\There's this person who wants to be your friend... response:	Then that person can come talk to me directly.
context: So please forgive him.\Well, if that's the case...\And...\C-Could I get your phone number?\What? You want to be friends with me?\Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly. response:	Whenever he sees you, his chest tightens.
context: Well, if that's the case...\And...\C-Could I get your phone number?\What? You want to be friends with me?\Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens. response:	He can't even study because he's thinking about you all the time.
context: And...\C-Could I get your phone number?\What? You want to be friends with me?\Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time. response:	That's the kind of person he is.
context: C-Could I get your phone number?\What? You want to be friends with me?\Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is. response:	I don't know much about stuff like that.
context: What? You want to be friends with me?\Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that. response:	But he was in a lot of pain.
context: Not me...\There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain. response:	Sasa... Saza...
context: There's this person who wants to be your friend...\Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza... response:	Sasasegawa Sasami!
context: Then that person can come talk to me directly.\Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami! response:	Please!
context: Whenever he sees you, his chest tightens.\He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami!\Please! response:	I don't care about him.
context: He can't even study because he's thinking about you all the time.\That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami!\Please!\I don't care about him. response:	But I know the pain in his chest.
context: That's the kind of person he is.\I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami!\Please!\I don't care about him.\But I know the pain in his chest. response:	Wait right there.
context: I don't know much about stuff like that.\But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami!\Please!\I don't care about him.\But I know the pain in his chest.\Wait right there. response:	I'll bring my phone.
context: But he was in a lot of pain.\Sasa... Saza...\Sasasegawa Sasami!\Please!\I don't care about him.\But I know the pain in his chest.\Wait right there.\I'll bring my phone. response:	Sazazegawa Sazami!
context: Sasa... Saza...\Sasasegawa Sasami!\Please!\I don't care about him.\But I know the pain in his chest.\Wait right there.\I'll bring my phone.\Sazazegawa Sazami! response:	It's Sasasegawa Sasami!
context: Sasasegawa Sasami!\Please!\I don't care about him.\But I know the pain in his chest.\Wait right there.\I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami! response:	It's Sasami's phone number.
context: Please!\I don't care about him.\But I know the pain in his chest.\Wait right there.\I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number. response:	But you can only send one text per day!
context: I don't care about him.\But I know the pain in his chest.\Wait right there.\I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day! response:	You'll need to get to know her better before anything else!
context: But I know the pain in his chest.\Wait right there.\I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else! response:	Also, try not to think about her except when you're texting.
context: Wait right there.\I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting. response:	And do your studying.
