context: In my opinion response:	Bai Qian does not take this marriage arrangement seriously either.
context: Shut up.\Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness. response:	Seize her.
context: Your Highness, I defied your wishes. Please spare my life, Your Highness!\Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her. response:	Dispose of her cleanly.
context: Spare your life?\If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her.\Dispose of her cleanly. response:	- Yes. - Yes.
context: If you were not with child, perhaps I could have spared your life.\But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her.\Dispose of her cleanly.\- Yes. - Yes. response:	Xuan Nu, you will meet a cruel end!
context: But now that you have his child as nothing but a lowly servant\how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her.\Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end! response:	I have been loyal and devoted to you, yet you treat me in this manner!
context: how can I spare you?\Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her.\Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner! response:	You call me a lowly servant?
context: Do you want His Majesty to be ridiculed by the whole world?\Your Highness.\Seize her.\Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant? response:	It is only that you are unable to bear a child yourself!
context: Your Highness.\Seize her.\Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself! response:	You envy me for
context: Seize her.\Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for response:	bearing His Majesty's child after only three months!
context: Dispose of her cleanly.\- Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months! response:	You deserve this! It is retribution!
context: - Yes. - Yes.\Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution! response:	It is your retribution for betraying Qing Qiu!
context: Xuan Nu, you will meet a cruel end!\I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu! response:	You will never have children in this lifetime!
context: I have been loyal and devoted to you, yet you treat me in this manner!\You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime! response:	I will have you know in this very moment what it means to meet a cruel end.
context: You call me a lowly servant?\It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end. response:	Toss her out to the Arctic Lands.
context: It is only that you are unable to bear a child yourself!\You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands. response:	- Feed her to the snow wolves. - Yes!
context: You envy me for\bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes! response:	Xuan Nu, you will meet a cruel end! A cruel end!
context: bearing His Majesty's child after only three months!\You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end! response:	Aunt!
context: You deserve this! It is retribution!\It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt! response:	Aunt.
context: It is your retribution for betraying Qing Qiu!\You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt. response:	The little fox is back.
context: You will never have children in this lifetime!\I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt.\The little fox is back. response:	I rushed back just to celebrate your birthday, Aunt.
context: I will have you know in this very moment what it means to meet a cruel end.\Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt. response:	May you continue to be the world's number one beauty.
context: Toss her out to the Arctic Lands.\- Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty. response:	Does it make you happy to hear that?
context: - Feed her to the snow wolves. - Yes!\Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that? response:	It does.
context: Xuan Nu, you will meet a cruel end! A cruel end!\Aunt!\Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does. response:	You are still the same, old but playful.
context: Aunt!\Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does.\You are still the same, old but playful. response:	You dare call me old?
context: Aunt.\The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does.\You are still the same, old but playful.\You dare call me old? response:	I'll have you be a fox for a bit, then.
context: The little fox is back.\I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does.\You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then. response:	This is nice.
context: I rushed back just to celebrate your birthday, Aunt.\May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does.\You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then.\This is nice. response:	Who knows where you stole it from, though.
context: May you continue to be the world's number one beauty.\Does it make you happy to hear that?\It does.\You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though. response:	Where is Aunt going?
context: Does it make you happy to hear that?\It does.\You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though.\Where is Aunt going? response:	Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog
context: It does.\You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog response:	and worshipped by all the gods.
context: You are still the same, old but playful.\You dare call me old?\I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods. response:	How come it has fallen to such a state now?
context: You dare call me old?\I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now? response:	So this is the legendary Kunlun Mountain?
context: I'll have you be a fox for a bit, then.\This is nice.\Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain? response:	From this day forth
context: This is nice.\Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth response:	you will follow Kunlun Mountain's God of War, Mo Yuan
context: Who knows where you stole it from, though.\Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan response:	as his 16th disciple, Zi Lan.
context: Where is Aunt going?\Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan. response:	Thank you, Master.
context: Back in the day, Kunlun Mountain was a picture of grandeur, blanketed by fog\and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master. response:	17th disciple, Si Yin.
context: and worshipped by all the gods.\How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin. response:	Thank you, Master.
context: How come it has fallen to such a state now?\So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin.\Thank you, Master. response:	Master!
context: So this is the legendary Kunlun Mountain?\From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin.\Thank you, Master.\Master! response:	This is my heavenly trial, Master!
context: From this day forth\you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin.\Thank you, Master.\Master!\This is my heavenly trial, Master! response:	Ninth.
context: you will follow Kunlun Mountain's God of War, Mo Yuan\as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin.\Thank you, Master.\Master!\This is my heavenly trial, Master!\Ninth. response:	Ninth!
context: as his 16th disciple, Zi Lan.\Thank you, Master.\17th disciple, Si Yin.\Thank you, Master.\Master!\This is my heavenly trial, Master!\Ninth.\Ninth! response:	Wait for me.
context: Thank you, Master.\17th disciple, Si Yin.\Thank you, Master.\Master!\This is my heavenly trial, Master!\Ninth.\Ninth!\Wait for me. response:	Master!
context: 17th disciple, Si Yin.\Thank you, Master.\Master!\This is my heavenly trial, Master!\Ninth.\Ninth!\Wait for me.\Master! response:	Yesterday, I passed through Ten-mile Peach Tree Woods
context: Thank you, Master.\Master!\This is my heavenly trial, Master!\Ninth.\Ninth!\Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods response:	and brought back for you three peach blossom wines by Zhe Yan.
context: Master!\This is my heavenly trial, Master!\Ninth.\Ninth!\Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan. response:	Why did you bring wine back for me?
context: This is my heavenly trial, Master!\Ninth.\Ninth!\Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me? response:	Isn't it your birthday tomorrow?
context: Ninth.\Ninth!\Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow? response:	Aunt came here in the middle of the night just to steal some wine to drink?
context: Ninth!\Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink? response:	Oh no!
context: Wait for me.\Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no! response:	Little girl, you've followed me a long way here.
context: Master!\Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here. response:	Did you find a moment to admire
context: Yesterday, I passed through Ten-mile Peach Tree Woods\and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire response:	the finest sacred land of the Celestial Tribe?
context: and brought back for you three peach blossom wines by Zhe Yan.\Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe? response:	I will be traveling far away.
context: Why did you bring wine back for me?\Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away. response:	A magic technique is recorded in this scroll.
context: Isn't it your birthday tomorrow?\Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll. response:	I am the only one who knows this technique now.
context: Aunt came here in the middle of the night just to steal some wine to drink?\Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now. response:	If I die, this technique will be lost forever.
context: Oh no!\Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever. response:	The world would be in big trouble.
context: Little girl, you've followed me a long way here.\Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble. response:	This bell of yours was given to you by Dong Hua Dijun, wasn't it?
context: Did you find a moment to admire\the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it? response:	I knew at first glance.
context: the finest sacred land of the Celestial Tribe?\I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance. response:	As for how you got this bell
context: I will be traveling far away.\A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell response:	if I live to return, I will interrogate you then.
context: A magic technique is recorded in this scroll.\I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then. response:	Why would you say that?
context: I am the only one who knows this technique now.\If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that? response:	Where are you going, Aunt?
context: If I die, this technique will be lost forever.\The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt? response:	You must want to ask me where I am going.
context: The world would be in big trouble.\This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going. response:	You must also know
context: This bell of yours was given to you by Dong Hua Dijun, wasn't it?\I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going.\You must also know response:	if it is something I don't want to tell
context: I knew at first glance.\As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going.\You must also know\if it is something I don't want to tell response:	nobody would be able to find out from me.
context: As for how you got this bell\if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going.\You must also know\if it is something I don't want to tell\nobody would be able to find out from me. response:	Sleep here for three days.
context: if I live to return, I will interrogate you then.\Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going.\You must also know\if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days. response:	After three ways, the barrier spell I use to protect you will be broken
context: Why would you say that?\Where are you going, Aunt?\You must want to ask me where I am going.\You must also know\if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken response:	shaking the bell, and summoning Dijun for you.
context: Where are you going, Aunt?\You must want to ask me where I am going.\You must also know\if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you. response:	Sleep.
context: You must want to ask me where I am going.\You must also know\if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep. response:	Is the seal indeed about to be lifted?
context: You must also know\if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted? response:	Save your life, immortal.
context: if it is something I don't want to tell\nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal. response:	It's been 70,000 years.
context: nobody would be able to find out from me.\Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years. response:	Mo Yuan's soul has scattered.
context: Sleep here for three days.\After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered. response:	But I have merely been imprisoned for 70,000 years.
context: After three ways, the barrier spell I use to protect you will be broken\shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years. response:	Qing Cang, do you think you can live freely after 70,000 years?
context: shaking the bell, and summoning Dijun for you.\Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years? response:	Although my master is no longer here
context: Sleep.\Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here response:	he passed on the sealing spell to me.
context: Is the seal indeed about to be lifted?\Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me. response:	I, Bai Qian, will seal you away for another 70,000 years
context: Save your life, immortal.\It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years response:	even if I lose my life doing it.
context: It's been 70,000 years.\Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it. response:	You are Mo Yuan's disciple?
context: Mo Yuan's soul has scattered.\But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple? response:	Who exactly are you?
context: But I have merely been imprisoned for 70,000 years.\Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you? response:	I am Qing Qiu's queen, Bai Qian.
context: Qing Cang, do you think you can live freely after 70,000 years?\Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian. response:	That is, Si Yin of the past!
context: Although my master is no longer here\he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past! response:	Crimson hellfire?
context: he passed on the sealing spell to me.\I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire? response:	You attempt to seal me in?
context: I, Bai Qian, will seal you away for another 70,000 years\even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in? response:	Only if it is Mo Yuan, back from the dead!
context: even if I lose my life doing it.\You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead! response:	I shall have your appearance and powers repressed
context: You are Mo Yuan's disciple?\Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed response:	and you shall live out the rest of your life
context: Who exactly are you?\I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life response:	suffering the hardships of mortality in the mortal realm
context: I am Qing Qiu's queen, Bai Qian.\That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm response:	never knowing who you really are!
context: That is, Si Yin of the past!\Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are! response:	Just yesterday, Qing Cang was displaying signs of waking.
context: Crimson hellfire?\You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking. response:	How come it is so calm today?
context: You attempt to seal me in?\Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today? response:	Greetings, Dijun.
context: Only if it is Mo Yuan, back from the dead!\I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun. response:	Why are you in such a state?
context: I shall have your appearance and powers repressed\and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun.\Why are you in such a state? response:	Report, Dijun.
context: and you shall live out the rest of your life\suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun.\Why are you in such a state?\Report, Dijun. response:	At daybreak
context: suffering the hardships of mortality in the mortal realm\never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun.\Why are you in such a state?\Report, Dijun.\At daybreak response:	the Bell of the East Emperor did seem to have unusual activity.
context: never knowing who you really are!\Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun.\Why are you in such a state?\Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity. response:	However, just as I popped my head out to look
context: Just yesterday, Qing Cang was displaying signs of waking.\How come it is so calm today?\Greetings, Dijun.\Why are you in such a state?\Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look response:	I was sent back down by an extremely beautiful lady.
context: How come it is so calm today?\Greetings, Dijun.\Why are you in such a state?\Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look\I was sent back down by an extremely beautiful lady. response:	Extremely beautiful lady?
context: Greetings, Dijun.\Why are you in such a state?\Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look\I was sent back down by an extremely beautiful lady.\Extremely beautiful lady? response:	Exactly.
context: Why are you in such a state?\Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look\I was sent back down by an extremely beautiful lady.\Extremely beautiful lady?\Exactly. response:	Was it the young lady who came with me yesterday?
context: Report, Dijun.\At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look\I was sent back down by an extremely beautiful lady.\Extremely beautiful lady?\Exactly.\Was it the young lady who came with me yesterday? response:	Then who could it have been?
context: At daybreak\the Bell of the East Emperor did seem to have unusual activity.\However, just as I popped my head out to look\I was sent back down by an extremely beautiful lady.\Extremely beautiful lady?\Exactly.\Was it the young lady who came with me yesterday?\Then who could it have been? response:	Oh, yes.
