context: What a weird dream. response:	My name is Iwatani Naofumi.
context: Are you saying we'll have to fight alongside a guy like him?\Screw that!\I'll handle the Waves my way, then!\Don't move!\Get off of me already!\This guy...\What'll it be?\Will you throw me in jail until the Waves arrive? response:	I won't imprison you.
context: Screw that!\I'll handle the Waves my way, then!\Don't move!\Get off of me already!\This guy...\What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you. response:	There's hardly any time until the next Wave.
context: I'll handle the Waves my way, then!\Don't move!\Get off of me already!\This guy...\What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave. response:	Scum or not, you're still a hero, one of the only beings who can fight the Waves.
context: Don't move!\Get off of me already!\This guy...\What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves. response:	But news of your crime is already spreading among the people.
context: Get off of me already!\This guy...\What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people. response:	That is your punishment.
context: This guy...\What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment. response:	Don't think you'll ever get to lead a decent life in this country.
context: What'll it be?\Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country. response:	I know that already!
context: Will you throw me in jail until the Waves arrive?\I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already! response:	This is what you wanted, right?
context: I won't imprison you.\There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right? response:	You can shove it up your ass!
context: There's hardly any time until the next Wave.\Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right?\You can shove it up your ass! response:	Hey! Wait a second!
context: Scum or not, you're still a hero, one of the only beings who can fight the Waves.\But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second! response:	I'm really weak, you see.
context: But news of your crime is already spreading among the people.\That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see. response:	I don't have a second to waste.
context: That is your punishment.\Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste. response:	And just like that,
context: Don't think you'll ever get to lead a decent life in this country.\I know that already!\This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste.\And just like that, response:	all my money, respect, and trust was gone.
context: I know that already!\This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone. response:	I lost it all.
context: This is what you wanted, right?\You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone.\I lost it all. response:	Hey, kid with the shield.
context: You can shove it up your ass!\Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield. response:	I heard what you did to that girl.
context: Hey! Wait a second!\I'm really weak, you see.\I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield.\I heard what you did to that girl. response:	You deserve a punch to the face!
context: I'm really weak, you see.\I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face! response:	You too?
context: I don't have a second to waste.\And just like that,\all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face!\You too? response:	You...
context: And just like that,\all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face!\You too?\You... response:	What? Weren't you going to punch me?
context: all my money, respect, and trust was gone.\I lost it all.\Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face!\You too?\You...\What? Weren't you going to punch me? response:	I changed my mind.
context: I lost it all.\Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face!\You too?\You...\What? Weren't you going to punch me?\I changed my mind. response:	Good. You were about to lose your life there.
context: Hey, kid with the shield.\I heard what you did to that girl.\You deserve a punch to the face!\You too?\You...\What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there. response:	Wait a second.
context: I heard what you did to that girl.\You deserve a punch to the face!\You too?\You...\What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there.\Wait a second. response:	You'll never make it dressed like that. Consider this a parting gift.
context: You deserve a punch to the face!\You too?\You...\What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift. response:	How much?
context: You too?\You...\What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much? response:	Doesn't matter.
context: You...\What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter. response:	But let's call it a clearance sale and say five coppers.
context: What? Weren't you going to punch me?\I changed my mind.\Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers. response:	Gotcha.
context: I changed my mind.\Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha. response:	I promise to come pay you someday.
context: Good. You were about to lose your life there.\Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday. response:	Don't die, kid.
context: Wait a second.\You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday.\Don't die, kid. response:	Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39
context: You'll never make it dressed like that. Consider this a parting gift.\How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39 response:	Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2
context: How much?\Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2 response:	Shield Hero
context: Doesn't matter.\But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero response:	Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15
context: But let's call it a clearance sale and say five coppers.\Gotcha.\I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15 response:	Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0
context: Gotcha.\I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0 response:	Equipment Small Shield Hemp Outfit Ragged Cape
context: I promise to come pay you someday.\Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape response:	I fight all night and finally hit Level 2, huh?
context: Don't die, kid.\Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh? response:	Well, for these things...
context: Max HP: 167 ATK: 1 M.DEF: 29 MAX MP: 47 MAG: 16 DEX: 13 MAX SP: 50 P.DEF: 39\Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things... response:	How does 1 copper for a pair sound?
context: Battle: Orange Balloon Defeated Exp: Naofumi +1 Battle: Orange Balloon Defeated Exp: Naofumi +1 Level Up: Naofumi Lv.1 -> 2\Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound? response:	Sure. I'll take that.
context: Shield Hero\Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that. response:	Thanks.
context: Status ATK: 1 MAG: 16 P.DEF: 53 M.DEF: 37 DEX: 15\Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks. response:	Come again.
context: Affinity Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks.\Come again. response:	Buy these.
context: Equipment Small Shield Hemp Outfit Ragged Cape\I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks.\Come again.\Buy these. response:	Oh? Orange balloons, huh?
context: I fight all night and finally hit Level 2, huh?\Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks.\Come again.\Buy these.\Oh? Orange balloons, huh? response:	Twenty in all.
context: Well, for these things...\How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks.\Come again.\Buy these.\Oh? Orange balloons, huh?\Twenty in all. response:	How does 1 copper sound?
context: How does 1 copper for a pair sound?\Sure. I'll take that.\Thanks.\Come again.\Buy these.\Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound? response:	Didn't you offer that guy 1 copper for two?
context: Sure. I'll take that.\Thanks.\Come again.\Buy these.\Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two? response:	Did I, now?
context: Thanks.\Come again.\Buy these.\Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now? response:	You must understand, I have a business to run.
context: Come again.\Buy these.\Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run. response:	That so?
context: Buy these.\Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run.\That so? response:	Will these things fetch a better price, then?
context: Oh? Orange balloons, huh?\Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run.\That so?\Will these things fetch a better price, then? response:	They're pretty lively.
context: Twenty in all.\How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run.\That so?\Will these things fetch a better price, then?\They're pretty lively. response:	Gah!
context: How does 1 copper sound?\Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run.\That so?\Will these things fetch a better price, then?\They're pretty lively.\Gah! response:	S-Stop it!
context: Didn't you offer that guy 1 copper for two?\Did I, now?\You must understand, I have a business to run.\That so?\Will these things fetch a better price, then?\They're pretty lively.\Gah!\S-Stop it! response:	I'm not trying to rip you off here.
context: Did I, now?\You must understand, I have a business to run.\That so?\Will these things fetch a better price, then?\They're pretty lively.\Gah!\S-Stop it!\I'm not trying to rip you off here. response:	All I want is a fair market price.
context: You must understand, I have a business to run.\That so?\Will these things fetch a better price, then?\They're pretty lively.\Gah!\S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price. response:	Or wait, do you hate me for some reason, maybe?
context: That so?\Will these things fetch a better price, then?\They're pretty lively.\Gah!\S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe? response:	F-Fine! I get it!
context: Will these things fetch a better price, then?\They're pretty lively.\Gah!\S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it! response:	I understand, so get these things off me!
context: They're pretty lively.\Gah!\S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me! response:	We have a deal.
context: Gah!\S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me!\We have a deal. response:	Instead of trying to fleece me, if you buy from me regularly,
context: S-Stop it!\I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly, response:	I'm willing to give you a small discount.
context: I'm not trying to rip you off here.\All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount. response:	C-Consider it done!
context: All I want is a fair market price.\Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done! response:	As much as I'd like to refuse, the goods and money are without sin.
context: Or wait, do you hate me for some reason, maybe?\F-Fine! I get it!\I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin. response:	Also, feel free to tell people all about me.
context: F-Fine! I get it!\I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me. response:	Tell them that any trader that messes with me will end up with bite marks all over.
context: I understand, so get these things off me!\We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over. response:	No need to ask me. I was about to do just that.
context: We have a deal.\Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that. response:	To a long business relationship.
context: Instead of trying to fleece me, if you buy from me regularly,\I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship. response:	Aren't these...
context: I'm willing to give you a small discount.\C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these... response:	New Shields Unlocked
context: C-Consider it done!\As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these...\New Shields Unlocked response:	There are shields with available skill unlocks.
context: As much as I'd like to refuse, the goods and money are without sin.\Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these...\New Shields Unlocked\There are shields with available skill unlocks. response:	Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.
context: Also, feel free to tell people all about me.\Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these...\New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses. response:	So by mastering a shield, I can keep its abilities even after I switch to another one?
context: Tell them that any trader that messes with me will end up with bite marks all over.\No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these...\New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one? response:	Leaf Shield.
context: No need to ask me. I was about to do just that.\To a long business relationship.\Aren't these...\New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield. response:	This really is like a game, through and through.
context: To a long business relationship.\Aren't these...\New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through. response:	Foraging Skill 1 Activated Aero: *
context: Aren't these...\New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: * response:	It can improve the mat's quality?
context: New Shields Unlocked\There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality? response:	Wow, this is good stuff.
context: There are shields with available skill unlocks.\Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff. response:	Where did you get these?
context: Mastery Bonus When a shield is used for a while to achieve a certain level of proficiency, it will grant its wielder permanent bonuses.\So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these? response:	In the forest right outside the castle.
context: So by mastering a shield, I can keep its abilities even after I switch to another one?\Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle. response:	Didn't you know?
context: Leaf Shield.\This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle.\Didn't you know? response:	Hmm... I never knew you could find such fine stuff there.
context: This really is like a game, through and through.\Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there. response:	I was sure the quality was more average.
context: Foraging Skill 1 Activated Aero: *\It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average. response:	Ever since that day, nothing I eat has any flavor.
context: It can improve the mat's quality?\Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor. response:	O Great Shield Hero,
context: Wow, this is good stuff.\Where did you get these?\In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero, response:	we'll join your party.
context: Where did you get these?\In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party. response:	Yeah, yeah. Thank your lucky stars.
context: In the forest right outside the castle.\Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars. response:	Let's go ahead and discuss the terms first.
context: Didn't you know?\Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first. response:	Okay!
context: Hmm... I never knew you could find such fine stuff there.\I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay! response:	Your pay will be entirely performance-based.
context: I was sure the quality was more average.\Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based. response:	I trust you know what that means.
context: Ever since that day, nothing I eat has any flavor.\O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based.\I trust you know what that means. response:	Nope, no clue!
context: O Great Shield Hero,\we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue! response:	It means you'll be paid according to the loot we get on our adventure.
context: we'll join your party.\Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure. response:	I'm the leader, so I'll take at least 40 percent.
context: Yeah, yeah. Thank your lucky stars.\Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent. response:	I'll split the rest at my discretion.
context: Let's go ahead and discuss the terms first.\Okay!\Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion. response:	If you do nothing, you get paid nothing.
context: Okay!\Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing. response:	The hell? That means you could keep it all for yourself!
context: Your pay will be entirely performance-based.\I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself! response:	I promise to pay you if you do your job.
context: I trust you know what that means.\Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job. response:	If you can do your job.
context: Nope, no clue!\It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job. response:	Let's go get us some equipment, then!
context: It means you'll be paid according to the loot we get on our adventure.\I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then! response:	Buy your equipment yourselves.
