context: Miyagi Prefecture Tokonami High School response:	It's official.
context: He said he has stuff to do.\Shimada Mart\He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve? response:	Oh, yeah. I used it in that match.
context: Shimada Mart\He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match. response:	But the Inter-High preliminaries start soon, right?
context: He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right? response:	It'll be hard to learn it in such short time.
context: Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time. response:	Probably.
context: I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably. response:	I probably won't be able to play this time around, anyway.
context: I knew you looked familiar.\Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway. response:	There's no way a first-year like me can replace a third-year.
context: Um...\Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year. response:	But...
context: Will you teach me how to do a jump float serve?\Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But... response:	I don't want to be the only first-year who has to sit out.
context: Oh, yeah. I used it in that match.\But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out. response:	Tsukishima
context: But the Inter-High preliminaries start soon, right?\It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out.\Tsukishima response:	All School Sports Clubs Pep Rally
context: It'll be hard to learn it in such short time.\Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally response:	Miyagi Prefecture Tokonami High School
context: Probably.\I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School response:	Inter-High
context: I probably won't be able to play this time around, anyway.\There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High response:	Good job.
context: There's no way a first-year like me can replace a third-year.\But...\I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High\Good job. response:	Go home and go to sleep early tonight.
context: But...\I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High\Good job.\Go home and go to sleep early tonight. response:	Yeah.
context: I don't want to be the only first-year who has to sit out.\Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High\Good job.\Go home and go to sleep early tonight.\Yeah. response:	Okay, that'll do it.
context: Tsukishima\All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High\Good job.\Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it. response:	Just a second.
context: All School Sports Clubs Pep Rally\Miyagi Prefecture Tokonami High School\Inter-High\Good job.\Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it.\Just a second. response:	One more thing. Shimizu-san?
context: Miyagi Prefecture Tokonami High School\Inter-High\Good job.\Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it.\Just a second.\One more thing. Shimizu-san? response:	I'm not good at cheering, but...
context: Inter-High\Good job.\Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it.\Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but... response:	Sensei, if you will?
context: Good job.\Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it.\Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will? response:	Leave it to me.
context: Go home and go to sleep early tonight.\Yeah.\Okay, that'll do it.\Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will?\Leave it to me. response:	Sensei, I can do the carrying.
context: Yeah.\Okay, that'll do it.\Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying. response:	Don't worry about it.
context: Okay, that'll do it.\Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying.\Don't worry about it. response:	What's going on?
context: Just a second.\One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying.\Don't worry about it.\What's going on? response:	One, two...
context: One more thing. Shimizu-san?\I'm not good at cheering, but...\Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying.\Don't worry about it.\What's going on?\One, two... response:	Fly
context: I'm not good at cheering, but...\Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying.\Don't worry about it.\What's going on?\One, two...\Fly response:	Fly
context: Sensei, if you will?\Leave it to me.\Sensei, I can do the carrying.\Don't worry about it.\What's going on?\One, two...\Fly\Fly response:	I didn't know we had that.
context: Leave it to me.\Sensei, I can do the carrying.\Don't worry about it.\What's going on?\One, two...\Fly\Fly\I didn't know we had that. response:	I found it while cleaning, so I washed it.
context: Sensei, I can do the carrying.\Don't worry about it.\What's going on?\One, two...\Fly\Fly\I didn't know we had that.\I found it while cleaning, so I washed it. response:	I'm getting fired up!
context: Don't worry about it.\What's going on?\One, two...\Fly\Fly\I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up! response:	That's our Kiyoko-san! Great job!
context: What's going on?\One, two...\Fly\Fly\I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job! response:	All right! Let's get fired up!
context: One, two...\Fly\Fly\I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up! response:	Wait.
context: Fly\Fly\I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait. response:	She's...
context: Fly\I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait.\She's... response:	Do...
context: I didn't know we had that.\I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait.\She's...\Do... response:	Do?
context: I found it while cleaning, so I washed it.\I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait.\She's...\Do...\Do? response:	Do your best.
context: I'm getting fired up!\That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait.\She's...\Do...\Do?\Do your best. response:	Fly
context: That's our Kiyoko-san! Great job!\All right! Let's get fired up!\Wait.\She's...\Do...\Do?\Do your best.\Fly response:	Shimizu!
context: All right! Let's get fired up!\Wait.\She's...\Do...\Do?\Do your best.\Fly\Shimizu! response:	No one ever did anything like this for us before!
context: Wait.\She's...\Do...\Do?\Do your best.\Fly\Shimizu!\No one ever did anything like this for us before! response:	Even the captain?
context: She's...\Do...\Do?\Do your best.\Fly\Shimizu!\No one ever did anything like this for us before!\Even the captain? response:	Those guys... they're speechless.
context: Do...\Do?\Do your best.\Fly\Shimizu!\No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless. response:	They usually never shut up.
context: Do?\Do your best.\Fly\Shimizu!\No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless.\They usually never shut up. response:	You're all out of control.
context: Do your best.\Fly\Shimizu!\No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless.\They usually never shut up.\You're all out of control. response:	We're going to win the first round for sure!
context: Fly\Shimizu!\No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless.\They usually never shut up.\You're all out of control.\We're going to win the first round for sure! response:	Yeah.
context: Shimizu!\No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless.\They usually never shut up.\You're all out of control.\We're going to win the first round for sure!\Yeah. response:	We have the strength of a hundred men!
context: No one ever did anything like this for us before!\Even the captain?\Those guys... they're speechless.\They usually never shut up.\You're all out of control.\We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men! response:	First one here! First one here!
context: Even the captain?\Those guys... they're speechless.\They usually never shut up.\You're all out of control.\We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men!\First one here! First one here! response:	You bastard! Stop, Kageyama.
context: Those guys... they're speechless.\They usually never shut up.\You're all out of control.\We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama. response:	That makes 31 wins and 30 losses for me.
context: They usually never shut up.\You're all out of control.\We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me. response:	And one draw.
context: You're all out of control.\We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw. response:	That's not right.
context: We're going to win the first round for sure!\Yeah.\We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw.\That's not right. response:	It is right. I won.
context: Yeah.\We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw.\That's not right.\It is right. I won. response:	I've won 30 times, and that was my 32nd loss.
context: We have the strength of a hundred men!\First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw.\That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss. response:	Around this time last year, you defeated my team.
context: First one here! First one here!\You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw.\That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team. response:	We got crushed.
context: You bastard! Stop, Kageyama.\That makes 31 wins and 30 losses for me.\And one draw.\That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed. response:	Yukigaoka Kitagawa Daiichi
context: That makes 31 wins and 30 losses for me.\And one draw.\That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi response:	If you're the king that rules the court...
context: And one draw.\That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court... response:	I'll have to defeat you, and I'll be the last one standing.
context: That's not right.\It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing. response:	I promise I'll defeat you.
context: It is right. I won.\I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you. response:	Even if takes me ten years, or twenty years, I will.
context: I've won 30 times, and that was my 32nd loss.\Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will. response:	You plan on playing on the same level as me, then.
context: Around this time last year, you defeated my team.\We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then. response:	Yeah, that's right.
context: We got crushed.\Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right. response:	Even if I'm the best in Japan, or the whole world?
context: Yukigaoka Kitagawa Daiichi\If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world? response:	The whole world?
context: If you're the king that rules the court...\I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world? response:	O-Of course.
context: I'll have to defeat you, and I'll be the last one standing.\I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course. response:	And don't call me King.
context: I promise I'll defeat you.\Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course.\And don't call me King. response:	Ouch.
context: Even if takes me ten years, or twenty years, I will.\You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course.\And don't call me King.\Ouch. response:	Ouch...
context: You plan on playing on the same level as me, then.\Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course.\And don't call me King.\Ouch.\Ouch... response:	Let's go. Today we take our first step toward that goal.
context: Yeah, that's right.\Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course.\And don't call me King.\Ouch.\Ouch...\Let's go. Today we take our first step toward that goal. response:	Yeah.
context: Even if I'm the best in Japan, or the whole world?\The whole world?\O-Of course.\And don't call me King.\Ouch.\Ouch...\Let's go. Today we take our first step toward that goal.\Yeah. response:	Next Episode Preview
context: The whole world?\O-Of course.\And don't call me King.\Ouch.\Ouch...\Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview response:	Tanaka-senpai, why are you crying?
context: O-Of course.\And don't call me King.\Ouch.\Ouch...\Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying? response:	Kiyoko-san said, Do your best.
context: And don't call me King.\Ouch.\Ouch...\Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying?\Kiyoko-san said, Do your best. response:	But that was yesterday.
context: Ouch.\Ouch...\Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying?\Kiyoko-san said, Do your best.\But that was yesterday. response:	Ryu, don't remind me!
context: Ouch...\Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying?\Kiyoko-san said, Do your best.\But that was yesterday.\Ryu, don't remind me! response:	I don't get you guys...
context: Let's go. Today we take our first step toward that goal.\Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying?\Kiyoko-san said, Do your best.\But that was yesterday.\Ryu, don't remind me!\I don't get you guys... response:	Episode 15: Revival
context: Yeah.\Next Episode Preview\Tanaka-senpai, why are you crying?\Kiyoko-san said, Do your best.\But that was yesterday.\Ryu, don't remind me!\I don't get you guys...\Episode 15: Revival response:	Next time on Haikyu!! : Revival
