context: If I were to die now, I doubt Ren would die with me anymore. response:	But that's fine. That's how it should be.
context: Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought. response:	I guess Ren's pretty popular with the peop-.
context: - Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-. response:	That means we don't hafta spend time on introductions.
context: Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions. response:	I appreciate it, paparazzi.
context: No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi. response:	October 10, 2001. Seven p.m. in Shinjuku.
context: - No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku. response:	You guys all better be thankful
context: - She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful response:	for the fate of just happening to be here right now by coincidence.
context: I can't tell which ones are the hired applauders.\Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence. response:	YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA
context: Looks like we're more famous than I thought.\I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA response:	Hey, Hachi. It's a little far, but that's the safest VIP seat.
context: I guess Ren's pretty popular with the peop-.\That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat. response:	I wonder if the baby in your belly can hear me singing, too.
context: That means we don't hafta spend time on introductions.\I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too. response:	Good morning, everyone! It's Friday, October 26th.
context: I appreciate it, paparazzi.\October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th. response:	Time for Music J.
context: October 10, 2001. Seven p.m. in Shinjuku.\You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J. response:	The first video clip today is of the new Trapnest single,
context: You guys all better be thankful\for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single, response:	Shadow of Love.
context: for the fate of just happening to be here right now by coincidence.\YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love. response:	I wanna wear the same dress as Reira's!
context: YASU MESSAGE FROM NANA I'LL BE WAITING AT 7:00 IN FRONT OF ALTA IN SHINJUKU. NANA\Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's! response:	Huh?
context: Hey, Hachi. It's a little far, but that's the safest VIP seat.\I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's!\Huh? response:	You know, the wedding dress she wears in the promo video!
context: I wonder if the baby in your belly can hear me singing, too.\Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video! response:	It's so beautiful! I totally wanna wear it!
context: Good morning, everyone! It's Friday, October 26th.\Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it! response:	Can they make another of the same?
context: Time for Music J.\The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same? response:	We already ordered a dress. You can't change it now.
context: The first video clip today is of the new Trapnest single,\Shadow of Love.\I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now. response:	You'll make the dressmaker cry.
context: Shadow of Love.\I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry. response:	But I wanna wear it.
context: I wanna wear the same dress as Reira's!\Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it. response:	Then I'll change twice during the reception.
context: Huh?\You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception. response:	That's too many times.
context: You know, the wedding dress she wears in the promo video!\It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception.\That's too many times. response:	Besides, it's not the dress that's pretty.
context: It's so beautiful! I totally wanna wear it!\Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty. response:	It's Reira.
context: Can they make another of the same?\We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty.\It's Reira. response:	It wouldn't look good on you. Give it up.
context: We already ordered a dress. You can't change it now.\You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up. response:	I knew it! You're involved with Reira!
context: You'll make the dressmaker cry.\But I wanna wear it.\Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira! response:	No I'm not! And what do you mean I knew it?
context: But I wanna wear it.\Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it? response:	Oh, Myu! Good morning!
context: Then I'll change twice during the reception.\That's too many times.\Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning! response:	Calcium? Can I have some?
context: That's too many times.\Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some? response:	Hey, Nobu. Will you stop calling me Myu?
context: Besides, it's not the dress that's pretty.\It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu? response:	The name's not Myu. It's Miu.
context: It's Reira.\It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu. response:	But it's too hard to pronounce.
context: It wouldn't look good on you. Give it up.\I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce. response:	Why not? It's a cute nickname.
context: I knew it! You're involved with Reira!\No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname. response:	Everyone says so, and no one pronounces my name properly.
context: No I'm not! And what do you mean I knew it?\Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly. response:	Though I really like my name.
context: Oh, Myu! Good morning!\Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name. response:	No one does? Then I will be the only one to call you Miu.
context: Calcium? Can I have some?\Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu. response:	Are you off today?
context: Hey, Nobu. Will you stop calling me Myu?\The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today? response:	Nope, we'll be on a music show tonight,
context: The name's not Myu. It's Miu.\But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight, response:	so we've got a rehearsal in the afternoon.
context: But it's too hard to pronounce.\Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon. response:	You're really busy, huh?
context: Why not? It's a cute nickname.\Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh? response:	It's already been one month since we moved into the dorm
context: Everyone says so, and no one pronounces my name properly.\Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm response:	and Nobu is getting cozy with the girl next door.
context: Though I really like my name.\No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door. response:	There was no point in us changing rooms!
context: No one does? Then I will be the only one to call you Miu.\Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms! response:	I would've preferred to have him fool around with Yuri.
context: Are you off today?\Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri. response:	Why do people easily drift from one relationship to the next?
context: Nope, we'll be on a music show tonight,\so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next? response:	Until recently all he'd say was,
context: so we've got a rehearsal in the afternoon.\You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was, response:	Hachi, Hachi, Hachi, Hachi.
context: You're really busy, huh?\It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi. response:	They're all such fools. Hachi included.
context: It's already been one month since we moved into the dorm\and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included. response:	But it would be too cruel to force Nobu into a relationship
context: and Nobu is getting cozy with the girl next door.\There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship response:	that has no future. I have no right to do that.
context: There was no point in us changing rooms!\I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that. response:	Hey, this isn't good.
context: I would've preferred to have him fool around with Yuri.\Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good. response:	I'm having... trouble breathing...
context: Why do people easily drift from one relationship to the next?\Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing... response:	Good morning. You going somewhere?
context: Until recently all he'd say was,\Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere? response:	Like, to have your hair cut?
context: Hachi, Hachi, Hachi, Hachi.\They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut? response:	THERE'S NOTHING TO CUT
context: They're all such fools. Hachi included.\But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT response:	THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,
context: But it would be too cruel to force Nobu into a relationship\that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano, response:	No, I have a meeting with Mr. Kawano,
context: that has no future. I have no right to do that.\Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano, response:	so I'll be leaving ahead of you.
context: Hey, this isn't good.\I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you. response:	You're looking pale. Are you feeling okay?
context: I'm having... trouble breathing...\Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay? response:	I'm perfectly fine.
context: Good morning. You going somewhere?\Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine. response:	I can't keep Yasu in unrequited love limbo.
context: Like, to have your hair cut?\THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo. response:	On top of that,
context: THERE'S NOTHING TO CUT\THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that, response:	why did I unwittingly move in next door to him?
context: THERE'S NOTHING TO CUT No, I have a meeting with Mr. Kawano,\No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him? response:	That's pretty cruel.
context: No, I have a meeting with Mr. Kawano,\so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel. response:	One reason I didn't wanna get back with Ren is because
context: so I'll be leaving ahead of you.\You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because response:	I was feeling Yasu's extraordinary love for me.
context: You're looking pale. Are you feeling okay?\I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me. response:	But in the end, I got swept away.
context: I'm perfectly fine.\I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away. response:	I'm just one of the fools.
context: I can't keep Yasu in unrequited love limbo.\On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools. response:	I'll breathe into this just to be safe.
context: On top of that,\why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe. response:	After all, I've got important work to do today.
context: why did I unwittingly move in next door to him?\That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today. response:	I've managed to keep on living even when Ren wasn't around,
context: That's pretty cruel.\One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around, response:	but without Yasu, I'd probably fall apart.
context: One reason I didn't wanna get back with Ren is because\I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart. response:	I've gotta end it.
context: I was feeling Yasu's extraordinary love for me.\But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it. response:	The next time I see Ren, I won't get swept away.
context: But in the end, I got swept away.\I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away. response:	It's been a while
context: I'm just one of the fools.\I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while response:	since we performed live for a music show on TV!
context: I'll breathe into this just to be safe.\After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV! response:	I'm sure the fans are looking forward to it.
context: After all, I've got important work to do today.\I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it. response:	I bet the ratings are gonna be great!
context: I've managed to keep on living even when Ren wasn't around,\but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great! response:	I'm sure of it.
context: but without Yasu, I'd probably fall apart.\I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it. response:	They're throwing us in the pit together.
context: I've gotta end it.\The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together. response:	But even if they pick a fight, I'm not gonna fight back.
context: The next time I see Ren, I won't get swept away.\It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back. response:	- What are you talking about? - Here, say Aaah...
context: It's been a while\since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah... response:	HERE, SAY AAAH - What are you talking about? - Here, say Aaah...
context: since we performed live for a music show on TV!\I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah... response:	HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...
context: I'm sure the fans are looking forward to it.\I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah... response:	- Do not resort to violence, Takumi. - Aaah...
context: I bet the ratings are gonna be great!\I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah... response:	AAAH - Do not resort to violence, Takumi. - Aaah...
context: I'm sure of it.\They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah... response:	BLAST will be performing, too!
context: They're throwing us in the pit together.\But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too! response:	Hey, Hachi.
context: But even if they pick a fight, I'm not gonna fight back.\- What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi. response:	I always thought life was about standing your ground,
context: - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground, response:	no matter how strong the current is.
context: HERE, SAY AAAH - What are you talking about? - Here, say Aaah...\HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is. response:	But going with the flow isn't such a foolish thing after all.
context: HERE, SAY AAAH - Do not resort to violence, Takumi. - Aaah...\- Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all. response:	As long as you're moving forward.
