context: Makise Kurisu! response:	I did knock, for what it's worth.
context: This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler, response:	a question I've been asking for a while now.
context: and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now. response:	Don't believe what SERN says.
context: When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says. response:	343 Name: Nameless Prophet And this results in a dystopia?
context: In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia? response:	They've already succeeded in creating a mini-black hole.
context: replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole. response:	357 Name: Nameless Prophet What's a dystopia?
context: I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia? response:	It would be easiest to describe a dystopia as the revival of communism,
context: 214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.\a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism, response:	and the world's reversion to 18th-century living standards.
context: a research organization, ends up as planetary ruler,\a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards. response:	By 2036, SERN holds most of the world's science and technology.
context: a question I've been asking for a while now.\Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology. response:	472 Name: Nameless Prophet Guess what I had for dinner tomorrow!
context: Don't believe what SERN says.\343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow! response:	473 Name: I want to know the future!
context: 343 Name: Nameless Prophet And this results in a dystopia?\They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future! response:	And you need the IBN 5100 to change this future?
context: They've already succeeded in creating a mini-black hole.\357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future? response:	That's correct.
context: 357 Name: Nameless Prophet What's a dystopia?\It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct. response:	I need the IBN 5100's abilities to stop their plans.
context: It would be easiest to describe a dystopia as the revival of communism,\and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans. response:	558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...
context: and the world's reversion to 18th-century living standards.\By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing... response:	The John Titor who appeared in 2000 said the same thing.
context: By 2036, SERN holds most of the world's science and technology.\472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing. response:	559 Name: Nameless Prophet Dude, just shut up already.
context: 472 Name: Nameless Prophet Guess what I had for dinner tomorrow!\473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already. response:	The me who appeared ten years ago?
context: 473 Name: I want to know the future!\And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago? response:	As I said, I've unfortunately never been to the year 2000.
context: And you need the IBN 5100 to change this future?\That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000. response:	But it's possible you saw me in a different world line.
context: That's correct.\I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line. response:	Interesting.
context: I need the IBN 5100's abilities to stop their plans.\558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting. response:	I'd like to talk to you in detail.
context: 558 Name: Hououin Kyouma The John Titor who appeared in 2000 said the same thing...\The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail. response:	AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -
context: The John Titor who appeared in 2000 said the same thing.\559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- - response:	In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.
context: 559 Name: Nameless Prophet Dude, just shut up already.\The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this. response:	This is my address.
context: The me who appeared ten years ago?\As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address. response:	If you contact me, I'll answer.
context: As I said, I've unfortunately never been to the year 2000.\But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer. response:	I've almost got it.
context: But it's possible you saw me in a different world line.\Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer.\I've almost got it. response:	If I can just get the SQL table list, figuring out the password should be easy.
context: Interesting.\I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy. response:	Good morning!
context: I'd like to talk to you in detail.\AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning! response:	Mayuri?
context: AAA- In 2036, Earth is polluted by nuclear warfare.- I've time traveled from 2036 to get an IBN 5100.- The IBN 5100 has a- hidden function.- Only a few IBN engineers- know this.- -\In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri? response:	What brings you here so early?
context: In 2015, WW3 occurs. In 2036, Earth is polluted by nuclear warfare. I've time traveled from 2036 to get an IBN 5100. The IBN 5100 has a hidden function. Only a few IBN engineers know this.\This is my address.\If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri?\What brings you here so early? response:	I heard you've been up two nights in a row, so I brought snacks.
context: This is my address.\If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks. response:	Here you go.
context: If you contact me, I'll answer.\I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go. response:	Canned oden!
context: I've almost got it.\If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden! response:	Great!
context: If I can just get the SQL table list, figuring out the password should be easy.\Good morning!\Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden!\Great! response:	Bring me another sometime, Mayuri.
context: Good morning!\Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden!\Great!\Bring me another sometime, Mayuri. response:	Mayushii doesn't have enough pocket money to treat you too often.
context: Mayuri?\What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden!\Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often. response:	I need to buy my Rai-Net sausage, also!
context: What brings you here so early?\I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden!\Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also! response:	Upa again?
context: I heard you've been up two nights in a row, so I brought snacks.\Here you go.\Canned oden!\Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again? response:	So I want you to enjoy this!
context: Here you go.\Canned oden!\Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this! response:	There's some for Daru-kun and Kurisu-chan, too.
context: Canned oden!\Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too. response:	That's not it!
context: Great!\Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it! response:	He's not listening at all.
context: Bring me another sometime, Mayuri.\Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all. response:	I told him to rest, though.
context: Mayushii doesn't have enough pocket money to treat you too often.\I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all.\I told him to rest, though. response:	His super haker's soul is burning bright!
context: I need to buy my Rai-Net sausage, also!\Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright! response:	Don't say haker!
context: Upa again?\So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker! response:	But it's bad to nose around in other people's secrets, isn't it?
context: So I want you to enjoy this!\There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it? response:	This is to reveal SERN's plots.
context: There's some for Daru-kun and Kurisu-chan, too.\That's not it!\He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots. response:	Even so...
context: That's not it!\He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so... response:	I'm sure Kurisu-chan left because she was mad.
context: He's not listening at all.\I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad. response:	No, that had nothing to do with the hacking.
context: I told him to rest, though.\His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking. response:	My assistant ran off on her own.
context: His super haker's soul is burning bright!\Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own. response:	I wonder if she'll come back...
context: Don't say haker!\But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back... response:	Huh?
context: But it's bad to nose around in other people's secrets, isn't it?\This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back...\Huh? response:	What?
context: This is to reveal SERN's plots.\Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back...\Huh?\What? response:	I'll trade a satsuma for a beef strip.
context: Even so...\I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back...\Huh?\What?\I'll trade a satsuma for a beef strip. response:	Then I'd rather have an uzura.
context: I'm sure Kurisu-chan left because she was mad.\No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back...\Huh?\What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura. response:	No.
context: No, that had nothing to do with the hacking.\My assistant ran off on her own.\I wonder if she'll come back...\Huh?\What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No. response:	I like uzura almost as much as I like beef strips.
context: My assistant ran off on her own.\I wonder if she'll come back...\Huh?\What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips. response:	Mayushii likes uzura, too!
context: I wonder if she'll come back...\Huh?\What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too! response:	Then I'll give you a chikuwa instead.
context: Huh?\What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead. response:	I guess I like chikuwa more than satsuma.
context: What?\I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma. response:	Okay, then negotiations are concluded.
context: I'll trade a satsuma for a beef strip.\Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded. response:	Then here's my beef strip...
context: Then I'd rather have an uzura.\No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip... response:	I ate it already.
context: No.\I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already. response:	When did you...
context: I like uzura almost as much as I like beef strips.\Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already.\When did you... response:	It was good.
context: Mayushii likes uzura, too!\Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already.\When did you...\It was good. response:	I got it!
context: Then I'll give you a chikuwa instead.\I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already.\When did you...\It was good.\I got it! response:	Now give up, and show me everything.
context: I guess I like chikuwa more than satsuma.\Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already.\When did you...\It was good.\I got it!\Now give up, and show me everything. response:	I got it!
context: Okay, then negotiations are concluded.\Then here's my beef strip...\I ate it already.\When did you...\It was good.\I got it!\Now give up, and show me everything.\I got it! response:	ID get!
context: Then here's my beef strip...\I ate it already.\When did you...\It was good.\I got it!\Now give up, and show me everything.\I got it!\ID get! response:	You did it?
context: I ate it already.\When did you...\It was good.\I got it!\Now give up, and show me everything.\I got it!\ID get!\You did it? response:	Mission complete!
context: When did you...\It was good.\I got it!\Now give up, and show me everything.\I got it!\ID get!\You did it?\Mission complete! response:	Wow!
context: It was good.\I got it!\Now give up, and show me everything.\I got it!\ID get!\You did it?\Mission complete!\Wow! response:	I don't understand, but wow.
context: I got it!\Now give up, and show me everything.\I got it!\ID get!\You did it?\Mission complete!\Wow!\I don't understand, but wow. response:	Well, the hacking's done,
context: Now give up, and show me everything.\I got it!\ID get!\You did it?\Mission complete!\Wow!\I don't understand, but wow.\Well, the hacking's done, response:	but there are limits to what I can see, without being an admin.
context: I got it!\ID get!\You did it?\Mission complete!\Wow!\I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin. response:	It's like I can only see the boobs.
context: ID get!\You did it?\Mission complete!\Wow!\I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs. response:	You're so naughty, Daru-kun.
context: You did it?\Mission complete!\Wow!\I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun. response:	What did you get?
context: Mission complete!\Wow!\I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get? response:	So far, just some e-mail.
context: Wow!\I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail. response:	English?
context: I don't understand, but wow.\Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail.\English? response:	Let's get Dr. Excite in here.
context: Well, the hacking's done,\but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail.\English?\Let's get Dr. Excite in here. response:	No way, that's a pain.
context: but there are limits to what I can see, without being an admin.\It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail.\English?\Let's get Dr. Excite in here.\No way, that's a pain. response:	It says Hi Paul!
context: It's like I can only see the boobs.\You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail.\English?\Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul! response:	We don't need your acting.
context: You're so naughty, Daru-kun.\What did you get?\So far, just some e-mail.\English?\Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul!\We don't need your acting. response:	No?
context: What did you get?\So far, just some e-mail.\English?\Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul!\We don't need your acting.\No? response:	The LHC is working well.
context: So far, just some e-mail.\English?\Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul!\We don't need your acting.\No?\The LHC is working well. response:	It's as fickle as a cat, but for the past month,
context: English?\Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul!\We don't need your acting.\No?\The LHC is working well.\It's as fickle as a cat, but for the past month, response:	it's been working surprisingly well.
context: Let's get Dr. Excite in here.\No way, that's a pain.\It says Hi Paul!\We don't need your acting.\No?\The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well. response:	What's he talking about?
context: No way, that's a pain.\It says Hi Paul!\We don't need your acting.\No?\The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about? response:	Anyway, does anything here mention a time machine?
context: It says Hi Paul!\We don't need your acting.\No?\The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine? response:	The phrase time machine doesn't show up,
context: We don't need your acting.\No?\The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up, response:	but in the last month, the word Z-program has been used over one hundred times.
context: No?\The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times. response:	Let's see...
context: The LHC is working well.\It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see... response:	Z-Program Experiment Report 137.
context: It's as fickle as a cat, but for the past month,\it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137. response:	The mini-black hole mission has already been established,
context: it's been working surprisingly well.\What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established, response:	so I'll skip that report.
context: What's he talking about?\Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established,\so I'll skip that report. response:	Mini-black hole...
context: Anyway, does anything here mention a time machine?\The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established,\so I'll skip that report.\Mini-black hole... response:	Looks right.
context: The phrase time machine doesn't show up,\but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established,\so I'll skip that report.\Mini-black hole...\Looks right. response:	They publicly said that those experiments were a failure.
context: but in the last month, the word Z-program has been used over one hundred times.\Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established,\so I'll skip that report.\Mini-black hole...\Looks right.\They publicly said that those experiments were a failure. response:	What else does it say?
context: Let's see...\Z-Program Experiment Report 137.\The mini-black hole mission has already been established,\so I'll skip that report.\Mini-black hole...\Looks right.\They publicly said that those experiments were a failure.\What else does it say? response:	Experiment result...
