context: Hm? response:	Kageyama
context: Oh, a visitor...\The student council president!\I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No! response:	But if I stay at home, my mom will ask me why
context: The student council president!\I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why response:	Listen, President.
context: I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why\Listen, President. response:	Onigawara didn't do anything.
context: More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything. response:	Should I have you all dealt with for being Onigawara's accomplices?
context: What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices? response:	Wha
context: Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha response:	President, some weird guy just showed up at the school gates.
context: Infiltrating the school when you haven't been showing up to class?\No!\But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates. response:	Good grief. They couldn't have come at a worse time.
context: No!\But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time. response:	Bean Paste Middle School Gang Leader: Kenzaki Yuuto
context: But if I stay at home, my mom will ask me why\Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto response:	Who are you? I told you to bring me White T Poison!
context: Listen, President.\Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison! response:	White T Poison? What on earth is that?
context: Onigawara didn't do anything.\Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that? response:	Stop fooling around! He's the talk of all the thugs right now.
context: Should I have you all dealt with for being Onigawara's accomplices?\Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now. response:	I'll deal with him. That should settle things.
context: Wha\President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things. response:	Th-That was surprising...
context: President, some weird guy just showed up at the school gates.\Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising... response:	That was self-defense.
context: Good grief. They couldn't have come at a worse time.\Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense. response:	Not to mention, they were students from another school, so it shouldn't matter.
context: Bean Paste Middle School Gang Leader: Kenzaki Yuuto\Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter. response:	To think he was one to fight...
context: Who are you? I told you to bring me White T Poison!\White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight... response:	And be that strong on top of it.
context: White T Poison? What on earth is that?\Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it. response:	Hey, are you the one that got Kenzaki-san?
context: Stop fooling around! He's the talk of all the thugs right now.\I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san? response:	Huh?
context: I'll deal with him. That should settle things.\Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh? response:	Are you White T Poison?
context: Th-That was surprising...\That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison? response:	Wh-What are you... I was just watching!
context: That was self-defense.\Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison?\Wh-What are you... I was just watching! response:	Then who the hell is White T Poison?!
context: Not to mention, they were students from another school, so it shouldn't matter.\To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?! response:	I don't
context: To think he was one to fight...\And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't response:	That's enough! It's time to stop!
context: And be that strong on top of it.\Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop! response:	You look awful.
context: Hey, are you the one that got Kenzaki-san?\Huh?\Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop!\You look awful. response:	I became a victim
context: Huh?\Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop!\You look awful.\I became a victim response:	because you taught a gang leader from another school a lesson!
context: Are you White T Poison?\Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop!\You look awful.\I became a victim\because you taught a gang leader from another school a lesson! response:	Don't you understand that?!
context: Wh-What are you... I was just watching!\Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop!\You look awful.\I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?! response:	I'm fine with that. It's very much deserved.
context: Then who the hell is White T Poison?!\I don't\That's enough! It's time to stop!\You look awful.\I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved. response:	A-Again?!
context: I don't\That's enough! It's time to stop!\You look awful.\I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?! response:	Mayo Middle School Gang Leader: Gozu
context: That's enough! It's time to stop!\You look awful.\I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu response:	Are you White T Poison?
context: You look awful.\I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison? response:	Kamuro
context: I became a victim\because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro response:	Oh, it's you, Tokugawa-kun.
context: because you taught a gang leader from another school a lesson!\Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun. response:	Shinji doesn't want to see anyone right now.
context: Don't you understand that?!\I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now. response:	I see...
context: I'm fine with that. It's very much deserved.\A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see... response:	What a terrible room filled with garbage.
context: A-Again?!\Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage. response:	I think what you should have cleaned up was this room.
context: Mayo Middle School Gang Leader: Gozu\Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room. response:	H-How did you get in here?
context: Are you White T Poison?\Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here? response:	There are plenty of small pieces of trash left at school.
context: Kamuro\Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school. response:	I-I'm done with all of that! Get out!
context: Oh, it's you, Tokugawa-kun.\Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out! response:	It's too late.
context: Shinji doesn't want to see anyone right now.\I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late. response:	We both did something unforgivable.
context: I see...\What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable. response:	No one's going to save us.
context: What a terrible room filled with garbage.\I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable.\No one's going to save us. response:	The puppet's been broken. Now the school is clean.
context: I think what you should have cleaned up was this room.\H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean. response:	What are you going to do now?
context: H-How did you get in here?\There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now? response:	The other schools are gonna show up again.
context: There are plenty of small pieces of trash left at school.\I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again. response:	I can do whatever I want, as long as I have these powers.
context: I-I'm done with all of that! Get out!\It's too late.\We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers. response:	Yeah! You can be a superstar!
context: It's too late.\We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar! response:	Dimple, you're trying to use me, too, aren't you?
context: We both did something unforgivable.\No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you? response:	Wha?!
context: No one's going to save us.\The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?! response:	What are you talking about, Ricchan?
context: The puppet's been broken. Now the school is clean.\What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan? response:	We're partners!
context: What are you going to do now?\The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan?\We're partners! response:	Akagi Noodle Soup Base Middle School Gang Leader
context: The other schools are gonna show up again.\I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader response:	Bandai Soy Sauce Middle School Gang Leader
context: I can do whatever I want, as long as I have these powers.\Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader response:	Mayo Middle School Gang Leader: Gozu
context: Yeah! You can be a superstar!\Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu response:	Miso Middle School Gang Leader: Fuji
context: Dimple, you're trying to use me, too, aren't you?\Wha?!\What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji response:	And here they come.
context: Wha?!\What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come. response:	There are quite a few today.
context: What are you talking about, Ricchan?\We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today. response:	I came to see what was going on and of course...
context: We're partners!\Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today.\I came to see what was going on and of course... response:	Are you the White T Poison that defeated Hanazawa and Kenzaki?
context: Akagi Noodle Soup Base Middle School Gang Leader\Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki? response:	What?! Is he pretending to be Kageyama?
context: Bandai Soy Sauce Middle School Gang Leader\Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama? response:	I think things will be settled once I deal with you guys,
context: Mayo Middle School Gang Leader: Gozu\Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys, response:	so let's just say that I am.
context: Miso Middle School Gang Leader: Fuji\And here they come.\There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am. response:	Apparently, I'm gonna have to ask Kageyama about this...
context: And here they come.\There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this... response:	Looks like I found something pretty interesting.
context: There are quite a few today.\I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting. response:	I've found him. I'll apprehend him and head back.
context: I came to see what was going on and of course...\Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back. response:	But before that, I should watch for a bit and see how good he is.
context: Are you the White T Poison that defeated Hanazawa and Kenzaki?\What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is. response:	Possession.
context: What?! Is he pretending to be Kageyama?\I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession. response:	All right. Go ahead.
context: I think things will be settled once I deal with you guys,\so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead. response:	You telling us to bring it?
context: so let's just say that I am.\Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead.\You telling us to bring it? response:	Sounds good to us!
context: Apparently, I'm gonna have to ask Kageyama about this...\Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead.\You telling us to bring it?\Sounds good to us! response:	Hey! Don't chicken out now!
context: Looks like I found something pretty interesting.\I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead.\You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now! response:	That's not it...
context: I've found him. I'll apprehend him and head back.\But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead.\You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now!\That's not it... response:	We can't move...
context: But before that, I should watch for a bit and see how good he is.\Possession.\All right. Go ahead.\You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now!\That's not it...\We can't move... response:	Dimple, we're going to go a bit strong this time.
context: Possession.\All right. Go ahead.\You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now!\That's not it...\We can't move...\Dimple, we're going to go a bit strong this time. response:	Chance!
context: All right. Go ahead.\You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now!\That's not it...\We can't move...\Dimple, we're going to go a bit strong this time.\Chance! response:	Your magic tricks won't work on me, White T Pois
context: You telling us to bring it?\Sounds good to us!\Hey! Don't chicken out now!\That's not it...\We can't move...\Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois response:	What the heck is going on?
context: Sounds good to us!\Hey! Don't chicken out now!\That's not it...\We can't move...\Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on? response:	Is White T Poison doing that?
context: Hey! Don't chicken out now!\That's not it...\We can't move...\Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that? response:	Don't falter! Let's all charge him at once!
context: That's not it...\We can't move...\Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once! response:	I will not judge you people.
context: We can't move...\Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people. response:	Because I know now.
context: Dimple, we're going to go a bit strong this time.\Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now. response:	When people stray from the right path,
context: Chance!\Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now.\When people stray from the right path, response:	there usually isn't an actual reason.
context: Your magic tricks won't work on me, White T Pois\What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now.\When people stray from the right path,\there usually isn't an actual reason. response:	It's like that even now.
context: What the heck is going on?\Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now.\When people stray from the right path,\there usually isn't an actual reason.\It's like that even now. response:	I'm facing enemies that have lost all will to fight,
context: Is White T Poison doing that?\Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now.\When people stray from the right path,\there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight, response:	and I'm moving forward for the sake of violence.
context: Don't falter! Let's all charge him at once!\I will not judge you people.\Because I know now.\When people stray from the right path,\there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence. response:	There's no reason there.
context: I will not judge you people.\Because I know now.\When people stray from the right path,\there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there. response:	This kind of freedom is strong.
context: Because I know now.\When people stray from the right path,\there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong. response:	I'm much freer than all of you.
context: When people stray from the right path,\there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you. response:	Why?
context: there usually isn't an actual reason.\It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you.\Why? response:	Because I've lost my limits.
context: It's like that even now.\I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you.\Why?\Because I've lost my limits. response:	I've obtained loss.
context: I'm facing enemies that have lost all will to fight,\and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you.\Why?\Because I've lost my limits.\I've obtained loss. response:	Ritsu...
context: and I'm moving forward for the sake of violence.\There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you.\Why?\Because I've lost my limits.\I've obtained loss.\Ritsu... response:	What are you doing?
context: There's no reason there.\This kind of freedom is strong.\I'm much freer than all of you.\Why?\Because I've lost my limits.\I've obtained loss.\Ritsu...\What are you doing? response:	The brothers finally confront each other in an alleyway after school.
context: This kind of freedom is strong.\I'm much freer than all of you.\Why?\Because I've lost my limits.\I've obtained loss.\Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school. response:	Then suddenly, an adult esper we had previously seen appears.
context: I'm much freer than all of you.\Why?\Because I've lost my limits.\I've obtained loss.\Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school.\Then suddenly, an adult esper we had previously seen appears. response:	Hey, Mob, that guy's really bad news.
context: Why?\Because I've lost my limits.\I've obtained loss.\Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school.\Then suddenly, an adult esper we had previously seen appears.\Hey, Mob, that guy's really bad news. response:	The Older Brother Bows Destructive Intent
context: Because I've lost my limits.\I've obtained loss.\Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school.\Then suddenly, an adult esper we had previously seen appears.\Hey, Mob, that guy's really bad news.\The Older Brother Bows Destructive Intent response:	What do I recommend?
context: I've obtained loss.\Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school.\Then suddenly, an adult esper we had previously seen appears.\Hey, Mob, that guy's really bad news.\The Older Brother Bows Destructive Intent\What do I recommend? response:	The Older Brother Bows Destructive Intent
context: Ritsu...\What are you doing?\The brothers finally confront each other in an alleyway after school.\Then suddenly, an adult esper we had previously seen appears.\Hey, Mob, that guy's really bad news.\The Older Brother Bows Destructive Intent\What do I recommend?\The Older Brother Bows Destructive Intent response:	The convenient option A with the Blu-ray set!
