context: Hey, are you the bastards trying to make a power grab around here lately? response:	Akura-oh and Tomoe, I believe it was.
context: Next part starting\Next part starting\Next part starting\Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?! response:	Damn straight!
context: Next part starting\Next part starting\Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight! response:	You're so helpless! You will only be humiliated if you go!
context: Next part starting\Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go! response:	I know that!
context: Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that! response:	That's exactly why...
context: What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why... response:	Stop always fussing over me!
context: I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why...\Stop always fussing over me! response:	Hey! You guys are so mean!
context: so I want you to stop fussing over me for a while.\You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean! response:	You just left without me!
context: You still plan to go to Izumo?!\Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean!\You just left without me! response:	I'm going to school too!
context: Damn straight!\You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean!\You just left without me!\I'm going to school too! response:	Do whatever you want!
context: You're so helpless! You will only be humiliated if you go!\I know that!\That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean!\You just left without me!\I'm going to school too!\Do whatever you want! response:	Do not look to me if another spirit shows up!
context: I know that!\That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean!\You just left without me!\I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up! response:	I will do whatever I want!
context: That's exactly why...\Stop always fussing over me!\Hey! You guys are so mean!\You just left without me!\I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want! response:	Tomoe, you worry too much!
context: Stop always fussing over me!\Hey! You guys are so mean!\You just left without me!\I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much! response:	You guys in the back, please be quiet.
context: Hey! You guys are so mean!\You just left without me!\I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet. response:	What should I do? The shivers just won't stop.
context: You just left without me!\I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop. response:	That's what you're into, Mizuki?
context: I'm going to school too!\Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki? response:	Morning!
context: Do whatever you want!\Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning! response:	Oh? No one's here yet today.
context: Do not look to me if another spirit shows up!\I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today. response:	I'm the first to arrive today!
context: I will do whatever I want!\Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today.\I'm the first to arrive today! response:	That spider spirit may still be around.
context: Tomoe, you worry too much!\You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around. response:	Not to worry.
context: You guys in the back, please be quiet.\What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around.\Not to worry. response:	I brought the white talismans I made yesterday for such an occasion.
context: What should I do? The shivers just won't stop.\That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion. response:	Sigh...
context: That's what you're into, Mizuki?\Morning!\Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh... response:	Sigh...
context: Morning!\Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh... response:	Sigh...
context: Oh? No one's here yet today.\I'm the first to arrive today!\That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh...\Sigh... response:	Purify
context: I'm the first to arrive today!\That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh...\Sigh...\Purify response:	Sigh...
context: That spider spirit may still be around.\Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh...\Sigh...\Purify\Sigh... response:	Purify
context: Not to worry.\I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh...\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: I brought the white talismans I made yesterday for such an occasion.\Sigh...\Sigh...\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Sigh...\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Sigh...\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	What are you so depressed about?
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\What are you so depressed about? response:	Sigh...
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\What are you so depressed about?\Sigh... response:	Purify
context: Purify\Sigh...\Purify\Sigh...\Purify\What are you so depressed about?\Sigh...\Purify response:	Sigh...
context: Sigh...\Purify\Sigh...\Purify\What are you so depressed about?\Sigh...\Purify\Sigh... response:	Purify
context: Purify\Sigh...\Purify\What are you so depressed about?\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Sigh...\Purify\What are you so depressed about?\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Purify\What are you so depressed about?\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: What are you so depressed about?\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Purify
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh... response:	Sigh...
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Sigh... response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Purify\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Purify\Sigh...\Purify\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Purify\Sigh...\Purify\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Purify\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Purify\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	Sigh...
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh... response:	My divine power has gone up compared to before.
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\My divine power has gone up compared to before. response:	It better have.
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\My divine power has gone up compared to before.\It better have. response:	Nanami!
context: Sigh...\Sigh...\Sigh...\Sigh...\Sigh...\My divine power has gone up compared to before.\It better have.\Nanami! response:	Ami!
context: Sigh...\Sigh...\Sigh...\Sigh...\My divine power has gone up compared to before.\It better have.\Nanami!\Ami! response:	I-I-It appeared! A spirit!
context: Sigh...\Sigh...\Sigh...\My divine power has gone up compared to before.\It better have.\Nanami!\Ami!\I-I-It appeared! A spirit! response:	What?!
context: Sigh...\Sigh...\My divine power has gone up compared to before.\It better have.\Nanami!\Ami!\I-I-It appeared! A spirit!\What?! response:	Huh? It's not here.
context: Sigh...\My divine power has gone up compared to before.\It better have.\Nanami!\Ami!\I-I-It appeared! A spirit!\What?!\Huh? It's not here. response:	It was right here, I swear.
context: My divine power has gone up compared to before.\It better have.\Nanami!\Ami!\I-I-It appeared! A spirit!\What?!\Huh? It's not here.\It was right here, I swear. response:	I believe you.
context: It better have.\Nanami!\Ami!\I-I-It appeared! A spirit!\What?!\Huh? It's not here.\It was right here, I swear.\I believe you. response:	Just leave it to me.
context: Nanami!\Ami!\I-I-It appeared! A spirit!\What?!\Huh? It's not here.\It was right here, I swear.\I believe you.\Just leave it to me. response:	Here's a talisman to ward against evil. You'll be okay.
context: Ami!\I-I-It appeared! A spirit!\What?!\Huh? It's not here.\It was right here, I swear.\I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay. response:	Nanami, we must talk.
context: I-I-It appeared! A spirit!\What?!\Huh? It's not here.\It was right here, I swear.\I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk. response:	Wow! A talisman! That's so neat!
context: What?!\Huh? It's not here.\It was right here, I swear.\I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat! response:	As I expected, this is spider spirit miasma.
context: Huh? It's not here.\It was right here, I swear.\I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma. response:	It has spread all over school.
context: It was right here, I swear.\I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school. response:	This is too much for you.
context: I believe you.\Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you. response:	Purify
context: Just leave it to me.\Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you.\Purify response:	Purify
context: Here's a talisman to ward against evil. You'll be okay.\Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you.\Purify\Purify response:	Purify
context: Nanami, we must talk.\Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you.\Purify\Purify\Purify response:	I'll be fine. Purification is a land god's job to begin with.
context: Wow! A talisman! That's so neat!\As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you.\Purify\Purify\Purify\I'll be fine. Purification is a land god's job to begin with. response:	Purify
context: As I expected, this is spider spirit miasma.\It has spread all over school.\This is too much for you.\Purify\Purify\Purify\I'll be fine. Purification is a land god's job to begin with.\Purify response:	Purify
context: It has spread all over school.\This is too much for you.\Purify\Purify\Purify\I'll be fine. Purification is a land god's job to begin with.\Purify\Purify response:	I'm going.
context: This is too much for you.\Purify\Purify\Purify\I'll be fine. Purification is a land god's job to begin with.\Purify\Purify\I'm going. response:	Rely upon me.
context: Purify\Purify\Purify\I'll be fine. Purification is a land god's job to begin with.\Purify\Purify\I'm going.\Rely upon me. response:	I can't. Please stay out of this.
context: Purify\Purify\I'll be fine. Purification is a land god's job to begin with.\Purify\Purify\I'm going.\Rely upon me.\I can't. Please stay out of this. response:	This tree...
context: Purify\I'll be fine. Purification is a land god's job to begin with.\Purify\Purify\I'm going.\Rely upon me.\I can't. Please stay out of this.\This tree... response:	The miasma made it wither away.
context: I'll be fine. Purification is a land god's job to begin with.\Purify\Purify\I'm going.\Rely upon me.\I can't. Please stay out of this.\This tree...\The miasma made it wither away. response:	Purify
context: Purify\Purify\I'm going.\Rely upon me.\I can't. Please stay out of this.\This tree...\The miasma made it wither away.\Purify response:	Purify
context: Purify\I'm going.\Rely upon me.\I can't. Please stay out of this.\This tree...\The miasma made it wither away.\Purify\Purify response:	Purify
context: I'm going.\Rely upon me.\I can't. Please stay out of this.\This tree...\The miasma made it wither away.\Purify\Purify\Purify response:	Purify
context: Rely upon me.\I can't. Please stay out of this.\This tree...\The miasma made it wither away.\Purify\Purify\Purify\Purify response:	Purify
context: I can't. Please stay out of this.\This tree...\The miasma made it wither away.\Purify\Purify\Purify\Purify\Purify response:	Purify
context: This tree...\The miasma made it wither away.\Purify\Purify\Purify\Purify\Purify\Purify response:	Purify
context: The miasma made it wither away.\Purify\Purify\Purify\Purify\Purify\Purify\Purify response:	Purify
context: Purify\Purify\Purify\Purify\Purify\Purify\Purify\Purify response:	Purify
context: Purify\Purify\Purify\Purify\Purify\Purify\Purify\Purify response:	See? I can do it.
context: Purify\Purify\Purify\Purify\Purify\Purify\Purify\See? I can do it. response:	I can do it.
context: Purify\Purify\Purify\Purify\Purify\Purify\See? I can do it.\I can do it. response:	The miasma is coming from where the spider spirit was vanquished.
context: Purify\Purify\Purify\Purify\Purify\See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished. response:	Nanami.
context: Purify\Purify\Purify\Purify\See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami. response:	Ami.
context: Purify\Purify\Purify\See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami. response:	Will you be okay?
context: Purify\Purify\See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami.\Will you be okay? response:	Yeah, I'll be done in no time, so you stay here.
context: Purify\See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here. response:	I'll be fine.
context: See? I can do it.\I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine. response:	Okay, be careful.
context: I can do it.\The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful. response:	The devastation is terrible.
context: The miasma is coming from where the spider spirit was vanquished.\Nanami.\Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful.\The devastation is terrible. response:	Nothing's changed since yesterday.
context: Nanami.\Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday. response:	That should do it.
context: Ami.\Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday.\That should do it. response:	Do not trifle with me, girl.
context: Will you be okay?\Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl. response:	What?
context: Yeah, I'll be done in no time, so you stay here.\I'll be fine.\Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl.\What? response:	I have lived a hundred years.
context: I'll be fine.\Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl.\What?\I have lived a hundred years. response:	Such petty magics will not work on me!
context: Okay, be careful.\The devastation is terrible.\Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl.\What?\I have lived a hundred years.\Such petty magics will not work on me! response:	Nanami?!
context: The devastation is terrible.\Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl.\What?\I have lived a hundred years.\Such petty magics will not work on me!\Nanami?! response:	What's wrong?!
context: Nothing's changed since yesterday.\That should do it.\Do not trifle with me, girl.\What?\I have lived a hundred years.\Such petty magics will not work on me!\Nanami?!\What's wrong?! response:	Ah, delicious!
context: That should do it.\Do not trifle with me, girl.\What?\I have lived a hundred years.\Such petty magics will not work on me!\Nanami?!\What's wrong?!\Ah, delicious! response:	Stop...
context: Do not trifle with me, girl.\What?\I have lived a hundred years.\Such petty magics will not work on me!\Nanami?!\What's wrong?!\Ah, delicious!\Stop... response:	I am restored!
context: What?\I have lived a hundred years.\Such petty magics will not work on me!\Nanami?!\What's wrong?!\Ah, delicious!\Stop...\I am restored! response:	My strength is coming back to me!
context: I have lived a hundred years.\Such petty magics will not work on me!\Nanami?!\What's wrong?!\Ah, delicious!\Stop...\I am restored!\My strength is coming back to me! response:	Don't come... inside me...
context: Such petty magics will not work on me!\Nanami?!\What's wrong?!\Ah, delicious!\Stop...\I am restored!\My strength is coming back to me!\Don't come... inside me... response:	You stinking wretch!
context: Nanami?!\What's wrong?!\Ah, delicious!\Stop...\I am restored!\My strength is coming back to me!\Don't come... inside me...\You stinking wretch! response:	Come out! I will tear you to pieces!
context: What's wrong?!\Ah, delicious!\Stop...\I am restored!\My strength is coming back to me!\Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces! response:	Dammit! Where did it go?
context: Ah, delicious!\Stop...\I am restored!\My strength is coming back to me!\Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go? response:	Has it grown from feeding on Nanami?
context: Stop...\I am restored!\My strength is coming back to me!\Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami? response:	The darkness is spreading.
context: I am restored!\My strength is coming back to me!\Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading. response:	If I do not find it soon...
context: My strength is coming back to me!\Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon... response:	Huh? This is...
context: Don't come... inside me...\You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon...\Huh? This is... response:	The nurse's office...
context: You stinking wretch!\Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon...\Huh? This is...\The nurse's office... response:	All I remember...
context: Come out! I will tear you to pieces!\Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon...\Huh? This is...\The nurse's office...\All I remember... response:	is the warmth of Tomoe as he held me close.
context: Dammit! Where did it go?\Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon...\Huh? This is...\The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close. response:	That was so scary.
context: Has it grown from feeding on Nanami?\The darkness is spreading.\If I do not find it soon...\Huh? This is...\The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close.\That was so scary. response:	The darkness has soaked into my hands.
context: The darkness is spreading.\If I do not find it soon...\Huh? This is...\The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands. response:	It cannot be washed off.
context: If I do not find it soon...\Huh? This is...\The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands.\It cannot be washed off. response:	What happened to you?
context: Huh? This is...\The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands.\It cannot be washed off.\What happened to you? response:	You're covered in blood.
context: The nurse's office...\All I remember...\is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands.\It cannot be washed off.\What happened to you?\You're covered in blood. response:	Come.
context: All I remember...\is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands.\It cannot be washed off.\What happened to you?\You're covered in blood.\Come. response:	I'll get you cleaned up.
context: is the warmth of Tomoe as he held me close.\That was so scary.\The darkness has soaked into my hands.\It cannot be washed off.\What happened to you?\You're covered in blood.\Come.\I'll get you cleaned up. response:	It'll be okay.
context: That was so scary.\The darkness has soaked into my hands.\It cannot be washed off.\What happened to you?\You're covered in blood.\Come.\I'll get you cleaned up.\It'll be okay. response:	You're all clean already.
context: The darkness has soaked into my hands.\It cannot be washed off.\What happened to you?\You're covered in blood.\Come.\I'll get you cleaned up.\It'll be okay.\You're all clean already. response:	I was in a terrible state when I first met Mikage too.
context: It cannot be washed off.\What happened to you?\You're covered in blood.\Come.\I'll get you cleaned up.\It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too. response:	But why was I covered in blood back then?
context: What happened to you?\You're covered in blood.\Come.\I'll get you cleaned up.\It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then? response:	Ami?
context: You're covered in blood.\Come.\I'll get you cleaned up.\It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami? response:	Nanami.
context: Come.\I'll get you cleaned up.\It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami?\Nanami. response:	What?
