context: Yuueisha response:	Hey, Hattori!
context: The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate. response:	He's the kind of kid who'd say something like that...
context: Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that... response:	I have no idea what he's thinking.
context: Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking. response:	If I'm going to be this kid's editor, I can't be half-hearted about it...
context: I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it... response:	Dammit, I was too naive!
context: Does he not understand what he's done?\No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive! response:	Niizuma-kun, where's the manuscript you did for the first chapter of CROW?
context: No...\If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW? response:	I think you're standing on it, Yuujirou-san.
context: If I become the number one most popular author in Jack,\please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san. response:	Heading out!
context: please give me the power to end one manga that I hate.\He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out! response:	Sorry!
context: He's the kind of kid who'd say something like that...\I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out!\Sorry! response:	That's all for today.
context: I have no idea what he's thinking.\If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out!\Sorry!\That's all for today. response:	I'll call you later.
context: If I'm going to be this kid's editor, I can't be half-hearted about it...\Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out!\Sorry!\That's all for today.\I'll call you later. response:	I wonder if they'll let me quit being an assistant here.
context: Dammit, I was too naive!\Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out!\Sorry!\That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here. response:	Niizuma-kun, answer me honestly.
context: Niizuma-kun, where's the manuscript you did for the first chapter of CROW?\I think you're standing on it, Yuujirou-san.\Heading out!\Sorry!\That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly. response:	If you have assistants, how many days will it take you to do sixty-four pages?
context: I think you're standing on it, Yuujirou-san.\Heading out!\Sorry!\That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages? response:	I don't want to draw that.
context: Heading out!\Sorry!\That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that. response:	Crow's rival is discovered!
context: Sorry!\That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered! response:	I don't care if you want to draw it or not!
context: That's all for today.\I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not! response:	I'm asking if you did draw it, how many days would it take?!
context: I'll call you later.\I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?! response:	I've never had assistants before.
context: I wonder if they'll let me quit being an assistant here.\Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before. response:	If I had four days, I think that would be plenty.
context: Niizuma-kun, answer me honestly.\If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty. response:	How many?!
context: If you have assistants, how many days will it take you to do sixty-four pages?\I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty.\How many?! response:	What? If the editorial department tells him to just shut up and draw, everything will be fine?
context: I don't want to draw that.\Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine? response:	No, from how he's been acting, he probably won't be any easier on the editor-in-chief.
context: Crow's rival is discovered!\I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief. response:	Is this the place? It sure is a pretty building.
context: I don't care if you want to draw it or not!\I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building. response:	Hurry!
context: I'm asking if you did draw it, how many days would it take?!\I've never had assistants before.\If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry! response:	I brought Niizuma-kun with me!
context: I've never had assistants before.\If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me! response:	Ooh, sure is big.
context: If I had four days, I think that would be plenty.\How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big. response:	So this is where Jack gets made?
context: How many?!\What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made? response:	That's the genius...
context: What? If the editorial department tells him to just shut up and draw, everything will be fine?\No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made?\That's the genius... response:	Niizuma Eiji.
context: No, from how he's been acting, he probably won't be any easier on the editor-in-chief.\Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made?\That's the genius...\Niizuma Eiji. response:	I'm sorry!
context: Is this the place? It sure is a pretty building.\Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made?\That's the genius...\Niizuma Eiji.\I'm sorry! response:	I should have kept a better eye on him.
context: Hurry!\I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made?\That's the genius...\Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him. response:	He can't concentrate with people around,
context: I brought Niizuma-kun with me!\Ooh, sure is big.\So this is where Jack gets made?\That's the genius...\Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around, response:	and whenever I called him on the phone,
context: Ooh, sure is big.\So this is where Jack gets made?\That's the genius...\Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone, response:	he always just said he was doing fine.
context: So this is where Jack gets made?\That's the genius...\Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine. response:	But when I asked him just now in the taxi,
context: That's the genius...\Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi, response:	he said that if he starts now, he could make it in time.
context: Niizuma Eiji.\I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time. response:	Then hurry up and have him get drawing!
context: I'm sorry!\I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing! response:	It's no use, he says that he doesn't want to draw YELLOW HIT anymore.
context: I should have kept a better eye on him.\He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore. response:	So what if he doesn't want to draw it?!
context: He can't concentrate with people around,\and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?! response:	It was decided in the serialization meeting!
context: and whenever I called him on the phone,\he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting! response:	How can he be so selfish?!
context: he always just said he was doing fine.\But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?! response:	Yuujirou, let me see that manuscript.
context: But when I asked him just now in the taxi,\he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript. response:	Ah, yes, sir.
context: he said that if he starts now, he could make it in time.\Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir. response:	They've already decided to serialize Niizuma-san, huh?
context: Then hurry up and have him get drawing!\It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh? response:	Why didn't you tell us?
context: It's no use, he says that he doesn't want to draw YELLOW HIT anymore.\So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us? response:	Should I have?
context: So what if he doesn't want to draw it?!\It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have? response:	I wasn't trying to hide it or anything.
context: It was decided in the serialization meeting!\How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything. response:	Of course we would want you to tell us.
context: How can he be so selfish?!\Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us. response:	He's our rival, after all.
context: Yuujirou, let me see that manuscript.\Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all. response:	Rival, huh?
context: Ah, yes, sir.\They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all.\Rival, huh? response:	Well, coming from these two, that's how it is.
context: They've already decided to serialize Niizuma-san, huh?\Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is. response:	Did you read this?
context: Why didn't you tell us?\Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is.\Did you read this? response:	Take a look at it.
context: Should I have?\I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is.\Did you read this?\Take a look at it. response:	Yes, sir.
context: I wasn't trying to hide it or anything.\Of course we would want you to tell us.\He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is.\Did you read this?\Take a look at it.\Yes, sir. response:	CROW got first place in NEXT!, didn't it?
context: Of course we would want you to tell us.\He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is.\Did you read this?\Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it? response:	Yes.
context: He's our rival, after all.\Rival, huh?\Well, coming from these two, that's how it is.\Did you read this?\Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes. response:	It actually got the majority of the votes.
context: Rival, huh?\Well, coming from these two, that's how it is.\Did you read this?\Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes. response:	The first newcomer to do so in a while.
context: Well, coming from these two, that's how it is.\Did you read this?\Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while. response:	Are you saying we should serialize this?
context: Did you read this?\Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this? response:	Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.
context: Take a look at it.\Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed. response:	I'll take responsibility for that.
context: Yes, sir.\CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that. response:	With the idea of doing CROW in mind,
context: CROW got first place in NEXT!, didn't it?\Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind, response:	are the names for chapters two and beyond made?
context: Yes.\It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made? response:	Eh... No, I'll have to ask the author himself.
context: It actually got the majority of the votes.\The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself. response:	Huh?
context: The first newcomer to do so in a while.\Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh? response:	Where did Niizuma-kun go?
context: Are you saying we should serialize this?\Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go? response:	This all happened because of him, and yet...
context: Editor-in-Chief, the preview at the end of issue 32 for YELLOW HIT has already been printed.\I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet... response:	I knew it!
context: I'll take responsibility for that.\With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it! response:	Like I thought, you're Ashirogi Muto.
context: With the idea of doing CROW in mind,\are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto. response:	I thought Kono Yo wa Kane to Chie was the most interesting one,
context: are the names for chapters two and beyond made?\Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one, response:	is that getting serialized?
context: Eh... No, I'll have to ask the author himself.\Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized? response:	No...
context: Huh?\Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No... response:	Ah, that's too bad.
context: Where did Niizuma-kun go?\This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No...\Ah, that's too bad. response:	I could never come up with something like that.
context: This all happened because of him, and yet...\I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No...\Ah, that's too bad.\I could never come up with something like that. response:	It was incredible!
context: I knew it!\Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No...\Ah, that's too bad.\I could never come up with something like that.\It was incredible! response:	The natural... genius?
context: Like I thought, you're Ashirogi Muto.\I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No...\Ah, that's too bad.\I could never come up with something like that.\It was incredible!\The natural... genius? response:	Is he making fun of us?
context: I thought Kono Yo wa Kane to Chie was the most interesting one,\is that getting serialized?\No...\Ah, that's too bad.\I could never come up with something like that.\It was incredible!\The natural... genius?\Is he making fun of us? response:	Niizuma-kun, what are you doing?!
context: is that getting serialized?\No...\Ah, that's too bad.\I could never come up with something like that.\It was incredible!\The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?! response:	You're a two-man team, so that's how your story and drawings were both so deep.
context: No...\Ah, that's too bad.\I could never come up with something like that.\It was incredible!\The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep. response:	These two are the ones who wrote Kono Yo wa Kane to Chie.
context: Ah, that's too bad.\I could never come up with something like that.\It was incredible!\The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie. response:	I love that manga, I'm their fan.
context: I could never come up with something like that.\It was incredible!\The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan. response:	It's only by one year,
context: It was incredible!\The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year, response:	but the fact that you're younger than me and could draw that is amazing.
context: The natural... genius?\Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing. response:	Still, I'm really happy to hear you're close to my age!
context: Is he making fun of us?\Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age! response:	I would really like to be comrades, working in Jack together.
context: Niizuma-kun, what are you doing?!\You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together. response:	I'm from Aomori, so I don't have any friends my age here yet.
context: You're a two-man team, so that's how your story and drawings were both so deep.\These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet. response:	Let's be friends, please.
context: These two are the ones who wrote Kono Yo wa Kane to Chie.\I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please. response:	Working together?
context: I love that manga, I'm their fan.\It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together? response:	Comrades?
context: It's only by one year,\but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together?\Comrades? response:	Be friends?
context: but the fact that you're younger than me and could draw that is amazing.\Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together?\Comrades?\Be friends? response:	No, he's not making fun of us.
context: Still, I'm really happy to hear you're close to my age!\I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together?\Comrades?\Be friends?\No, he's not making fun of us. response:	He's being serious.
context: I would really like to be comrades, working in Jack together.\I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together?\Comrades?\Be friends?\No, he's not making fun of us.\He's being serious. response:	Got it. We can have a proper introduction later.
context: I'm from Aomori, so I don't have any friends my age here yet.\Let's be friends, please.\Working together?\Comrades?\Be friends?\No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later. response:	But first, did you do a name for chapters two and three of CROW?
context: Let's be friends, please.\Working together?\Comrades?\Be friends?\No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW? response:	If you did, then they might be okay with serializing CROW.
context: Working together?\Comrades?\Be friends?\No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW. response:	Then we'll serialize CROW.
context: Comrades?\Be friends?\No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW. response:	So you have the names? Where?
context: Be friends?\No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where? response:	If they're at your apartment, we can go get them.
context: No, he's not making fun of us.\He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them. response:	They're in my head.
context: He's being serious.\Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head. response:	There's no use for them in your head!
context: Got it. We can have a proper introduction later.\But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head! response:	Tada!
context: But first, did you do a name for chapters two and three of CROW?\If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head!\Tada! response:	If you give me an hour, I can put them on paper.
context: If you did, then they might be okay with serializing CROW.\Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper. response:	In one hour?
context: Then we'll serialize CROW.\So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper.\In one hour? response:	Chapter two is twenty-five pages and chapter three is twenty-one pages!
context: So you have the names? Where?\If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages! response:	I've already got them in my head, so it won't take long.
context: If they're at your apartment, we can go get them.\They're in my head.\There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long. response:	CROW!
context: They're in my head.\There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW! response:	Ah, over there, not here!
