context: Mongolia response:	Pub
context: but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them\while you're playing this match.\Right!\Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot... response:	But that was because Tsukishima was able to put in one touch.
context: are now starting to fit together.\Please continue to perfect them\while you're playing this match.\Right!\Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch. response:	Oh, right.
context: Please continue to perfect them\while you're playing this match.\Right!\Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right. response:	If you can keep their 4 back, we just might be able to do this.
context: while you're playing this match.\Right!\Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this. response:	Let's finish this!
context: Right!\Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this! response:	Right!
context: Also, just as planned,\you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right! response:	We're having a difficult time, but let's stay calm.
context: you haven't been letting their ace spike too freely.\Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right!\We're having a difficult time, but let's stay calm. response:	We can't Karasuno's attacks faze us.
context: Though there was that one ridiculous cut shot...\But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us. response:	Yeah!
context: But that was because Tsukishima was able to put in one touch.\Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah! response:	Right.
context: Oh, right.\If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah!\Right. response:	Bokuto-san? Were you listening?
context: If you can keep their 4 back, we just might be able to do this.\Let's finish this!\Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah!\Right.\Bokuto-san? Were you listening? response:	Wha? Yeah, I was listening.
context: Let's finish this!\Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah!\Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening. response:	Come on, let's do this already.
context: Right!\We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah!\Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already. response:	Could that mean...
context: We're having a difficult time, but let's stay calm.\We can't Karasuno's attacks faze us.\Yeah!\Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean... response:	Karasuno Fukurodani
context: We can't Karasuno's attacks faze us.\Yeah!\Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean...\Karasuno Fukurodani response:	All right!
context: Yeah!\Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean...\Karasuno Fukurodani\All right! response:	Damn it! I'm sorry!
context: Right.\Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean...\Karasuno Fukurodani\All right!\Damn it! I'm sorry! response:	It was our chance to turn things around...
context: Bokuto-san? Were you listening?\Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean...\Karasuno Fukurodani\All right!\Damn it! I'm sorry!\It was our chance to turn things around... response:	Don't worry about it!
context: Wha? Yeah, I was listening.\Come on, let's do this already.\Could that mean...\Karasuno Fukurodani\All right!\Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it! response:	Nice try, Noya-san!
context: Come on, let's do this already.\Could that mean...\Karasuno Fukurodani\All right!\Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san! response:	All right! I'm gonna blow them away with my serve.
context: Could that mean...\Karasuno Fukurodani\All right!\Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve. response:	Bokuto, nice serve!
context: Karasuno Fukurodani\All right!\Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve! response:	Bokuto-san, stay calm.
context: All right!\Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm. response:	I am calm!
context: Damn it! I'm sorry!\It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm! response:	This isn't good. He's losing his temper.
context: It was our chance to turn things around...\Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper. response:	All right! Here I go!
context: Don't worry about it!\Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper.\All right! Here I go! response:	Damn it! I'm sorry!
context: Nice try, Noya-san!\All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry! response:	Calm down.
context: All right! I'm gonna blow them away with my serve.\Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry!\Calm down. response:	Don't worry about it...
context: Bokuto, nice serve!\Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry!\Calm down.\Don't worry about it... response:	I'm sorry!
context: Bokuto-san, stay calm.\I am calm!\This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry!\Calm down.\Don't worry about it...\I'm sorry! response:	Karasuno Fukurodani
context: I am calm!\This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry!\Calm down.\Don't worry about it...\I'm sorry!\Karasuno Fukurodani response:	Hey, Karasuno caught up with them again.
context: This isn't good. He's losing his temper.\All right! Here I go!\Damn it! I'm sorry!\Calm down.\Don't worry about it...\I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again. response:	Yeah...
context: All right! Here I go!\Damn it! I'm sorry!\Calm down.\Don't worry about it...\I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah... response:	Are they actually going to turn the tables at the last minute?
context: Damn it! I'm sorry!\Calm down.\Don't worry about it...\I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute? response:	Their 4 can hit from anywhere.
context: Calm down.\Don't worry about it...\I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere. response:	We're gonna use our serves and try to keep him in check.
context: Don't worry about it...\I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check. response:	Right.
context: I'm sorry!\Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right. response:	Crap! I aimed too far for the corner.
context: Karasuno Fukurodani\Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner. response:	You jerk!
context: Hey, Karasuno caught up with them again.\Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner.\You jerk! response:	Whoa...
context: Yeah...\Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner.\You jerk!\Whoa... response:	It barely made it in. Lucky!
context: Are they actually going to turn the tables at the last minute?\Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner.\You jerk!\Whoa...\It barely made it in. Lucky! response:	Give it to me!
context: Their 4 can hit from anywhere.\We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner.\You jerk!\Whoa...\It barely made it in. Lucky!\Give it to me! response:	I'll finish this in one hit!
context: We're gonna use our serves and try to keep him in check.\Right.\Crap! I aimed too far for the corner.\You jerk!\Whoa...\It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit! response:	Seconds
context: Right.\Crap! I aimed too far for the corner.\You jerk!\Whoa...\It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit!\Seconds response:	There are few possibilities
context: Crap! I aimed too far for the corner.\You jerk!\Whoa...\It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit!\Seconds\There are few possibilities response:	when giving a toss to Bokuto-san while he's a bit angry.
context: You jerk!\Whoa...\It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit!\Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry. response:	Seconds
context: Whoa...\It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit!\Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds response:	A: If he scores normally, there will be no problems.
context: It barely made it in. Lucky!\Give it to me!\I'll finish this in one hit!\Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems. response:	All right!
context: Give it to me!\I'll finish this in one hit!\Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems.\All right! response:	B: If he misses, or he's blocked again,
context: I'll finish this in one hit!\Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again, response:	he may start to feel even worse.
context: Seconds\There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again,\he may start to feel even worse. response:	C: If I don't give him a pass...
context: There are few possibilities\when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass... response:	Hmph! I don't care anymore!
context: when giving a toss to Bokuto-san while he's a bit angry.\Seconds\A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore! response:	he may become uncooperative.
context: Seconds\A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative. response:	C is the most annoying.
context: A: If he scores normally, there will be no problems.\All right!\B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying. response:	Bokuto-san!
context: All right!\B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying.\Bokuto-san! response:	Three blockers!
context: B: If he misses, or he's blocked again,\he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying.\Bokuto-san!\Three blockers! response:	All right!
context: he may start to feel even worse.\C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying.\Bokuto-san!\Three blockers!\All right! response:	Got it!
context: C: If I don't give him a pass...\Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying.\Bokuto-san!\Three blockers!\All right!\Got it! response:	One more time, Akaashi!
context: Hmph! I don't care anymore!\he may become uncooperative.\C is the most annoying.\Bokuto-san!\Three blockers!\All right!\Got it!\One more time, Akaashi! response:	Here.
context: he may become uncooperative.\C is the most annoying.\Bokuto-san!\Three blockers!\All right!\Got it!\One more time, Akaashi!\Here. response:	All right!
context: C is the most annoying.\Bokuto-san!\Three blockers!\All right!\Got it!\One more time, Akaashi!\Here.\All right! response:	This time, we're gonna stop it!
context: Bokuto-san!\Three blockers!\All right!\Got it!\One more time, Akaashi!\Here.\All right!\This time, we're gonna stop it! response:	Ready, and...
context: Three blockers!\All right!\Got it!\One more time, Akaashi!\Here.\All right!\This time, we're gonna stop it!\Ready, and... response:	Ah...
context: All right!\Got it!\One more time, Akaashi!\Here.\All right!\This time, we're gonna stop it!\Ready, and...\Ah... response:	Gah.
context: Got it!\One more time, Akaashi!\Here.\All right!\This time, we're gonna stop it!\Ready, and...\Ah...\Gah. response:	All right!
context: One more time, Akaashi!\Here.\All right!\This time, we're gonna stop it!\Ready, and...\Ah...\Gah.\All right! response:	Karasuno Fukurodani
context: Here.\All right!\This time, we're gonna stop it!\Ready, and...\Ah...\Gah.\All right!\Karasuno Fukurodani response:	Wow, Karasuno turned it around!
context: All right!\This time, we're gonna stop it!\Ready, and...\Ah...\Gah.\All right!\Karasuno Fukurodani\Wow, Karasuno turned it around! response:	Isn't this the first time this week Karasuno has taken the lead?
context: This time, we're gonna stop it!\Ready, and...\Ah...\Gah.\All right!\Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead? response:	It could be.
context: Ready, and...\Ah...\Gah.\All right!\Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be. response:	W-Was that a block?
context: Ah...\Gah.\All right!\Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block? response:	No... It didn't seem to make it over the net,
context: Gah.\All right!\Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block?\No... It didn't seem to make it over the net, response:	so it was a spike miss.
context: All right!\Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss. response:	Oh, could this mean...
context: Karasuno Fukurodani\Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean... response:	Aw, man... Is this happening now?
context: Wow, Karasuno turned it around!\Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now? response:	Seriously? Isn't it a bit early?
context: Isn't this the first time this week Karasuno has taken the lead?\It could be.\W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early? response:	Wow, already?
context: It could be.\W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already? response:	It's early...
context: W-Was that a block?\No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already?\It's early... response:	Jeez, here it comes...
context: No... It didn't seem to make it over the net,\so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already?\It's early...\Jeez, here it comes... response:	Akaashi...
context: so it was a spike miss.\Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already?\It's early...\Jeez, here it comes...\Akaashi... response:	Don't toss to me anymore!
context: Oh, could this mean...\Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already?\It's early...\Jeez, here it comes...\Akaashi...\Don't toss to me anymore! response:	There it is! Bokuto's emo mode!
context: Aw, man... Is this happening now?\Seriously? Isn't it a bit early?\Wow, already?\It's early...\Jeez, here it comes...\Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode! response:	What the...
context: Seriously? Isn't it a bit early?\Wow, already?\It's early...\Jeez, here it comes...\Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the... response:	All right.
context: Wow, already?\It's early...\Jeez, here it comes...\Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the...\All right. response:	Huh?
context: It's early...\Jeez, here it comes...\Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the...\All right.\Huh? response:	Then please calm down in the time that I'm not tossing to you.
context: Jeez, here it comes...\Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the...\All right.\Huh?\Then please calm down in the time that I'm not tossing to you. response:	Does this mean our chance has arrived?
context: Akaashi...\Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the...\All right.\Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived? response:	Yeah! We can win this match!
context: Don't toss to me anymore!\There it is! Bokuto's emo mode!\What the...\All right.\Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match! response:	I don't know what's going on,
context: There it is! Bokuto's emo mode!\What the...\All right.\Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on, response:	but their ace doesn't seem to be doing well.
context: What the...\All right.\Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well. response:	Let's keep it up!
context: All right.\Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up! response:	Yeah!
context: Huh?\Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah! response:	Hinata, we're gonna use that quick again.
context: Then please calm down in the time that I'm not tossing to you.\Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again. response:	I'll give you the toss that you want.
context: Does this mean our chance has arrived?\Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want. response:	Trust me, and jump.
context: Yeah! We can win this match!\I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump. response:	Yeah!
context: I don't know what's going on,\but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump.\Yeah! response:	We're going to take our new weapons
context: but their ace doesn't seem to be doing well.\Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump.\Yeah!\We're going to take our new weapons response:	and defeat Fukurodani!
context: Let's keep it up!\Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump.\Yeah!\We're going to take our new weapons\and defeat Fukurodani! response:	We might finally be able to beat Fukurodani!
context: Yeah!\Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump.\Yeah!\We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani! response:	Their ace even said not to toss to him anymore.
context: Hinata, we're gonna use that quick again.\I'll give you the toss that you want.\Trust me, and jump.\Yeah!\We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani!\Their ace even said not to toss to him anymore. response:	I wonder if we'll be able to eat more meat if we win.
context: I'll give you the toss that you want.\Trust me, and jump.\Yeah!\We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani!\Their ace even said not to toss to him anymore.\I wonder if we'll be able to eat more meat if we win. response:	But does that mean we won't be able to eat any if we lose?
context: Trust me, and jump.\Yeah!\We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani!\Their ace even said not to toss to him anymore.\I wonder if we'll be able to eat more meat if we win.\But does that mean we won't be able to eat any if we lose? response:	We're gonna win no matter what!
context: Yeah!\We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani!\Their ace even said not to toss to him anymore.\I wonder if we'll be able to eat more meat if we win.\But does that mean we won't be able to eat any if we lose?\We're gonna win no matter what! response:	Episode 11: Above
context: We're going to take our new weapons\and defeat Fukurodani!\We might finally be able to beat Fukurodani!\Their ace even said not to toss to him anymore.\I wonder if we'll be able to eat more meat if we win.\But does that mean we won't be able to eat any if we lose?\We're gonna win no matter what!\Episode 11: Above response:	Next time on Haikyu!! : Above.
