context: Stop! Stop! response:	Wait for the traffic light!
context: Sono kyori de\Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious. response:	Why does my heart waver so?
context: Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so? response:	I want to tell you about my overflowing feelings...
context: Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings... response:	I love you, I love you, I love you more than anything.
context: Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything. response:	Wherever I am, whatever time it may be
context: already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be response:	you're always there for me.
context: I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me. response:	And I'll accept that because
context: the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because response:	these memories won't fade.
context: are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because\these memories won't fade. response:	One day, under the deep sea, the time we had
context: Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had response:	will become blue sand.
context: I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand. response:	And I wonder if it'll be put to sleep
context: I love you, I love you, I love you more than anything.\Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep response:	like these undying feelings I have right now...
context: Wherever I am, whatever time it may be\you're always there for me.\And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now... response:	I'm quivering alone
context: you're always there for me.\And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone response:	in this bed without you.
context: And I'll accept that because\these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone\in this bed without you. response:	But when I rolled over, I couldn't see the blue sky.
context: these memories won't fade.\One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky. response:	You always loved
context: One day, under the deep sea, the time we had\will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved response:	looking out at the town
context: will become blue sand.\And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town response:	from this room, didn't you?
context: And I wonder if it'll be put to sleep\like these undying feelings I have right now...\I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town\from this room, didn't you? response:	The passing seasons
context: like these undying feelings I have right now...\I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town\from this room, didn't you?\The passing seasons response:	were gentle to us.
context: I'm quivering alone\in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town\from this room, didn't you?\The passing seasons\were gentle to us. response:	Things got awkward, and we became unable to speak to each other,
context: in this bed without you.\But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town\from this room, didn't you?\The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other, response:	and you returned to the sea.
context: But when I rolled over, I couldn't see the blue sky.\You always loved\looking out at the town\from this room, didn't you?\The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea. response:	But I feel that you're still
context: You always loved\looking out at the town\from this room, didn't you?\The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still response:	living the closest to me, with me.
context: looking out at the town\from this room, didn't you?\The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still\living the closest to me, with me. response:	When I accept the loneliness
context: from this room, didn't you?\The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still\living the closest to me, with me.\When I accept the loneliness response:	I try to leave it to someone else
context: The passing seasons\were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still\living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else response:	because it's a little easier that way.
context: were gentle to us.\Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still\living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way. response:	Come dawn,
context: Things got awkward, and we became unable to speak to each other,\and you returned to the sea.\But I feel that you're still\living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way.\Come dawn, response:	I'm in this bed without you
context: and you returned to the sea.\But I feel that you're still\living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way.\Come dawn,\I'm in this bed without you response:	quivering alone.
context: But I feel that you're still\living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way.\Come dawn,\I'm in this bed without you\quivering alone. response:	But when I close my eyes, I can see the blue sky.
context: living the closest to me, with me.\When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way.\Come dawn,\I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky. response:	Look, another star shot by in the summer's night sky.
context: When I accept the loneliness\I try to leave it to someone else\because it's a little easier that way.\Come dawn,\I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky. response:	We lovers could feel it in our hearts and upon our bodies.
context: I try to leave it to someone else\because it's a little easier that way.\Come dawn,\I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies. response:	With just the warmth of your hand holding mine,
context: because it's a little easier that way.\Come dawn,\I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine, response:	I feel like I could go anywhere, fly anywhere.
context: Come dawn,\I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere. response:	Instead of counting the infinite stars,
context: I'm in this bed without you\quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars, response:	I'd rather stay like this with you,
context: quivering alone.\But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you, response:	forever connected to you.
context: But when I close my eyes, I can see the blue sky.\Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you. response:	Even if I get hurt, or hurt you,
context: Look, another star shot by in the summer's night sky.\We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you, response:	I don't know what I'd do.
context: We lovers could feel it in our hearts and upon our bodies.\With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do. response:	But I love you.
context: With just the warmth of your hand holding mine,\I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you. response:	Look, you're smiling, and your heart must be beating faster.
context: I feel like I could go anywhere, fly anywhere.\Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster. response:	We're clumsy, and we can't say things very easily.
context: Instead of counting the infinite stars,\I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily. response:	I'd like to keep the feelings we have now precious
context: I'd rather stay like this with you,\forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious response:	and not wait for them to arrive tomorrow, or have missed them yesterday.
context: forever connected to you.\Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday. response:	Instead of painting my dreams,
context: Even if I get hurt, or hurt you,\I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams, response:	I'd rather stay like this with you,
context: I don't know what I'd do.\But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you, response:	forever embraced.
context: But I love you.\Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced. response:	I want to protect you
context: Look, you're smiling, and your heart must be beating faster.\We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced.\I want to protect you response:	so you'll strongly leap into my arms.
context: We're clumsy, and we can't say things very easily.\I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced.\I want to protect you\so you'll strongly leap into my arms. response:	I don't know what I'll do
context: I'd like to keep the feelings we have now precious\and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced.\I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do response:	but I love you.
context: and not wait for them to arrive tomorrow, or have missed them yesterday.\Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced.\I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do\but I love you. response:	A silent rain falls.
context: Instead of painting my dreams,\I'd rather stay like this with you,\forever embraced.\I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do\but I love you.\A silent rain falls. response:	A slightly chilly rain.
context: I'd rather stay like this with you,\forever embraced.\I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do\but I love you.\A silent rain falls.\A slightly chilly rain. response:	But it continues to fall, without actually hitting me
context: forever embraced.\I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do\but I love you.\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me response:	as if it's trying to freeze my heart instead.
context: I want to protect you\so you'll strongly leap into my arms.\I don't know what I'll do\but I love you.\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead. response:	I've always found your gentle back
context: so you'll strongly leap into my arms.\I don't know what I'll do\but I love you.\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back response:	on any day, but where do my
context: I don't know what I'll do\but I love you.\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my response:	winding feelings point?
context: but I love you.\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point? response:	I wonder what you see
context: A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see response:	before you?
context: A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you? response:	We keep on running
context: But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running response:	and we seem like we're going to reach, but don't.
context: as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't. response:	At that distance away from you.
context: I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you. response:	Rain will fall again someday.
context: on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday. response:	A slightly lonely rain
context: winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain response:	will pour all around and spread
context: I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread response:	as if it's meant to soothe my heart.
context: before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart. response:	I'm always looking at your cute back
context: We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back response:	but these winding feelings
context: and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings response:	point me in the other direction.
context: At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction. response:	What am I waiting for
context: Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for response:	at the end of my search?
context: A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search? response:	We keep on running
context: will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running response:	and we seem like we're going to reach, but don't.
context: as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to reach, but don't. response:	At that distance away from you.
context: I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you. response:	We keep on running
context: but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running response:	and we seem like we're going to reach, but don't.
context: point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't. response:	At that distance away from you.
context: What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you. response:	At that distance away from you.
context: at the end of my search?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you. response:	At that distance away from you.
context: We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you. response:	Episode 17 Preview...
context: and we seem like we're going to reach, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 17 Preview... response:	I met her in my second year of middle school...
context: At that distance away from you.\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school... response:	That's all.
context: We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school...\That's all. response:	Takahashi... are you sure it's not Moto...
context: and we seem like we're going to reach, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school...\That's all.\Takahashi... are you sure it's not Moto... response:	Oh, just forget it... There's no helping it today.
context: At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school...\That's all.\Takahashi... are you sure it's not Moto...\Oh, just forget it... There's no helping it today. response:	It'll just be a normal date.
context: At that distance away from you.\At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school...\That's all.\Takahashi... are you sure it's not Moto...\Oh, just forget it... There's no helping it today.\It'll just be a normal date. response:	I've never done anything with my dad before.
context: At that distance away from you.\Episode 17 Preview...\I met her in my second year of middle school...\That's all.\Takahashi... are you sure it's not Moto...\Oh, just forget it... There's no helping it today.\It'll just be a normal date.\I've never done anything with my dad before. response:	My chest hurts...
