context: Are you gonna stay home again today? response:	Yeah, I still feel a little yucky.
context: -Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic?\There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before! response:	You know, you're always so calm and level-headed, but when you blush like this,
context: I went to the bathroom.\What's with the panic?\There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this, response:	you look really cute, Sakura!
context: What's with the panic?\There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura! response:	Sorry, Remi.
context: There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi. response:	Katakiri High
context: There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi.\Katakiri High response:	Katakiri High
context: But... I'm not cute like you, Remi.\I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi.\Katakiri High\Katakiri High response:	What? Why do you need me to come?
context: I don't know what-\I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi.\Katakiri High\Katakiri High\What? Why do you need me to come? response:	Katakiri High
context: I've never seen you blush before!\You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi.\Katakiri High\Katakiri High\What? Why do you need me to come?\Katakiri High response:	Aw, c'mon!
context: You know, you're always so calm and level-headed, but when you blush like this,\you look really cute, Sakura!\Sorry, Remi.\Katakiri High\Katakiri High\What? Why do you need me to come?\Katakiri High\Aw, c'mon! response:	Aw, c'mon!
context: you look really cute, Sakura!\Sorry, Remi.\Katakiri High\Katakiri High\What? Why do you need me to come?\Katakiri High\Aw, c'mon!\Aw, c'mon! response:	Huh? Didn't you already leave?
context: Sorry, Remi.\Katakiri High\Katakiri High\What? Why do you need me to come?\Katakiri High\Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave? response:	I forgot something.
context: Katakiri High\Katakiri High\What? Why do you need me to come?\Katakiri High\Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave?\I forgot something. response:	Same with you?
context: Katakiri High\What? Why do you need me to come?\Katakiri High\Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave?\I forgot something.\Same with you? response:	No, he just made me come with.
context: What? Why do you need me to come?\Katakiri High\Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave?\I forgot something.\Same with you?\No, he just made me come with. response:	Oh, hey, Hori-san! I was wondering about the English midterm.
context: Katakiri High\Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave?\I forgot something.\Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm. response:	How do I translate that one grammar form again?
context: Aw, c'mon!\Aw, c'mon!\Huh? Didn't you already leave?\I forgot something.\Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again? response:	What? You forgot again?!
context: Aw, c'mon!\Huh? Didn't you already leave?\I forgot something.\Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?! response:	Don't tell me you're feeling awkward.
context: Huh? Didn't you already leave?\I forgot something.\Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward. response:	Huh?!
context: I forgot something.\Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?! response:	I mean, a little. Sorry.
context: Same with you?\No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry. response:	I told you not to worry about it. Don't make me repeat myself, moron.
context: No, he just made me come with.\Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron. response:	What's so funny?
context: Oh, hey, Hori-san! I was wondering about the English midterm.\How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny? response:	Ow!
context: How do I translate that one grammar form again?\What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow! response:	They're in their own little world.
context: What? You forgot again?!\Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow!\They're in their own little world. response:	Gross.
context: Don't tell me you're feeling awkward.\Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow!\They're in their own little world.\Gross. response:	Whoa, what the hell is that answer?! You're worse than Iura.
context: Huh?!\I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow!\They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura. response:	I'm hopeless at English. I'm only good at -ing verbs.
context: I mean, a little. Sorry.\I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow!\They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs. response:	It's almost five.
context: I told you not to worry about it. Don't make me repeat myself, moron.\What's so funny?\Ow!\They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five. response:	What's at five?
context: What's so funny?\Ow!\They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five? response:	Oh, someone was supposed to be here.
context: Ow!\They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five?\Oh, someone was supposed to be here. response:	Izumi-kun.
context: They're in their own little world.\Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five?\Oh, someone was supposed to be here.\Izumi-kun. response:	Me?
context: Gross.\Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five?\Oh, someone was supposed to be here.\Izumi-kun.\Me? response:	Wait, what?
context: Whoa, what the hell is that answer?! You're worse than Iura.\I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five?\Oh, someone was supposed to be here.\Izumi-kun.\Me?\Wait, what? response:	I don't mean you, Miyamura! C'mon!
context: I'm hopeless at English. I'm only good at -ing verbs.\It's almost five.\What's at five?\Oh, someone was supposed to be here.\Izumi-kun.\Me?\Wait, what?\I don't mean you, Miyamura! C'mon! response:	Oh, uh, really?
context: It's almost five.\What's at five?\Oh, someone was supposed to be here.\Izumi-kun.\Me?\Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really? response:	Izumi Miyamura
context: What's at five?\Oh, someone was supposed to be here.\Izumi-kun.\Me?\Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura response:	Oh, uh, really?
context: Oh, someone was supposed to be here.\Izumi-kun.\Me?\Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura\Oh, uh, really? response:	Izumi Miyamura
context: Izumi-kun.\Me?\Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura\Oh, uh, really?\Izumi Miyamura response:	I meant Souta's friend. His last name's Izumi.
context: Me?\Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura\Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi. response:	Izumi Miyamura
context: Wait, what?\I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura\Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura response:	Oh.
context: I don't mean you, Miyamura! C'mon!\Oh, uh, really?\Izumi Miyamura\Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh. response:	Oh.
context: Oh, uh, really?\Izumi Miyamura\Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh.\Oh. response:	Here I thought you were gonna start calling me by my first name.
context: Izumi Miyamura\Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh.\Oh.\Here I thought you were gonna start calling me by my first name. response:	What, you want me to?
context: Oh, uh, really?\Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh.\Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to? response:	Yeah.
context: Izumi Miyamura\I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh.\Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah. response:	Kinda.
context: I meant Souta's friend. His last name's Izumi.\Izumi Miyamura\Oh.\Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah.\Kinda. response:	Y-You know when you get all flustered, I'm the one who gets embarrassed!
context: Izumi Miyamura\Oh.\Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed! response:	I-Is that how it works?
context: Oh.\Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works? response:	Sorry.
context: Oh.\Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry. response:	Dummy.
context: Here I thought you were gonna start calling me by my first name.\What, you want me to?\Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry.\Dummy. response:	Dummy Izumi.
context: What, you want me to?\Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry.\Dummy.\Dummy Izumi. response:	Hey,
context: Yeah.\Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry.\Dummy.\Dummy Izumi.\Hey, response:	my name doesn't start with Dummy.
context: Kinda.\Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry.\Dummy.\Dummy Izumi.\Hey,\my name doesn't start with Dummy. response:	-I'm home-
context: Y-You know when you get all flustered, I'm the one who gets embarrassed!\I-Is that how it works?\Sorry.\Dummy.\Dummy Izumi.\Hey,\my name doesn't start with Dummy.\-I'm home- response:	-Sh-Shut up, you big dummy! -I'm home-
context: I-Is that how it works?\Sorry.\Dummy.\Dummy Izumi.\Hey,\my name doesn't start with Dummy.\-I'm home-\-Sh-Shut up, you big dummy! -I'm home- response:	-Sh-Shut up, you big dummy!
context: Sorry.\Dummy.\Dummy Izumi.\Hey,\my name doesn't start with Dummy.\-I'm home-\-Sh-Shut up, you big dummy! -I'm home-\-Sh-Shut up, you big dummy! response:	They're at it again.
context: Dummy.\Dummy Izumi.\Hey,\my name doesn't start with Dummy.\-I'm home-\-Sh-Shut up, you big dummy! -I'm home-\-Sh-Shut up, you big dummy!\They're at it again. response:	Again?! Is your family okay?!
context: Dummy Izumi.\Hey,\my name doesn't start with Dummy.\-I'm home-\-Sh-Shut up, you big dummy! -I'm home-\-Sh-Shut up, you big dummy!\They're at it again.\Again?! Is your family okay?! response:	You big dumb dummy!
context: Hey,\my name doesn't start with Dummy.\-I'm home-\-Sh-Shut up, you big dummy! -I'm home-\-Sh-Shut up, you big dummy!\They're at it again.\Again?! Is your family okay?!\You big dumb dummy! response:	This Summer's Going to Be a Hot One
