context: Kyousuke's back! response:	So the time's come at last...
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	The kids who did the extermination.
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination. response:	Three- Section Staff
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff response:	Three- Section Staff
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff\Three- Section Staff response:	Three- Section Staff
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff\Three- Section Staff\Three- Section Staff response:	Rin has earned the title Godly Lack of Control!
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff\Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: The kids who did the extermination.\The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff\Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: The kids who did the extermination.\The kids who did the extermination.\Three- Section Staff\Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: The kids who did the extermination.\Three- Section Staff\Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Three- Section Staff\Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Three- Section Staff\Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Three- Section Staff\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
