context: ED response:	Hmm?
context: She said Schwarz!\Anon in live chat\That's wrong?\It's not Schwarz, it's Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: Anon in live chat\That's wrong?\It's not Schwarz, it's Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: That's wrong?\It's not Schwarz, it's Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: It's not Schwarz, it's Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	Anon in live chat
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\Anon in live chat response:	What if she forgets her lines?
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\Anon in live chat\What if she forgets her lines? response:	Anon in live chat
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\Anon in live chat\What if she forgets her lines?\Anon in live chat response:	Damn she's cute, too bad she has a boyfriend.
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: Anon in live chat\That's wrong?\Anon in live chat\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: That's wrong?\Anon in live chat\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: Anon in live chat\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	What if she forgets her lines?
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines? response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat response:	Damn she's cute, too bad she has a boyfriend.
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	What if she forgets her lines?
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines? response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat response:	Damn she's cute, too bad she has a boyfriend.
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	What if she forgets her lines?
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines? response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat response:	Damn she's cute, too bad she has a boyfriend.
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	There go her dreams.
context: It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\There go her dreams. response:	Anon in live chat
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\There go her dreams.\Anon in live chat response:	She said Schwarz!
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\There go her dreams.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: Anon in live chat\It's supposed to be Weiss!\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: It's supposed to be Weiss!\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	Anon in live chat
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat response:	She said Schwarz!
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	Anon in live chat
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat response:	She said Schwarz!
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: It's supposed to be Weiss!\Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Anon in live chat\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	There go her dreams.
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams. response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	There go her dreams.
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams. response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: There go her dreams.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	There go her dreams.
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams. response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat response:	That's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\That's wrong? response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	There go her dreams.
context: Anon in live chat\There go her dreams.\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams. response:	Sometimes you say things I don't understand.
context: There go her dreams.\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Sometimes you say things I don't understand. response:	What's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Sometimes you say things I don't understand.\What's wrong? response:	You won't go home with your friends anymore.
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore. response:	Or with me.
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore.\Or with me. response:	And lately...
context: It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore.\Or with me.\And lately... response:	You've changed.
context: Anon in live chat\There go her dreams.\Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore.\Or with me.\And lately...\You've changed. response:	You used to be more kind.
context: There go her dreams.\Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore.\Or with me.\And lately...\You've changed.\You used to be more kind. response:	You just went along with it?
context: Sometimes you say things I don't understand.\What's wrong?\You won't go home with your friends anymore.\Or with me.\And lately...\You've changed.\You used to be more kind.\You just went along with it? response:	What do you mean?
context: What's wrong?\You won't go home with your friends anymore.\Or with me.\And lately...\You've changed.\You used to be more kind.\You just went along with it?\What do you mean? response:	If everyone thought and acted the same as I... as Satoru does,
context: You won't go home with your friends anymore.\Or with me.\And lately...\You've changed.\You used to be more kind.\You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does, response:	then the world would be a better place.
context: Or with me.\And lately...\You've changed.\You used to be more kind.\You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place. response:	It's not too late.
context: And lately...\You've changed.\You used to be more kind.\You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late. response:	We can remake it.
context: You've changed.\You used to be more kind.\You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late.\We can remake it. response:	Normalcy and common sense are just shackles imposed by the people who run the world.
context: You used to be more kind.\You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world. response:	Thank you.
context: You just went along with it?\What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you. response:	Th-That was some splendid acting.
context: What do you mean?\If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting. response:	Yes.
context: If everyone thought and acted the same as I... as Satoru does,\then the world would be a better place.\It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting.\Yes. response:	The mistake in the lines will have an impact on the vote.
context: then the world would be a better place.\It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote. response:	Director!
context: It's not too late.\We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote.\Director! response:	What's wrong, Konaka?
context: We can remake it.\Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka? response:	We have a problem.
context: Normalcy and common sense are just shackles imposed by the people who run the world.\Thank you.\Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka?\We have a problem. response:	A problem?
context: Thank you.\Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka?\We have a problem.\A problem? response:	Miho's acting was great!
context: Th-That was some splendid acting.\Yes.\The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka?\We have a problem.\A problem?\Miho's acting was great! response:	It was way better than everyone else's!
context: Yes.\The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka?\We have a problem.\A problem?\Miho's acting was great!\It was way better than everyone else's! response:	Yeah!
context: The mistake in the lines will have an impact on the vote.\Director!\What's wrong, Konaka?\We have a problem.\A problem?\Miho's acting was great!\It was way better than everyone else's!\Yeah! response:	We're sorry to interrupt the broadcast,
context: Director!\What's wrong, Konaka?\We have a problem.\A problem?\Miho's acting was great!\It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast, response:	but Director Ehara has something to say.
context: What's wrong, Konaka?\We have a problem.\A problem?\Miho's acting was great!\It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say. response:	Go ahead, Director.
context: We have a problem.\A problem?\Miho's acting was great!\It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director. response:	I would like to explain something
context: A problem?\Miho's acting was great!\It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something response:	about Azuki Miho's performance, which we just heard.
context: Miho's acting was great!\It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard. response:	In the script where Weiss was originally used, she said the name Schwarz instead.
context: It was way better than everyone else's!\Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead. response:	What? Miho made a mistake?
context: Yeah!\We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake? response:	However, this was our own mistake.
context: We're sorry to interrupt the broadcast,\but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake. response:	Their mistake?
context: but Director Ehara has something to say.\Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake.\Their mistake? response:	We made the script based off of the magazine, Weekly Shounen Jack.
context: Go ahead, Director.\I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack. response:	But in this section, there was a misprint by the magazine,
context: I would like to explain something\about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine, response:	and it was corrected from Weiss to Schwarz in the compilation volume.
context: about Azuki Miho's performance, which we just heard.\In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume. response:	The editing department just informed us of this.
context: In the script where Weiss was originally used, she said the name Schwarz instead.\What? Miho made a mistake?\However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this. response:	Indeed, having Weiss there would seem strange for anyone who read the manga closely.
context: What? Miho made a mistake?\However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely. response:	Since Azuki followed the original work in her performance, this will not count as a mistake.
context: However, this was our own mistake.\Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake. response:	That's such a relief.
