context: FIVE YEARS AGO response:	REVOCS CORPORATION BUSINESS STRATEGY WORKFRAME
context: Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly. response:	You're telling me to assume a worst-case scenario, is that it?
context: I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it? response:	I suppose I am.
context: You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am. response:	Understood.
context: It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood. response:	The sky is my world...
context: That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood.\The sky is my world... response:	The kid gloves are off,
context: Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood.\The sky is my world...\The kid gloves are off, response:	you stinking bitch!
context: SENKETSU SHIPPU (GALE)\It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood.\The sky is my world...\The kid gloves are off,\you stinking bitch! response:	NEXT EPISODE PREVIEW
context: It's evolving too quickly.\You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood.\The sky is my world...\The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW response:	As the battle against Nonon Jakuzure reaches its climax,
context: You're telling me to assume a worst-case scenario, is that it?\I suppose I am.\Understood.\The sky is my world...\The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax, response:	HONNOUJI ACADEMY
context: I suppose I am.\Understood.\The sky is my world...\The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY response:	a girl appears at Honnouji Academy!
context: Understood.\The sky is my world...\The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy! response:	GIRL
context: The sky is my world...\The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL response:	Her name is Nui Harime!
context: The kid gloves are off,\you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime! response:	NUI HARIME
context: you stinking bitch!\NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime!\NUI HARIME response:	Be careful, Ryuko! A girl who uses her name as an eyepatch
context: NEXT EPISODE PREVIEW\As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime!\NUI HARIME\Be careful, Ryuko! A girl who uses her name as an eyepatch response:	EYEPATCH
context: As the battle against Nonon Jakuzure reaches its climax,\HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime!\NUI HARIME\Be careful, Ryuko! A girl who uses her name as an eyepatch\EYEPATCH response:	GIRL
context: HONNOUJI ACADEMY\a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime!\NUI HARIME\Be careful, Ryuko! A girl who uses her name as an eyepatch\EYEPATCH\GIRL response:	is insane for sure! Watch out!
context: a girl appears at Honnouji Academy!\GIRL\Her name is Nui Harime!\NUI HARIME\Be careful, Ryuko! A girl who uses her name as an eyepatch\EYEPATCH\GIRL\is insane for sure! Watch out! response:	Next time on Kill La Kill, I'm Not Your Cute Woman!
context: GIRL\Her name is Nui Harime!\NUI HARIME\Be careful, Ryuko! A girl who uses her name as an eyepatch\EYEPATCH\GIRL\is insane for sure! Watch out!\Next time on Kill La Kill, I'm Not Your Cute Woman! response:	EPISODE 11 I'M NOT YOUR CUTE WOMAN
