context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl. response:	Is this part of what familiars do too?
context: Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too? response:	How boring.
context: Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring. response:	I almost miss my past life.
context: Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring.\I almost miss my past life. response:	The kind of life that'd make anyone's skin crawl.
context: Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl. response:	Tomoe-dono.
context: I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono. response:	Tomoe-dono, Nanami-sama's going somewhere.
context: I suppose salt-roasted sweet fish will suffice for tonight.\I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere. response:	Why did you call me out here, Kurama?
context: I have to cook dinner and babysit this girl.\Is this part of what familiars do too?\How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama? response:	Let me ask you this first.
context: Is this part of what familiars do too?\How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first. response:	Any other girl would avert their eyes and blush the instant our eyes meet,
context: How boring.\I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet, response:	so why do you say you don't like me?
context: I almost miss my past life.\The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me? response:	Is he for real...
context: The kind of life that'd make anyone's skin crawl.\Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real... response:	I covered for you yesterday, and I even apologized.
context: Tomoe-dono.\Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized. response:	I don't get what there isn't to like about me.
context: Tomoe-dono, Nanami-sama's going somewhere.\Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me. response:	This guy's an air-head!
context: Why did you call me out here, Kurama?\Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head! response:	If you want, I'll even consider becoming your
context: Let me ask you this first.\Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your response:	Are you an idiot?
context: Any other girl would avert their eyes and blush the instant our eyes meet,\so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot? response:	What did you just call me?!
context: so why do you say you don't like me?\Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?! response:	If you keep talking down to people like that, forget about getting a girl, you won't even make friends.
context: Is he for real...\I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends. response:	Wh
context: I covered for you yesterday, and I even apologized.\I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh response:	If you have no other business, I'm leaving. See you.
context: I don't get what there isn't to like about me.\This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you. response:	I don't care for any of them. All I want is you, Earth Deity.
context: This guy's an air-head!\If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity. response:	If I can have you, then I'll...
context: If you want, I'll even consider becoming your\Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll... response:	What's this chill down my spine?
context: Are you an idiot?\What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine? response:	Found you, demon.
context: What did you just call me?!\If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine?\Found you, demon. response:	You!
context: If you keep talking down to people like that, forget about getting a girl, you won't even make friends.\Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine?\Found you, demon.\You! response:	You must be pretty sharp to set your sights on Nanami this soon.
context: Wh\If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine?\Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon. response:	You're the familiar from yesterday!
context: If you have no other business, I'm leaving. See you.\I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine?\Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday! response:	Kurama? I see, you're the...
context: I don't care for any of them. All I want is you, Earth Deity.\If I can have you, then I'll...\What's this chill down my spine?\Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the... response:	I am the Crow Goblin of Mt. Kura.
context: If I can have you, then I'll...\What's this chill down my spine?\Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura. response:	It's been sixteen years since I descended from those mountains.
context: What's this chill down my spine?\Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains. response:	Now that you've seen my true identity...
context: Found you, demon.\You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity... response:	I have to kill you!
context: You!\You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you! response:	Is that his...
context: You must be pretty sharp to set your sights on Nanami this soon.\You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you!\Is that his... response:	How do you like that, fox?
context: You're the familiar from yesterday!\Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you!\Is that his...\How do you like that, fox? response:	I heard your services are fantastic.
context: Kurama? I see, you're the...\I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you!\Is that his...\How do you like that, fox?\I heard your services are fantastic. response:	If I become the Earth Deity, I wouldn't mind making you my familiar!
context: I am the Crow Goblin of Mt. Kura.\It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you!\Is that his...\How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar! response:	You'd rather have me over that girl, right?
context: It's been sixteen years since I descended from those mountains.\Now that you've seen my true identity...\I have to kill you!\Is that his...\How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right? response:	You think you can become a deity?
context: Now that you've seen my true identity...\I have to kill you!\Is that his...\How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity? response:	I can! All I need is a bite of that girl's heart.
context: I have to kill you!\Is that his...\How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart. response:	You're funny, Crow Goblin.
context: Is that his...\How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin. response:	Wh
context: How do you like that, fox?\I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh response:	When I think of how people like you want to become a deity...
context: I heard your services are fantastic.\If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity... response:	it makes me giddy to know that Nanami is my current deity.
context: If I become the Earth Deity, I wouldn't mind making you my familiar!\You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity. response:	What?
context: You'd rather have me over that girl, right?\You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What? response:	Ostrich meat is low in calories and rich in nutrients and minerals.
context: You think you can become a deity?\I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals. response:	Aren't you happy? You wanted to become an Earth Deity, right?
context: I can! All I need is a bite of that girl's heart.\You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right? response:	Hold
context: You're funny, Crow Goblin.\Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold response:	If Nanami eats you, you can become one with meat on her butt.
context: Wh\When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt. response:	Allow me to try my hand at making you into an Earth Deity.
context: When I think of how people like you want to become a deity...\it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity. response:	Hold it! wait
context: it makes me giddy to know that Nanami is my current deity.\What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait response:	How exciting!
context: What?\Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting! response:	We're having whole-roasted ostrich for dinner tonight.
context: Ostrich meat is low in calories and rich in nutrients and minerals.\Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight. response:	Why is there an ostrich running around?
context: Aren't you happy? You wanted to become an Earth Deity, right?\Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around? response:	What are you
context: Hold\If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you response:	Familiar? How the hell is he a familiar?!
context: If Nanami eats you, you can become one with meat on her butt.\Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?! response:	Someone stop that damn fox!
context: Allow me to try my hand at making you into an Earth Deity.\Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox! response:	Earth Deity!
context: Hold it! wait\How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity! response:	I can't hold back these feelings.
context: How exciting!\We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings. response:	Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!
context: We're having whole-roasted ostrich for dinner tonight.\Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike! response:	I wish my high school years could be like this too!
context: Why is there an ostrich running around?\What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too! response:	I heard there's an ostrich being chased by a fireball!
context: What are you\Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball! response:	What's that supposed to mean?
context: Familiar? How the hell is he a familiar?!\Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean? response:	Huh?!
context: Someone stop that damn fox!\Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?! response:	That's Tomoe's fox flame!
context: Earth Deity!\I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?!\That's Tomoe's fox flame! response:	A girl!
context: I can't hold back these feelings.\Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?!\That's Tomoe's fox flame!\A girl! response:	Watch out!
context: Oh, I'm so happy for you, Lisa! You can live happily ever after with Mike!\I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?!\That's Tomoe's fox flame!\A girl!\Watch out! response:	Damn it.
context: I wish my high school years could be like this too!\I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?!\That's Tomoe's fox flame!\A girl!\Watch out!\Damn it. response:	A-Are you okay?
context: I heard there's an ostrich being chased by a fireball!\What's that supposed to mean?\Huh?!\That's Tomoe's fox flame!\A girl!\Watch out!\Damn it.\A-Are you okay? response:	That pendant...
context: What's that supposed to mean?\Huh?!\That's Tomoe's fox flame!\A girl!\Watch out!\Damn it.\A-Are you okay?\That pendant... response:	Tomoe!
context: Huh?!\That's Tomoe's fox flame!\A girl!\Watch out!\Damn it.\A-Are you okay?\That pendant...\Tomoe! response:	Not seriously injuring anybody does not make it okay!
context: That's Tomoe's fox flame!\A girl!\Watch out!\Damn it.\A-Are you okay?\That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay! response:	You've got some nerve going on a rampage around my school!
context: A girl!\Watch out!\Damn it.\A-Are you okay?\That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school! response:	I was only protecting you.
context: Watch out!\Damn it.\A-Are you okay?\That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you. response:	And why is Kurama a bird now?
context: Damn it.\A-Are you okay?\That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now? response:	That man is not a human.
context: A-Are you okay?\That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now?\That man is not a human. response:	He's a demon, a crow goblin to be exact.
context: That pendant...\Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact. response:	Huh?
context: Tomoe!\Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact.\Huh? response:	You're not a fallen angel from hell?!
context: Not seriously injuring anybody does not make it okay!\You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?! response:	W-Well, turn him back into a human for now.
context: You've got some nerve going on a rampage around my school!\I was only protecting you.\And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now. response:	But... tonight's dinner!
context: I was only protecting you.\And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner! response:	Turn him back.
context: And why is Kurama a bird now?\That man is not a human.\He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back. response:	Listen up, Kurama.
context: That man is not a human.\He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back.\Listen up, Kurama. response:	I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.
context: He's a demon, a crow goblin to be exact.\Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me. response:	Promise?
context: Huh?\You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise? response:	I-I-I-I thought I was going to die!
context: You're not a fallen angel from hell?!\W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die! response:	Kurama, look over here.
context: W-Well, turn him back into a human for now.\But... tonight's dinner!\Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die!\Kurama, look over here. response:	What do you want? Still got something to say?
context: But... tonight's dinner!\Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say? response:	Your face!
context: Turn him back.\Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say?\Your face! response:	You're injured. Let's clean it up first.
context: Listen up, Kurama.\I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first. response:	Forget it.
context: I'll let you off the hook this time, so don't cause me trouble, and don't be mean to me.\Promise?\I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first.\Forget it. response:	Will you be quiet? An idol can't walk around with cut on his face.
context: Promise?\I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face. response:	I don't particularly like you, but there are tons of others that do.
context: I-I-I-I thought I was going to die!\Kurama, look over here.\What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do. response:	You have to at least take care of your looks.
context: Kurama, look over here.\What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks. response:	Otherwise, you're just insulting them.
context: What do you want? Still got something to say?\Your face!\You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them. response:	Mm-hm.
context: Your face!\You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm. response:	Wait, why did I get the lecture while he gets his wounds tended to?!
context: You're injured. Let's clean it up first.\Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?! response:	That's because you aren't injured, Tomoe!
context: Forget it.\Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe! response:	That's only because I can take care of myself!
context: Will you be quiet? An idol can't walk around with cut on his face.\I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself! response:	Why are you even at school in the first place?
context: I don't particularly like you, but there are tons of others that do.\You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place? response:	It's your damn fault!
context: You have to at least take care of your looks.\Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault! response:	Nanami-san, I see you're becoming a good deity.
context: Otherwise, you're just insulting them.\Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity. response:	How so?
context: Mm-hm.\Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so? response:	Listen very well, Nanami.
context: Wait, why did I get the lecture while he gets his wounds tended to?!\That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami. response:	What?
context: That's because you aren't injured, Tomoe!\That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami.\What? response:	You're not walking out without your hood tomorrow!
context: That's only because I can take care of myself!\Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow! response:	You can't make me!
context: Why are you even at school in the first place?\It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow!\You can't make me! response:	Next Episode, a priestess appears at the residence of the Earth Deity!
context: It's your damn fault!\Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity! response:	Wh-What's that? She's fallen in love with a human?
context: Nanami-san, I see you're becoming a good deity.\How so?\Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human? response:	Can love really blossom between ghouls and humans?
context: How so?\Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans? response:	Next time, The Deity Ties Fate!
