context: This is several levels better than last time. response:	I'm surprised.
context: he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more. response:	There's no way I'll make you have any regrets.
context: He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets. response:	I sure am popular today.
context: Alright.\We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today. response:	Ow!
context: We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today.\Ow! response:	Don't say creepy stuff.
context: Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today.\Ow!\Don't say creepy stuff. response:	Guess I'll head to the work place!
context: An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today.\Ow!\Don't say creepy stuff.\Guess I'll head to the work place! response:	Make sure you remember the way.
context: I've finally got some time, so this time I'm going to think of an awesome name.\I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today.\Ow!\Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way. response:	This area's usually pretty chaotic, so...
context: I'm going to practice drawing more and more.\There's no way I'll make you have any regrets.\I sure am popular today.\Ow!\Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so... response:	But the school is close, and I don't think you'll have to worry about places for food.
context: There's no way I'll make you have any regrets.\I sure am popular today.\Ow!\Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food. response:	Eh, Niizuma-kun?
context: I sure am popular today.\Ow!\Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun? response:	Niizuma-kun, it's not that way!
context: Ow!\Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way! response:	Niizuma-kun!
context: Don't say creepy stuff.\Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun! response:	Hey Takagi, maybe we can go on a date to
context: Guess I'll head to the work place!\Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to response:	No.
context: Make sure you remember the way.\This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No. response:	Then, tomorrow
context: This area's usually pretty chaotic, so...\But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No.\Then, tomorrow response:	No.
context: But the school is close, and I don't think you'll have to worry about places for food.\Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No.\Then, tomorrow\No. response:	We're starting out on our next work.
context: Eh, Niizuma-kun?\Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No.\Then, tomorrow\No.\We're starting out on our next work. response:	Takagi!
context: Niizuma-kun, it's not that way!\Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No.\Then, tomorrow\No.\We're starting out on our next work.\Takagi! response:	Next time: Ten and Two.
context: Niizuma-kun!\Hey Takagi, maybe we can go on a date to\No.\Then, tomorrow\No.\We're starting out on our next work.\Takagi!\Next time: Ten and Two. response:	I have a dream called Mangaka!
