context: Opening 1st Frame response:	Signs
context: We bear the wings of freedom on our backs\Swearing upon our hearts,\we strike at the ring of madness\and soar through the sky\with our wings we call freedom\Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria response:	Oh, mein Freund
context: Swearing upon our hearts,\we strike at the ring of madness\and soar through the sky\with our wings we call freedom\Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund response:	Feiern wir diesen Sieg fur den nachsten Kampf
context: we strike at the ring of madness\and soar through the sky\with our wings we call freedom\Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf response:	Der feind ist grausam... Wir bringen...
context: and soar through the sky\with our wings we call freedom\Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen... response:	Der feind ist riesig... Wir springen...
context: with our wings we call freedom\Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen... response:	Gloria
context: Oh, mein Freund!\Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria response:	O Sieg
context: Jetzt hier ist ein Sieg\Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria\O Sieg response:	Flugel der Freiheit
context: Dies ist der erste Gloria\Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit response:	DO Ringe der Torheit
context: Oh, mein Freund\Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit response:	Flugel der Freiheit
context: Feiern wir diesen Sieg fur den nachsten Kampf\Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit response:	Can't Look Into His Eyes
context: Der feind ist grausam... Wir bringen...\Der feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes response:	Prelude to the Counterattack (pt 1)
context: Der feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1) response:	The Special Ops Squad
context: Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad response:	Prelude to the Counterattack (pt 2)
context: O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2) response:	Currently Disclosable Information
context: Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information response:	Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.
context: DO Ringe der Torheit\Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too. response:	Currently Disclosable Information
context: Flugel der Freiheit\Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information response:	Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.
context: Can't Look Into His Eyes\Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay. response:	Inside Wall Sina
context: Prelude to the Counterattack (pt 1)\The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina response:	Wall Rose
context: The Special Ops Squad\Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose response:	Wall Sina
context: Prelude to the Counterattack (pt 2)\Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose\Wall Sina response:	Inside Wall Rose
context: Currently Disclosable Information\Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose\Wall Sina\Inside Wall Rose response:	Trost
context: Special court-martial (pt 1): A court for judging those of military affiliation. The judge, the prosecution, and the defense are all soldiers too.\Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose\Wall Sina\Inside Wall Rose\Trost response:	Calanes
context: Currently Disclosable Information\Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose\Wall Sina\Inside Wall Rose\Trost\Calanes response:	Shiganshina
context: Special court-martial (2): This proceeding has a lot more political undertones than normal court-martials. The final decision is handed down by the head of the three forces, Supreme Commander Dallis Zacklay.\Inside Wall Sina\Wall Rose\Wall Sina\Inside Wall Rose\Trost\Calanes\Shiganshina response:	tatoeba ore ga oreja naitoshite
context: Inside Wall Sina\Wall Rose\Wall Sina\Inside Wall Rose\Trost\Calanes\Shiganshina\tatoeba ore ga oreja naitoshite response:	omae wa omaedato iikirerunoka
context: Wall Rose\Wall Sina\Inside Wall Rose\Trost\Calanes\Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka response:	suna no utsuwa wo kowashite koboreta
context: Wall Sina\Inside Wall Rose\Trost\Calanes\Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta response:	kokoro wo hirotte atsumerareruka
context: Inside Wall Rose\Trost\Calanes\Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka response:	dareka no yobu koe ga
context: Trost\Calanes\Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga response:	miminari ni kawatta
context: Calanes\Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta response:	toki ga tomatta mitaida
context: Shiganshina\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida response:	saa me wo samase
context: tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase response:	fukai yami wo ore wa arukidashita
context: omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita response:	hayate mitai ni nigedashita
context: suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita response:	ikita shikabane mitaidatta
context: kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta response:	oretachi wa kabe no soto e
context: dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e response:	mata aouze chizu ni nai bashode
context: miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode response:	If we suppose that I am not me,
context: toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me, response:	Can you say with certainty that you are you?
context: saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you? response:	Will you be able to pick up after yourself
context: fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself response:	Once your sand-like shell breaks and your heart crumbles?
context: hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles? response:	I could hear someone calling
context: ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling response:	But now my ears are just ringing
context: oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing response:	It's as if time has frozen
context: mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen response:	Now, wake up
context: If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up response:	I began to walk through a deep dark abyss
context: Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss response:	As swift as a gale, I escaped for my life
context: Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life response:	I felt like a living corpse
context: Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse response:	We break out of our walls
context: I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse\We break out of our walls response:	To reunite in worlds we've yet to map
