context: Who was it? response:	Who shot him?
context: I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai.\I love you, too.\Look me in the eye and say it again.\I love you.\Yeah. response:	Don't worry.
context: Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai.\I love you, too.\Look me in the eye and say it again.\I love you.\Yeah.\Don't worry. response:	I'll wait for you.
context: How you feel about me?\I love you, Anzai.\I love you, too.\Look me in the eye and say it again.\I love you.\Yeah.\Don't worry.\I'll wait for you. response:	We have to move forward.
context: I love you, Anzai.\I love you, too.\Look me in the eye and say it again.\I love you.\Yeah.\Don't worry.\I'll wait for you.\We have to move forward. response:	If Anzai is moving forward...
context: I love you, too.\Look me in the eye and say it again.\I love you.\Yeah.\Don't worry.\I'll wait for you.\We have to move forward.\If Anzai is moving forward... response:	I'll move forward, too.
context: Look me in the eye and say it again.\I love you.\Yeah.\Don't worry.\I'll wait for you.\We have to move forward.\If Anzai is moving forward...\I'll move forward, too. response:	Sotto tokete yuku you ni
context: I love you.\Yeah.\Don't worry.\I'll wait for you.\We have to move forward.\If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni response:	Motto ai shiaetara
context: Yeah.\Don't worry.\I'll wait for you.\We have to move forward.\If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara response:	Nani o tsutaerareta no
context: Don't worry.\I'll wait for you.\We have to move forward.\If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no response:	Ai o tsumugenai meguriawase
context: I'll wait for you.\We have to move forward.\If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase response:	Dare ka yurushite
context: We have to move forward.\If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite response:	Kegareta sugata ga boku de aru koto o
context: If Anzai is moving forward...\I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o response:	Aa doushite
context: I'll move forward, too.\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite response:	Fureru yubi ga furueteiru
context: Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru response:	It's story of fight together
context: Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together response:	Dakishimetai yo
context: Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo response:	Kizu tsukezu ni mamoritai yo
context: Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo response:	Anata dake o
context: Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o response:	It's story of desire forever
context: Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever response:	Aragai tsuzukeru
context: Aa doushite\Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever\Aragai tsuzukeru response:	Wakiagaru shoudou ni
context: Fureru yubi ga furueteiru\It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni response:	Aa, mata boku wa...
context: It's story of fight together\Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa... response:	Deep red dawn
context: Dakishimetai yo\Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn response:	Sotto futari tokete yuku you ni...
context: Kizu tsukezu ni mamoritai yo\Anata dake o\It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni... response:	I like your hair.
context: Anata dake o\It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni...\I like your hair. response:	Very cool.
context: It's story of desire forever\Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni...\I like your hair.\Very cool. response:	You're...
context: Aragai tsuzukeru\Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni...\I like your hair.\Very cool.\You're... response:	more beautiful.
context: Wakiagaru shoudou ni\Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni...\I like your hair.\Very cool.\You're...\more beautiful. response:	The Potential for Human and Red-Eye Coexistence
context: Aa, mata boku wa...\Deep red dawn\Sotto futari tokete yuku you ni...\I like your hair.\Very cool.\You're...\more beautiful.\The Potential for Human and Red-Eye Coexistence response:	Tsukasa Taira
