context: Catch your breath. response:	East, huh?
context: My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary.\They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough.\So that's a princess? response:	That's my granddaughter in the center.
context: they also lack information regarding us.\So they're wary.\They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough.\So that's a princess?\That's my granddaughter in the center. response:	She is quite beautiful.
context: So they're wary.\They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough.\So that's a princess?\That's my granddaughter in the center.\She is quite beautiful. response:	What is her name?
context: They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough.\So that's a princess?\That's my granddaughter in the center.\She is quite beautiful.\What is her name? response:	Lenessia.
context: but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough.\So that's a princess?\That's my granddaughter in the center.\She is quite beautiful.\What is her name?\Lenessia. response:	And tomorrow, for party training, we'll be going to a dungeon.
context: doesn't reveal too much about them.\This'll be tough.\So that's a princess?\That's my granddaughter in the center.\She is quite beautiful.\What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon. response:	A dungeon!
context: This'll be tough.\So that's a princess?\That's my granddaughter in the center.\She is quite beautiful.\What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon! response:	It's called the Forest of Lagranda.
context: So that's a princess?\That's my granddaughter in the center.\She is quite beautiful.\What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda. response:	All right!
context: That's my granddaughter in the center.\She is quite beautiful.\What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda.\All right! response:	I can't wait.
context: She is quite beautiful.\What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda.\All right!\I can't wait. response:	However, it will only be you guys.
context: What is her name?\Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda.\All right!\I can't wait.\However, it will only be you guys. response:	Only us?
context: Lenessia.\And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda.\All right!\I can't wait.\However, it will only be you guys.\Only us? response:	Shiroe...
context: And tomorrow, for party training, we'll be going to a dungeon.\A dungeon!\It's called the Forest of Lagranda.\All right!\I can't wait.\However, it will only be you guys.\Only us?\Shiroe... response:	Shiroe Memo The basics of combat!!
context: A dungeon!\It's called the Forest of Lagranda.\All right!\I can't wait.\However, it will only be you guys.\Only us?\Shiroe...\Shiroe Memo The basics of combat!! response:	A bountiful banquet is also
context: It's called the Forest of Lagranda.\All right!\I can't wait.\However, it will only be you guys.\Only us?\Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also response:	a place of politics, where opposing groups collide.
context: All right!\I can't wait.\However, it will only be you guys.\Only us?\Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide. response:	The nobles try to gain control of the adventurers.
context: I can't wait.\However, it will only be you guys.\Only us?\Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide.\The nobles try to gain control of the adventurers. response:	And Shiroe and the Round Table are forced to negotiate.
context: However, it will only be you guys.\Only us?\Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide.\The nobles try to gain control of the adventurers.\And Shiroe and the Round Table are forced to negotiate. response:	Meanwhile, Minori, Tohya, and their companions face a harsh reality.
context: Only us?\Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide.\The nobles try to gain control of the adventurers.\And Shiroe and the Round Table are forced to negotiate.\Meanwhile, Minori, Tohya, and their companions face a harsh reality. response:	The Forest of Lagranda
context: Shiroe...\Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide.\The nobles try to gain control of the adventurers.\And Shiroe and the Round Table are forced to negotiate.\Meanwhile, Minori, Tohya, and their companions face a harsh reality.\The Forest of Lagranda response:	Next time: The Forest of Lagranda.
context: Shiroe Memo The basics of combat!!\A bountiful banquet is also\a place of politics, where opposing groups collide.\The nobles try to gain control of the adventurers.\And Shiroe and the Round Table are forced to negotiate.\Meanwhile, Minori, Tohya, and their companions face a harsh reality.\The Forest of Lagranda\Next time: The Forest of Lagranda. response:	Always look thirty seconds ahead.
