context: The biggest reason I chose that job was because, response:	unlike working in sales, I get weekends off.
context: You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this? response:	I should've predicted this much.
context: Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this?\I should've predicted this much. response:	Well, Nana might not realize, but Sachiko could very well realize.
context: so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize. response:	Nana can be pretty loud, too.
context: Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too. response:	Please, let Nana be nice and quiet.
context: Huh?\What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet. response:	I really am pathetic. I could just puke thinking about how detestable a guy I am.
context: What's that supposed to mean?! Come on!\I've run away again.\What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am. response:	Sachiko.
context: I've run away again.\What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko. response:	Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.
context: What am I doing hiding like this?\I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend. response:	What just happened between you and her?
context: I should've predicted this much.\Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her? response:	It's all right. I doubt she's caught onto anything.
context: Well, Nana might not realize, but Sachiko could very well realize.\Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything. response:	Let's put an end to this, before she ends up getting hurt.
context: Nana can be pretty loud, too.\Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt. response:	I'm sorry, Shoji.
context: Please, let Nana be nice and quiet.\I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji. response:	If I hadn't gone after you like I did, none of this would've happened.
context: I really am pathetic. I could just puke thinking about how detestable a guy I am.\Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened. response:	That's not true.
context: Sachiko.\Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true. response:	But at this rate, I'll just be more of a bother to you.
context: Let's put an end to this, Shoji. She's cute, kind, and such a wonderful girlfriend.\What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you. response:	That's not true!
context: What just happened between you and her?\It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true! response:	This'll continue hurting me, too.
context: It's all right. I doubt she's caught onto anything.\Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too. response:	No one can end up happy in this situation.
context: Let's put an end to this, before she ends up getting hurt.\I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation. response:	Make sure you take good care of her.
context: I'm sorry, Shoji.\If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her. response:	I guess it's kinda hard to eat with a pierced lip.
context: If I hadn't gone after you like I did, none of this would've happened.\That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip. response:	Serves you right.
context: That's not true.\But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right. response:	Shin. You seem to be getting more piercings by the day.
context: But at this rate, I'll just be more of a bother to you.\That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day. response:	Now you even have one there.
context: That's not true!\This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there. response:	What have you done to your beautiful face?
context: This'll continue hurting me, too.\No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face? response:	I'm sure kissing is harder with that.
context: No one can end up happy in this situation.\Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that. response:	No, I had no problem with that.
context: Make sure you take good care of her.\I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that. response:	Shin! Who'd you kiss? Was it Nobu?!
context: I guess it's kinda hard to eat with a pierced lip.\Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?! response:	Huh? Is Nobu into that sorta stuff?
context: Serves you right.\Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff? response:	Is he?!
context: Shin. You seem to be getting more piercings by the day.\Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?! response:	Ah, no. But I thought this guy might be.
context: Now you even have one there.\What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be. response:	I'm straight.
context: What have you done to your beautiful face?\I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be.\I'm straight. response:	Hey, Shin. Do you plan to continue living at Nobu's place like you are now?
context: I'm sure kissing is harder with that.\No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now? response:	Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.
context: No, I had no problem with that.\Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden. response:	So you've returned home.
context: Shin! Who'd you kiss? Was it Nobu?!\Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home. response:	Nope.
context: Huh? Is Nobu into that sorta stuff?\Is he?!\Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope. response:	Then where are you staying?
context: Is he?!\Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope.\Then where are you staying? response:	At some women's places.
context: Ah, no. But I thought this guy might be.\I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope.\Then where are you staying?\At some women's places. response:	I move from place to place.
context: I'm straight.\Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope.\Then where are you staying?\At some women's places.\I move from place to place. response:	I'm still fifteen, I look like this, and I still can't find a steady job,
context: Hey, Shin. Do you plan to continue living at Nobu's place like you are now?\Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope.\Then where are you staying?\At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job, response:	but I realized that if I live this way, I won't have any money problems.
context: Actually, I haven't been to Nobu's place much lately. I don't wanna be a burden.\So you've returned home.\Nope.\Then where are you staying?\At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems. response:	Surprisingly, life can be pretty easy.
context: So you've returned home.\Nope.\Then where are you staying?\At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy. response:	Shin... You're a natural born bastard.
context: Nope.\Then where are you staying?\At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard. response:	Bastard?
context: Then where are you staying?\At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard? response:	One day, you're gonna
context: At some women's places.\I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard?\One day, you're gonna response:	- get killed by a woman. - Shin.
context: I move from place to place.\I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard?\One day, you're gonna\- get killed by a woman. - Shin. response:	I'm so sad.
context: I'm still fifteen, I look like this, and I still can't find a steady job,\but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard?\One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad. response:	Nana.
context: but I realized that if I live this way, I won't have any money problems.\Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard?\One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad.\Nana. response:	Come on, Shoji. Where had you run off to?
context: Surprisingly, life can be pretty easy.\Shin... You're a natural born bastard.\Bastard?\One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad.\Nana.\Come on, Shoji. Where had you run off to? response:	Do you have any plans after this?
context: Shin... You're a natural born bastard.\Bastard?\One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad.\Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this? response:	No. I have four straight days off from work starting tomorrow.
context: Bastard?\One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad.\Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow. response:	I can wait for you to get off work.
context: One day, you're gonna\- get killed by a woman. - Shin.\I'm so sad.\Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work. response:	You don't hafta wait.
context: - get killed by a woman. - Shin.\I'm so sad.\Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait. response:	Huh?
context: I'm so sad.\Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait.\Huh? response:	Can I go to your place later? I need to talk to you about something.
context: Nana.\Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something. response:	If Nana hadn't been with me that evening,
context: Come on, Shoji. Where had you run off to?\Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening, response:	I probably would've thrown myself into Tama River and sunk to the bottom.
context: Do you have any plans after this?\No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom. response:	I seriously think so.
context: No. I have four straight days off from work starting tomorrow.\I can wait for you to get off work.\You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so. response:	I reached into the sky
context: I can wait for you to get off work.\You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky response:	But I couldn't reach what I wanted
context: You don't hafta wait.\Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Huh?\Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Can I go to your place later? I need to talk to you about something.\If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: If Nana hadn't been with me that evening,\I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: I probably would've thrown myself into Tama River and sunk to the bottom.\I seriously think so.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: I seriously think so.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
