context: This is the place, right? response:	Yep, I looked it up on the internet.
context: They're playing individual matches, so they'll be fine if both of them win.\I was planning on defeating Wataya-kun today.\So, did your teammate get scared of losing and run away?\Shut your mouth, fatty!\Chihaya's running late!\But she isn't here.\I said that she's coming!\I'll go buy some pork buns. response:	You can buy your pork buns after I beat you!
context: I was planning on defeating Wataya-kun today.\So, did your teammate get scared of losing and run away?\Shut your mouth, fatty!\Chihaya's running late!\But she isn't here.\I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you! response:	Chihaya!
context: So, did your teammate get scared of losing and run away?\Shut your mouth, fatty!\Chihaya's running late!\But she isn't here.\I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya! response:	Chihaya-chan!
context: Shut your mouth, fatty!\Chihaya's running late!\But she isn't here.\I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan! response:	You're late, Chihaya!
context: Chihaya's running late!\But she isn't here.\I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan!\You're late, Chihaya! response:	That's because I was stuck at a railway crossing for twenty minutes!
context: But she isn't here.\I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes! response:	I'm still mad at you guys!
context: I said that she's coming!\I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys! response:	You're both leaving me behind!
context: I'll go buy some pork buns.\You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind! response:	But I'm not the only one who feels lonely, right?
context: You can buy your pork buns after I beat you!\Chihaya!\Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right? response:	Here comes spring, now the flower blooms
context: Chihaya!\Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms response:	Note that though we may be...
context: Chihaya-chan!\You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be... response:	May the time we spend apart from one another be
context: You're late, Chihaya!\That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be response:	Impassionate gods
context: That's because I was stuck at a railway crossing for twenty minutes!\I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be\Impassionate gods response:	the red that is the Tatsuta River
context: I'm still mad at you guys!\You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River response:	Yes!
context: You're both leaving me behind!\But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River\Yes! response:	There aren't as many cards left.
context: But I'm not the only one who feels lonely, right?\Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River\Yes!\There aren't as many cards left. response:	There are only 100 cards.
context: Here comes spring, now the flower blooms\Note that though we may be...\May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River\Yes!\There aren't as many cards left.\There are only 100 cards. response:	I don't want this to end.
context: Note that though we may be...\May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River\Yes!\There aren't as many cards left.\There are only 100 cards.\I don't want this to end. response:	I don't want this to end.
context: May the time we spend apart from one another be\Impassionate gods\the red that is the Tatsuta River\Yes!\There aren't as many cards left.\There are only 100 cards.\I don't want this to end.\I don't want this to end. response:	I don't want this to end!
context: Impassionate gods\the red that is the Tatsuta River\Yes!\There aren't as many cards left.\There are only 100 cards.\I don't want this to end.\I don't want this to end.\I don't want this to end! response:	Hey, are you okay?
context: the red that is the Tatsuta River\Yes!\There aren't as many cards left.\There are only 100 cards.\I don't want this to end.\I don't want this to end.\I don't want this to end!\Hey, are you okay? response:	Here, wear this.
context: Yes!\There aren't as many cards left.\There are only 100 cards.\I don't want this to end.\I don't want this to end.\I don't want this to end!\Hey, are you okay?\Here, wear this. response:	Taichi...
context: There aren't as many cards left.\There are only 100 cards.\I don't want this to end.\I don't want this to end.\I don't want this to end!\Hey, are you okay?\Here, wear this.\Taichi... response:	I wanted to win Chihaya that trophy.
context: There are only 100 cards.\I don't want this to end.\I don't want this to end.\I don't want this to end!\Hey, are you okay?\Here, wear this.\Taichi...\I wanted to win Chihaya that trophy. response:	Sorry! If only I had won my match!
context: I don't want this to end.\I don't want this to end.\I don't want this to end!\Hey, are you okay?\Here, wear this.\Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match! response:	Taichi!
context: I don't want this to end.\I don't want this to end!\Hey, are you okay?\Here, wear this.\Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi! response:	Sorry!
context: I don't want this to end!\Hey, are you okay?\Here, wear this.\Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi!\Sorry! response:	Chihaya, say something to him.
context: Hey, are you okay?\Here, wear this.\Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi!\Sorry!\Chihaya, say something to him. response:	I wanted...
context: Here, wear this.\Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi!\Sorry!\Chihaya, say something to him.\I wanted... response:	I wanted to play more karuta together!
context: Taichi...\I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi!\Sorry!\Chihaya, say something to him.\I wanted...\I wanted to play more karuta together! response:	Why are you crying?
context: I wanted to win Chihaya that trophy.\Sorry! If only I had won my match!\Taichi!\Sorry!\Chihaya, say something to him.\I wanted...\I wanted to play more karuta together!\Why are you crying? response:	It was really fun.
context: Sorry! If only I had won my match!\Taichi!\Sorry!\Chihaya, say something to him.\I wanted...\I wanted to play more karuta together!\Why are you crying?\It was really fun. response:	Let's take a picture, Chi-chan!
context: Taichi!\Sorry!\Chihaya, say something to him.\I wanted...\I wanted to play more karuta together!\Why are you crying?\It was really fun.\Let's take a picture, Chi-chan! response:	East Osato Elementary School Graduation
context: Sorry!\Chihaya, say something to him.\I wanted...\I wanted to play more karuta together!\Why are you crying?\It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation response:	Here goes!
context: Chihaya, say something to him.\I wanted...\I wanted to play more karuta together!\Why are you crying?\It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes! response:	Yay!
context: I wanted...\I wanted to play more karuta together!\Why are you crying?\It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes!\Yay! response:	You get to wear blazer jackets at Kaimeisei?
context: I wanted to play more karuta together!\Why are you crying?\It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei? response:	Chi-chan, take one with us!
context: Why are you crying?\It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us! response:	Let's take one with everyone!
context: It was really fun.\Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone! response:	Arata, I'm going to say goodbye to the landlord.
context: Let's take a picture, Chi-chan!\East Osato Elementary School Graduation\Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord. response:	Can you go home and start packing?
context: East Osato Elementary School Graduation\Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing? response:	We're leaving tomorrow, so you need to put everything away.
context: Here goes!\Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away. response:	Team Chihaya Furu
context: Yay!\You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu response:	Arata!
context: You get to wear blazer jackets at Kaimeisei?\Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata! response:	Why did you go home by yourself?!
context: Chi-chan, take one with us!\Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata!\Why did you go home by yourself?! response:	Play karuta with me, Arata!
context: Let's take one with everyone!\Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata!\Why did you go home by yourself?!\Play karuta with me, Arata! response:	In a serious match!
context: Arata, I'm going to say goodbye to the landlord.\Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata!\Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match! response:	Oh, are you busy packing?
context: Can you go home and start packing?\We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata!\Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing? response:	I wouldn't show mercy if I was playing a 5-year-old.
context: We're leaving tomorrow, so you need to put everything away.\Team Chihaya Furu\Arata!\Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old. response:	Naniwa Bay...
context: Team Chihaya Furu\Arata!\Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay... response:	Taichi, you suck!
context: Arata!\Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck! response:	Shut up!
context: Why did you go home by yourself?!\Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck!\Shut up! response:	You're supposed to follow a 4-3-1-5 pattern.
context: Play karuta with me, Arata!\In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern. response:	I know that!
context: In a serious match!\Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that! response:	I'm supposed to pause in certain places.
context: Oh, are you busy packing?\I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places. response:	Here comes spring, now the flower blooms
context: I wouldn't show mercy if I was playing a 5-year-old.\Naniwa Bay...\Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms response:	After many, many years...
context: Naniwa Bay...\Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years... response:	My fear is not of...
context: Taichi, you suck!\Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years...\My fear is not of... response:	When the wind sends...
context: Shut up!\You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years...\My fear is not of...\When the wind sends... response:	Like I said,
context: You're supposed to follow a 4-3-1-5 pattern.\I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years...\My fear is not of...\When the wind sends...\Like I said, response:	I will win.
context: I know that!\I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years...\My fear is not of...\When the wind sends...\Like I said,\I will win. response:	Let's play!
context: I'm supposed to pause in certain places.\Here comes spring, now the flower blooms\After many, many years...\My fear is not of...\When the wind sends...\Like I said,\I will win.\Let's play! response:	I have a tape for that!
context: Here comes spring, now the flower blooms\After many, many years...\My fear is not of...\When the wind sends...\Like I said,\I will win.\Let's play!\I have a tape for that! response:	My dream is to become
context: After many, many years...\My fear is not of...\When the wind sends...\Like I said,\I will win.\Let's play!\I have a tape for that!\My dream is to become response:	a karuta master.
context: My fear is not of...\When the wind sends...\Like I said,\I will win.\Let's play!\I have a tape for that!\My dream is to become\a karuta master. response:	I won't lose!
context: When the wind sends...\Like I said,\I will win.\Let's play!\I have a tape for that!\My dream is to become\a karuta master.\I won't lose! response:	After all,
context: Like I said,\I will win.\Let's play!\I have a tape for that!\My dream is to become\a karuta master.\I won't lose!\After all, response:	thanks to you, I love karuta now!
context: I will win.\Let's play!\I have a tape for that!\My dream is to become\a karuta master.\I won't lose!\After all,\thanks to you, I love karuta now! response:	Impassionate gods...
context: Let's play!\I have a tape for that!\My dream is to become\a karuta master.\I won't lose!\After all,\thanks to you, I love karuta now!\Impassionate gods... response:	The same time!
context: I have a tape for that!\My dream is to become\a karuta master.\I won't lose!\After all,\thanks to you, I love karuta now!\Impassionate gods...\The same time! response:	When both players take the card at the same time,
context: My dream is to become\a karuta master.\I won't lose!\After all,\thanks to you, I love karuta now!\Impassionate gods...\The same time!\When both players take the card at the same time, response:	it goes to the side the card is on! That's what the doctor said!
context: a karuta master.\I won't lose!\After all,\thanks to you, I love karuta now!\Impassionate gods...\The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said! response:	I win!
context: I won't lose!\After all,\thanks to you, I love karuta now!\Impassionate gods...\The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win! response:	Let it go!
context: After all,\thanks to you, I love karuta now!\Impassionate gods...\The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win!\Let it go! response:	This is my Chihaya!
context: thanks to you, I love karuta now!\Impassionate gods...\The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win!\Let it go!\This is my Chihaya! response:	Th-Thank you...
context: Impassionate gods...\The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win!\Let it go!\This is my Chihaya!\Th-Thank you... response:	Thank you for playing karuta with me!
context: The same time!\When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win!\Let it go!\This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me! response:	Chihaya, Taichi...
context: When both players take the card at the same time,\it goes to the side the card is on! That's what the doctor said!\I win!\Let it go!\This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi... response:	I doubt we'll ever see each other again.
context: it goes to the side the card is on! That's what the doctor said!\I win!\Let it go!\This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi...\I doubt we'll ever see each other again. response:	Why?
context: I win!\Let it go!\This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi...\I doubt we'll ever see each other again.\Why? response:	As long as we have karuta,
context: Let it go!\This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi...\I doubt we'll ever see each other again.\Why?\As long as we have karuta, response:	we'll see each other again, right?
context: This is my Chihaya!\Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi...\I doubt we'll ever see each other again.\Why?\As long as we have karuta,\we'll see each other again, right? response:	As long as we keep playing, we'll see each other again!
context: Th-Thank you...\Thank you for playing karuta with me!\Chihaya, Taichi...\I doubt we'll ever see each other again.\Why?\As long as we have karuta,\we'll see each other again, right?\As long as we keep playing, we'll see each other again! response:	I just know it!
