context: My dream was to make it big with my band response:	and have everyone in Japan know my name.
context: or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose, response:	- is so he can support Ren, - using us as bait!
context: Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait! response:	- who can't take action himself. - You just wanted to see me, right?!
context: It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?! response:	Yasu's bond with Ren is much stronger
context: Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger response:	than the one he has with me.
context: This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me. response:	Because they've been together since Ren was born.
context: Lots of coincidences, right?\The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born. response:	In the same orphanage.
context: The reason Yasu sacrifices himself...\- to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage. response:	My last ray of hope has been severed.
context: - to protect me, - You did this on purpose,\- is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed. response:	No one can save me from the pain...
context: - is so he can support Ren, - using us as bait!\- who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain... response:	of drowning in Ren's love.
context: - who can't take action himself. - You just wanted to see me, right?!\Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love. response:	It's a destiny I can't escape.
context: Yasu's bond with Ren is much stronger\than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape. response:	Yo, Nobu. You doing okay?
context: than the one he has with me.\Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay? response:	Y-Yes.
context: Because they've been together since Ren was born.\In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes. response:	How does this guy manage to throw people in hell
context: In the same orphanage.\My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell response:	ENTER How does this guy manage to throw people in hell
context: My last ray of hope has been severed.\No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell response:	ENTER just by being there?
context: No one can save me from the pain...\of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there? response:	His existence itself is evil.
context: of drowning in Ren's love.\It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil. response:	This guy's definitely the Demon Lord.
context: It's a destiny I can't escape.\Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord. response:	- Long time no see, Nobu. - Your woman is totally weird.
context: Yo, Nobu. You doing okay?\Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird. response:	And you too, Shin. How've you been?
context: Y-Yes.\How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been? response:	It's been a while, Reira.
context: How does this guy manage to throw people in hell\ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira. response:	There she is. Reira in person.
context: ENTER How does this guy manage to throw people in hell\ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person. response:	She has finally made her appearance.
context: ENTER just by being there?\His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance. response:	We finally perform on the same stage.
context: His existence itself is evil.\This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage. response:	STARE
context: This guy's definitely the Demon Lord.\- Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage.\STARE response:	STARE And she's looking at me.
context: - Long time no see, Nobu. - Your woman is totally weird.\And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage.\STARE\STARE And she's looking at me. response:	She's coming!
context: And you too, Shin. How've you been?\It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage.\STARE\STARE And she's looking at me.\She's coming! response:	She's coming.
context: It's been a while, Reira.\There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage.\STARE\STARE And she's looking at me.\She's coming!\She's coming. response:	She's coming.
context: There she is. Reira in person.\She has finally made her appearance.\We finally perform on the same stage.\STARE\STARE And she's looking at me.\She's coming!\She's coming.\She's coming. response:	She's coming!
context: She has finally made her appearance.\We finally perform on the same stage.\STARE\STARE And she's looking at me.\She's coming!\She's coming.\She's coming.\She's coming! response:	Glad to meet you, Nana! I'm Reira of Trapnest!
context: We finally perform on the same stage.\STARE\STARE And she's looking at me.\She's coming!\She's coming.\She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest! response:	I hope we get along!
context: STARE\STARE And she's looking at me.\She's coming!\She's coming.\She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along! response:	Okay!
context: STARE And she's looking at me.\She's coming!\She's coming.\She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay! response:	LOST THE WILL TO FIGHT Okay!
context: She's coming!\She's coming.\She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay! response:	LOST THE WILL TO FIGHT
context: She's coming.\She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT response:	LOST THE WILL TO FIGHT I can't underestimate this woman.
context: She's coming.\She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman. response:	LOST THE WILL TO FIGHT
context: She's coming!\Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT response:	What a huge TV!
context: Glad to meet you, Nana! I'm Reira of Trapnest!\I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV! response:	I coaxed him for the biggest one, and he got it for me.
context: I hope we get along!\Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me. response:	I also rearranged the room.
context: Okay!\LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room. response:	Don't you think you're going a little overboard with everything?
context: LOST THE WILL TO FIGHT Okay!\LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything? response:	You do realize how spoiled you are, don't you?
context: LOST THE WILL TO FIGHT\LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you? response:	That's not true! He's being really strict with me.
context: LOST THE WILL TO FIGHT I can't underestimate this woman.\LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me. response:	He tells me if I don't behave,
context: LOST THE WILL TO FIGHT\What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave, response:	he won't blow-dry my hair after I take a bath.
context: What a huge TV!\I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath. response:	Dry it yourself!
context: I coaxed him for the biggest one, and he got it for me.\I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself! response:	I wish eight o'clock would come around quickly.
context: I also rearranged the room.\Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly. response:	There's still another two hours!
context: Don't you think you're going a little overboard with everything?\You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours! response:	Time passes whether you want it to or not.
context: You do realize how spoiled you are, don't you?\That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not. response:	In the meantime, aren't you hungry? Let's order delivery.
context: That's not true! He's being really strict with me.\He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery. response:	If you don't mind salad and spaghetti, I can make that right away.
context: He tells me if I don't behave,\he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away. response:	I made lots of tomato sauce with the tomatoes from your place.
context: he won't blow-dry my hair after I take a bath.\Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place. response:	Wow. You've become quite an expert in cooking.
context: Dry it yourself!\I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking. response:	You used to be the expert in falling in love at first sight.
context: I wish eight o'clock would come around quickly.\There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight. response:	Mhm. It turns out I really enjoy it.
context: There's still another two hours!\Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it. response:	My nausea's subsided,
context: Time passes whether you want it to or not.\In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided, response:	so I may just attend cooking class and become a real expert.
context: In the meantime, aren't you hungry? Let's order delivery.\If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert. response:	Seeing that you've found something you're good at,
context: If you don't mind salad and spaghetti, I can make that right away.\I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at, response:	I guess it was worthwhile coming to Tokyo, after all.
context: I made lots of tomato sauce with the tomatoes from your place.\Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all. response:	But if I had lived alone,
context: Wow. You've become quite an expert in cooking.\You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone, response:	I probably would've never learned to cook much.
context: You used to be the expert in falling in love at first sight.\Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much. response:	I wouldn't have the urge to cook anything special for myself.
context: Mhm. It turns out I really enjoy it.\My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself. response:	Yeah, I know what you mean.
context: My nausea's subsided,\so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean. response:	I guess I like cooking for people and having them enjoy it.
context: so I may just attend cooking class and become a real expert.\Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it. response:	I can feel that even I'm of use in some way.
context: Seeing that you've found something you're good at,\I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way. response:	On top of that,
context: I guess it was worthwhile coming to Tokyo, after all.\But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that, response:	Nana would always use way too much seasoning in her cooking,
context: But if I had lived alone,\I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking, response:	so I ended up cooking almost every day.
context: I probably would've never learned to cook much.\I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day. response:	So naturally, I got better at it.
context: I wouldn't have the urge to cook anything special for myself.\Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it. response:	I mean, that much sodium can't be good for your health.
context: Yeah, I know what you mean.\I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health. response:	Then, I guess it's all thanks to the guru, huh?
context: I guess I like cooking for people and having them enjoy it.\I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh? response:	Huh?
context: I can feel that even I'm of use in some way.\On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh? response:	Nana's also the one who brought you and Takumi together, right?
context: On top of that,\Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right? response:	You've been telling me all kinds of stuff, but you know,
context: Nana would always use way too much seasoning in her cooking,\so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know, response:	I've never seen you so happy, Nana.
context: so I ended up cooking almost every day.\So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana. response:	I think you finally have both feet on the ground. I'm relieved.
context: So naturally, I got better at it.\I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved. response:	- Hey, Hachi. Back then... - Here are your positions for the opening.
context: I mean, that much sodium can't be good for your health.\Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening. response:	Everyone, please come forward.
context: Then, I guess it's all thanks to the guru, huh?\Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward. response:	I was full of deep regret for introducing you to Takumi.
context: Huh?\Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi. response:	But, if you're still with him now, and you're happy,
context: Nana's also the one who brought you and Takumi together, right?\You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy, response:	that makes me feel better.
context: You've been telling me all kinds of stuff, but you know,\I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better. response:	It's my only ray of hope.
context: I've never seen you so happy, Nana.\I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope. response:	Will you hold me now?
context: I think you finally have both feet on the ground. I'm relieved.\- Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope.\Will you hold me now? response:	Hold me now?
context: - Hey, Hachi. Back then... - Here are your positions for the opening.\Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope.\Will you hold me now?\Hold me now? response:	My frozen heart
context: Everyone, please come forward.\I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope.\Will you hold me now?\Hold me now?\My frozen heart response:	Kiss my lips and maybe
context: I was full of deep regret for introducing you to Takumi.\But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe response:	you can take me to your world for now
context: But, if you're still with him now, and you're happy,\that makes me feel better.\It's my only ray of hope.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe\you can take me to your world for now response:	I can't be alone right now
context: that makes me feel better.\It's my only ray of hope.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now response:	Will you hold me now?
context: It's my only ray of hope.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now\Will you hold me now? response:	Hold me now?
context: Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now? response:	My frozen heart
context: Hold me now?\My frozen heart\Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart response:	I'm lost in a deep winter sleep
context: My frozen heart\Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart\I'm lost in a deep winter sleep response:	I can't seem to find my way out alone
context: Kiss my lips and maybe\you can take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart\I'm lost in a deep winter sleep\I can't seem to find my way out alone response:	Can you wake me
