context: You're... response:	Avrora?
context: I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective.\Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain? response:	Were you not aware?
context: But that no longer matters.\We have already carried out our objective.\Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware? response:	Aiba Asagi.
context: We have already carried out our objective.\Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware?\Aiba Asagi. response:	It's your friend.
context: Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware?\Aiba Asagi.\It's your friend. response:	You called us here to separate us from Aiba-senpai?
context: We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware?\Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai? response:	Senga!
context: We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware?\Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai?\Senga! response:	Senpai!
context: By obliterating the Priestess of Cain.\Priestess of Cain?\Were you not aware?\Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai?\Senga!\Senpai! response:	I won't ask for your forgiveness, Fourth Primogenitor.
context: Priestess of Cain?\Were you not aware?\Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai?\Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor. response:	Feng Shui, huh?
context: Were you not aware?\Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai?\Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh? response:	Senpai, get down!
context: Aiba Asagi.\It's your friend.\You called us here to separate us from Aiba-senpai?\Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down! response:	Let's go!
context: It's your friend.\You called us here to separate us from Aiba-senpai?\Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down!\Let's go! response:	Yes!
context: You called us here to separate us from Aiba-senpai?\Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down!\Let's go!\Yes! response:	What's taking Kojou so long?
context: Senga!\Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down!\Let's go!\Yes!\What's taking Kojou so long? response:	There won't be any melon left for him.
context: Senpai!\I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down!\Let's go!\Yes!\What's taking Kojou so long?\There won't be any melon left for him. response:	Why are you eating the whole thing-
context: I won't ask for your forgiveness, Fourth Primogenitor.\Feng Shui, huh?\Senpai, get down!\Let's go!\Yes!\What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing- response:	Asagi!
context: Feng Shui, huh?\Senpai, get down!\Let's go!\Yes!\What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing-\Asagi! response:	What was that!?
context: Senpai, get down!\Let's go!\Yes!\What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing-\Asagi!\What was that!? response:	A sniper!
context: Let's go!\Yes!\What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing-\Asagi!\What was that!?\A sniper! response:	They're using explosive rounds in a place like this?
context: Yes!\What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing-\Asagi!\What was that!?\A sniper!\They're using explosive rounds in a place like this? response:	Are they insane?
context: What's taking Kojou so long?\There won't be any melon left for him.\Why are you eating the whole thing-\Asagi!\What was that!?\A sniper!\They're using explosive rounds in a place like this?\Are they insane? response:	What the hell is going on!?
context: There won't be any melon left for him.\Why are you eating the whole thing-\Asagi!\What was that!?\A sniper!\They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!? response:	It's no good, I can't get through!
context: Why are you eating the whole thing-\Asagi!\What was that!?\A sniper!\They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!?\It's no good, I can't get through! response:	Senpai! Where is Yaze-senpai's house?
context: Asagi!\What was that!?\A sniper!\They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house? response:	From here, it is around two stops away by monorail.
context: What was that!?\A sniper!\They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail. response:	Himeragi!
context: A sniper!\They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi! response:	Yes!
context: They're using explosive rounds in a place like this?\Are they insane?\What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi!\Yes! response:	S-Senpai!?
context: Are they insane?\What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi!\Yes!\S-Senpai!? response:	This power is... from that sword-shaped familiar.
context: What the hell is going on!?\It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi!\Yes!\S-Senpai!?\This power is... from that sword-shaped familiar. response:	You're able to control it now?
context: It's no good, I can't get through!\Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi!\Yes!\S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now? response:	No... I don't really get it, but I felt like it would work now.
context: Senpai! Where is Yaze-senpai's house?\From here, it is around two stops away by monorail.\Himeragi!\Yes!\S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now. response:	You're using the power in such an incomplete state?
context: From here, it is around two stops away by monorail.\Himeragi!\Yes!\S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state? response:	Senpai!
context: Himeragi!\Yes!\S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai! response:	It's okay.
context: Yes!\S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai!\It's okay. response:	After we save Asagi, I'm never going to do something this exhausting again.
context: S-Senpai!?\This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again. response:	Is that...
context: This power is... from that sword-shaped familiar.\You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that... response:	Asagi must be over there!
context: You're able to control it now?\No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there! response:	So you came after all, Akatsuki Kojou.
context: No... I don't really get it, but I felt like it would work now.\You're using the power in such an incomplete state?\Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou. response:	Get out of my way, December.
context: You're using the power in such an incomplete state?\Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December. response:	I cannot allow Aiba Asagi to live.
context: Senpai!\It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live. response:	She is far too dangerous.
context: It's okay.\After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous. response:	Come out, Regulus Aurum!
context: After we save Asagi, I'm never going to do something this exhausting again.\Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum! response:	Retreat, Regulus Aurum!
context: Is that...\Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum! response:	Come out... Come out!
context: Asagi must be over there!\So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out! response:	Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!
context: So you came after all, Akatsuki Kojou.\Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury! response:	Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!
context: Get out of my way, December.\I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury! response:	Senpai, stop!
context: I cannot allow Aiba Asagi to live.\She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop! response:	I'll handle her, so-!
context: She is far too dangerous.\Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-! response:	Come out, Kiffa-Ater!
context: Come out, Regulus Aurum!\Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater! response:	Retreat... My brethren!
context: Retreat, Regulus Aurum!\Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren! response:	Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!
context: Come out... Come out!\Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!! response:	Senpai!
context: Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai! response:	Again...
context: Retreat! Mesarthim-Adamas! Al-Nasl-Minium! Al-Meissa-Mercury!\Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again... response:	Are you going to kill me once more, Akatsuki Kojou?
context: Senpai, stop!\I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again...\Are you going to kill me once more, Akatsuki Kojou? response:	Senpai!
context: I'll handle her, so-!\Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again...\Are you going to kill me once more, Akatsuki Kojou?\Senpai! response:	You did well, December.
context: Come out, Kiffa-Ater!\Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again...\Are you going to kill me once more, Akatsuki Kojou?\Senpai!\You did well, December. response:	That was more than enough.
context: Retreat... My brethren!\Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again...\Are you going to kill me once more, Akatsuki Kojou?\Senpai!\You did well, December.\That was more than enough. response:	We're out of time, Ran. Activate the Roses.
context: Come out! Sadalmelik-Albus! Cor Tauri-Sucinum!!\Senpai!\Again...\Are you going to kill me once more, Akatsuki Kojou?\Senpai!\You did well, December.\That was more than enough.\We're out of time, Ran. Activate the Roses. response:	Senpai! Pull yourself together! Senpai!
