context: The Third Plate response:	Fourteen
context: There's no pause in their workflow.\Are they really...\What firm flesh and thick layers of fat!\It's the elegant and high-quality fat unique to Tokishirazu salmon!\All right, done!\Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste. response:	Th-This can't be...
context: Are they really...\What firm flesh and thick layers of fat!\It's the elegant and high-quality fat unique to Tokishirazu salmon!\All right, done!\Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste.\Th-This can't be... response:	What?
context: What firm flesh and thick layers of fat!\It's the elegant and high-quality fat unique to Tokishirazu salmon!\All right, done!\Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste.\Th-This can't be...\What? response:	This can't be...
context: It's the elegant and high-quality fat unique to Tokishirazu salmon!\All right, done!\Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste.\Th-This can't be...\What?\This can't be... response:	Yeah? What?
context: All right, done!\Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste.\Th-This can't be...\What?\This can't be...\Yeah? What? response:	This can't be!
context: Yuan-style Grilled Tokishirazu Salmon!\Well, have a taste\Please, have a taste.\Th-This can't be...\What?\This can't be...\Yeah? What?\This can't be! response:	Like a punch to the face!
context: Well, have a taste\Please, have a taste.\Th-This can't be...\What?\This can't be...\Yeah? What?\This can't be!\Like a punch to the face! response:	And yet so light!
context: Please, have a taste.\Th-This can't be...\What?\This can't be...\Yeah? What?\This can't be!\Like a punch to the face!\And yet so light! response:	The exceptional quality of the sweet fat
context: Th-This can't be...\What?\This can't be...\Yeah? What?\This can't be!\Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat response:	has an impact that almost numbs the palate.
context: What?\This can't be...\Yeah? What?\This can't be!\Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate. response:	The mild sauce entangling the flesh
context: This can't be...\Yeah? What?\This can't be!\Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh response:	has crisp notes of yuzu citrus!
context: Yeah? What?\This can't be!\Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus! response:	This dish is a head-on collision with the power
context: This can't be!\Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power response:	of the exquisitely fatty Tokishirazu salmon!
context: Like a punch to the face!\And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon! response:	Hey, examiner. Maybe you underestimated us, huh?
context: And yet so light!\The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh? response:	At least, I don't let something like this get me down.
context: The exceptional quality of the sweet fat\has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down. response:	This sort of thing is just part of my daily life.
context: has an impact that almost numbs the palate.\The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life. response:	I fight it out with vendors to get good ingredients under any circumstance,
context: The mild sauce entangling the flesh\has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance, response:	then get the dishes out to the customer. That's what a diner does.
context: has crisp notes of yuzu citrus!\This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does. response:	I can't resist this taste!
context: This dish is a head-on collision with the power\of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste! response:	You pass the first stage!
context: of the exquisitely fatty Tokishirazu salmon!\Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage! response:	Glad you enjoyed it!
context: Hey, examiner. Maybe you underestimated us, huh?\At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage!\Glad you enjoyed it! response:	Ugh, stop acting like you're the leader!
context: At least, I don't let something like this get me down.\This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader! response:	We survived...
context: This sort of thing is just part of my daily life.\I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived... response:	Thank goodness.
context: I fight it out with vendors to get good ingredients under any circumstance,\then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived...\Thank goodness. response:	How'd the other rooms go?
context: then get the dishes out to the customer. That's what a diner does.\I can't resist this taste!\You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived...\Thank goodness.\How'd the other rooms go? response:	W-Well, none of them could be failed.
context: I can't resist this taste!\You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived...\Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed. response:	Every single one of them managed to get ingredients.
context: You pass the first stage!\Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived...\Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients. response:	We did it, Erinacchi!
context: Glad you enjoyed it!\Ugh, stop acting like you're the leader!\We survived...\Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi! response:	We passed!
context: Ugh, stop acting like you're the leader!\We survived...\Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed! response:	Why are you smiling?
context: We survived...\Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed!\Why are you smiling? response:	You only passed stage one.
context: Thank goodness.\How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed!\Why are you smiling?\You only passed stage one. response:	Do you think you have time to celebrate?
context: How'd the other rooms go?\W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed!\Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate? response:	Hey, Nakiri.
context: W-Well, none of them could be failed.\Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed!\Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri. response:	Do you want to eat Tokishirazu salmon, too?
context: Every single one of them managed to get ingredients.\We did it, Erinacchi!\We passed!\Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too? response:	Shut up, Yukihira-kun!
context: We did it, Erinacchi!\We passed!\Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun! response:	To those of you who passed stage one,
context: We passed!\Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one, response:	you will be traveling to the stage two examination hall by train.
context: Why are you smiling?\You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train. response:	A train, huh?
context: You only passed stage one.\Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh? response:	You will board the train after dinner.
context: Do you think you have time to celebrate?\Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner. response:	Totsuki
context: Hey, Nakiri.\Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner.\Totsuki response:	Wow!
context: Do you want to eat Tokishirazu salmon, too?\Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner.\Totsuki\Wow! response:	It's the Tsukikage, a luxury sleeper train owned by Totsuki.
context: Shut up, Yukihira-kun!\To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner.\Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki. response:	Sure looks like it'd cost a lot of money.
context: To those of you who passed stage one,\you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner.\Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money. response:	Traveling across Hokkaido in style on a sleeper train?
context: you will be traveling to the stage two examination hall by train.\A train, huh?\You will board the train after dinner.\Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train? response:	If not for the advancement exams,
context: A train, huh?\You will board the train after dinner.\Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams, response:	it'd be the best trip ever!
context: You will board the train after dinner.\Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever! response:	You're crying tears of blood...
context: Totsuki\Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood... response:	We'll still continue supplementary lessons on the Hokkaido seminar until lights out.
context: Wow!\It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out. response:	Damn it all!
context: It's the Tsukikage, a luxury sleeper train owned by Totsuki.\Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all! response:	Please line up to board the train.
context: Sure looks like it'd cost a lot of money.\Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train. response:	We'll have to refocus and tough it out some more.
context: Traveling across Hokkaido in style on a sleeper train?\If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more. response:	Yeah.
context: If not for the advancement exams,\it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah. response:	There will be many more challenging trials ahead.
context: it'd be the best trip ever!\You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead. response:	That's right.
context: You're crying tears of blood...\We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead.\That's right. response:	We've only just cleared the first round.
context: We'll still continue supplementary lessons on the Hokkaido seminar until lights out.\Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round. response:	The examination topics will only become more difficult as we go farther north.
context: Damn it all!\Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north. response:	Central will move to eliminate the rebels without regard for appearances.
context: Please line up to board the train.\We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances. response:	I'll have to do what I can to counter them while I still can.
context: We'll have to refocus and tough it out some more.\Yeah.\There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can. response:	Come in.
context: Yeah.\There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in. response:	Nakiri-san...
context: There will be many more challenging trials ahead.\That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san... response:	Aldini-kun?
context: That's right.\We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san...\Aldini-kun? response:	Oh, are you preparing for the study group?
context: We've only just cleared the first round.\The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group? response:	Yes, I am.
context: The examination topics will only become more difficult as we go farther north.\Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am. response:	So the night sky you can see through the lounge car ceiling is really pretty!
context: Central will move to eliminate the rebels without regard for appearances.\I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty! response:	You should take a break, and come have a look.
context: I'll have to do what I can to counter them while I still can.\Come in.\Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look. response:	Is it?
context: Come in.\Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it? response:	Okay, I will later.
context: Nakiri-san...\Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it?\Okay, I will later. response:	Okay, later.
context: Aldini-kun?\Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it?\Okay, I will later.\Okay, later. response:	Nakiri-san, are you busy right now?
context: Oh, are you preparing for the study group?\Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it?\Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now? response:	Sakaki-san?
context: Yes, I am.\So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it?\Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san? response:	I just went, but I didn't know this train even had a spa room.
context: So the night sky you can see through the lounge car ceiling is really pretty!\You should take a break, and come have a look.\Is it?\Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room. response:	The massage chair there is amazing!
context: You should take a break, and come have a look.\Is it?\Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing! response:	I get pretty bad shoulder cramps,
context: Is it?\Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps, response:	but I feel ten times lighter now!
context: Okay, I will later.\Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now! response:	Nakiri-san, you should try it, too!
context: Okay, later.\Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too! response:	I'm sure you'll feel less tired.
context: Nakiri-san, are you busy right now?\Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired. response:	O-Okay.
context: Sakaki-san?\I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay. response:	I will, later.
context: I just went, but I didn't know this train even had a spa room.\The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay.\I will, later. response:	That's a promise!
context: The massage chair there is amazing!\I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay.\I will, later.\That's a promise! response:	Focus! Focus!
context: I get pretty bad shoulder cramps,\but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay.\I will, later.\That's a promise!\Focus! Focus! response:	Why me, too?
context: but I feel ten times lighter now!\Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay.\I will, later.\That's a promise!\Focus! Focus!\Why me, too? response:	Yes?
context: Nakiri-san, you should try it, too!\I'm sure you'll feel less tired.\O-Okay.\I will, later.\That's a promise!\Focus! Focus!\Why me, too?\Yes? response:	Um...
context: I'm sure you'll feel less tired.\O-Okay.\I will, later.\That's a promise!\Focus! Focus!\Why me, too?\Yes?\Um... response:	Another visitor.
context: O-Okay.\I will, later.\That's a promise!\Focus! Focus!\Why me, too?\Yes?\Um...\Another visitor. response:	Um, this is brown rice green tea from back home.
context: I will, later.\That's a promise!\Focus! Focus!\Why me, too?\Yes?\Um...\Another visitor.\Um, this is brown rice green tea from back home. response:	Please have some if you'd like.
context: That's a promise!\Focus! Focus!\Why me, too?\Yes?\Um...\Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like. response:	It has low caffeine and has a nice fragrance,
context: Focus! Focus!\Why me, too?\Yes?\Um...\Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance, response:	so I think it'll help you relax.
context: Why me, too?\Yes?\Um...\Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax. response:	Okay.
context: Yes?\Um...\Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay. response:	Okay, I'll see you later, Nakiri-san.
context: Um...\Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san. response:	Good luck to both of us tomorrow.
context: Another visitor.\Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow. response:	Thank you.
context: Um, this is brown rice green tea from back home.\Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you. response:	Hey, Nakiri.
context: Please have some if you'd like.\It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri. response:	You hungry?
context: It has low caffeine and has a nice fragrance,\so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri.\You hungry? response:	Want some fried salmon skins?
context: so I think it'll help you relax.\Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri.\You hungry?\Want some fried salmon skins? response:	Even you showed up, Yukihira-kun.
context: Okay.\Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri.\You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun. response:	Huh?
context: Okay, I'll see you later, Nakiri-san.\Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri.\You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh? response:	Why's everyone visiting me?
context: Good luck to both of us tomorrow.\Thank you.\Hey, Nakiri.\You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me? response:	They should focus on their own rest if they have any time.
context: Thank you.\Hey, Nakiri.\You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time. response:	Oh, I think that's because everyone appreciates your study sessions.
context: Hey, Nakiri.\You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions. response:	I'm just doing what I want.
context: You hungry?\Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want. response:	So warm...
context: Want some fried salmon skins?\Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm... response:	Hey! We're coming out from the forest!
context: Even you showed up, Yukihira-kun.\Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm...\Hey! We're coming out from the forest! response:	I kind of want to eat salmon roe now.
context: Huh?\Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now. response:	Huh? Where'd that come from?!
context: Why's everyone visiting me?\They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?! response:	I mean, they're kind of similar
context: They should focus on their own rest if they have any time.\Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar response:	the stars above and salmon roe.
context: Oh, I think that's because everyone appreciates your study sessions.\I'm just doing what I want.\So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe. response:	They both glitter and stuff.
context: I'm just doing what I want.\So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff. response:	They're not similar at all!
context: So warm...\Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all! response:	My goodness.
context: Hey! We're coming out from the forest!\I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all!\My goodness. response:	Do you have no sense of appreciation for nature?
context: I kind of want to eat salmon roe now.\Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature? response:	Hey, I think it's a nice starry sky, too.
context: Huh? Where'd that come from?!\I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too. response:	Maybe I just thought of salmon roe because I'm nibbling on salmon skin.
context: I mean, they're kind of similar\the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin. response:	Just listen to yourself.
context: the stars above and salmon roe.\They both glitter and stuff.\They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin.\Just listen to yourself. response:	Huh?
context: They both glitter and stuff.\They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin.\Just listen to yourself.\Huh? response:	Before, just imagining Yukihira-kun's face would make me annoyed,
context: They're not similar at all!\My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin.\Just listen to yourself.\Huh?\Before, just imagining Yukihira-kun's face would make me annoyed, response:	but now...
context: My goodness.\Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin.\Just listen to yourself.\Huh?\Before, just imagining Yukihira-kun's face would make me annoyed,\but now... response:	Now, I don't mind so much.
context: Do you have no sense of appreciation for nature?\Hey, I think it's a nice starry sky, too.\Maybe I just thought of salmon roe because I'm nibbling on salmon skin.\Just listen to yourself.\Huh?\Before, just imagining Yukihira-kun's face would make me annoyed,\but now...\Now, I don't mind so much. response:	Totsuki
