context: What's that, Kirino? response:	A guy?
context: Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about. response:	They have nothing to hold back.
context: No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back. response:	Every word you say grates my ears, you pretentious emo girl!
context: You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl! response:	P-Pretentious?
context: Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious? response:	E-Emo girl?
context: I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl? response:	Now you've gone and said it.
context: Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl?\Now you've gone and said it. response:	Ah, how pitiful.
context: Either way, they sure can talk a lot even though they just met.\Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl?\Now you've gone and said it.\Ah, how pitiful. response:	I don't know what might happen to you now.
context: Well, you know, it's because they really do love what they're talking about.\They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl?\Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now. response:	Even I can't stop my evil conceptions.
context: They have nothing to hold back.\Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl?\Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions. response:	Are you stupid?
context: Every word you say grates my ears, you pretentious emo girl!\P-Pretentious?\E-Emo girl?\Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid? response:	Don't you feel ashamed to be alive?
context: P-Pretentious?\E-Emo girl?\Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive? response:	Why don't you just go die?
context: E-Emo girl?\Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die? response:	Think it's about time to stop this?
context: Now you've gone and said it.\Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this? response:	See? Meruru doujinshi are all aimed at adult males.
context: Ah, how pitiful.\I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males. response:	She's simply a hole for their lust.
context: I don't know what might happen to you now.\Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust. response:	And Maschera is all just BL.
context: Even I can't stop my evil conceptions.\Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL. response:	Look at this perfection! It's art!
context: Are you stupid?\Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art! response:	Art doesn't need a clothes off feature.
context: Don't you feel ashamed to be alive?\Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature. response:	XXL?
context: Why don't you just go die?\Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL? response:	Men's?
context: Think it's about time to stop this?\See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL?\Men's? response:	My, we've spent quite a bit of time.
context: See? Meruru doujinshi are all aimed at adult males.\She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL?\Men's?\My, we've spent quite a bit of time. response:	You were far too excited.
context: She's simply a hole for their lust.\And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL?\Men's?\My, we've spent quite a bit of time.\You were far too excited. response:	I couldn't help it!
context: And Maschera is all just BL.\Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL?\Men's?\My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it! response:	It's my first time in Akiba.
context: Look at this perfection! It's art!\Art doesn't need a clothes off feature.\XXL?\Men's?\My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it!\It's my first time in Akiba. response:	Sorry for all the trouble.
context: Art doesn't need a clothes off feature.\XXL?\Men's?\My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble. response:	Not at all.
context: XXL?\Men's?\My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble.\Not at all. response:	We'll be taking our leave here.
context: Men's?\My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble.\Not at all.\We'll be taking our leave here. response:	I guess we should head back too.
context: My, we've spent quite a bit of time.\You were far too excited.\I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble.\Not at all.\We'll be taking our leave here.\I guess we should head back too. response:	Don't ignore me!
context: You were far too excited.\I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble.\Not at all.\We'll be taking our leave here.\I guess we should head back too.\Don't ignore me! response:	You were both gone all day, right?
context: I couldn't help it!\It's my first time in Akiba.\Sorry for all the trouble.\Not at all.\We'll be taking our leave here.\I guess we should head back too.\Don't ignore me!\You were both gone all day, right? response:	Where'd you go, Kirino?
context: It's my first time in Akiba.\Sorry for all the trouble.\Not at all.\We'll be taking our leave here.\I guess we should head back too.\Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino? response:	Shopping with some friends.
context: Sorry for all the trouble.\Not at all.\We'll be taking our leave here.\I guess we should head back too.\Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends. response:	Oh, with Ayase-chan?
context: Not at all.\We'll be taking our leave here.\I guess we should head back too.\Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan? response:	Yeah, something like that...
context: We'll be taking our leave here.\I guess we should head back too.\Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that... response:	Don't boys try to hit on you?
context: I guess we should head back too.\Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you? response:	You two really stand out when you're together.
context: Don't ignore me!\You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together. response:	Well, we ignore them
context: You were both gone all day, right?\Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them response:	Don't go too far.
context: Where'd you go, Kirino?\Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them\Don't go too far. response:	Work is fine, but if you wear clothes like that all the time you might make a mistake.
context: Shopping with some friends.\Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake. response:	Come on Dad, you know Kirino works hard
context: Oh, with Ayase-chan?\Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard response:	Thanks for the meal.
context: Yeah, something like that...\Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal. response:	Here.
context: Don't boys try to hit on you?\You two really stand out when you're together.\Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal.\Here. response:	And no one cares where I went.
context: You two really stand out when you're together.\Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal.\Here.\And no one cares where I went. response:	A hard-worker who's smart and athletic?
context: Well, we ignore them\Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal.\Here.\And no one cares where I went.\A hard-worker who's smart and athletic? response:	That's just dumb...
context: Don't go too far.\Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal.\Here.\And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb... response:	Enough of this...
context: Work is fine, but if you wear clothes like that all the time you might make a mistake.\Come on Dad, you know Kirino works hard\Thanks for the meal.\Here.\And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb...\Enough of this... response:	Onii-chan...
context: Come on Dad, you know Kirino works hard\Thanks for the meal.\Here.\And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb...\Enough of this...\Onii-chan... response:	We'll always be together from now on...
context: Thanks for the meal.\Here.\And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb...\Enough of this...\Onii-chan...\We'll always be together from now on... response:	I've done it!
context: Here.\And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb...\Enough of this...\Onii-chan...\We'll always be together from now on...\I've done it! response:	I've beaten Shiori!
context: And no one cares where I went.\A hard-worker who's smart and athletic?\That's just dumb...\Enough of this...\Onii-chan...\We'll always be together from now on...\I've done it!\I've beaten Shiori! response:	Complete!
context: A hard-worker who's smart and athletic?\That's just dumb...\Enough of this...\Onii-chan...\We'll always be together from now on...\I've done it!\I've beaten Shiori!\Complete! response:	Good job me!
context: That's just dumb...\Enough of this...\Onii-chan...\We'll always be together from now on...\I've done it!\I've beaten Shiori!\Complete!\Good job me! response:	Yahoo!
context: Enough of this...\Onii-chan...\We'll always be together from now on...\I've done it!\I've beaten Shiori!\Complete!\Good job me!\Yahoo! response:	What's this feeling?
context: Onii-chan...\We'll always be together from now on...\I've done it!\I've beaten Shiori!\Complete!\Good job me!\Yahoo!\What's this feeling? response:	It's like a calm from the surge of resignation that comes after a wave of accomplishment.
context: We'll always be together from now on...\I've done it!\I've beaten Shiori!\Complete!\Good job me!\Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment. response:	I may have discovered something profound.
context: I've done it!\I've beaten Shiori!\Complete!\Good job me!\Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound. response:	What?
context: I've beaten Shiori!\Complete!\Good job me!\Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What? response:	Nothing, I'm just returning the game.
context: Complete!\Good job me!\Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What?\Nothing, I'm just returning the game. response:	You completed it?
context: Good job me!\Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What?\Nothing, I'm just returning the game.\You completed it? response:	Yep.
context: Yahoo!\What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What?\Nothing, I'm just returning the game.\You completed it?\Yep. response:	Well?
context: What's this feeling?\It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What?\Nothing, I'm just returning the game.\You completed it?\Yep.\Well? response:	Okay, I guess?
context: It's like a calm from the surge of resignation that comes after a wave of accomplishment.\I may have discovered something profound.\What?\Nothing, I'm just returning the game.\You completed it?\Yep.\Well?\Okay, I guess? response:	No, I mean, it was pretty good.
context: I may have discovered something profound.\What?\Nothing, I'm just returning the game.\You completed it?\Yep.\Well?\Okay, I guess?\No, I mean, it was pretty good. response:	What part?
context: What?\Nothing, I'm just returning the game.\You completed it?\Yep.\Well?\Okay, I guess?\No, I mean, it was pretty good.\What part? response:	Specifically.
context: Nothing, I'm just returning the game.\You completed it?\Yep.\Well?\Okay, I guess?\No, I mean, it was pretty good.\What part?\Specifically. response:	In the Shiori route?
context: You completed it?\Yep.\Well?\Okay, I guess?\No, I mean, it was pretty good.\What part?\Specifically.\In the Shiori route? response:	The last part was a good read.
context: Yep.\Well?\Okay, I guess?\No, I mean, it was pretty good.\What part?\Specifically.\In the Shiori route?\The last part was a good read. response:	You know, the part where their parents are against their relationship and Shiori runs out of the house?
context: Well?\Okay, I guess?\No, I mean, it was pretty good.\What part?\Specifically.\In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house? response:	And then when the main character chases after her and they look into each other's eyes in the sunset...
context: Okay, I guess?\No, I mean, it was pretty good.\What part?\Specifically.\In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset... response:	W-Well, it looks like you understand a bit now.
context: No, I mean, it was pretty good.\What part?\Specifically.\In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now. response:	But that wasn't the only good scene!
context: What part?\Specifically.\In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene! response:	My top three were
context: Specifically.\In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were response:	Wait! I'll listen to that later.
context: In the Shiori route?\The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later. response:	Um...
context: The last part was a good read.\You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later.\Um... response:	How's it going with the people from today's IRL meetup?
context: You know, the part where their parents are against their relationship and Shiori runs out of the house?\And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup? response:	Oh, them?
context: And then when the main character chases after her and they look into each other's eyes in the sunset...\W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup?\Oh, them? response:	Well, I've sent them a couple messages.
context: W-Well, it looks like you understand a bit now.\But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages. response:	It looks like the dark one lives nearby, but the big one lives pretty far away.
context: But that wasn't the only good scene!\My top three were\Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away. response:	We started talking about meeting at the next IRL meetup.
context: My top three were\Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup. response:	Well, I can't really help it, so I thought I might go.
context: Wait! I'll listen to that later.\Um...\How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go. response:	I guess we've been talking a bit.
context: Um...\How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit. response:	I see.
context: How's it going with the people from today's IRL meetup?\Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see. response:	So you made friends.
context: Oh, them?\Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see.\So you made friends. response:	Shut up, you idiot!
context: Well, I've sent them a couple messages.\It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see.\So you made friends.\Shut up, you idiot! response:	Just don't drop another eroge.
context: It looks like the dark one lives nearby, but the big one lives pretty far away.\We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see.\So you made friends.\Shut up, you idiot!\Just don't drop another eroge. response:	Life counseling, complete.
context: We started talking about meeting at the next IRL meetup.\Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see.\So you made friends.\Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete. response:	TS
context: Well, I can't really help it, so I thought I might go.\I guess we've been talking a bit.\I see.\So you made friends.\Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete.\TS response:	Mazui Presents
context: I guess we've been talking a bit.\I see.\So you made friends.\Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete.\TS\Mazui Presents response:	There's No Way I'd Go To an IRL Meetup With My Sister
context: I see.\So you made friends.\Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete.\TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister response:	There's No Way My Little Sister 0000 can be This Cute
context: So you made friends.\Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete.\TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute response:	H HO
context: Shut up, you idiot!\Just don't drop another eroge.\Life counseling, complete.\TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO response:	HO O
context: Just don't drop another eroge.\Life counseling, complete.\TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO\HO O response:	sonna yasashiku shinai de donna kao sureba ii no
context: Life counseling, complete.\TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no response:	tsumikasaneta kotoba de mienaiyo kimi no yokogao
context: TS\Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: Mazui Presents\There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki surechigai ni iji hatte tsukarechau
context: There's No Way I'd Go To an IRL Meetup With My Sister\There's No Way My Little Sister 0000 can be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: There's No Way My Little Sister 0000 can be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso demo ugokenakunatteru
context: sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kai? kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up, I can't even see your face
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we miss
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss response:	Maybe we're close? I just can't figure out
context: tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	Is this the end for our story? I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile response:	kiririn@theidiotbehindmeisbeingreallyannoying
