context: JoJo's Bizarre Adventure response:	Diamond is Unbreakable
context: This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this.\Where is she? She should be right around here. response:	I don't care if I turn invisible, too.
context: That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too. response:	Just hurry up and touch me!
context: This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me! response:	Come on!
context: He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on! response:	She's not here... Hurry!
context: There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on!\She's not here... Hurry! response:	Damn it! How the hell am I supposed to find
context: There's no way we can get along.\You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find response:	an invisible baby in clear water?!
context: You stay out of this.\Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?! response:	Josuke, I...
context: Where is she? She should be right around here.\I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I... response:	might die in just a moment, so when that happens,
context: I don't care if I turn invisible, too.\Just hurry up and touch me!\Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens, response:	please give my regards to your mother.
context: Just hurry up and touch me!\Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother. response:	I mean...
context: Come on!\She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother.\I mean... response:	I am quite old now.
context: She's not here... Hurry!\Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother.\I mean...\I am quite old now. response:	What the hell are you doing?!
context: Damn it! How the hell am I supposed to find\an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother.\I mean...\I am quite old now.\What the hell are you doing?! response:	I'm adding color to the water...
context: an invisible baby in clear water?!\Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother.\I mean...\I am quite old now.\What the hell are you doing?!\I'm adding color to the water... response:	It's the center...
context: Josuke, I...\might die in just a moment, so when that happens,\please give my regards to your mother.\I mean...\I am quite old now.\What the hell are you doing?!\I'm adding color to the water...\It's the center... response:	The color of the blood is turning more and more invisible.
context: might die in just a moment, so when that happens,\please give my regards to your mother.\I mean...\I am quite old now.\What the hell are you doing?!\I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible. response:	The child is in the center.
context: please give my regards to your mother.\I mean...\I am quite old now.\What the hell are you doing?!\I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible.\The child is in the center. response:	Mr. Joestar...
context: I mean...\I am quite old now.\What the hell are you doing?!\I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar... response:	No one else would think to do this.
context: I am quite old now.\What the hell are you doing?!\I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar...\No one else would think to do this. response:	Not for someone else's child, who they've never seen before...
context: What the hell are you doing?!\I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before... response:	They wouldn't go this far.
context: I'm adding color to the water...\It's the center...\The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far. response:	I wanted to look cool
context: It's the center...\The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool response:	in front of you.
context: The color of the blood is turning more and more invisible.\The child is in the center.\Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool\in front of you. response:	Her
context: The child is in the center.\Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool\in front of you.\Her response:	Herm
context: Mr. Joestar...\No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool\in front of you.\Her\Herm response:	Hermi
context: No one else would think to do this.\Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool\in front of you.\Her\Herm\Hermi response:	Hermit
context: Not for someone else's child, who they've never seen before...\They wouldn't go this far.\I wanted to look cool\in front of you.\Her\Herm\Hermi\Hermit response:	Hermit P
context: They wouldn't go this far.\I wanted to look cool\in front of you.\Her\Herm\Hermi\Hermit\Hermit P response:	Hermit Pur
context: I wanted to look cool\in front of you.\Her\Herm\Hermi\Hermit\Hermit P\Hermit Pur response:	Hermit Purp
context: in front of you.\Her\Herm\Hermi\Hermit\Hermit P\Hermit Pur\Hermit Purp response:	Hermit Purple
context: Her\Herm\Hermi\Hermit\Hermit P\Hermit Pur\Hermit Purp\Hermit Purple response:	Jo
context: Herm\Hermi\Hermit\Hermit P\Hermit Pur\Hermit Purp\Hermit Purple\Jo response:	Jose
context: Hermi\Hermit\Hermit P\Hermit Pur\Hermit Purp\Hermit Purple\Jo\Jose response:	Joseph
context: Hermit\Hermit P\Hermit Pur\Hermit Purp\Hermit Purple\Jo\Jose\Joseph response:	Joseph J
context: Hermit P\Hermit Pur\Hermit Purp\Hermit Purple\Jo\Jose\Joseph\Joseph J response:	Joseph Jo
context: Hermit Pur\Hermit Purp\Hermit Purple\Jo\Jose\Joseph\Joseph J\Joseph Jo response:	Joseph Joe
context: Hermit Purp\Hermit Purple\Jo\Jose\Joseph\Joseph J\Joseph Jo\Joseph Joe response:	Joseph Joes
context: Hermit Purple\Jo\Jose\Joseph\Joseph J\Joseph Jo\Joseph Joe\Joseph Joes response:	Joseph Joest
context: Jo\Jose\Joseph\Joseph J\Joseph Jo\Joseph Joe\Joseph Joes\Joseph Joest response:	Joseph Joestar
context: Jose\Joseph\Joseph J\Joseph Jo\Joseph Joe\Joseph Joes\Joseph Joest\Joseph Joestar response:	Well, a lot happened...
context: Joseph\Joseph J\Joseph Jo\Joseph Joe\Joseph Joes\Joseph Joest\Joseph Joestar\Well, a lot happened... response:	But it looks like everything worked out for now.
context: Joseph J\Joseph Jo\Joseph Joe\Joseph Joes\Joseph Joest\Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now. response:	O-One hundred and thirty thousand yen?!
context: Joseph Jo\Joseph Joe\Joseph Joes\Joseph Joest\Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now.\O-One hundred and thirty thousand yen?! response:	The savings I worked so hard for...
context: Joseph Joe\Joseph Joes\Joseph Joest\Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now.\O-One hundred and thirty thousand yen?!\The savings I worked so hard for... response:	That stupid geezer!
context: Joseph Joes\Joseph Joest\Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now.\O-One hundred and thirty thousand yen?!\The savings I worked so hard for...\That stupid geezer! response:	There, there.
context: Joseph Joest\Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now.\O-One hundred and thirty thousand yen?!\The savings I worked so hard for...\That stupid geezer!\There, there. response:	Episode 14 Let's Go to the Manga Artist's House, Part 1
context: Joseph Joestar\Well, a lot happened...\But it looks like everything worked out for now.\O-One hundred and thirty thousand yen?!\The savings I worked so hard for...\That stupid geezer!\There, there.\Episode 14 Let's Go to the Manga Artist's House, Part 1 response:	Episode 14 Let's Go to the Manga Artist's House, Part 1
