context: That reporter from the Weekly Sorcerer was pretty amazing. response:	He completely ignored you, Lucy.
context: Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked! response:	Huh? What is it?
context: Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it? response:	It isn't enough, it just isn't!
context: You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't! response:	And that's why Juvia...
context: She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia... response:	is breakin' out the potion!
context: I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion! response:	Juvia is over here!
context: Stop gettin' me all soaked.\How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion!\Juvia is over here! response:	You! Horizon over there!
context: How many times do I have to tell you?\No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion!\Juvia is over here!\You! Horizon over there! response:	You are my rival!
context: No! Juvia is shocked!\Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion!\Juvia is over here!\You! Horizon over there!\You are my rival! response:	Gray-sama!
context: Huh? What is it?\It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion!\Juvia is over here!\You! Horizon over there!\You are my rival!\Gray-sama! response:	Wait!
context: It isn't enough, it just isn't!\And that's why Juvia...\is breakin' out the potion!\Juvia is over here!\You! Horizon over there!\You are my rival!\Gray-sama!\Wait! response:	I guess some people weren't meant to fly.
context: And that's why Juvia...\is breakin' out the potion!\Juvia is over here!\You! Horizon over there!\You are my rival!\Gray-sama!\Wait!\I guess some people weren't meant to fly. response:	And, just like Lucy, Juvia is disappointed in the end.
context: is breakin' out the potion!\Juvia is over here!\You! Horizon over there!\You are my rival!\Gray-sama!\Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end. response:	A few days later...
context: Juvia is over here!\You! Horizon over there!\You are my rival!\Gray-sama!\Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later... response:	Nothing to do...
context: You! Horizon over there!\You are my rival!\Gray-sama!\Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do... response:	Hey, Lucy.
context: You are my rival!\Gray-sama!\Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do...\Hey, Lucy. response:	Yes?
context: Gray-sama!\Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do...\Hey, Lucy.\Yes? response:	I was just thinking...
context: Wait!\I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do...\Hey, Lucy.\Yes?\I was just thinking... response:	Don't you think Gray loves you, Lucy?
context: I guess some people weren't meant to fly.\And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do...\Hey, Lucy.\Yes?\I was just thinking...\Don't you think Gray loves you, Lucy? response:	Please, just leave me alone!
context: And, just like Lucy, Juvia is disappointed in the end.\A few days later...\Nothing to do...\Hey, Lucy.\Yes?\I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone! response:	What? A spell to make feelings mutual? Doesn't exist.
context: A few days later...\Nothing to do...\Hey, Lucy.\Yes?\I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist. response:	Wait...
context: Nothing to do...\Hey, Lucy.\Yes?\I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait... response:	Why did I end up here?
context: Hey, Lucy.\Yes?\I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here? response:	It's the Curse of the Moon!
context: Yes?\I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here?\It's the Curse of the Moon! response:	What? Some guys from a Dark Guild are runnin' amok?
context: I was just thinking...\Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok? response:	All righty! I'll go and bust'em up!
context: Don't you think Gray loves you, Lucy?\Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up! response:	You can't! They've got hostages.
context: Please, just leave me alone!\What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages. response:	I bet you'd beat the hostages up with them, Natsu.
context: What? A spell to make feelings mutual? Doesn't exist.\Wait...\Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu. response:	Even so, I'll do it!
context: Wait...\Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it! response:	I said no, and that's it!
context: Why did I end up here?\It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it!\I said no, and that's it! response:	Then at least give me more screen time!
context: It's the Curse of the Moon!\What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it!\I said no, and that's it!\Then at least give me more screen time! response:	Next time: Love Lucky!
context: What? Some guys from a Dark Guild are runnin' amok?\All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it!\I said no, and that's it!\Then at least give me more screen time!\Next time: Love Lucky! response:	Huh? Is that why?
context: All righty! I'll go and bust'em up!\You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it!\I said no, and that's it!\Then at least give me more screen time!\Next time: Love Lucky!\Huh? Is that why? response:	Well, don't you get the feeling I haven't shown up much lately?
context: You can't! They've got hostages.\I bet you'd beat the hostages up with them, Natsu.\Even so, I'll do it!\I said no, and that's it!\Then at least give me more screen time!\Next time: Love Lucky!\Huh? Is that why?\Well, don't you get the feeling I haven't shown up much lately? response:	Life ain't all roses, you know.
