context: Eek! It's so cold! response:	Well, it is the end of December.
context: Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely! response:	I'm telling you, it's different. It may look like tennis, but the rules are different.
context: You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different. response:	You must not allow the shuttlecock to drop.
context: This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop. response:	Ah, I see.
context: Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see. response:	Those two sure do get along, don't they?
context: This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they? response:	Yup.
context: We had it back in my house.\How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they?\Yup. response:	I have learned the rules! Indeed, now we should form our teams!
context: How do you play it? I want to try it, indeed!\Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams! response:	This is my first time to be on a team with you, Umaru!
context: Oh, I see. So, basically, it's tennis. I understand completely!\I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru! response:	Yeah, I guess you're right.
context: I'm telling you, it's different. It may look like tennis, but the rules are different.\You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right. response:	Let's hurry up and put an end to this.
context: You must not allow the shuttlecock to drop.\Ah, I see.\Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this. response:	K-Kirie?
context: Ah, I see.\Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie? response:	Okay, here goes. One, two...!
context: Those two sure do get along, don't they?\Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...! response:	H-hyaa?
context: Yup.\I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...!\H-hyaa? response:	We need only not drop the shuttlecock, yes? Then, here goes!
context: I have learned the rules! Indeed, now we should form our teams!\This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes! response:	Canzone Sylphin Smash!
context: This is my first time to be on a team with you, Umaru!\Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash! response:	What's this? There was no rebound.
context: Yeah, I guess you're right.\Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound. response:	A paddle is completely different from a tennis racket.
context: Let's hurry up and put an end to this.\K-Kirie?\Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket. response:	So then, how about we introduce a game of Penalty?
context: K-Kirie?\Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty? response:	A game of Penalty?!
context: Okay, here goes. One, two...!\H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?! response:	Kirie, what will you draw?
context: H-hyaa?\We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw? response:	I-I can't draw! I can't bring shame to Umaru's beautiful face!
context: We need only not drop the shuttlecock, yes? Then, here goes!\Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face! response:	Let's stop this! No more Penalty!
context: Canzone Sylphin Smash!\What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty! response:	But, I want to play this Penalty Game, indeed!
context: What's this? There was no rebound.\A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed! response:	A-all right. Let's do it as a one-on-challenge.
context: A paddle is completely different from a tennis racket.\So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge. response:	It's like an extra inning, yes?
context: So then, how about we introduce a game of Penalty?\A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes? response:	Ebina, have a seat with me.
context: A game of Penalty?!\Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me. response:	O-okay.
context: Kirie, what will you draw?\I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay. response:	Hyaa!
context: I-I can't draw! I can't bring shame to Umaru's beautiful face!\Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay.\Hyaa! response:	Sylphin said this already, but...
context: Let's stop this! No more Penalty!\But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay.\Hyaa!\Sylphin said this already, but... response:	New Years' sure is great, huh?
context: But, I want to play this Penalty Game, indeed!\A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay.\Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh? response:	Yes!
context: A-all right. Let's do it as a one-on-challenge.\It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay.\Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh?\Yes! response:	Umaru, here's your New Years' allowance.
context: It's like an extra inning, yes?\Ebina, have a seat with me.\O-okay.\Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance. response:	For you, Tanukichi.
context: Ebina, have a seat with me.\O-okay.\Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi. response:	Here, Sensei.
context: O-okay.\Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei. response:	Here, Master!
context: Hyaa!\Sylphin said this already, but...\New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei.\Here, Master! response:	No, no, that's fine!
context: Sylphin said this already, but...\New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei.\Here, Master!\No, no, that's fine! response:	All combined, that's 35,000 yen.
context: New Years' sure is great, huh?\Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei.\Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen. response:	Up till now, I would've just gone and spent all this, but...
context: Yes!\Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei.\Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but... response:	this year, you'll find that I'm a SMIDGE different.
context: Umaru, here's your New Years' allowance.\For you, Tanukichi.\Here, Sensei.\Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different. response:	And so...
context: For you, Tanukichi.\Here, Sensei.\Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so... response:	I gave my greed the smackdown and decided to save it, Big Brother!
context: Here, Sensei.\Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother! response:	Oh.
context: Here, Master!\No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh. response:	I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!
context: No, no, that's fine!\All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich! response:	You didn't have to change all that for coins, did you?
context: All combined, that's 35,000 yen.\Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you? response:	Still, it's pretty grownup of you to save it all.
context: Up till now, I would've just gone and spent all this, but...\this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all. response:	I know, right?!
context: this year, you'll find that I'm a SMIDGE different.\And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?! response:	See? This way, it's hard to spend too much at once, right?
context: And so...\I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right? response:	I get it. Yeah, that does make it a pain to get money.
context: I gave my greed the smackdown and decided to save it, Big Brother!\Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money. response:	Wh-what's with you?
context: Oh.\I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you? response:	I was just thinking, maybe you'd like to add to the piggy...
context: I exchanged it all for 500-yen coins, so it's made me feel kinda sorta rich!\You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy... response:	But those are YOUR savings, right?
context: You didn't have to change all that for coins, did you?\Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right? response:	I-it can't be!
context: Still, it's pretty grownup of you to save it all.\I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be! response:	Wh-where could my money have gone? I can't think of a single reason!
context: I know, right?!\See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason! response:	There are way too many reasons!
context: See? This way, it's hard to spend too much at once, right?\I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons! response:	This is the end!
context: I get it. Yeah, that does make it a pain to get money.\Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end! response:	She's really suffering... This is the end!
context: Wh-what's with you?\I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end!\She's really suffering... This is the end! response:	But this time, I'm not going to help her out. It's for her own good.
context: I was just thinking, maybe you'd like to add to the piggy...\But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good. response:	What should I do? I promised everyone we'd all do something together.
context: But those are YOUR savings, right?\I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together. response:	Big Brother!
context: I-it can't be!\Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother! response:	But just this once.
context: Wh-where could my money have gone? I can't think of a single reason!\There are way too many reasons!\This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once. response:	Still, in this day and age, what can I do with only 500 yen?
context: There are way too many reasons!\This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen? response:	Times have changed since you were young, you know.
context: This is the end!\She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know. response:	Also, YOU may not have any hobbies,
context: She's really suffering... This is the end!\But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know.\Also, YOU may not have any hobbies, response:	but don't go thinking everyone is the same and they don't spend money!
context: But this time, I'm not going to help her out. It's for her own good.\What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know.\Also, YOU may not have any hobbies,\but don't go thinking everyone is the same and they don't spend money! response:	So, how about a bit more for the piggy?
context: What should I do? I promised everyone we'd all do something together.\Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know.\Also, YOU may not have any hobbies,\but don't go thinking everyone is the same and they don't spend money!\So, how about a bit more for the piggy? response:	Wh-wh-why you...
context: Big Brother!\But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know.\Also, YOU may not have any hobbies,\but don't go thinking everyone is the same and they don't spend money!\So, how about a bit more for the piggy?\Wh-wh-why you... response:	HIMOUTO!
context: But just this once.\Still, in this day and age, what can I do with only 500 yen?\Times have changed since you were young, you know.\Also, YOU may not have any hobbies,\but don't go thinking everyone is the same and they don't spend money!\So, how about a bit more for the piggy?\Wh-wh-why you...\HIMOUTO! response:	I'm sorry, Big Brother!
